"Speaker","Speech","Type","Comments"
"Chairman Dodd","Good morning. The Committee will come to order. Let me welcome those of you here in the room, my colleagues and our witnesses, who will spend a few moments with us as we discuss ``Consumer Protections in Financial Services: Past Problems and Future Solutions.'' Let me begin by commending all three of our witnesses. I went over your testimony yesterday and I found it very, very interesting, with different perspectives on this issue, not so much on how we got where we are, but where we need to go from here. I found it very, very worthwhile, very enlightening and interesting. And really, what I liked about it is, given we have spent a lot of time over the last year talking about it in general terms, it talks specifically about where we go, and all three of you really have offered some very specific ideas on how to move forward. That is what we need to be doing in the coming days. And, of course, I am delighted to be with my friend and colleague here from Alabama, who was the former Chairman of the Committee. We have had some great times working together over the last 2 years, some difficult times, but he has been a great partner and a good Senator. We have our differences from time to time, but we try to minimize those and do whatever we can to work together. And this is a subject matter where I am determined, and I believe he is determined, as I hope our colleagues are, too, to come together and do something historic in light of all the problems that we face in our country. You need only to pick up our morning newspapers to appreciate what people are going through. We read the numbers, but, obviously, out there behind all of those numbers are people watching their jobs disappear, their retirements evaporate, and they are losing their homes, and their children's future and education are in question. And that is what has to motivate us and drive us. We keep them in mind through all of this. So this morning, we continue the conversation we have been having about how we can make our economy stronger, our institutions more stable and reliable, and of course, in the final analysis, to make sure that the consumers of all of these products are going to receive the protection that they deserve. So today, the Banking Committee meets for another time in a series of hearings to discuss ways to modernize our financial architecture to help our nation grow, to prosper, and to lead our nation into the 21st century. This hearing will focus on critical consumer, investor, and shareholder protections in financial services. For the past year, as I have traveled in my home State of Connecticut, along, I am sure, with my colleagues in their own respective States, and our constituents have underscored the importance of rebuilding our financial system by injecting tough new consumer investor protections that have been missing or overlooked for far too long. They are literally banking on change in this area, and I believe we must give it to them this year, and our common hope is to do just that, because efficient and effective markets only work when all actors have good information. It also means increased accountability, disclosure and transparency to ensure that consumers and investors understand the rules of the road regarding their transactions. And it means doing these things in a way which doesn't unduly cramp the vitality, innovation, and creativity, which is the source of genius in our financial system. Striking that balance is a tall order, but that must be our charge. The President has now made clear that regulatory modernization, which will protect consumers and investors in this way, is a top priority for him. Senator Shelby and I, joined by Chairman Barney Frank and Ranking Member Spencer Baucus, met last week met at the White House, and we agreed to work toward that goal, informed by key principles outlined by the President in that meeting. It is an historic undertaking, one of the most important debates in which we have engaged here in a long time, maybe the most important debate that members of this Committee may ever engage in, considering the significance of what we are about to undertake. It will be challenging, and no doubt it will take twists and turns in the coming months. But I hope and expect that the process will culminate in a comprehensive regulatory modernization bill at its end. Senator Shelby and his colleagues have been partners in many such legislative efforts over the past couple of years that I have chaired this Committee, and I am very grateful to him specifically and to my colleagues as well, for the fine work they have done with us on this Committee. In the last Congress, this Committee and its subcommittees held 30 hearings to identify the causes and consequences of the financial crisis, which is at the root of our economic troubles. We looked at everything from predatory lending and foreclosures to the risks of derivatives in the banking system, and security and insurance industries. What we found at the heart of the problem in these areas was a single fundamental breakdown, an almost total failure to protect consumers, investors, and shareholders. By no means is this problem exclusive to financial services. Whether it is poisoned toys imported from China or meat with deadly pathogens knowingly sold to supermarkets, some for too long have been willing to cross the bright lines of basic business operations, and fair treatment of the consumer to bolster their bottom lines. Nowhere was that failure starker or more catastrophic for our economy than the housing market, where lenders, brokers, and banks offered or financed an array of unsuitable mortgage products without regard to the borrower's ability to repay. For too long, many in the industry focused solely on large profits and ignored the major risks that accompanied them. They were willing to gamble with not only their own futures, but those of their customers, who were encouraged to take on more and more risk. And the result is clear. With unemployment now at its highest in 16 years, 8 million homes in danger of foreclosure, and some of our largest financial institutions either in ruins or at the risk of being such, this house of cards has collapsed, and today the Committee meets to continue our discussion on how to rebuild a stronger and more stable structure. I pledge personally over the coming months that we will rebuild the nation's financial architecture from the bottom up and put the needs of consumers, investors, and shareholders who own these firms not at the margins of our financial service system, but at its very center. Just as failure to protect the American people was the cause of our financial collapse, so too must our efforts to rebuild be premised on a strong foundation of consumer and investor protections. Certainly, we have a ways to go, as we all know, when mortgage brokers can charge yield spread premiums for directing customers into riskier, costlier mortgages, and when credit card companies can raise rates on customers who have always paid their bills on time. Recently, I learned of a woman named Samantha Moore from Guilford, Connecticut, a paralegal whose husband owns a small business. Not long ago, she was 3 days late on a credit card payment, the first late payment in 18 years. For that seemingly minor transgression, she had her interest rate raised from 12 percent to 27 percent and her credit line slashed from $31,400 a year to $4,500. What is a middle-class family like the Moores supposed to do if they were counting on that credit line to help them through a medical crisis? That single decision could mean the difference between scraping by during a recession and a lifetime of financial catastrophe, all because a single payment after 18 years was 3 days late. With the average household carrying more than $10,000 in revolving debt on their credit cards and millions trapped in home loans with exploding interest rates, sweeping reform of abusive credit card and mortgage lending practices will be an essential component of this Committee's financial modernization efforts. Today, we will discuss broader regulatory reform questions that focus on how we treat customers of financial institutions. For instance, should bank regulators continue to have that authority? In 1994, Congress gave the Fed authority to ban abusive home mortgages and it failed miserably. Is it time to create a new regulator whose sole function is the fair treatment of individual customers? Certainly, we need strong cops on the beat in every neighborhood. Fifty-two percent of subprime mortgages originated with companies like stand-alone mortgage brokers and others that have no Federal supervision whatsoever. Who should be charged with consumer protection for these financial institutions? Some have suggested that we set up an entity modeled on the Consumer Product Safety Commission, which protects the public from products used in the home, the school, and for recreation. In this day and age, financial products are just as commonplace and some can be equally as dangerous. No one suggests that the buyer is to blame for a dangerous toaster that catches fire or a toy for a child that is contaminated with lead. Should it be any different for a borrower who takes out a mortgage or signs up for a credit card? I think it is a fair thing to ask, and one thing is clear: These complex financial transactions, including mortgages, can be much more dangerous than a family toaster. We are talking about huge financial decisions, often the most significant in a family's life, on which they stake their life's savings. We must do everything we can to make sure that they understand precisely the terms of those transactions and their implications and that they are protected from the kinds of abuses we have seen in recent years. These protections must be comprehensive and consistent over our regulatory architecture. For too long, we have allowed a misguided belief to persist, that when you protect a consumer, you stifle innovation and growth. That is truly a false choice. Efficient, dynamic marketplaces don't function in spite of people like Samantha Moore, they function because of people like her and millions of others who work, invest, and save to send their children to school, to buy homes, and to live the often-spoken- of American dream. If we are going to grow a more sensible economy, a sustainable economy, with a safe and sound financial architecture that supports it, we need to protect and nurture and invest in our most precious resource, the American people. That starts with the work of this Committee. With that, let me turn to my colleague, Senator Shelby, and then I will ask my colleagues who are here if they would like to make any opening comments, and then we will turn to our witnesses. Richard?","Speech",""
"Senator Shelby","Thank you, Mr. Chairman. There is no question that many home buyers were sold inappropriate mortgages over the past several years. We have heard their stories. We have heard some of those stories right here. There is also no question that many home buyers were willing parties to contracts that stretched them far beyond their financial means. Some of these home buyers were even willing to commit fraud to buy a new home. We have heard their stories, as well. As with any contract, there must be at least two parties to each mortgage. If either party chooses not to participate, there is no agreement. Unfortunately, during the real estate boom, willing participants were in abundance all along the transaction chain, from buyers to bankers, from Fannie and Freddie to investment banks, and from pension funds to international investors. There appeared to be no end to the demand for mortgage-backed securities. Underwriting standards seemed to go from relaxed to nonexistent as the model of lending known as originate to distribute proliferated the mortgage markets. The motto in industry seemed to be risk passed, risk avoided. However, as the risk was then passed around our financial markets like a hot potato, everyone taking their piece along the way, some of the risk was transferred back onto the balance sheets of regulated financial institutions. In many cases, banks were permitted to hold securities backed by loans that they were proscribed from originating. Interesting. How did our regulators allow this to happen? This is just one of the many facets of this crisis that this Committee will be examining over the months ahead. A key issue going forward is how do we establish good consumer protections while also ensuring the safety and soundness of our financial system? In many respects, consumer protection and safety and soundness go hand in hand. Poorly underwritten loans that consumers cannot afford are much more likely to go bad and inflict losses on our banks. In addition, an essential element of consumer protection is making sure that a financial institution has the capital necessary to fulfill its obligations to its customers. This close relationship between consumer protection and safety and soundness argues in favor of a unified approach to financial regulation. Moreover, the ongoing financial crisis has shown that fractured regulation creates loopholes and blind spots that can, over time, pose serious questions to our financial system. It is regulatory loopholes that have also spawned many of the worst consumer abuses. Therefore, we should be cautious about establishing more regulatory agencies just to create the appearance of improving consumer protections. We should also be mindful of the limits of regulation. Our regulators cannot protect consumers better than they can protect themselves. We should be careful not to construct a regulatory regime that gives consumers a false sense of security. The last thing we need to do is lead consumers to believe that they don't have to do their own due diligence. If this crisis teaches us anything, it should be that everyone, from the big banks and pension funds to small community banks and the average consumer, has to do a better job of doing their own due diligence before entering into any financial transactions. At the end of the day, self-reliance may prove to be the best consumer protection. Thank you, Mr. Chairman.","Statement","STATEMENT OF SENATOR SHELBY"
"Chairman Dodd","Thank you very much, Senator. Senator Akaka, any opening comments?","Speech"," "
"Senator Akaka","Thank you very much, Mr. Chairman. I want you to know that I appreciate your conducting this hearing and also appreciate your advocacy on behalf of consumers, Mr. Chairman and Ranking Member, Senator Shelby. I also want to welcome our witnesses this morning to this hearing. Well before the current economic crisis, our financial regulatory system was failing to adequately protect working families, home buyers, individuals from predatory practices and exploitations. Prospective home buyers were steered into mortgage products with risks and costs that they could not afford. Working families were being exploited by high-cost fringe financial service providers, such as payday lenders and check cashers. Low-income taxpayers had their Earned Income Tax Credit benefits unnecessarily diminished by refund anticipation loans. Individuals trying to cope with their debt burdens were pushed into inappropriate debt management plans by disreputable credit counselors. We must increase consumer education so that individuals are able to make better informed decisions. However, although it is essential, education is not enough. We must also restrict predatory policies, ensure that consumers' interests are better represented in the regulatory process, and increase effective oversight of financial services. Mr. Chairman, you mentioned this in your opening statement and I will certainly work with you on these measures. I appreciate the witnesses today and I look forward with all of you to educate, protect, and empower consumers. Thank you very much, Mr. Chairman.","Statement","STATEMENT OF SENATOR AKAKA"
"Chairman Dodd","Thank you. Senator Merkley, any opening thoughts?","Speech"," "
"Senator Merkley","Thank you very much, Mr. Chair, and welcome to the experts testifying before us. I will say just simply that too often, the failure of regulation has turned the American dream of home ownership into an American nightmare of home ownership, and that the failure of regulation on Wall Street has created the situation where these same mortgages have contributed enormously to the meltdown of our economy, and just not our economy, but now to the world economy. So this is incredibly important to the success of our families that we get this right, and to the success of our economy and the world economy. I look forward to your testimony. Thank you very much, Mr. Chair.","Statement","STATEMENT OF SENATOR MERKLEY"
"Chairman Dodd","Thank you very much, as well, Senator. I appreciate your opening comments. Let me just introduce our witnesses so we can get to them. As I said at the outset, I was very impressed with your testimony. It is very thorough and, in fact, my constituent is extremely thorough. His testimony was 28 pages. We are going to try and limit you this morning. I am going to challenge my colleagues to read all of it, but we will try and keep it down to about somewhere between five and 8 minutes or so, so that we can get to some questions with you. Our first witness is truth in advertising. He is a good friend of mine, Steve Bartlett. Steve is CEO of the Financial Services Roundtable, previously served as the Mayor of Dallas, a former Member of the Congress. In fact, he served on the Financial Services Committee when he served in the House, and so he has a familiarity with these issues as a chief executive of a city, as a Member of the Congress serving on the counterpart Committee to this Committee, and, of course, as the CEO of the Financial Services Roundtable. Steve, we thank you immensely for joining us today and being with us. Ellen Seidman is the former Director of the Office of Thrift Supervision and currently Senior Fellow of the New America Foundation and Executive Vice President on National Policy and Partnership Development at ShoreBank Corporation. We thank you very much once again for being before the Committee. And I am proud to introduce Professor Patricia McCoy, a nationally recognized authority on consumer finance law and subprime lending. She is the George J. and Helen M. England Professor of Law at the University of Connecticut. She was a partner of Mayer, Brown, Rowe and Maw in Washington, D.C., where she specialized in complex securities banking and commercial constitutional litigation. It is a pleasure to have you. I hope you are enjoying your tenure in Connecticut.","Speech"," "
"Ms. McCoy","Very much so, Senator.","Speech"," "
"Chairman Dodd","That is good. We will begin with you, Steve, and again, thank you all for your excellent testimony.","Speech"," "
"Mr. Bartlett","Thank you, Chairman Dodd and Ranking Member Shelby and members of the Committee. To start with the obvious, it is true that many consumers were harmed by the mortgage-lending practices that led to the current crisis, but what is even more true is that even more have been harmed by the crisis itself. The root causes of the crisis, to overly simplify, are twofold: One, mistaken policies and practices by many, but not all, not even most, financial services firms; and two, the failure of our fragmented financial regulatory system to identify and to prevent those practices and the systemic failures that resulted. This crisis illustrates the nexus, then, between consumer protection regulation and safety and soundness regulation. Safety and soundness, or prudential regulation, is the first line of defense for protecting consumers. It ensures that financial services firms are financially sound and further loans that borrowers can repay with their own income are healthy both for the borrower and for the lender. In turn, consumer protection regulation ensures that consumers are treated fairly. Put another way, safety and soundness and consumer protection are self-reinforcing, each strengthening the other. Given this nexus, we do not support, indeed, we oppose proposals to separate consumer protection regulation from safety and soundness regulation. Such a separation would significantly weaken both. An example, Mr. Chairman, in real time, today, a provision in the pending omnibus appropriations bill that would give State attorneys general the authority to enforce compliance with the Federal Truth in Lending Act illustrates this problem. It would create additional fragmented regulation, and attempting to separate safety and soundness and consumer protection would harm both. My testimony has been divided into two parts. First, I address what went wrong, and second, I address how to fix the problem. What went wrong? The proximate cause of the current financial crisis was the nationwide collapse of housing values. The root cause of the crisis are twofold. The first was a breakdown, as I said, in policies, practices, and processes at many, but not all financial services firms. Since 2007, admittedly long after all the horses were out of the barn and running around in the pasture, the industry identified and corrected those practices. Underwriting standards have been upgraded. Credit practices have been reviewed and recalibrated. Leverage has been reduced as firms were rebuilt. Capital incentives have been realigned. And some management teams have been replaced. The second underlying cause, though, is our overly complex and fragmented financial regulatory structure which still exists today as it existed during the ramp-up to the crisis. There are significant gaps in the financial regulatory system in which no one has regulatory jurisdiction. The system does not provide for sufficient coordination and cooperation among regulators and does not adequately monitor the potential for market failures or high-risk activities. So how to fix the problem? The Roundtable has developed over the course, literally, of 3 years a draft financial regulatory architecture that is intended to close those gaps, and our proposed architecture, which I submit for the record, has six key features. First, we propose to expand the membership of the President's Working Group on Financial Markets and rename it the Financial Markets Coordinating Council, but key, to give it statutory authority rather than merely executive branch authority. Second, to address systemic risk, we propose that the Federal Reserve Board be authorized as a market stability regulator. The Fed would be responsible for looking across the entire financial services sector to identify interconnections that could pose a risk to the entire financial system. Third, to reduce the gaps in regulation, we propose a consolidation of several existing Federal agencies, such as OCC and OTS, into a single national financial institutions regulator. The new agency would be a consolidated prudential and consumer protection agency for three broad sectors: Banking, securities, and insurance. The agency would issue national prudential and consumer protection standards for mortgage origination. Mortgage lenders, regardless of how they are organized, would be required to retain some of the risk for the loans they originate, also known as keeping some skin in the game, and likewise, mortgage borrowers, regardless of where they live or who their lender is, would be protected by the same safety and soundness and consumer standards. Fourth, we propose the creation of a national capital markets agency with the merger of the SEC and the Commodities Futures Trading Commission. And fifth, to protect depositors, policy holders, and investors, we propose that the Federal Deposit Insurance Corporation would be renamed the National Insurance Resolution Authority and that it manage insurance mechanisms for banking, depository institutions, but also federally chartered insurance companies and federally licensed broker dealers. Before I close, Mr. Chairman, I have also included in my testimony two other issues of importance to this Committee and the policymakers and the industry. One, lending by institutions that have received TARP funds is a subject of great comment around this table. And second, the impact of fair value accounting in illiquid markets. I have attached to my statement a series of tables that the Roundtable has compiled on lending by some of the nation's largest institutions. These tables are designed to set the record straight. The fact is that large financial services firms have increased their lending as a result of TARP capital. And second, fair value accounting continues to be of gargantuan concerns for the industry and should be for the public in general. We believe that the pro-cyclical effects of existing and past policies, which have not been changed, are unnecessarily exacerbating the crisis. We urge the Committee to take up this subject and deal with it. We thank you again for the opportunity to appear. I yield back.","Statement","STATEMENT OF STEVE BARTLETT, PRESIDENT AND CHIEF EXECUTIVE OFFICER, FINANCIAL SERVICES ROUNDTABLE"
