"Speaker","Speech"
"The Chairman","The committee will come to order. The chair recognizes himself for an opening statement. Chairman Greenspan, once again, we welcome you back to the Financial Services Committee for now your 35th appearance before this committee and our predecessor, the House Banking Committee, for the Monetary Policy Report. I know I speak for all of our 70 members when I say that your economic analysis and our discussion with you is the highlight of our calendar year here at the Financial Services Committee. Welcome once again, in what will likely be your final appearance here before the Financial Services Committee. To that end, we have enjoyed the opportunity to work with you in a number of capacities over the years, and I know I speak for the entire committee when I say that. We can report to the nation today that our U.S. economic growth is steady and strong. While we face some uncertainty abroad, and we can be assured of the likelihood that there will always be uncertainty abroad, our national economic performance is the envy of the world. More Americans are working than ever before. We recently received the news that 146,000 jobs were created in June, achieving a 5 percent unemployment rate, the lowest since the fateful month of September 2001. Not so long ago, many economists believed that there was a structural unemployment floor of 6 percent or 7 percent. They did not believe that our economy had the ability to reach the goal of 5 percent unemployment, and yet it has done so this month, with a total of 1.1 million jobs created this year alone. An important leading indicator, durable goods, increased 5.5 percent in May, and U.S. manufacturing continues to expand at rates that exceed expectations. Our GDP is growing at a good clip of nearly 4 percent, and the important non-manufacturing sector has been increasing each month now for over 2 years. The markets have risen nicely, recovering from their post- bubble and post-9/11 declines and selloffs, with the Dow now just 500 points shy of its historic high. These positive economic conditions mean that more Americans than ever before have reached the goal of home ownership. With President Bush's housing policies and the American Dream Downpayment Act, home ownership will soon be within reach for even more American families. With 14 consecutive quarters of economic growth, there is further good news for American consumers, and that is, inflation has remained in check. The prices of goods and services did not go up during the month of June. Prices for businesses, the producer price index, actually went down slightly, indicating that businesses have been able to handle recent high energy prices. Americans are well aware of the economy's steady growth, low inflation, and strong housing markets. Consumer confidence numbers are optimistic, and economic predictions show annual growth in the 3 percent to 4 percent range. A thriving economy, growing businesses, and working Americans are the components of a healthy tax base and strong revenues. President Bush's tax cuts have been an important factor in the recent projection that the federal budget deficit will be far lower than previously expected, perhaps up to $100 billion lower, and that will help to keep interest rates as low as possible. Over the long term, the president's programs to make the tax cuts permanent, to restrain government spending, to ensure retirement security, and to expand U.S. exports through free trade will further enhance our economic success. Mr. Chairman, according to the Federal Reserve Web site, its objectives include ``economic growth in line with the economy's potential to expand, a high level of employment, stable prices, and moderate long-term interest rates.'' It is an immense achievement that all of those objectives have been met, and we congratulate you and your colleagues at the Fed. You have the distinction of having served the Council of Economic Advisers under President Ford and serving as the Fed chairman under every president since Reagan. Certainly the confidence of five presidents is also a testament to the nation's faith in your economic leadership. We thank you for your extraordinary service to our country, for the stalwart policies that have guided us to many years of prosperity. This success has advanced American businesses, has increased American influence throughout the world, and has created economic conditions in which American families thrive. I again thank you for your service. I now yield to the gentleman from Massachusetts for an opening statement."
"Mr. Frank","Thank you, Mr. Chairman. Mr. Chairman, I was reading your statement this morning and I had an ``a ha!'' moment and realized that I could from now on, to some extent, preach the gospel according to Greenspan, with some reservations--the revised standard version. On Page 11, you state something really quite profound, that I hope people will take to heart. You and I will differ about how to respond to it, but I thank you for stating it. ``We collectively confront many risks,'' then I skip. This is the chairman's testimony. ``Another prominent concern is the growing evidence of antiglobalization sentiment and protectionist initiatives, which, if implemented, would significantly threaten the flexibility and resilience of many economies. ``This situation is especially troubling for the United States, where openness and flexibility have allowed us to absorb a succession of hard shocks. That flexibility is, in large measure, a testament to the industry and resourcefulness of our workers and business. But our success has also been aided importantly by more than 2.5 decades of bipartisan effort aimed at reducing unnecessary regulation and promoting the openness of our market economy. ``Going forward, policymakers will need to be vigilant to preserve this flexibility, which has contributed so constructively to our economic performance.'' I agree with you, Mr. Chairman. I am going to solicit later your opinion of the bill dealing with trade with China, which is apparently going to be put forward as part of the price of winning CAFTA, and I will be interested in your evaluation of that particular piece of legislation--which has been the subject of a marvelous conversion on the part of many of the Republican leaders. I agree with you that we face these attitudes, and I agree with you that they can have negative consequences. But I hope you will agree--and I think, from previous statements, you would--this is not simply perversity on the part of American citizens; this is not just the workers getting into a bad mood. The problem is that the very growth that these policies have fostered, the growth that you believe to be endangered by the rise in these sentiments and the opposition to these measures, has increasingly been unfairly shared. You said--and I salute you for it--a little over a year ago to the Joint Economic Committee that virtually all of the gains from increased productivity were going to corporate profits, the owners of capital; very few, if any, were going to real wages. In the report this year, the Monetary Report, on Page 16, you do say, ``Measures of labor compensation suggest that the remaining slack in labor markets continued to restrain increases in base wage rates.'' You do note, ``Large increases in some of the more flexible components have added to labor costs.'' What are those? Stock options and bonuses, as you say. In other words, if you are eligible for a stock option, you are doing okay. If you get a bonus, you are doing okay. If you are an owner of capital, you are doing super okay. And then, to make it even better, we have reduced the tax rates on all those. But if you are working for straight wages or salary, you are not doing very well. Certainly you are not participating in the increased prosperity. Real wages, as you have acknowledged, leaving aside stock options, leaving aside bonuses--real wages--have not increased. Inflation has eaten them up. It is true that some workers have been told by their employer, ``We are giving you more in compensation.'' To some extent, that means the employer is paying more for their health care benefits, or perhaps putting more into the pension fund; but the worker is not taking home another penny. And working people--and I want to go back. I think you are right about these sentiments, and I think you are right that they could lead to some negatives. We have on a bipartisan basis in this committee--as you know, with the support and advice from your institution-- allowed the financial institutions to take advantage of information technology. We have done things to try and help them modernize. There is growing consumer resistance to many of those. There is resistance to trade, so that they are going to have to make this bargain, they are going to try and buy CAFTA with this China deal. I do not know if it will work or not. The point I am making is this, you have got to connect the dots. The fact is that increasingly average workers do not see that the prosperity that results from these policies is benefiting them. And in fact fewer Americans are getting health benefits. They are paying more for them. And so this combination of increased growth--and the economy is growing--and job stagnation does not help. I would just say, finally, I was struck by the hosannas--to stay with the religious motif--which greeted the fact that we created 146,000 new jobs last month. That is way below every projection this administration had made. I am giving out a sheet here called ``The Evolution of Diminishing Expectations.'' And what it shows is, the administration has finally met its job projection figures--by lowering them. The Council of Economic Advisers in 2003 said we would get 305,000 jobs a month. Secretary Snow in October of 2003 said we would get 200,000. He was lowballing. Then the council went back up to 325,000. That was the last one before the election. They projected 325,000 jobs a month. Then it dropped to 175,000 jobs a month. In fact we have never made, over any prolonged period, any of those projections. We have not hit 200,000 jobs a month. So job creation has been stagnated. Unemployment has dropped largely, as Paul Krugman pointed out---- And I ask unanimous consent to put his Monday column in the record."
"The Chairman","Without objection."
"Mr. Frank","--largely because the participation rate is declining in the economy. So, as you say in the report, there is still slack in the labor market. That is holding down wage costs; i.e., people are not getting increases in wages, health care for those who are employed is eroding. And so people see this growth and do not see that they are getting a part of it, and that is why you get this ``resistance'' that you mentioned. So when we get to the question period I will ask you what you think we can do about that."
"The Chairman","The gentleman's time has expired. The gentlelady from New York, Ms. Maloney, is recognized for 3 minutes for opening statement."
"Mrs. Maloney","Welcome, Mr. Greenspan. As always, it is a pleasure to hear your testimony--all 35 times. You have served, more than any other person, as our country's captain of monetary policy. You have guided us through economic growth, recession, and into globalization. In serving our country, you have often spoken out strongly against positions that you disagree with. So I find it very surprising that you are not strongly criticizing the ballooning deficits this administration has foisted on the American people. The Bush legacy is the largest national debt in history. The Republican Congress and president inherited a surplus, yet they have voted three times to raise the debt ceiling. We now have a record debt of over $7.5 trillion, the largest in history; and this breaks down to each citizen's share being over $26,000. We also have the largest trade deficit in our history, supported by the willingness--at least so far--of foreign investors and governments to keep extending us credit. We have the largest percentage of foreign holders of U.S. debt ever. We keep being told that the administration is going to fix this, but nothing is happening. Just last week the administration announced that the federal budget deficit for this year will not be as large as they were predicting it would be in January. Republicans are taking this as some kind of evidence of a supply-side miracle in which the president's tax cuts are actually creating large increases in revenue. And surely a man of your reputation, or anyone who actually read the OMB Mid-Session Review, is not going to take it as evidence of any real change in the structural budget deficit picture. As analysts at Goldman Sachs and in other places have pointed out, this year's large increase in tax receipts stems from temporary factors that are unlikely to be repeated, including the expiration of the tax cut on business investment. CBO Director Holtz-Eakin, a former Bush administration economist, has made the same point about the temporary nature of the revenue surge, saying that once you go out to 2008 and 2010, things look about the same as they did before we found out about this year's jump in revenues. The administration, in my opinion, is trying to distract us from the long-term budget problems they have created with irresponsible policies. But the American people deserve to know the truth, and surely you, of all people, Mr. Greenspan, should be speaking out about this. You were part of the team that helped the Clinton administration balance the budget, you were part of the team that helped build the surplus, and you know it can be done. The American people are absolutely being skewered with this crushing debt that will affect them and the lives of their children, their grandchildren, their quality of life. I really would hope that today and in the future you will take a stand against spending the American people into a hole that is very difficult to get out of and very painful to get out of, and I wish that you would speak out as strongly on this issue and as forcefully on this issue as you have on others."
"The Chairman","The gentlelady's time has expired. The gentlelady from Ohio, Judge Pryce?"
"Ms. Pryce","Thank you, Chairman Oxley. Welcome, Chairman Greenspan. Thank you for taking time to discuss with us your insightful thoughts on monetary policy and the state of our economy. I am pleased to read in your testimony that you believe overall the economy remains steady. Many financial analysts have credited the strong, vibrant housing market as a vital segment of the health of our economy. Recent studies have found that housing accounted for more than one-third of economic growth during the previous 5 years. Many observers, including yourself, have noted that mortgage refinancing provided crucial support to the economy during the past recession, enabled homeowners to reduce their debt burdens and maintain adequate levels of consumer spending by tapping into the equity of their homes. I for one took great advantage of that. Despite these latest gains in home ownership, I am concerned about the recent surge in home prices in many metropolitan areas. In most countries, the recent surge in home prices has gone hand in hand with a much larger jump in household debt than in previous booms. Not only are new buyers taking out bigger mortgages, but existing owners have increased their mortgages to turn capital gains into cash that they can spend. So I hope to hear your views on the current status of this country's housing market and whether a nationwide bubble exists, also what effect a measured rise in inflation will have on the housing market. As we have seen in the Australian economy, they experienced a surge and were able to slowly raise rates and control real estate speculation, keeping that economy healthy after the market peaked. So I look forward to talking more about that with you. Shifting gears, I would also like to know--and I will ask later--whether you feel the recent string of data security breaches has affected consumer confidence in our payment systems. As you know, Mr. Chairman, I, along with many of my colleagues on both sides of the aisle here, are working hard on some legislation that will provide uniform national standards for consumer protection and data breach notification, and we would appreciate any insights you care to share. Data security breaches are something that all of us are concerned with, as we see more and more instances of breaches in the headlines every day. I am pleased to be working with many members, Congressman Castle and LaTourette, Moore, Hooley, even Mr. Frank, on these important issues. And we appreciate the leadership of Chairman Oxley and Chairman Baucus as well. But under Gramm-Leach-Bliley, financial services firms already have an obligation to keep consumer information secure and confidential, and we need to extend those safeguards to information brokers and others. When a breach occurs that could lead to financial fraud or misuse of sensitive financial identity information, customers have the right to be informed about the breach and what steps they should take to protect themselves. I believe there should be one federal standard for data security and for notification. Disparate standards that vary from state to state are an administrative nightmare and make compliance very difficult. Varying standards can cause consumer confusion, and customers should be assured that when their information is breached, they receive the same notification no matter where they live. So, thank you, Mr. Chairman, for your appearance today. I look forward to your testimony. And thank you, Chairman Oxley. I yield back."
"The Chairman","The gentlelady yields back. We now turn to our distinguished chairman of the Fed. Chairman Greenspan, again, welcome back to the committee. "
"STATEMENT OF HON. ALAN GREENSPAN, CHAIRMAN, FEDERAL RESERVE BOARD"," "
"Mr. Greenspan","Thank you very much, Mr. Chairman. I have a rather extended formal presentation and would request that it be included for the record, and I will excerpt from that."
"The Chairman","Without objection."
