Speaker,Speech,Type,Comments
"Chairman Dodd","The Committee will come to order. Good morning. I would ask the Committee to come to order, and our friends that cannot find a seat in the hearing room--as you all noticed, we moved the hearing this morning. The last hearing obviously drew a sizable audience of interested people, and so we moved the hearing to this room this morning. I want to thank my colleagues. I know many had planned, obviously, to be probably elsewhere this week, but I am very grateful to all of you for being here for this second hearing on the subject matter. And I am going to take a minute or so this morning and just explain some housekeeping provisions and then some opening comments on the subject matter. We are here, obviously, ``Examining the State of the Domestic Automobile Industry: Part II,'' if you will, of these hearings. This could quite possibly be, I would point out to my colleagues--and I say that with some hesitation--the last hearing of this Committee in the 110th Congress. And I want to just take a moment, if we could, all of us here, to recognize the service and valuable contributions of some of our colleagues who will be leaving. Senator Hagel, Chuck Hagel of Nebraska. He is a dear, dear friend and a great--we served on two committees together over the years, the Foreign Relations Committee and this Committee, and you have been a valued friend and a wonderful member of the U.S. Senate. We thank you immensely, Chuck, for your service. Elizabeth Dole, our good friend from North Carolina, we thank you for your service on this Committee as well and your and Bob's wonderful contribution. You are very much part of the Senate family and have been for a long time. So we thank you immensely. And, of course, Wayne Allard, my good friend from Colorado, we thank him. Where is he? He is not here yet, but he is coming, and we thank him very, very much as well for his service, and their staff members on this Committee. Tewana Wilkerson, Joe Cwiklinski, and Robbie have done a great job, and I thank them for their service. Let me make, as I said, a couple of housekeeping points, if I can. First, given this is the second hearing on the auto industry and given the large number of witnesses we have before us this morning, I would like to propose that Senator Shelby and I make our opening statements and then move immediately to our witnesses as a way of moving along here rapidly, given the number of people who will be testifying before us. And, second, the automobile companies represented here this morning have provided this Committee and the Senate with extensive information about their status and their plans. In the case of one company, in the case of Chrysler, some of that information is proprietary in nature. It is a private company, not a public company. We have left it up to that company to provide that information to each interested Senator in a manner that both parties deem consistent with protecting the privacy of proprietary data. Should any questions be raised today that might trigger a request for proprietary information, I would ask that these questions be answered by the auto companies to the member's satisfaction in a manner that preserves the confidentiality of the information sought. Today the Committee meets, as I pointed out, for the second time in as many weeks to consider the state of the domestic automobile industry. As we consider the challenges facing this industry, I want to be clear that Congress has already given the Bush administration the authority to stabilize this industry. I would like to take note that I invited the Treasury Department and the Federal Reserve Board to testify here this morning, and they have declined to do so. Yesterday I sent a letter to Chairman Bernanke requesting his comments on the industry's plans and whether there is anything that prevents the Federal Reserve from lending any of these domestic-- providing any lending to any of these domestic auto manufacturing companies. When we last met, I said that the fate of the industry is an important subject matter, obviously, for our Committee's consideration. That statement even is truer today than it was a few days ago. In fact, the very purpose of this hearing is fundamentally to answer three very straightforward questions. First, are the automobile companies in dire straits? Are they in danger of failure? Second, if they were to fail, what would be the consequences for our overall economy? And, third, if the economic consequences would be severe, does the American Government have a responsibility to do anything to help? In just 2 weeks' time, the clouds on the economic horizon have grown even darker and greater in number. Just this week, we learned what many of us have believed for a long time. Our economy is mired in a deep and sustained recession--a recession that began some 12 months ago, a recession that has contributed to the greatest loss of manufacturing jobs, including in the automobile industry, in over a quarter of a century, and a recession that was in many respects precipitated by massively irresponsible actions by those in the financial sector, including lenders who are now the recipients of hundreds of billions of dollars in Federal taxpayer bailout assistance. Amidst this backdrop of intensified economic turbulence and uncertainty, the leaders of the domestic automobile industry are here once again to explain why they are seeking assistance from the Committee and from the Congress of the United States. None of us relishes this task that we are asked to consider, yet who among us believes we should risk the consequences of the collapse of one or more domestic automobile manufacturers? Make no mistake about it. Those consequences would be severe and sweeping. Tens if not hundreds of thousands of jobs would be lost in the auto industry itself. More would be lost among suppliers, dealers, and all of the other businesses, from restaurants to garages and others across our Nation in ways large and small that depend on a domestic auto industry for their livelihoods. Moreover, at a time when taxpayers are already bearing an extraordinary burden in funding economic recovery efforts, that burden would only increase in the event of a failure of one or more of these companies. Pension obligations alone could run into the tens and maybe hundreds of billions of dollars. A partial or complete failure of the domestic automobile industry would have ramifications far beyond manufacturing and pensions. It would affect virtually every sector of our economy. That includes the financial sector, which is a particular focus of this Committee. A collapse within the auto sector would unquestionably worsen the credit crisis. By some estimates, the domestic auto companies already comprise more than 10 percent of the high-yield bond market and one of the largest sectors in the leveraged finance for banks. The Big Three have hundreds of billions in outstanding debt liabilities, including tens of billions in short- and long-term debt obligations. In addition to their outstanding debt, these companies hold billions in credit default swaps. A failure in the auto industry could trigger obligations by manufacturers and counterparties that could have financial firms reeling. Ultimately, the ability of those firms to inject credit and liquidity into the overall economy could be impaired, stifling job creation and further income growth. None of us--none of us--wants to see that outcome. So let us be clear this morning. In my view, we need to act not for the purpose of protecting a handful of companies. If that were the extent of the issue, I would let them fail. I acknowledge those who advocate such a course on the assumption that pressure from the outside will produce the desired results. My concern with such an approach is that it plays Russian roulette with the entire economy of the United States. Inaction is no solution. Inaction would only add more uncertainty and instability to our economy. These are the ingredients that currently we have an overabundance, ingredients that are contributing to the crisis of confidence that has gripped the markets and precipitated the worst economic crisis since the Great Depression. It seems to me that the request being made by the automobile industry, while large by any measure, is modest in comparison to what this Committee has lately witnessed in the financial sector. If the Federal Reserve and the Treasury Department under President Bush can find $30 billion for Bear Stearns, if they can concoct a $150 billion rescue for AIG, if they can commit $200 billion to Fannie Mae and Freddie Mac, and if they can back Citigroup to the tune of more than $300 billion, then there ought to be a way to come up with a far smaller dollar figure to protect this economy from the unintended consequences that would be unleashed by a collapse of the automobile industry. With regard to the automobile industry, certainly we should not throw good money after bad, nor should we subsidize ineffective performance and inefficient production. We must demand that the auto companies demonstrate their commitment to reform. We must insist that if they are going to be backed by the American taxpayer, they owe it to those same taxpayers to make vehicles in a far more environmentally and economically sound manner. The latest plans submitted by these companies over the last several days, which I have read completely, all three of them, are not perfect by any means. But, on average, I think they represent a commitment to that kind of necessary reform that Detroit must adopt if our economy and our country is to have an automobile industry in the 21st century. Some of the companies are to be commended for going back to the drawing board, making tough decisions, and stepping forward today. You have come a long way in 2 weeks, I would say. Some may ask whether these proposed changes go far enough. In addition, I think these plans still leave many questions unanswered. In particular, will taxpayer assistance truly ensure long-term viability for these companies? Or will they be back here within weeks seeking more taxpayer assistance? But let us be clear. There is no doubt that the automobile companies have done far more--far more, I would suggest--than the financial companies to show that they deserve taxpayer support. The Treasury Department has given the Nation's largest lenders hundreds of billions of dollars, as pointed out, as this graph here behind me demonstrates. Even now, weeks after the fact, Americans are still waiting for most of them to show that they deserve the dollars they have received, still waiting for them to appropriately increase lending to consumers and businesses, still waiting--still waiting--for them to more aggressively act to mitigate foreclosures in our country, and still waiting for these lenders to rein in bonuses and other forms of excessive compensation while the American taxpayer is sacrificing on a daily basis. The Nation's largest financial institutions are among the largest culprits in causing the credit crisis, and yet Secretary Paulson and the Treasury, despite being given complete authority to condition aid to financial institutions, have in no meaningful way insisted that these banks and insurance companies adopt tough reforms to ensure that the kind of shabby lending practices they engaged in will not happen again. On the contrary, the Treasury Department's largesse with taxpayer funds has been remarkably free of conditions placed on the recipients of those funds. Indeed, in the spirit of the season, Secretary Paulson has given the Nation's largest financial institutions the biggest holiday present in the history of American capitalism. In my view, if we are going to insist on reforms by the auto industry as a condition of receiving Federal funding, we ought to do the same for the financial companies. For that reason, I will do all I can to insist that any auto company bill also place tough conditions on any loans to financial firms, including provisions that require tax dollars to be used for responsible practices, like lending that requires lenders to get much more aggressive about attacking the foreclosure crisis that is still at the root cause of the larger financial crisis and that prohibits executives from paying themselves obscene sums while they are essentially receiving a welfare check for the American taxpayer. At a time when average Americans are sacrificing mightily for the sake of our Nation's economic recovery, we must, I believe, insist that companies benefiting from those sacrifices act as if they deserved them. At the same time, I believe we need to take action to help our domestic auto industry in order to protect our Nation's economy and America's workers. Finally, I want to respond to recent stories indicating that the administration is considering asking for access to the final $350 billion we provided in the Emergency Economic Stabilization Act. We passed a bill that gave this administration broad authority to use funding to address the economic crisis we find ourselves in. Regrettably, they have misused the authority in two ways, in my view: First, they are not doing what we clearly expected them to do. Most importantly, they are not using the money to help homeowners in distress. The FDIC has put forth a program that would help 2 million homeowners keep their homes, and the Treasury Department is refusing to fund that idea. Second, they have spent the money--they have spent the money, they have done so in an ad hoc and arbitrary manner, in my view. They seem to be careening from pillar to post. Both the Treasury and the Federal Reserve have spent trillions of taxpayer dollars without adequate controls and without adequate transparency. I do not believe this administration should seek the use of this additional funding unless they can present to the Congress and the American public a comprehensive, coherent plan for addressing those concerns. Let me thank all of our witnesses again this morning for appearing here. We look forward to hearing from each of you, and with that, I want to turn to my colleague from Alabama, the former Chairman of the Committee, Senator Shelby.",Speech,
"Senator Shelby","Thank you. Thank you, Chairman Dodd. Only 2 months ago, Congress passed a bill that gave the Secretary of the Treasury unprecedented authority to spend $700 billion to address the credit crisis. At the time, I expressed grave concerns with this approach and questioned then whether it would be an appropriate use of taxpayer dollars. The erratic implementation of the TARP, its questionable efficacy, and now the GAO report highlighting a number of deficiencies in the program's administration and oversight have only confirmed my original concerns. My primary focus in these deliberations was and continues to be the interest of the American taxpayer. We that in mind, I opposed the creation of the TARP. Applying the same standard, I intend to oppose bailing out the Big Three auto manufacturers. Industry analysts contend that the firms continue to trail their major competitors in almost every category necessary to compete and to make a profit. When we last met, the CEOs of the car companies were unable to convince this Committee that they had done enough to reverse this trend. They were asked to go back to the drawing board and devise a plan to transform their respective business models and return them to profitability. Now that they have each submitted a plan that proposes to do so, I am once again interested to hear how they plan to deal with current management, labor, cost and quality control, and product development shortfalls. How do they plan to address changes in the marketplace such as long-term reductions in annual sales? On what do they base their forecasts, and what happens if they are wrong? Why do they believe their proposed actions will reverse the continued loss of market share to other car companies? How are their plans structured to adapt to an international market that demands greater efficiency and flexibility? Do the additional changes that they propose go far enough to ensure that taxpayers' dollars are being used to transform an industry and not just prop up a failed business model for a few months? Finally, how is the money going to be used, and how do we account for it? And I guess, last, how are you going to pay it back to the taxpayers? At our last hearing, I asked whether this was the end or was it just the beginning. We now have an answer, I believe. In just 2 short weeks, the price tag has jumped from $24 billion to $34 billion--$25 billion to $34 billion in 2 weeks. I am interested to hear what changed and why we should believe that things will get better as our economy continues to contract. A recent report by Standard & Poor's states that all the automakers ``face a similar array of threats in the near term,'' and that any government assistance would be viewed ``as buying more time for the automakers rather than solving the fundamental business risks, especially deteriorating demand globally.'' Each of the automakers have based their plans on what I believe are optimistic sales forecasts. Today's witnesses need to assure this Committee, and I believe the American people, that their plans can account for the unexpected, which seems to be the norm rather than the exception in today's economy. It has been argued that a great deal is at stake in this debate. I could not agree more. The strength of the American economic system is that it allows us to take risks to create, to innovate, to grow, to succeed, and sometimes to fail. Every time Government endeavors to alter any of these dynamics, it undermines and distorts the forces at work in all of them. I believe that this can impose a cost that is too high to pay as well. I also believe that adversity can present opportunities. The question is whether one is prepared to seize them. I look forward to hearing if what the automakers are proposing demonstrates that they are truly prepared to do so. I have my doubts. Thank you, Mr. Chairman.",Statement,STATEMENT OF SENATOR RICHARD C. SHELBY
"Chairman Dodd","Thank you very much, Senator Shelby. And as I mentioned earlier, we are going to go right to our witness, and I want to welcome Mr. Gene Dodaro, the Acting Comptroller of the U.S. Government Accountability Office. Mr. Dodaro has worked for over 30 years in a number of key positions at the GAO, including Chief Operating Officer of that entity, and has certainly strong experience in this area. We welcome you to the Committee, and we look forward to your testimony. Let me also say to you and for the record that any documentation or supporting materials that you wish to have submitted to the record, consider them accepted, both from this witness and the other witnesses as well, to compile our necessary record. That will be also true of my colleagues as well as witnesses. Mr. Dodaro, the floor is yours.",Speech,
"Mr. Dodaro","Thank you very much, Mr. Chairman. Good morning to you, Ranking Member Shelby, and all the Members of the Committee. I am very pleased to be here today to assist your deliberations on the automakers' request for Federal assistance. GAO has been involved in a number of Federal rescue efforts and bailouts dating back to the 1970s during the Chrysler-Lockheed Martin assistance, and over the years we have developed three fundamental principles that we think can help guide decisions on the Congress in this matter. First is clearly identifying what the problem is we're trying to solve. In this case, we have got short-term liquidity problems with the confluence of fundamental restructuring of the industry, and it is all occurring against a backdrop of an uncertain economic climate. The second fundamental principles is making a clear determination that it is in the national interest to provide Federal assistance and, if that policy determination is made, that there are clear, concise Federal objectives for the assistance and a clear exit strategy to return the companies to their normal status. Last, the third fundamental principle is protecting the Government's interest, and here there are several principles. First is concessions, concessions by all parties--in this case, management, labor, suppliers, dealers, and creditors of the affected industry seeking assistance; that there also be clear collateral and that the Federal Government be put in a first lien holder position and senior creditor status for whatever assistance is provided; that there be compensation for risk on the part of the Federal Government and, if the entities benefit, that the taxpayers share in that benefit through warrants or other means going forward; and that there be controls over management, and in this case that there be limits on compensation, but there be clear and consistent Federal control over the disbursement of the money, the monitoring of what the money goes for, and also, you know, the ultimate effect of whether or not the money is achieving the objectives of the program. Now, there are two points I would really like to highlight this morning before I take questions. One is if the Congress determines that Federal intervention is needed here and Federal assistance is provided, there needs to be a rigorous board put in place to oversee this process and to have clear decisionmaking authority about when and how the money is to be disbursed to the companies. The board has to have access to all the information it needs from the entities in order to provide that type of oversight on behalf of the Congress. The board needs to monitor the situations, particularly important in this case because you have a lot of changes undergoing with the economy and the changing circumstances of the entities. The board has to have the ability to protect the taxpayers' interest, has to have the right leadership, the right expertise, and the right resources to succeed. My clear message here today is the fact that this board has to be established in order to succeed in this particular endeavor if the decision is made to move forward. And it is also very important to deal with the timing issues here. Many of the needs of the companies put forth in their plans are going to occur while we are having a change in and a transition to a new administration. And so whatever administrative apparatus is put in place, there has to be some continuity during the period of time when there is a change in leadership. And I have some ideas on how that could be addressed. I would be happy to talk about it further in the questions. Last, I would say the other fundamental point that we would be making here is, because of the urgency of some of the requests, that if there is a decision to move forward and to provide assistance to the automakers, that Congress may want to consider a short-term and a longer-term type of an approach and that the money be phased in and doled out in increments over time rather than large, up-front commitments. And this is where the board would play a particular role in making sure that there is enough justification and due diligence done on the part of the Government with the companies' records to make sure that the loans or whatever other assistance is provided is warranted. So, with that, Mr. Chairman, that concludes my opening statement. I would be happy to address questions, and I also want to underscore GAO's commitment to the Congress to work with the Congress and providing all the help that we can in making this difficult and very important decision.",Statement,STATEMENT OF GENE L. DODARO, ACTING COMPTROLLER GENERAL OF THE UNITED STATES, GOVERNMENT ACCOUNTABILITY OFFICE
"Chairman Dodd","Thank you very much for your testimony this morning. I have a couple of quick questions for you, and then I will turn to my colleagues as well. We thank you for your involvement. There are a number of ways in which we can address this issue, and obviously the one which has received a lot of attention is whether or not Congress will act. Obviously, there are various proposals, both in the House and some various ideas that have been surfaced here, and, obviously, given the time constraints and others, if Congress is going to act, it is going to require some significant effort over the coming days. The Majority Leader has suggested that we try to do something next week, if we can, to come together. But there are alternatives to that, and the two other alternatives are: one, under the Emergency Economic Stabilization Act, which this Congress supported back around October 1st, granted broad authority to the Treasury to respond to situations involving the economic difficulties in our Nation. And while a lot of focus was paid to financial institutions, the underlying point was to get economic recovery. Would you please share with us your analysis as to whether or not, one, the Treasury has the authority under that legislation to respond to this by utilizing the so-called TARP funds in this case and has the authority to condition those resources in a manner that they might see fit, given the authority under that legislation. And, second, under 13(3) of existing law dealing with the Federal Reserve, as you saw them respond to the AIG situation, do they not have the authority under that provision of law that would allow them to respond to this situation? In effect, which I have written to the Chairman of the Federal Reserve, Mr. Bernanke, asking that question, but I would like to hear it from the GAO this morning. Does that authority exist in your mind in both cases?",Speech,
"Mr. Dodaro","First, as it relates to the authorities under the Economic Stabilization Act for the Secretary of Treasury, we believe that that legislation is worded broadly enough that it would permit the Secretary of Treasury to provide the assistance using TARP funds. And the Secretary has broad discretion to set whatever conditions on the assistance that he would determine necessary. I would comment, though, that in my opinion, if TARP money is used, there needs to be still additional changes in the board oversight structure. Senator Shelby mentioned our recent report on the TARP program where we pointed out the fact that there are many critical management issues that are not yet addressed as part of that oversight over that program.",Speech,
"Chairman Dodd","I want to get to that in a minute here about the oversight.",Speech,
"Mr. Dodaro","And I will answer on the Federal Reserve question, we also believe that the Federal Reserve has the authority under the statutes that you cite to do this, provided that there is a super majority vote of the Board of Governors, the fact that there is certification that credit not available through any other means to these companies, and that there is a clear ability on the companies to repay the assistance. So there are some determinations that would need to be made by the Federal Reserve in order to exercise that statutory authority. But both of those vehicles are potentially available.",Speech,
"Chairman Dodd","Now, just on the second question related--I thank you for your answer to that question. That has been the view of this Senator for a long time over the last number of weeks that this matter has been discussed. There has been a debate, obviously, as to whether or not that exists, but I appreciate the clarity from the GAO on that question. The authority clearly exists, and the right to condition that assistance as well, which gets to the point of a trustee or a board, an oversight board. And I agree with you totally on that, I think having this disbursal of resources occur not on a lump-sum basis but, rather, conditioned on the performance of how things are moving forward with the various ideas that we are hearing from the industry itself. Tell me, though, in terms of the GAO's assessment in reference to the oversight board, how do you--one, did they require greater public scrutiny? I believe we did, obviously, there. And what has been the GAO's assessment of that scrutiny?",Speech,
"Mr. Dodaro","In terms of oversight boards generally, Mr. Chairman, you know, we would point to a couple models that have been used before. All the Members here will recall the Airline Stabilization Board that was put in place to provide loans to the airline industry follow September 11, 2001. That Board was made up of the Chairman of the Federal Reserve, the Secretary of Treasury, and the Department of Transportation was an ex officio member; GAO was a non-voting member of that Board as well. That Board hired expertise. It brought in resources and, in our view, worked fairly well. A similar type of oversight board was put in place for the Chrysler loan guarantee program during that period of time. So our view in this case, you would want to have a board that would have not only financial expertise--and our experience has shown over time when an oversight board is set up, you want to have the Federal Reserve and the Board of Governors and Treasury as members of the board in any case. But you also want to have industry expertise. In this case, it could be the Commerce Department. Energy is already developing the loan program under separate legislative authority given by the Congress, and they have hired some expertise, we understand, and would be available to help in this regard as well. So our view would be you would have to have a board composition, and I would be happy to give you specifics on that with conditions. But those would be our views on the best way to address this particular situation.",Speech,
