Speaker,Speech
Chairman Kanjorski," This hearing of the Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises will come to order. Pursuant to committee rules, each side will have 15 minutes for opening statements. Without objection, all members' opening statements will be made a part of the record.
    Today we meet to examine the operations of credit rating agencies and approaches for improving the regulation of these entities. Given the amount of scrutiny that these matters have garnered in recent months, I expect that we will have a lively and productive debate.
    The role of the major credit rating agencies in contributing to the current financial crisis is now well documented. At the very best, their assessments of packages of toxic securitized mortgages and overly complex structured finance deals were outrageously optimistic. At the very worst, these ratings were grossly negligent.
    In one widely reported internal e-mail exchange between two analysts at Standard and Poor's in April of 2007, one of them concludes that the deals ``could be structured by cows and we would rate it.'' I therefore fear that in many instances the truth lies closer to the latter option, rather than the former possibility.
    Moreover, if we were to turn the tables today and rate the rating agencies, I expect that most members of the Capital Markets Subcommittee would agree that during the height of the securitization boom, the rating agencies were AA, if not AAA failures. Clearly, they flunked the class on how to act as objective gatekeepers to our capital markets.
    Along with the expressions of anger, outrage, and blame that we will doubtlessly hear today, I hope that we can also explore serious proposals for reform. Unless we can find a way to improve the accountability, transparency, and accuracy of credit ratings, the participants in our capital markets will discount and downgrade the opinions of these agencies going forward.
    One could hope that the agencies would do a better job in policing themselves. But if past is prologue, we cannot take that gamble. This time their failures were not in isolated, case-by-case instances. Instead, they were systemic problems across entire classes of financial products and throughout entire industries. Stronger oversight and smarter rules are therefore needed to protect investors and the overall credibility of our markets.
    As a start, the rating agencies must face tougher disclosure and transparency requirements. For example, investors receive too little information on rating methodologies. The financial crisis has illustrated the danger flawed methodologies pose to the system. If methodologies remain hidden, there exists no check by which to expose their weaknesses.
    In addition to establishing an office dedicated to the regulation of rating agencies within the Securities and Exchange Commission, oversight must also focus more intently on surveillance of outstanding ratings. The industry has done an inadequate job of downgrading debt before a crisis manifests or a company implodes. Moreover, we must examine how we can further mitigate the inherent conflicts of interest that rating agencies face.
    In this regard, among our witnesses is a subscriber pay agency. This alternative model is worthy of our consideration. At one time, all rating agencies received their revenues from subscribers, but they evolved into an issuer pay model in response to market developments. I look forward to understanding how a subscriber pay agency succeeds in today's marketplace.
    Additionally, the question of rating agency liability is of particular interest to me. The First Amendment defense that agencies rely upon to avoid accountability to investors for grossly inaccurate ratings is generally a question for the courts to determine, but Congress can also have its say on these matters. Much like the other gatekeepers in our markets, namely lawyers and auditers, we could choose to impose some degree of public accountability for rating agencies via statute. The view that agencies are mere publishers issuing opinions bears little resemblance to reality, and the threat of civil liability would force the industry to issue more accurate ratings.
    In sum, the foregoing financial crisis requires us to reevaluate how rating agencies conduct their business, even though we enacted the Credit Rating Agency Reform Act just 3 years ago. As this Congress considers a revised regulatory structure in a broader context, this segment of our markets also needs to be examined and transformed. By considering proposals aimed at better disclosure, real accountability, and perhaps even civil liability, we can advance that debate today and ultimately figure out how to get the regulatory fit just right.
    Now, I will recognize the gentleman from New Jersey for 5 minutes.
"
Mr. Garrett," And I thank the chairman for holding this important hearing today.
    I believe it is critical, as he says, that this subcommittee conduct proper oversight of the credit rating agencies and examine all of the issues surrounding the role that they played, if any, in the lead-up to the Nation's current situation.
    I would like to thank all the witnesses of the panel attending. Unfortunately, we don't have a representative from the SEC. That's the government agency tasked with overseeing and regulating the NRSROs here with us to testify.
    And so I feel it's essential that before this committee does formally consider any regulatory reforms regarding the rating agencies, that we should at some point hear directly from the SEC, as to what, if any, additional powers or changes they see necessary.
    Over the past decade, we have seen a large increase in the role that credit rating agencies have in determining the creditworthiness of financial institutions and different type of securities. Whether it is corporate, municipal, or structured finance, any entity seeking to assure investors of the quality of the debt must receive a good grade from one of these entities.
    And so investors have become increasingly, and too often solely, reliant on the use of these ratings in determining the safety and soundness of an investment. This situation, like many of the other problems of this financial crisis, has, in large part been created by government policy itself.
    For literally hundreds of Federal and State government statutes and regulations, there are specific government requirements mandating certain grades from approved agencies. It is this formal requirement that provides an implicit stamp of approval, if you will, to the investors.
    When an investor sees that the government has required a specific grade to make a ``safe investment,'' it basically reinforces the belief that any investment attaining such a grade is a safe investment.
    But to its credit, the SEC recognizes this problem, as well, and they are moving to address it. So in December of last year, the SEC proposed several new rules, one of which would reduce the reliance on the NRSROs' ratings in the SEC's regulations.
    I believe it was Commissioner Casey who had it right when she said, ``These requirements have served to elevate NRSRO ratings to a status that does not reflect their actual purpose, much less the limitations of credit ratings.''
    So Congress really should try to follow suit and reexamine all the areas where statutes mandate the ratings of NRSROs. Credit ratings are only one piece of the puzzle--I think we'll hear that from the panel--in determining creditworthiness. Investors must be encouraged to do their own due diligence in evaluating issuer credit quality.
    Now, one of the other areas that needs to be addressed is increased competition within the industry, and I hear from the panel that they may be amenable to that, as well.
    The 2006 Act made a number of significant improvements to the process. Unfortunately, the law was just beginning to be implemented at the time when the financial system started to hemorrhage; and the very worthwhile goals of the 2006 laws, as far as fostering more competition, enhancing transparency, and increasing accountability may still be achieved.
    So two things I do not think Congress or the SEC should do are to eliminate specific types of pay models or prescribe exact analytics that NRSROs must use. This would go against the intent of the legislation by providing a further reduction in competition and increasing investor reliance on the ratings.
    In regards to competition, a recent rule issued that also runs contrary to the goals of 2006 is from the Fed, the requirement that any securities used as collateral in their Term Asset-Backed Securities Loan Facility, the TALF, must have an A-1 rating from a major NRSRO. So this major NRSRO term is entirely new and refers to the Big Three rating agencies.
    While I assume that the Fed added this requirement due to the perceived better quality of the Big Three firms, I would remind the Fed that the Big Three rated Lehman, unfortunately, as A-1 on the day of bankruptcy.
    Another area in which I would like to see increased competition is the manner in which credit quality is determined.
    And I know that some of my friends on the committee would like to demonize credit default swaps as a horrific gambling bet made by fat cats smoking cigars and sitting in luxurious boardrooms, but the fact of the matter is, credit default swaps are actually additional measures of assessing the creditworthiness of different corporations or securities, and during the height of the financial panic and collapse of many major firms, credit default swaps provided a more accurate gauge or risk that some of the credit rating agencies.
    So in conclusion, Mr. Chairman, I believe that the government must continue to wean investors off being solely reliant on credit ratings and encourage them to conduct their own more due diligence.
    I do greatly appreciate the chairman holding this very important hearing, and I look forward to all the witnesses' testimony today.
    Thank you.
"
Chairman Kanjorski," Thank you very much, Mr. Garrett.
    You have heard the bells. We have about 5 minutes remaining on the first vote. There are three votes. We estimate it will take us about 25 minutes.
    So we will stand in recess until we complete those votes and reassemble here immediately thereafter.
    [recess]
"
Chairman Kanjorski," The committee will reconvene.
    I now recognize the gentleman from New York, Mr. Ackerman, for 3 minutes.
"
Mr. Ackerman," Thank you, Mr. Chairman.
    This is not the first time that the committee has explored the role and the future of credit rating agencies in our financial system.
    Time and again, we have heard from the agencies that their ratings were really sound, despite the billions of dollars in losses that investors realized on so-called AAA rated mortgage-backed securities.
    I would disagree with them. For mortgage-backed securities to collateralized debt obligations and the structured finance market, the bond markets, the types of products that receive inaccurate ratings in the markets in which those products were traded are far too vast to support the argument that the overly favorable ratings of 2006 and 2007 were just a fluke. Clearly, a systemic approach to the ratings process is needed.
    Mr. Castle and I have introduced legislation that would institute such an approach. The bill, H.R. 1181, would require the SEC to promulgate rules that would determine the types of structured finance investments that are eligible to receive NRSRO ratings from credit rating agencies that have been designated as nationally recognized statistical rating organizations.
    The bill also defines the credit rating agency to which NRSRO-rated finance products must adhere. You cannot accurately predict performance of newer products that have no long-term track records. That doesn't mean that you can't sell them.
    To be clear, we do not want to stifle creativity, and nothing in our bill restricts the ability of originators to continue to securitize less predictable or riskier products.
    The legislation permits NRSROs to continue to provide ratings for securities that do not meet the proposed NRSRO criteria, as long as they are not designated as NRSRO ratings. These, you know, are the ratings upon which pension fund managers, who are collectively tasked with managing the nest eggs of millions of Americans, rely.
    I'm also concerned by the assertion of many of the credit rating agencies that their ratings are mere opinions, and therefore, are protected by the First Amendment.
    Of course, I might be more inclined to support the agencies' position if the companies didn't have an implied government license, and by their financial relationships with issuers. In my view, the often inappropriately favorable ratings that the agencies assign to products issued by their clients amounts to nothing more than paid advertisements and endorsements, not an expression of opinion.
    I hope that the subcommittee will continue to work towards restoring transparency and objectivity to the credit rating agencies, as the future of our financial markets depends upon it.
    I look forward to hearing from our expert witnesses, and I yield back the balance of my time.
"
Chairman Kanjorski," The Chair recognizes Mr. Bachus for 3 minutes.
"
Mr. Bachus," I thank the chairman.
    It's not normally my tendency to be overly critical, but I'm going to make an exception in this case.
    I think surely everyone now recognizes that the credit rating agencies have failed, and failed spectacularly and broadly. Inaccurate rating agency risk assessments are one of the fundamental factors, in my opinion, in the global financial crisis, and effective correction action must address these shortcomings.
    As Mr. Ackerman alluded to, the rating agencies say that these assessments or ratings are opinions, predictive opinions, and I think from a legal standpoint, that's true. But in the real world, that's not reality.
    The SEC special examination report of the three major credit rating agencies uncovered significant weaknesses in their rating practices for mortgage-backed securities, and also called into question the impartiality of their ratings.
    As the SEC report detailed, the rating agencies failed to accurately rate the creditworthiness of many structured financial products. Investors and the government both over-relied on these inaccurate ratings, which undoubtedly contributed to the dramatic collapse of the United States and its financial market, or near-collapse.
    In order to avoid future meltdowns, we must return to a time where the rating agencies are not deemed a valid substitute for thorough investor due diligence. My own view is that while the SEC report did not address municipal securities, the rating agency practices were also significant factors in the problems that plagued municipal issuers.
    The Federal Government must also share the blame for fostering over-reliance on rating agencies. The Federal Reserve's recent designation of certain rating agencies as major nationally recognized statistical rating organizations implies a government stamp of approval that does not exist.
    What we have is what I would call, and others have called, a government-sanctioned duopoly. I think that's a mistake.
    As we move forward with regulatory reform proposals, the committee should consider removing from Federal laws, regulations, and programs all references that require reliance on ratings. The SEC also should take action to remove similar references in its own rules as quickly as possible.
    At a minimum, the committee should consider changing NRSROs from nationally recognized to nationally registered statistical rating organizations, to further reduce the appearance of government support or approval.
    As Mr. Garrett said, I think credit swap derivatives have been an accurate predictor of credit risk, and more so than credit ratings, and the credit ratings have become almost--well, I won't go into all that, but what I would say, this should give us caution in discouraging the use of credit default swaps, and it's critical that this committee doesn't restrict these CDS contracts in the marketplace as we consider broader regulatory reform.
    Let me close by saying, to say what has occurred in the marketplace since 2006 has been volatile and frightening is an understatement. Correcting inadequacies of the credit rating process is absolutely essential to restoring investor confidence.
    There must be further changes in the current rating system to respond to very serious concerns expressed by investors, market participants, and policymakers alike.
    I look forward to hearing from the witnesses concerning these matters.
    Thank you, Mr. Chairman.
"
Chairman Kanjorski," Thank you, Mr. Bachus.
    Next, we will hear from Mr. Castle for 2 minutes.
"
Mr. Castle," Thank you, Mr. Chairman.
    Credit rating agencies occupy a very important place in the world of finance, as we all know. Therefore, I think this committee needs to more fully understand things about the industry and its practices.
    Our present circumstance leads us to many questions.
    How did the agencies repeatedly miss the mark on structured finance products only to have to lower ratings or watch a record number of these products default?
    What experience in history did the agencies have with some of the products they were rating, and even if their ratings were accurate, were subsequent downgrades made public fast enough?
    What about the relationship the agencies have with company management, representatives of the same businesses or products they are engaged to rate?
    Investors, governments, broker dealers, investment banks, and others all rely upon credit rating agencies to more precisely understand credit risk. They have to do a first-rate job, Mr. Chairman. However, in some instances, they are the problem, or at the very least, part of the problem, and need to become part of the solution.
    I recently joined Representative Gary Ackerman, who just spoke to this, and reintroduced legislation that proposes reforms for the industry.
    Under H.R. 1181, credit rating agencies would only be able to give an official rating to asset-backed securities that have been sufficiently tested with a proven track record or where their performance can be reasonably predicted.
    The SEC would have the authority to strip nationally recognized statistical rating organizations of their NRSRO designation if the rating agency fails to comply with provisions set forth in the legislation.
    We need to address this problem as part of our efforts to reform the financial system to ensure financial products are adequately examined and restore investor confidence.
    I thank you, Mr. Chairman, and I yield back.
"
Chairman Kanjorski," The gentleman from California, Mr. Royce, is recognized for 2 minutes.
"
Mr. Royce," Thank you, Mr. Chairman.
    You know, the extent to which our entire financial system was and continues to be dependent upon the grades issued by NRSROs is really remarkable. Rating agency grades are incorporated into hundreds of rules, laws, and private contracts, and that affects banking, insurance, mutual funds, and it affects pension funds.
    By making the agencies' opinions count toward determining whether banks had an adequate amount of capital in essence gave their opinions a quasi-official status, basically, from the government.
    And considering how badly the rating agencies misjudged the risks in recent months, the quasi-official treatment of their opinions should be reevaluated.
    The Federal Government's over-reliance on the rating agencies compounds the market-wide perception that these ratings are in some way more than just opinions, and are, in fact, the best indicators of risk.
    This signal to the market lessens the perceived need for counter-party due diligence that a well-functioning market requires.
    Both our over-reliance on the major rating agencies and the poor performance of these entities during the recent market downturn has led me to believe that major reforms to the industry are needed.
    I believe Congress should focus on encouraging alternative tools to assess potential gains or losses, which would enable consumers and institutions to better comprehend investment risk.
    Further, Federal regulators should reevaluate their dependence on these ratings before the Federal Government is asked, once again, to dedicate another $13 trillion due to the economic consequences of this lack of foresight.
    And Mr. Chairman, again, I thank you for this important hearing, and I yield back the balance of my time.
"
Chairman Kanjorski," Thank you very much, Mr. Royce.
    Mr. Capuano, for 3 minutes.
"
