"Speaker","Speech","Type","Comments"
"Chairman Reed","Let me call the hearing to order and welcome our witnesses. Thank you, ladies and gentlemen. We expect momentarily that the Ranking Member will arrive, and I thank Senator Corker and Senator Menendez for joining us. Today's hearing will focus on corporate boardrooms and try to help us better understand the misaligned incentives that drove Wall Street executives to take harmful risks with the life savings and retirement income of so many people. This Subcommittee has held several hearings in recent months to focus on gaps in our financial regulatory system, including the largely unregulated markets for over-the-counter derivatives, hedge funds, and other private investment pools. We have also examined problems that resulted from regulators simply failing to use the authority they had, such as our hearing in March that uncovered defective risk management systems at major financial institutions. But although regulators play a critical role in policing the markets, they will always struggle to keep up with evolving and cutting-edge industries. Today's hearing will examine how we can better empower shareholders to hold corporate boards accountable for their actions and make sure that executive pay and other incentives are used to help companies better focus on long-term performance goals over day-to-day profits. In this latter regard, this is a timely hearing based on the action yesterday of the House Financial Services Committee. Wall Street executives who pursued reckless products and activities they did not understand brought our financial system to this crisis. Many of the boards that were supposed to look out for shareholders' interests failed at this most basic of jobs. This hearing will help determine where the corporate governance structure is strong, where it needs improvement, and what role the Federal Government should play in this effort. I will ask our witnesses what the financial crisis has revealed about current laws and regulations surrounding corporate governance, including executive compensation, board composition, election of directors and other proxy rules, and risk management. In particular, we will discuss proposals to improve the quality of boards by increasing shareholder input into board membership and requiring annual election of and majority voting for each board member. We will also discuss requiring ``say-on-pay,'' or shareholder endorsements of executive compensation. We need to find ways to help public companies align their compensation practices with long-term shareholder value and for financial institutions overall firm safety and soundness. We also need to ensure that compensation committee members who play key roles in setting executive pay are appropriately independent from the firm managers that they are paying. Other key proposals would require public companies to create risk management activities on their boards and separate the chair and CEO positions to ensure that the CEO is held accountable by the board and an independent chair. I hope today's hearing will allow us to examine these and other proposals and take needed steps to promote corporate responsiveness to the interests of shareholders, and I welcome today's witnesses and look forward to the testimony. Now let me recognize Senator Bunning.","Speech",""
"Senator Bunning","Thank you, Mr. Chairman. I am sorry I am just a little late. Phone calls are a pain right now. This is a very important topic for us, but a hard one to deal with. While we may be able to make some reforms that will promote good long-term performance and responsible behavior, we will not, I say, be able to prevent bad decisions or failures. After all, we cannot legislate good judgment or ethics. And we already have the ultimate form of accountability through bankruptcy. In general, pay should promote good long-term performance, and shareholders must share in the gain, not just executives and traders. Boards must be more involved--I say that again: Boards must be more involved and be an effective check on management. Proxy access must benefit the majority of stockholders and encourage long-term values. If we are not careful, those changes could have the exact opposite effect by empowering a minority of shareholders to strip the company of value and encourage risky behavior in search of short-term profits. While we are right to be outraged at what has gone on in the financial sector, we must be careful that efforts to rein in Wall Street's behavior do not put handcuffs on other businesses that have different needs and challenges. Corporate law for the first 230-plus years of this country has been handled pretty well at the State level, and if we are going to change that, we should be sure of what we are doing. And I am sure looking forward to hearing what our panel has to say. Thank you.","Statement","STATEMENT OF SENATOR JIM BUNNING"
"Chairman Reed","Thank you very much, Senator Bunning. Senator Corker, do you have any opening comments?","Speech"," "
"Senator Corker","As always, I prefer to listen to the witnesses and ask questions, but thank you all for being here.","Speech"," "
"Chairman Reed","Thank you, Senator. Senator Schumer has arrived, and I know he has taken a leadership role on this issue of corporate governance with his legislative proposals and his constant attention. In fact, it was Senator Schumer's suggestion that we hold this hearing, so I want to recognize him for any comments that he might have.","Speech"," "
"Senator Schumer","Well, thank you, Senator Reed, and let me express my profound gratitude to you for holding this hearing and to Ranking Member Bunning for being here as well on such an important subject. As you acknowledged, Mr. Chairman, corporate governance is of great importance to me, and I introduced the Shareholder Bill of Rights with Senator Cantwell earlier this year. The bill was supported by 20 major pension funds, consumer groups, labor unions, and just yesterday, the House Financial Services Committee passed a ``say-on-pay'' bill similar to the ``say-on- pay'' we have in the Shareholder Bill of Rights. So I am glad to see Congress is moving forward in this process, and today's hearing is a great opportunity to get a chance to explore these issues in more detail. In the last year-plus, we have talked a great deal about the failures of regulation and Government oversight in the financial system. But our dynamic economy and capital markets also depend on internal oversight by vigilant boards of directors who ensure that management is steering the ship in the right direction. Unfortunately, there are far too many cases recently where boards of directors, not just regulators, were asleep at the wheel, or even complicit in practices that caused great harm to our economy and shook public confidence in our capital markets. Executives who encouraged risk-taking that they did not understand were not checked by their boards. Compensation packages that rewarded short-term actions but not long-term thinking were not undone by their boards. Fundamentally, too many boards neglected their most important job: prioritizing the long-time health of their firms and their shareholders and carefully overseeing management. In other words, there was widespread failure of corporate governance that has proven disastrous not just for individual businesses but for the economy as a whole. And there are many in this room on both sides of the aisle who say, you know, the Government cannot get involved in the details of what a company does. And that is right. That is our free market system. But the place that there is supposed to be a check is in the board of directors, and when over the years in too many companies--there are many companies that have good boards and many companies that already have implemented many if not all the reforms in our bill. But in too many companies, the boards did not do the job. And the damage. What if the board of AIG had checked some of its actions? What is the board of Bear Stearns had checked some of its actions? The taxpayers probably would have saved hundreds of billions of dollars. So it affects all of us. It is not just the internals of the company. And so Senator Cantwell introduced our bill. It makes corporate boards accountable to the shareholders whose interests they are supposed to protect. The Shareholder Bill of Rights will go a long way to making sure that these failures do not happen again, and as everyone knows, there are six key components in our bill. I am not going to read them. I am going to save that in the interest of time. Several elements of the bill have already been in place, as I said, by many corporations, and that is important to remember, because for many corporations, these are already best practices. Well-run companies do not fear their shareholders because they recognize that boards, management, and shareholders share the same interests: long-term growth and profitability. The greatest damage occurs not when boards are too active, but when they are not active enough. I think the Shareholder Bill of Rights will go a long way to ensuring that companies are responsive to their shareholders' interests. I thank you and congratulate you, Chairman Reed, for putting together an excellent panel. I look forward to the hearing, the testimony of the witnesses, and I would ask that my entire statement be put in the record.","Statement","STATEMENT OF SENATOR CHARLES E. SCHUMER"
"Chairman Reed","Without objection, all statements will be put in the record. Senator Corker, do you have a comment?","Speech"," "
"Senator Corker","Mr. Chairman, this is an unusual request. I do not really know what those six elements are, and I think since it sounds like----","Speech"," "
"Senator Schumer","Since you ask----","Speech"," "
"Senator Corker","This has not been a highly debated bill. Since I sense this hearing has a lot to do with the fact that this bill is being introduced, it might be good for all of us to know what those six elements are?","Speech"," "
