Speaker,Speech
Chairman Kanjorski," We meet today to continue the review by the Capital Markets Subcommittee of insurance regulation. Our panel has taken the lead in Congress during the last few years in debating insurance matters and finding consensus reforms to modernize our national insurance laws.
    Unlike other financial sectors that have evolved over time to include some degree of Federal and State regulation, States alone continue to have the primary authority to regulate insurance today. For that reason, Congress has historically only passed insurance legislation to respond to a crisis, address a market failure, or adopt narrowly focused insurance reforms.
    For example, after September 11th, Congress ultimately passed the Terrorism Risk Insurance Act so that construction could continue after the terrorist attack and businesses could obtain coverage to protect the viability.
    After a series of hearings debating the insurance reform last Congress, this subcommittee considered and approved four narrow insurance bills. One of those bills, the Insurance Information Act, could help the Federal Government build a knowledge base on insurance matters so that the Federal Government could see the complete picture of the insurance industry rather than intermittently seeing the brush strokes of a particular problem in the industry or at a particular company.
    We are very fortunate that this committee has a long history of working in a bipartisan fashion. I hope we continue in that vein and find common ground on these matters. Thoughtful, broadly supported legislative forms are usually the most successful.
    We must, however, also move swiftly yet deliberately in developing a new game plan to involve the Federal Government in more direct oversight of the insurance industry. Today, we are both responding to a crisis of sizeable proportions and seeing the big picture of an interconnected modern financial services system for the first time.
    After the turmoil in the bond insurance marketplace, the decisions to provide substantial taxpayer support to American International Group and the requests of numerous insurers to get capital investments from the Treasury Department, we can no longer continue to ask the question about whether the Federal Government should oversee insurance. The answer here is clearly yes.
    The events of the last year have demonstrated that insurance is an important part of our financial markets. The Federal Government therefore should have a role in regulating the industry. As such, we now must ask how the Federal Government should oversee insurance going forward. This question is the topic of today's hearing.
    The answer to this question is difficult. The bond insurance crisis showed that even small segments of the industry can have a large economic impact. AIG taught us that the business of insurance has become complex and no longer always fits nicely into the State regulatory box.
    Moreover, some companies operate unlike traditional insurers in today's markets. Instead of insuring assets, these companies insure financial transactions and use substantial leverage.
    My assessments should not be taken as criticism of the present State regulatory system. By and large, State regulators have performed well despite the growing complexity of the financial services system.
    That said, I am also not suggesting that we expand the mission of State insurance departments beyond insurance. At the very least, this Congress must address the insurance activities as it creates a new legislative regime to monitor systemic risks and unwind failing nondepository institutions.
    The Administration's proposal to create a resolution authority properly includes insurance holding companies. Oversight of any financial activity, insurance or otherwise, as it relates to the safety and soundness of our economic system must also be mandatory.
    Insurance is complex, and it is time for the Federal Government to appreciate its importance. Equally important to me is that Congress not limit itself to simply responding to this latest crisis. Many insurance products are either of national importance or uniform in nature. We must therefore consider whether to regulate these elements of the industry nationally.
    In sum, we have asked our witnesses to help us to examine these issues. Their fresh perspectives can point us in the right direction as we think about these matters in a new light.
    Now I would like to recognize Ranking Member Garrett for 5 minutes for his opening statement.
"
Mr. Garrett," Thank you, Mr. Chairman. And I look forward to an interesting discussion today on the appropriate role of the Federal Government to regulate insurance going forward, particularly in the context of proposals for risk regulators and resolutionary authority for these large non-bank financial institutions.
    You know, as I have outlined in my previous hearings, I have concerns with some of these proposals and the unintended consequences if they are to be implemented. As for a systemic risk regulator, we have been told throughout history that more regulation will solve our problems. You know, the Federal Reserve itself was created to ensure that these asset bubbles and panics would never happen again.
    It was back in 1914 that the then-Comptroller of the Currency had high expectations when speaking about the law that created the Fed. He said, ``Under the operation of this law, such financial and commercial crises or panics that the company experienced in 1873 and 1893 and 1907 seem to be mathematically impossible.'' Clearly, he was mistaken, and he has had a lot of company since then.
    A certain level of regulation is appropriate, but many of the reforms being talked about now will reduce market discipline and increase moral hazard. With the resolution authority being proposed by Secretary Geithner and others, for instance, I have real doubts that this can be implemented without institutionalizing an entire segment of too-big-to-fail companies.
    So I have concerns in general about systemic risk regulation and resolution authority, but they seem particularly inappropriate for the insurance industry. Insurance companies, especially those dealing primarily with retail customers, are different in nature from banks, for example. They are not nearly as interconnected with the rest of the financial services sector and the economy as a whole.
    Additionally, we already have the State guarantee funds to deal with insolvent insurance companies. And quite frankly, these funds have historically worked very well. Bond insurance, as you mentioned, of course is a bit of an outlier here, and the committee, I think, will address some of the unique challenges facing that sector on a different track.
    Also of concern in this current environment, and with the makeup of the present Administration and the congressional leadership are proposals calling for significant regulatory changes. To supporters of these proposals, I would say: Be very careful what you wish for.
    And when you think about it, it is not too far of a stretch to see a tri-layered or even a quadruple-layered regulatory structure for insurance when all the dust settles. You could have State regulation, Federal regulation, systemic risk regulation, and resolution authority regulation on top of that.
    So while the topic of Federal versus State regulation of insurance fosters intense debate, I believe we all can agree that a multi-layered regulatory structure for the insurance industry would not provide the best model for a competitive and a robust marketplace.
    Finally, in one other piece of the regulatory puzzle, I have been working with Congressman Dennis Moore, and we have been directly involved in the Nonadmitted and Reinsurance Reform Act. As you may know, this is a piece of legislation that passed the House overwhelmingly in the past two Congresses. What it would do is update and streamline State regulation in the nonadmitted or surplus lines and reinsurance market.
    So the surplus lines bill is an area of insurance regulatory reform where there is broad consensus. I look forward to working with my colleagues on the other side of the aisle to make sure that we get that piece of legislation done during this term in Congress.
    And with that, I yield back.
"
Chairman Kanjorski," Thank you very much, Mr. Garrett.
    I will now recognize the gentleman from California, Mr. Sherman, for 2 minutes.
"
Mr. Sherman," Thank you, Mr. Chairman.
    When we first started talking about a Federal role in insurance, we were dealing with the problem that certain life and annuity products were being approved too slowly through the multi-State regulatory process. And I dream of those old days when the biggest issue facing this subcommittee might be that consumers were being denied creative annuity products on a timely basis. Such problems seem almost quaint.
    We should try to achieve faster approval of new products through the multi-State process or through some Federal involvement. But we should recognize that traditional insurance was well-regulated, and while all the other houses on the block blew down, the State-regulated insurance policies and annuity contracts are still standing.
    In analyzing this issue, we have to ask, what is insurance? The President today has talked about an open, transparent market for derivatives. I think we have to look at many of these derivatives, particularly credit default swaps, as insurance. And we don't allow people to sell insurance without regulation and without reserves.
    And finally, I think, Mr. Chairman, we have to avoid an issue of forum-shopping, where we create a circumstance where you get to pick your regulator. Not only will some insurance companies pick the easiest regulator, but you will also see what we saw to some extent among bank regulators: competition to be the friendliest regulator.
    Now, I am all for friendliness. But that should not be the basis on which regulators are selected and evaluated.
    I yield back.
"
Chairman Kanjorski," Thank you, Mr. Sherman.
    Now we will recognize the gentleman from California, Mr. Royce, for 3 minutes. Mr. Royce is the author with Ms. Bean of one of the important pieces of legislation pending before the committee, so maybe we can get some insight into that bill as we have this hearing today.
    Mr. Royce, for 3 minutes.
"
Mr. Royce," Thank you, Mr. Chairman. Thank you for your continued leadership on this and for the hearings that you held last year and now on this issue of insurance regulation.
    I think that a consensus was formed that modernization of our regulatory structure was necessary. And I think part of that consensus is that there is a Federal role here in insurance. I think the events of last year really changed the debate on insurance regulatory reform.
    I think prior to last year, the regulatory structure of 50-plus separate regulators was criticized as being inefficient, as being duplicate, as being anti-competitive, and certainly costly for consumers.
    But in early 2008, we had another issue surface, and we saw many of the top bond insurers suffer significant losses and subsequent rating downgrades resulting from their exposure to the U.S. mortgage market. Their rating downgrades contributed to the freezing of credit markets, and that fed, of course, into the larger economic crisis and turmoil that we have had in this country.
    And then came the fall of AIG. And the bets that brought down AIG were made through the firm's securities lending division as well as the financial products unit. As we consider the events of the past as they relate to regulatory reform, it is worth noting that the securities lending division was facilitated and funded by AIG's insurance subsidiaries as a vehicle to make unwise bets on the U.S. housing market. At least, that is the way I would put it, since they were leveraged 170 to 1.
    Using capital from their insurance subsidiaries with the approval of the various State insurance regulators, the securities lending division, in tandem with the financial products unit, put at risk the entire company and, to some degree, the broader financial system.
    The AIG debacle has also reminded us of exactly how global in scope the insurance market really is. AIG had subsidiaries operating in 130 countries and jurisdictions. The now-notorious financial products unit had a significant presence in London.
    In order to adequately understand the threats within our own financial system, our regulators must be able to look at the entire picture, which often means relying to a certain extent upon equivalent regulators overseas.
    The European Union continues to move closer to phasing the Solvency II directive in, and that is probably going to pass this year. Solvency II will create one market for insurance throughout all of Europe while we have 50-plus separate markets here in the United States.
    Another aspect of Solvency II is meant to increase the global cooperation effort by bringing equivalent regulators from around the world into closer consultation with each other.
    Now, unfortunately, we have not held up our end of the bargain. The various State insurance regulators simply do not have the authority to negotiate with foreign regulatory bodies on behalf of the U.S. market, and as a result of our fragmented State-based system, we will not have that regulatory presence capable of understanding risks from around the globe.
    I have co-authored the National Insurance Consumer Protection Act with Representative Melissa Bean to establish a Federal insurance regulator that would have the capacity and the legal authority to address these issues and the many others that have surfaced over the years.
    In closing, I believe any regulatory forum effort will be incomplete without the inclusion of a world-class Federal insurance regulator. I look forward to hearing from our panel of witnesses on this topic. And again, I thank you, Mr. Chairman, for your leadership on this issue.
"
Chairman Kanjorski," Thank you very much, Mr. Royce.
    And now we will hear from the gentleman from Georgia, Mr. Scott, for 2 minutes.
"
Mr. Scott," Thank you very much, Mr. Chairman. I want to congratulate you and the ranking member for holding this very important hearing regarding insurance regulation reform.
    I think it is very important that as we move forward, we realize and learn from the experiences we have just gone through, especially with AIG, as we move forward to deal with this issue. Most experts would agree that the problems with AIG stem from their excessive trading and credit default swaps out of their financial products unit in both London and in Connecticut that was not regulated by the State commissioners, but was regulated at the Federal level with the Federal Office of Thrift Supervision.
    And also, the majority of insurance companies are indeed solvent. They are functioning well. So the fundamental question as we go forward is this: Does this not only suggest that a radical overhaul of insurance regulation at the Federal level might not only be unnecessary but it could also be potentially dangerous?
    I think it is very important that we take into account as we move forward the actual operations of these businesses, take into account the complexities of them, the areas in which they must be free to compete. We have to make sure we understand how to ensure that whatever actions we take, that it does not deter competition, that it does not lessen efficiency or increase costs of operating.
    From the development of global markets to the various and detailed policy rationales toward pursuing regulatory reform, we must take all of these into account. We must listen to both sides of the issue before taking further action. This is an extraordinarily important facet of our financial regulatory reforms.
    I will soon be introducing or reintroducing legislation which is called the National Association of Registered Agents and Brokers Reform Act, or NARAB, which I believe is a start to reforming one part of the insurance industry in ensuring adequate agent and broker licensing, which is extraordinarily important.
    The legislation is straightforward. Insurance agents and brokers who are licensed in good standing in their home States can apply for membership in NARAB, which would allow them to operate in multiple States. Last Congress, this bill garnered 52 bipartisan, Democratic, and Republican cosponsors, and I believe that with continued strong support and interest, this provision will be included in our insurance regulatory reform package as we move forward.
    Again, I congratulate you, Mr. Chairman, and our ranking member, and I look forward to the testimony of our distinguished visitors.
"
Chairman Kanjorski," Thank you very much, Mr. Scott.
    We will now hear from the gentlelady from Illinois, Mrs. Biggert, for 3 minutes.
"
Mrs. Biggert," Thank you, Mr. Chairman. And I would like to thank you and Ranking Member Garrett for holding today's hearing. It is important that insurance be a part of the conversation at the Federal level on how to monitor institutions that could pose a systemic risk to the financial system.
    Should an insurance representative be a part of a Federal systemic risk council? Who would that representative be? Should Treasury have an office of insurance information? What regulator could or should unwind or dismantle a failed company like AIG?
    Whatever the solution, I am interested in hearing from today's witnesses about how insurance regulators and the insurance industry will have a voice at the Federal level without dismantling the State insurance regulatory structure, a structure that has not failed.
    Notwithstanding AIG, the U.S. insurance industry is alive and well, and State regulators, especially in my home State of Illinois, are doing a good job. In recent memory, the industry has survived terrorist attacks, the 2005 Gulf Coast hurricanes, and many other disasters that caused significant harm to our country and citizens.
    We as Federal lawmakers should be careful not to throw out a regulatory system that seems to be functioning properly as we consider broader proposals to establish a Federal systemic risk overseer.
    With that, I thank you, and I yield back.
"
