Speaker,Speech
Chairman Kanjorski," This hearing of the Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises will come to order.
    Pursuant to an agreement with the ranking member, opening statements today will be limited to 10 minutes for each side. Without objection, all members' opening statements will be made a part of the record.
    We meet to continue our discussion of insurance regulation, which the Capital Markets Subcommittee has debated in great depth for several years. On the eve of the Administration's unveiling of its plan to strengthen the oversight of our financial markets, it also appears likely that we will soon consider reforms aimed at mitigating systemic risk. As such, it makes sense for us to drive a bit deeper today into the issue of systemic risk and the insurance industry.
    While we have yet to learn much about the specifics of the Administration's plan for insurance reform, we have spent enough time debating these issues to come to some conclusions. For example, I believe that only ostriches can now deny the need for establishing a Federal insurance resource center and a basic Federal insurance regulatory structure.
    Insurance is a complex and important part of the U.S. financial industry, with more than $6.3 trillion in assets under management and $1.23 trillion in annual premiums. We need to recognize this reality by modernizing the overall regulatory treatment of insurance. We also need to protect against the risks certain sectors of the industry may pose and address the greater sensitivity that some industry segments have to external events.
    During this crisis, we saw a company that started out as an insurer spread far and wide in its activities and its international presence. American International Group, however, lacked a Federal regulator with real expertise about its vast insurance operations. Rather, the holding company purchased a small thrift and chose the Office of Thrift Supervision as its supervisor.
    Currently, several other insurance holding companies have a Federal banking regulator as their primary supervisor, and more than 6 dozen similar entities avoid any form of Federal oversight, with selected States instead monitoring them on a consolidated basis. Because a number of these businesses could pose systemic risk, I believe that the Federal Government should directly examine all complex financial holding companies, including those whose primary activities involve underwriting insurance and those who play with credit default swaps.
    In addition, our financial services markets are global and complex. Insurance is no exception. In order for effective communication and dialogue to take place on the international stage, we must have a single point of contact for the United States on these matters. Moreover, insurers must have a Federal regulatory voice on par with the banking and securities sectors in our financial markets so that the industry can communicate with its peer regulators at home.
    In short, we can no longer sweep insurance regulation under the rug and cross our fingers that nothing will go wrong. We tried it before and learned that such an action may hide the mess for the short term, but pose greater problems in the long term. As such, when the Administration reveals its white paper tomorrow, I very strongly hope that it will recognize today's market realities and call for the establishment of better oversight for insurance holding companies and certain insurance activities, especially those most likely to pose systemic risk.
    Moreover, I am confident that this Administration will recognize the wisdom of creating a Federal insurance office to advise a systemic risk overseer of the risks in the insurance sector, provide expertise to the Administration and Congress on insurance policy matters, and communicate with foreign governments. I have long advocated for such an office by introducing and advancing the Insurance Information Act. As part of the congressional restructuring of financial services regulation, I ask my colleagues to join me in the effort to enact this legislation.
    With any luck, the Administration with its white paper will also hopefully advance the debate about Federal insurance regulation in other ways. Personally, I now believe that the Federal Government should actively regulate some specific insurance lines, especially those that pose systemic risk or which have a national significance. Using these tests, federally regulated lines would include bond insurers, mortgage insurers, and re-insurers. I also believe that we should examine how we can promote greater uniformity in the industry, with or without the establishment of a Federal charter. The Administration might reach similar conclusions.
    In sum, before the Administration proposes its white paper tomorrow, we have many important issues to discuss related to regulatory restructuring as it affects the insurance sector today. I therefore look forward to the testimony of our witnesses and to a vibrant debate in the weeks and months ahead.
    I would like to recognize our ranking member, Mr. Garrett, for 4 minutes, for his opening statement.
"
Mr. Garrett," Thank you, Mr. Chairman. Thank you all to our witnesses, as well, especially Mr. Skinner, who I understand came all the way across the ocean to be with us today. We have a fairly large panel, and wide perspective of different opinions on the insurance industry. So I look forward to all of your testimony.
    Tomorrow, as you indicate, we expect to hear from the Obama Administration on its plan for financial regulatory reform. And, from what I can tell, it seems unclear to what extent a proposal will address insurance legislation. Different ideas have been floated, of course. But within the Administration and beyond, it seems that a clear consensus as to what to do in insurance has not totally been yet crystalized.
    See, part of the difficulty, I think, in reaching a consensus on what to do is related to the difficulty in reaching a consensus on what is a systemic risk. And, furthermore, how do you identify it, if that's even possible in the future? And how should it be addressed if it is identified, and how it should be cleaned up, once it has been identified, if it's not too late.
    Now, I would add another issue that policymakers should be thinking about: How can the policy be put in place so that incidences of systemic risk aren't actually encouraged in the first place, or exacerbated, or even institutionalized, due to government actions or unintended consequences?
    I worry that some of the policies being considered by the Administration, and likely to be part of its plan, will unfortunately do more harm than good if they are actually implemented. You know, a systemic risk regulator, in conjunction with a resolution or a bail-out regime will set up a situation where certain companies are either implicitly or explicitly perceived to fall under this yet another new layer of supervision, be seen as too-big-to-fail, gain an unfair advantage in the market place, and threaten further taxpayer pain.
    Further complicating the resolution authority proposal is a question of how to pay for it. If only large firms potentially subject to the authority are asked to pay for it, then they will fairly explicitly be seen as beneficiaries of that regime. But asking a broader swath of the industry to pay for it would be not equitable, since smaller firms that have no chance of ever benefitting from it would be asked to contribute to a system design up there, and prop up their larger competitors.
    Additionally, I don't believe that individual taxpayers should be asked to contribute to a fund that is set up to bail out a failed large firm and its creditors. And, furthermore, such a fund created for the resolution authority would need to be very large, and that's very costly for the firms that have to contribute to it.
    But, at the same time, it would likely not be large enough to deal with an event deemed by regulators as truly significant.
    As I said, I would argue that, at the first and foremost, we should concentrate on policies that don't encourage future bail-outs by promising firms that the government will always come to the rescue.
    The Republican plan that was put forward last week addresses various policies that put the taxpayer at risk, but has no bail-out in the future. And its central unifying goal is no more bail-outs.
    Now, returning to the theme of today's hearing, my primary questions are, are insurance firms, by their nature, systemically insignificant? I am looking forward to hearing from different participants on the panel on this question, in particular.
    And, certainly, it would be a mistake to view the entire industry broadly as a single entity. At today's hearing, the breadth of the industry will be on display, as we will be hearing from the mortgage insurance industry, the bond insurers, life insurers, the re-insurers, as well as from the PNC sector, as well.
    And we will also be hearing from the NAIC, which is actually in charge of insurance regulation in this country, as we speak. I am hopeful that its perspectives on systemic risk, how we might address it, and what further actions could be done, will be enlightening to everyone here today.
    And finally, Mr. Chairman, as you know, you have introduced the Office of Insurance Information bill, the OII bill. And I know this legislation will be addressed by several members of the panel today. So I am interested to hear from our panel as to how this legislation may address deficiencies in our current framework. And I am particularly interested in its potential impact in regard to markets for the United States companies abroad, and related international agreements, as well.
    So, once again, I welcome all the witnesses, and I look forward to their testimony. And thank you, Mr. Chairman.
"
Chairman Kanjorski," Thank you very much, Mr. Garrett. We will now hear from the gentleman from California, Mr. Sherman, for one minute.
"
Mr. Sherman," In this hearing is the question, what is insurance? Derivatives are, at best, insurance. At worst, they are a casino bet. AIG sold fire and life insurance through its regulated subsidiaries, and those subsidiaries are pretty much okay. It sold portfolio insurance through unregulated subsidiaries, convincing the world that it wasn't insurance, and they took down the company, if not the world economy.
    The fire insurance policy on my house protects my lender in case my house burns down. But if my lender wants protection from the much greater risk that the value of my house goes down, or the value of my mortgage goes down, they also buy insurance. They call it a derivative, and it's completely unregulated.
    We need to make sure that credit default swaps and similar derivatives are classified as insurance, and are subject to reserves. I yield back.
"
Chairman Kanjorski," Thank you, Mr. Sherman. And now we will hear from another gentleman from California, Mr. Royce, for 2 minutes.
"
Mr. Royce," Thank you, Mr. Chairman. And I would like to briefly thank Mr. Skinner for making this trip here to testify, and also congratulate him on his recent election. He has been a leader in the European Union and in Parliament. He has been a leader and champion of the Solvency II directive, which provides an important yet relevant example of an effort underway to create a more efficient regulatory structure.
    And yesterday's op ed in the Washington Post by Larry Summers and Tim Geithner noted the importance of international coordination among regulators, and reiterated the Administration's commitment to leading the effort to improve supervision around the world. Unfortunately, with our fragmented regulatory regime over insurance, we are lagging at this point; we are not leading the rest of the world.
    As Solvency II works to unite the insurance markets in 27 member countries in the EU, we continue, on the other hand, to struggle with a patchwork system of 50-plus State regulators. With the implementation of this directive nearing, it is becoming more apparent that the framework potentially will be at odds with the U.S. regulatory structure. It is unlikely that the EU would find the current U.S. State-based regulatory structure equivalent.
    This means the ability of our regulatory system to detect offshore risks will be weakened, and it also means that many of our U.S.-based institutions will be forced to shift significant operations overseas if they hope to continue to do business in the EU.
    Certainly, an office of insurance information would be a logical first step to address this, and to address other problems we face in the international insurance market. However, an OII would rely heavily on the various State insurance commissioners to implement the regulatory policies. Without strong pre-emptive authority over the States, the ability of an OII to enact policies nationwide--and, consequently, the ability of an OII to adequately represent the entire U.S. insurance market--would be greatly weakened.
    I remain concerned, however, that an OII will not go far enough. Maintaining solvency regulation at the State level will limit the effectiveness of a potential systemic risk regulator, as well as coordination efforts with foreign regulators.
    Certainly, noting the failure of AIG, once the Nation's largest insurer, is relevant, given the focus of today's hearing. Dating back to 2006, the Paulson Treasury Department noted systemic gaps in the State-based system, which AIG exploited. The blame for the collapse of the company should start with AIG.
    From a regulatory standpoint, there were failures at both the State and Federal level. Using capital from their insurance subsidiaries, with the approval of various State regulators, the securities lending division, in tandem with the financial products unit, put at risk the entire company and the broader financial system. Half of this came from the securities lending division, the other half from the financial products unit, in terms of the overleveraging.
    With more than 250 subsidiaries operating in 14 States and more than 100 countries, AIG is the poster child for both the need to open up lines of communication among regulators worldwide, and the need to establish a domestic insurance regulator with the ability to oversee these large and complex institutions.
    And again, Mr. Chairman, thank you for holding this hearing.
"
Chairman Kanjorski," Thank you, Mr. Royce. And now we will hear from the gentleman from Georgia, Mr. Scott, for one minute.
"
Mr. Scott," Thank you very much, Mr. Chairman. I think this, of course, is a very important and timely hearing. The issue is, of course, I think, what is systemic risk as it relates to our insurance industry? And where and how is it best regulated, at the State or Federal level?
    But I think that the major model that we are using, AIG, is flawed, at its best. Because, as we look back at it, what caused the problem at AIG was their Financial Products Division, based in London, which again was regulated at the Federal level.
    So the question becomes, if we use a Federal charter, or regulate insurance at the Federal level, would that have prevented the situation at AIG? I think, going forward, we have to be very careful to make sure that the points we take into consideration are these: that we have the sound consumer protections in place; that we also do not deter competition; that we do not bring on excessive operating costs; and, in fact, in our efforts to do some good, that we do something that could very well be dangerous down the road.
    So, the question becomes, do we do it at the Federal level or the State level? And, of course, as I say, we have to look with a very jaundiced eye, to make sure that we are looking right when it comes to the cause of this at AIG. Because if we did have Federal intervention there, as we had, and it didn't prevent it, what's to say that the Federal charter and Federal regulation is the way to go?
    I think there is a lot to be said with making sure that we have regulations at the State level that work. Thank you, Mr. Chairman.
"
Chairman Kanjorski," Thank you very much, Mr. Scott. And now we have the gentlelady from Illinois, Mrs. Biggert, for 2 minutes.
"
Mrs. Biggert," Thank you, Chairman Kanjorski. I am pleased that we are having a second hearing to examine insurance regulation.
    As I mentioned at the previous hearing, this is an important part of the conversation, as it relates to systemic risk. Fortunately, the insurance industry is in good shape, due to sound State regulation. I think State insurance regulators are doing a good job.
    And with that, I would also like to thank and welcome to today's hearing Illinois Department of Insurance Director Mike McRaith, representing NAIC. I am really happy to have something really good to say about Illinois. That doesn't happen so much these days.
    But it is important that we roll on to the debate on systemic risk the role of the Federal regulators when it comes to duly regulated entities like AIG. I think OTS dropped the ball, and that's why a part of our Republican regulatory reform proposal preserves the option for a thrift charter, but rolls OTS into the OCC.
    And, in addition, our proposal addresses risky behavior that AIG-like entities may engage in, such as with derivatives. I think we establish a market stability and capital adequacy board, comprised of all Federal regulators and possibly others to look at what should be done with regard to the derivatives regulation. We recently had a hearing in this committee to discuss how over-the-counter derivatives could be put into the three buckets of regulation.
    I also think that we need to improve the dialogue among regulators and insurance needs to be part of that dialogue. That's why I joined Chairman Kanjorski, with his Office of Insurance Information bill.
    And, with that, I look forward to hearing from today's witnesses, who represent the very diverse insurance industry. I also look forward to working with them and my colleagues to strike the right balance on this matter. With that, I yield back.
"
