Speaker,Speech,Type,Comments
"Chairman Dodd","The Committee will come to order. I would like to welcome all here this morning for this morning's hearing on ``Creating a Consumer Financial Protection Agency: A Cornerstone of America's New Economic Foundation.'' We want to thank you, Mr. Barr, for joining us, and our other witnesses we will hear from after your testimony, and the Members of the Committee who are here this morning. And, obviously, my good friend and colleague Richard Shelby, former Chairman of the Committee, will be making some opening comments as well. So let me take a few minutes and share with you my thoughts on this question and then turn to Richard for any comments he has. And since only a few of us are here this morning, Bob, if you have got any opening comments you would like to make as well, I will turn to you, and then we will go to you, Mr. Barr, for your testimony. This morning we are taking an important step in our efforts to modernize our financial regulatory system. The failure of that system in recent years has left our economy in peril, as we all know, and caused real pain for many hard-working Americans who did nothing wrong themselves. And so I would like to start by reminding everyone that the work we do here matters to real people, men and women in my home State of Connecticut and all across our Nation who work hard every day, play by the rules, and want nothing more than to make a better life for themselves and their families. These families are the foundation, as all of us know, of our economy and the reason that we are here in Washington working on this historic and critically important legislation. That is why the first piece of the Administration's comprehensive plan to rebuild our regulatory regime and our economy is something that I have championed as well, and that is, an independent agency whose job it will be to ensure that American consumers are treated fairly and honestly. Think about the moments when Americans engaged with financial service providers. Now, I am not talking about big- time investors or financial experts. We know those people have a level of sophistication. I am talking about just ordinary citizens, working people trying to secure a stable future for themselves and their families. They are opening checking accounts. They are taking out loans. They are building their credit. They are trying to build a foundation upon which their families' economic security can rest for years to come. These can be among the most important and stressful moments a family can face. Think of younger people who have carefully saved up for that down payment on a home. It might be a modest house, but it will be their first home, a starter home. Before they can move into their new home, however, they must sign on the dotted line for that first mortgage, with its pages and pages of complex and confusing disclosures. Who is looking out for them in that process? Think of a factory worker who drives 30 miles to and from work every day and that old car that is about to give out. He or she needs another one to make it through the winter, but wages are stagnant and the family budget is stretched to the max. He has got no choice but to go to navigate the complicated world of an auto loan. Who is looking out for that person at that moment? Think of a single mother--and there are many in our country--whose 17-year-old son or daughter has just gotten into his or her first choice of going to college. She is overjoyed for him or her, but worried about how she is going to pay for that tuition, which grows every year astronomically. Financial aid might not be enough, and she knows that as her son or daughter begins the next chapter in their lives filled with promise, they may be saddled with overwhelming debt. Who is looking out for that family under those circumstances? These moments are the reason that we have invested so much of our time and money to rebuild our financial sector, even though some of the very institutions that the taxpayers have propped up are responsible for their own predicaments. These moments are the reason why we serve on this Committee and why I believe we have all come to the Senate to try and make a difference in the lives of the people we represent. And these moments are the reason that I and many of my colleagues were enraged by the spectacular failure of consumer protection that destroyed economic security for so many of our American families. In my home State of Connecticut and around the country, working men and women who did nothing wrong have watched this economy fall through the floor, taking with it their jobs, their homes, their life savings, and the cherished promise of the American middle class. These people are hurting. They are angry and they are worried, and they are wondering whether anyone is looking out for them. Since the very first hearings before this Committee on modernizing our financial regulatory structure, I have said that consumer protection should be a top priority in our deliberations. Stronger consumer protection could have stopped the crisis before it started, in my view. And where were the regulators in all of this? We know now that for 14 years, despite a clear directive from the U.S. Congress, the Federal Reserve Board took no action to ban abusive home mortgages. Gaping holes in the regulatory fabric allowed mortgage brokers and bankers to make and sell predatory loans to Wall Street that turned into toxic securities and brought our economy to its knees. That is why many of us call for the creation of an independent consumer protection agency whose sole focus is the financial well-being of consumers, an agency whose goal it is to put an end to lending practices that have ripped off far too many American families, and the Administration has sent us a very bold and I believe thoughtful plan for that agency. You would think financial services companies would support protections that ensure the financial well-being of their consumers. An independent consumer protection agency can and should be very good for business, not just for consumers. It can and should protect the financial well-being of American consumers so that businesses can rely on a healthy customer base as they seek to build long-term profitability. It can and should eliminate the regulatory overlap and bureaucracy that comes from the current Balkanized system of consumer protection regulation. It can and should level the playing field by applying a meaningful set of standards, not only to the highly regulated banks but also to their nonbank competitors that have slipped under the regulatory radar screen. Financial services companies that want to make an honest living should welcome this effort to create a level playing field. Indeed, the good lenders--and there are many--are the most disadvantaged when fly-by-night brokers and fly-by-night finance companies set up shop down the street. Then we see bad lending pushing out the good. No Senator on this Committee, Democrat or Republican, wants to stifle product innovation, limit consumer choice, or create regulation that is unnecessary or unduly burdensome. And I welcome the constructive input from those in the financial services sector--who share our commitment, by the way, to making sure that American families get a fair shake. We all want financial services companies to thrive and succeed, but they are going to have to make their money, in my view, the old-fashioned way: by developing innovative products, pricing competitively, providing excellent consumer service, and engaging in fair competition on the open market. The days of profiting from misleading or predatory practices need to be over with completely. The path to recovery of our financial services companies and our economy is based on the financial health of American consumers. I believe that very deeply. We need a system that rewards products and firms that create wealth for American families, not one that rewards financial engineering that generates profits for financial firms by passing on hidden risks to investors and borrowers. The fact that the consumer protection agency is the first legislative item the Administration has sent to Congress since it released its white paper on regulatory reform last month tells me that our President's priorities are in the right place. Nevertheless, with the backing of the Administration, with the support of many in the financial community who understand the importance of this reform, and, most of all, with a mandate from the American families I have discussed who count on a fair and secure financial system, I believe that we will push forward and succeed. I thank all of you for being with us here today as we move forward on this issue. Let me say, as I have said many times already in discussions both informally and formally, Richard Shelby, my partner in all of this, he and I are determined to work together on this to get this right. This is not one where we bring a lot of ideology to this debate but, rather, what works, what makes sense, what will restore the confidence and optimism of people all across this country--and, for that matter, around the world, who look to the United States as a safe and secure place and an innovative place to come and park their hard-earned dollars and hard-earned money. And so, with that, I thank again everyone for being here, and let me turn to Senator Shelby.",Speech, 
"Senator Shelby","Thank you, Mr. Chairman. The Committee today, as the Chairman has already said, will examine the Administration's proposal to establish a stand- alone consumer protection agency. Well-regulated and transparent financial markets have been and must continue to be one of the central goals of our financial regulatory system. The purpose of our markets is to benefit consumers by giving them ways to save, invest, and conduct transactions. Consumers are not likely to participate in our markets, however, unless they know they are protected against fraud and unfair dealings. In addition, consumers are more likely to use financial products if they have the information they need to make good financial decisions. By creating confidence in our markets, consumer protection promotes consumer participation, which in turn provides additional benefits by increasing the size, vitality, and resilience of our financial system. Good consumer protection, therefore, makes good economic sense. Since the start of the ongoing financial crisis, I have stated that we should approach regulatory reform in a thorough and deliberate manner. I believe this Committee should examine what caused this financial crisis, develop solutions to the problems identified by that examination, and then consider the practical consequences of any reform measures. This morning, we begin our examination of the Administration's proposal. This is our first chance to review the Administration's findings regarding the problems they have identified and the solutions that they seek. As part of our consideration, I believe it would be very useful, if not necessary, for the Administration to submit for the record the data and the evidence they used to craft a regulatory restructuring proposal. It might be very helpful to us here. In addition, the fact that the Administration has produced a legislative draft gives us a chance to consider some of the practical questions associated with the proposal. For example, how will this new agency interact with the other banking regulators? Who will have the final discretion over things like capital treatment for alternative mortgage products or other consumer credit products? What authority would the Administration leave to State banking regulators? What if there is a disagreement between a prudential supervisor and the new consumer protection agency? What if a prudential supervisor fails to operate in a manner consistent with the consumer protection agency's guidelines? Will a prudential supervisor be allowed to overrule the consumer protection agency? Will certain types of financial products be banned? What standards would be used to make the decision to remove products from the marketplace? Beyond the practical issues regarding the program, I want to highlight some conceptual issues that I believe we must recognize as we consider financial consumer protection reform. First, I believe that we must clearly acknowledge and accept that risk cannot be eliminated from our financial markets? It is risk taking that generates return. It would be both false and irresponsible to lead the American people to believe that an enhanced regulator can provide them with risk- free opportunities. Second, I believe that we must also acknowledge that the risk associated with financial products are largely depending on the circumstances surrounding a particular transaction and the consumer. Some have tried to make oversimplistic analogies comparing defective consumer products to certain financial products. This is inaccurate, and I believe it is highly inappropriate. For example, a defective electrical device is dangerous under every circumstance where it is used. We know that. But that is not the case for financial products. A plain-vanilla 30-year fixed mortgage is not inherently safer, some argue, than a shorter adjustable rate product? In fact, a 30-year fixed mortgage could involve high costs and provide less value to the consumer. We have to look at the circumstances. Consumers need the relevant information and the means to understand it so they can purchase products and engage in the transactions that best fit their needs and circumstances. This point bears on what I believe is finally the most important issue associated with consumer protection reform. Who is best able to decide about the value and the necessity of any particular financial product or service? Some, including those in the Administration, have decided that consumers will not act in their own best interests and, therefore, it is necessary that we remove or greatly restrict products that in some situations might cause financial harm. Implied in this belief is the notion that some people, such as the Government bureaucrats, can make informed decisions about the value of products and services while others, such as the American consumer, cannot. In other words, ``Yes, we can,'' has become ``No, you can't.'' While I can accept the view that in some cases consumers do not have the necessary information or understanding to make sound financial decisions, I do not accept the premise that the remedy is to deny consumers decision-making power altogether. I think this would be a very significant and paternalistic departure from the notions of liberty and personal responsibility that have previously guided all our regulatory efforts. Quite frankly, I find it a bit disturbing and somewhat offensive that the concept of the ``intellectually deficient consumer'' has now found a voice in our legislative process. To the extent that there is any merit to this theory, I believe it would be better to provide those with deficiencies the means to address them rather than seizing from them their right to make free and informed choices. And while I look forward to hearing from our witnesses, I am greatly concerned over many aspects of the President's plan, not to mention its underlying premise. Thank you, Mr. Chairman.",Statement,STATEMENT OF SENATOR RICHARD C. SHELBY 
"Chairman Dodd","Thank you very much, Senator. And with that, we will turn to you, Mr. Barr, for your opening statement and any supporting material or data you think would be valuable for the Committee to have at this point. Why don't you go ahead? Try and keep your remarks down, if you can, to 5 or 10 minutes or so.",Speech, 
"Mr. Barr","Certainly. Thank you very much, Chairman Dodd, thank you very much, Ranking Member Shelby. It is a pleasure to be back here to talk with you about the Administration's proposal for a Consumer Financial Protection Agency, a strong financial regulatory agency charged with just one job: looking out for consumers across the financial services landscape. The need could not be clearer. Today's consumer protection system is fundamentally broken. It has just experienced a massive failure. This failure cost millions of responsible consumers their homes, their savings, and their dignity. And it contributed to the near collapse of our financial system. There are voices today saying that the status quo is fine or good enough, that we should just keep the bank regulators in charge of protecting consumers, that we just need some patches to our broken system. They even claim consumers are better off with the current approach. It is not surprising that we are hearing these voices. As Secretary Geithner observed last week, the President's proposals would reduce the ability of financial institutions to choose their own regulator and to continue financial practices that were lucrative for a time, but that ultimately proved so damaging to households and our economy. Entrenched interests resist change always. Major reform always brings out fear mongering. But responsible financial institutions and providers have nothing to fear. We all aspire to the same objectives for consumer protection regulation: independence, accountability, effectiveness, and balance. The question is how to achieve them. A successful regulatory structure for consumer protection requires a focused mission, marketwide coverage, and consolidated authority. Today's system has none of these qualities. It fragments jurisdiction for consumer protection over many regulators, most of which have higher priorities than protecting consumers. Nonbanks avoid Federal supervision; no Federal consumer compliance examiner lands at their doorsteps. Banks can choose the least restrictive supervisor among several different banking agencies with respect to consumer protection. Fragmentation of rule writing, supervision, and enforcement leads to finger-pointing in place of action and makes the action that is taken less effective. The President's proposal for one agency, for one marketplace with one mission--to protect consumers--will change that. The Consumer Financial Protection Agency will create a level playing field for all providers, regardless of their charter or corporate form. It will ensure high and uniform standards across the financial services marketplace. It will end profits based on misleading sales pitches and hidden fee traps, along the lines of those that Senator Shelby and Chairman Dodd worked together to end in the credit card market. But there will be plenty of profits made on a level playing field where banks and nonbanks can compete fairly on the basis of price and quality. If we create one Federal regulator with consolidated authority, we will be able to leave behind regulatory arbitrage and interagency finger-pointing. And we will be assured of accountability. Our proposal ensures, not limits, consumer choice; it preserves, not stifles, innovation; it strengthens, not weakens, depository institutions; it will reduce, not increase, regulatory costs; and it will increase, not reduce, national regulatory uniformity. Successful consumer protection regulation requires mission focus, marketwide coverage, and it requires expertise and effectiveness through a consolidated supervisory entity. Consumer protection requires a mission focus for accountability, expertise, and effectiveness. A new supervisor must have marketwide jurisdiction to ensure consistent and high standards for everyone. And an effective regulator requires authority for regulation, supervision, and enforcement to be consolidated. A regulator without the full kit of tools is frequently forced to choose between acting with minimal effect and not acting at all. We need to end the finger-pointing. The rule writer that does not supervise providers lacks information it needs to determine when to write or revise rules and how best to do so. The supervisor that does not write rules lacks a marketwide perspective or adequate incentives to act. Splitting authorities is a recipe for inertia, inefficiency, and lack of accountability. The present system of consumer protection is not designed to be independent or accountable, effective, or balanced. It is designed to fail. It is simply incapable of earning and keeping the trust of the American people. Today's system does not meet a single one of the requirements I just laid out. The system fragments jurisdiction and authority for consumer protection over many agencies, most of which have higher priorities than protecting consumers. Nonbanks avoid Federal supervision; banks can choose the least restrictive supervisor; and fragmentation of rule writing, supervision, and enforcement leads to finger-pointing in place of action. This structure is a welcome mat for bad actors and irresponsible practices. Responsible banks and credit unions are forced to choose between keeping market share and treating consumers fairly. The least common denominator sets the standard, standards inevitably erode, and consumers pay the price. Mr. Chairman, if you look at the range of problems that have been occurring in the marketplace through this fragmented jurisdiction, I think that it is clear that the American public cannot afford more of the same. The problems that we had in the mortgage market--exploding ARMs, rising loan balances, credit card tricks such as double-cycle billing and late fee traps, the extent of failures in the past--are just unacceptable for us in the future, and the system we have had that led to this is structurally flawed. It is not capable of being fixed through tinkering around the edges. The problem is the structure itself. That problem has only one effective solution: the creation of one agency for one marketplace with one mission--to protect consumers of financial products and services, and the authority to achieve that mission. It is time for a level playing field for financial services competition based on strong rules, not based on exploiting consumer confusion. It is time for an agency that consumers-- and their elected representatives--can hold fully accountable. The Administration's legislation fulfills these needs. Thank you for this opportunity to discuss our proposal, and I would be happy to answer any questions.",Statement,STATEMENT OF MICHAEL S. BARR, ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS, DEPARTMENT OF THE TREASURY 
"Chairman Dodd","Well, thank you very much, and I did not give you a proper introduction to begin with, and I apologize. Mr. Barr is the Assistant Secretary for Financial Institutions at the Department of Treasury, and I should have made the formal introduction, so forgive me for not doing so.",Speech, 
"Mr. Barr","Thank you, Mr. Chairman.",Speech, 
"Chairman Dodd","Thank you very much for your testimony. As I said at the outset, if you have any additional data that you think would be helpful for the Committee in its consideration, we would appreciate your submitting that to us as well. And I will ask the clerk to put us on a 5-minute clock, if you would here, and we will try and stay to that time. Let me, if I can, be sort of the devil's advocate with you because I anticipate these sorts of questions will be raised by my colleagues as well. I know you have spent a lot of time in your testimony on this point, but I think it is worth reiterating. Why do you think a separate consumer protection agency is necessary? And why wouldn't we just simply beef up the existing regulatory bodies? Let us even assume we end up consolidating a number of these regulatory bodies so they are far more efficient, we stop the regulatory arbitrage that is going on too often, the shopping, the charter shopping that we talked about. Why not just beef them up, give them additional personnel, and tell them they ought to be doing a better job? In effect, aren't they supposed to be consumer protection agencies in their own right? And so why in the world would you go around and create a whole new one? And wouldn't you, in fact, be then minimizing the importance of these other bodies if they end up deferring that consumer protection function to one agency and they are not doing the job they were supposed to be doing in addition to their regulatory functions?",Speech, 
"Mr. Barr","Thank you, Mr. Chairman. I think we have had a long experiment with having the prudential supervisors over banks responsible for consumer protection supervision, having another agency--the Federal Reserve--responsible for rule writing, having yet another agency--the Federal Trade Commission--responsible for after-the-fact enforcement in the nonbanking sector. And I think what we have seen and what the American public has just experienced is a massive failure of that system. And it was a massive failure of that system because of the very structure of the system. There were good people at the Federal Reserve, for example, who wanted to effectuate strong consumer protections. You might even say there were heroic people at the Federal Reserve who wanted to effectuate consumer protection. Ned Gramlich, who was a dear friend of mine, the Vice Chair of the Federal Reserve, wanted to get consumer protection done, and the very structure of the Federal Reserve, its very focus on what it viewed as prudential supervision, its inability to move quickly on consumer protection blocked reform in the mortgage market that could have helped avert this crisis. So I think we have had a long and disastrous experience with having bank agencies with a mixed mission, with no one focused on protecting consumers, with no one able to set rules and supervise across the financial services marketplace, with no one able to say there is going to be a level playing field with high standards for everybody. And what we saw is the market tipped to bad practices. We saw it tip to bad practices in credit cards, practices which you and Mr. Shelby so effectively blocked in the credit card bill this spring. We saw it shift, tilt to bad practices in the mortgage market in ways that were disastrous for the American people. And I just don't think we can afford that experiment any longer. We have to have a fresh start with a new agency whose sole mission is standing up for the American people.",Speech, 
"Chairman Dodd","Let me continue my role as the devil's advocate. One of the arguments we are going to hear is this will restrict the availability of credit to consumers, restrict their choices; that a way that the financial institutions will respond to this is just start saying no to a lot of people who otherwise might have a chance to get that car loan, get that started house; and so if you want us to make sure we are not going to make any mistakes at all, not take any risks at all, then we just won't provide that kind of extension of credit to an awful lot of people out there. How do we respond to the question that consumer credit and consumer choices are going to be severely limited if, in fact, you get so heavy-handed with a consumer protection agency that the very people you are designing it to help here are actually going to be hurt by this idea?",Speech, 
"Mr. Barr","Mr. Chairman, I think that is exactly the thing to be focused on, and in our legislative draft, we suggest that the agency be required to assess not just the benefits of its rules, but the costs of its rules; that it be required not just to look at questions of consumer protection but also questions of access; that it be required to evaluate its major rule writing every 5 years to ensure that it is keeping up with changes in the marketplace at a minimum; that it be required to be held accountable through notice and comment rulemaking, even when it is not going to do a rule, to let the public and financial institutions comment on how it is doing its job. I think it has got to weigh the costs and the benefits. It has got to be a balanced entity. But what we want to see is a level playing field, access for everyone based on high standards. We want consumers to be able to choose whatever product they want, whatever credit card they want, whatever mortgage loan they want, whatever payday loan they want. We want them to be able to choose loans, to choose products, to choose services. We want the consumer to be empowered to do that. We want it to be done on a level playing field with high standards. So what they are choosing is based on transparency and honesty and integrity in the process.",Speech, 
