"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. We are here today to hear from the Chairman of the Federal Reserve on the semiannual monetary policy report to the Congress, and, Mr. Chairman, we welcome you to our Committee once again. We thank you for your service to our country, and at least on my part, let me thank you and congratulate you for the tremendous work you and the staff of the Federal Reserve have been doing through these very difficult days in our country, and we are very fortunate to have you, in my view, as the Chair. I want to make some brief opening comments, and then I will turn to Senator Shelby for any opening comments he may have, and I will leave it up to the members themselves--we do not have a full complement here, but there are several who would like to be heard briefly before we turn to you for your thoughts, and then the questions we will have for you this afternoon. Let me express my gratitude to the Chairman and the other Members of the Committee. Normally, we would have had this Committee hearing in the morning, and because of the bill- signing ceremony this morning, we delayed it until this afternoon. So I appreciate you being able to accommodate us. We are pleased to welcome you again, Mr. Chairman, to the Committee. Today he will deliver his semiannual monetary policy report, as I have said, to the Congress. The timing of this testimony could not be better, in our view. Key questions about both financial regulation and our current economic policy will be answered in the coming months. The Federal Reserve will play a key role in answering both of those series of questions. Today the President, as many know, signed into law the Wall Street reform bill. This bill, in my view, is a comprehensive response to our financial crisis that devastated our economy. The bill demands that regulators change the oversight of the financial markets and financial institutions in very fundamental ways. It sets up a Financial Stability Oversight Council which will function as an early warning system, we hope, be responsible for spotting and addressing threats to the overall financial stability of our country and institutions and even in other nations around the world. It creates a new orderly liquidation authority to provide for the wind-down of large financial institutions whose failure threatens overall financial stability. Further, it makes the markets for financial derivatives much more transparent. It requires regulators to establish capital standards and margin requirements for large derivative dealers. That will reduce the risk, we believe, posed by these financial instruments. Further, it limits the ability of banks and their owners to engage in risky trading strategies or to invest in hedge funds or private equity funds. Further, it requires higher prudential standards, including capital and liquidity for large bank holding companies and nonbank financial firms that have the potential to put the financial system at risk. The bill establishes for the first time a Consumer Financial Protection Bureau with a mandate to focus exclusively on protecting consumers from financial abuses and ensuring that consumers get the financial information that they need in a form that they can understand. But while the bill gives regulators substantial new authority, it does not contain the specific regulations that will translate authority into action. Congress is not in the position to write them. It is above the capacity of this institution to do that. Those rules and regulations require expert knowledge, and they must adapt over time to changing circumstances. Congress must rely on regulatory agencies to implement the goals of this reform bill. However, it is the role of Congress to oversee the actions of our regulators, and given the importance of getting financial reform right, it is a role that should be pursued with great vigor, attention, and diligence in the coming months and years. The Federal Reserve is one of the institutions on which Congress will rely most heavily. The additional authority it has been given is remarkable in this bill. The Federal Reserve will be a member of the Oversight Council, and the insights of its supervisors and researchers will play an important part in identifying developing risks to the financial system. It will be the Fed's job to set the heightened prudential standards for the Nation's large banks and nonbank financial companies designated by the Oversight Council. The Fed will help to decide when a failing financial firm needs to be put into the new resolution process, and the Fed will have the responsibility to oversee important financial utilities, including, for example, the clearinghouses that will become increasingly central in derivatives markets. As you are aware, Mr. Chairman, I have been critical of the Fed's past performance and, in fact, advocated striking the Fed's supervisory role. While the Fed managed the financial crisis superbly, in my view, it did less well in the run-up to the crisis. It failed to use the authority in HOEPA to prevent the serious deterioration in mortgage underwriting standards and abusive and fraudulent mortgage lending practices that, in my view, fueled the financial crisis we have been going through. It also failed, in my view, to adequately supervise some of our largest bank holding companies. These holding companies were allowed to accumulate significant exposures to mortgage-related assets. The losses they suffered when the house price bubble burst helped to produce the financial crisis from which we have not yet fully recovered. However, as the financial reform bill worked its way through the legislative process, the Congress in its wisdom decided not only to preserve the Fed's existing supervisory power but to bolster it. Indeed, Mr. Chairman, you sought those additional powers, and as a result, the Fed is central to maintaining our financial stability. I think it is fair to say that the success of the financial reform law depends in large measure on how the Federal Reserve meets its new responsibilities. It is my fervent hope that under your stewardship the Fed will exercise these authorities wisely. Of course, the financial reform law left the Fed's responsibilities for monetary policy unchanged, and this gives the Fed even more crucial work to do. The devastation brought by the financial crisis is still with us, and while output has begun to grow, it is not growing rapidly enough to replace the millions of jobs lost during this crisis. In the first quarter of this year, GDP grew at an unimpressive 2.7 percent. The unemployment rate in June was still at 9.5 percent, and nearly 7 million workers have been unemployed for 27 weeks or more. As you have acknowledged in previous testimony, Mr. Chairman, the effects of long-term unemployment, which destroys job skills and demoralizes those who suffer from it, has the potential to create serious long-term problems in our Nation. And although firms with access to credit markets are able to borrow at relatively low interest rates, the businesses and households that depend upon banks for credit continue to find difficulty in accessing credit. Apart from inventories, investment demand remains anemic, and real fixed investment declined in the first quarter of this year. In this less than robust environment, it is not surprising that price inflation is hardly an issue. Over the past year, the CPI has increased by only 1.1 percent, and core CPI has increased by only 0.9 percent. In short, it looks like our economy is in need of additional help. It is evident that the Fed takes this issue seriously, and I applaud you for that. The Federal funds rate is now near zero, and the banks are now sitting on extraordinary quantities of excessive reserves. But one of the issues I would like to explore with you today is whether the Fed can do more to help expand output and employment in our Nation. Now I would like to turn to my good friend and colleague, the former Chairman of the Committee, Senator Shelby, for any opening comments he may have. "
"STATEMENT OF SENATOR RICHARD C. SHELBY"," "
"Senator Shelby","Thank you, Chairman Dodd. Welcome to the Committee again, Chairman Bernanke. You have been with us for many years now on many occasions. Mr. Chairman, judging by the minutes of the Fed's June Open Market Committee meeting and statements by Fed officials, uncertainty about the economic outlook has risen recently, and there is a growing divergence of views. Recent data suggests that the already modest recovery may have hit a soft patch. We have also recently experienced another flight to quality and elevated uncertainty given the events surrounding Greece and others. Although some concerns have waned, we should continue, I believe, to monitor the situation in Europe and learn from their fiscal difficulties. Given market uncertainties and the possibility of a double- dip recession, there has been a modest change in the Fed's outlook as reflected in its recent policy discussions about whether inflation or deflation is the predominant current threat. There are questions about what the Fed's contingency plans are in the event of a double-dip recession or persistent deflationary pressures. There are questions about whether the Fed could combat deflationary pressures or whether the U.S. would have any experience like Japan. There are questions about whether the Fed has changed its focus from executing an exit strategy to lowering interest rates on reserves and possibly further ballooning its balance sheet with more asset purchases. This is especially concerning because the purchase of even more long-term assets may channel credit to favored segments of the markets at the expense of others. In the current environment in which the distinction between fiscal and monetary policy is sometimes blurred, Fed transparency about its plans I think is crucial. I believe that it is important for Congress to know what options are on the table and where the Fed may be headed. Chairman Bernanke, as the economic outlook has become a bit more cloudy of late, I look forward to hearing your views here today, and I am sure all of us have a number of questions for you. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you, Senator Shelby. Any of my colleagues want to be heard on this? Anyone here on the Democratic side? Senator Bunning."
"Senator Bunning","Very short."
"Chairman Dodd","Certainly. "
"STATEMENT OF SENATOR JIM BUNNING"," "
"Senator Bunning","It is amazing to me how two people can differ on a financial reserve law than the Chairman and myself. Some of us think that we did not do enough and we did not hit the heart of the problem. We did not touch Fannie Mae or Freddie Mac. Derivatives, credit default swaps, we just barely skimmed the top. And we did not do anything but put into the law too big to fail. So, Chairman, I am anxious to hear what the outlook for the economy is. Thank you, Mr. Chairman."
"Chairman Dodd","Anyone else wish to be heard? Any opening comments at all?"
"Senator Corker","Mr. Chairman, I do not want to make an opening comment. I know you know that well. But how long is the Chairman going to be with us today, just so we can organize our thinking about questions? And how long will the question period be?"
"Chairman Dodd","Well, a good part of the afternoon, my guess. I do not know. Votes on the floor may disrupt us. I do not know what the Majority and Minority Leaders' plans are for voting. I know there may be four or five votes at some point. And I think under the rules there are about 10 minutes--some five amendments that the minority has on the bill, and each amendment could take 10 minutes of debate, plus the vote itself. So I do not know when that will come. But that could disrupt the flow, I will tell you that much."
"Senator Corker","Do you expect one round or two, do you know?"
"Chairman Dodd","I will stay as long as people want and try and get through as much as we can. Mr. Chairman, welcome. "
"STATEMENT OF BEN S. BERNANKE, CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"," "
