"Speaker","Speech"
"The Chairman","The hearing will come to order. I want to express my appreciation to Members on both sides for joining us today. There is a great deal of interest in the country on what we plan to do next year. The purpose of this is to focus on where we go from here. We have two panels. The first panel consists of experts, many of whom have had responsibilities in the past but who do not now have governmental authority. That was a deliberate decision on my part so that we did not have to get clearances from various entities but could get the best thinking from thoughtful and experienced people. The second panel will consist of representatives of the financial institutions themselves. I have spoken with the Minority, and we have agreed to 15 minutes on each side for opening statements to accommodate the members. With that, we will begin with the chairman of the Subcommittee on Capital Markets, the gentleman from Pennsylvania, Mr. Kanjorski."
"Mr. Kanjorski","Mr. Chairman, we have reached a crossroads. Because our current regulatory regime has failed, we now must design a robust, effective supervisory system for the future. In devising this plan, we each must accept that regulation is needed to prevent systemic collapse. Deregulation, along with the twin notions that markets solve everything while government solves nothing, should be viewed as ideological relics of a bygone era. We also need regulation to rein in the private sector's excesses. In this regard, I must rebuke the greed of some AIG executives and agents who spent freely at California spas and on English hunting trips after the company secured a $123 billion taxpayer loan. Their behavior is shocking. The Federal Reserve must police AIG spending and impose executive pay limits. If it does not, I will do so legislatively. After all, the Federal Reserve's lending money to AIG is no different from the Treasury's investing capital in a bank. Returning to our hearing's main topic, I currently believe that the oversight system of the future must adhere to seven principles: First, regulators must have the resources and flexibility needed to respond to a rapidly evolving global economy full of complexity and innovation. Second, we must recognize the interconnectedness of our global economy when revamping our regulatory system. We must assure that the failure of one company, of one regulator or of one supervisory system does not produce disastrous, ricocheting effects elsewhere. Third, we need genuine transparency in the new regulatory regime. As products, participants, and markets become more complex, we need greater clarity. In this regard, hedge funds and private equity firms must disclose more about their activities. The markets for credit default swaps and for other derivatives must also operate more openly and under regulation. Fourth, we must maintain present firewalls, eliminate current loopholes, and prevent regulatory arbitrage in the new regulatory system. Banking and commerce must continue to remain separate. Financial institutions can neither choose their holding companies' regulators nor evade better regulation with a weaker charter. All financial institutions must also properly manage their risks, rather than shift items off balance sheet to circumvent capital rules. Fifth, we need to consolidate regulation in fewer agencies but maximize the number of cops on the beat to make sure that market participants follow the rules. We must additionally ensure that these agencies cooperate with one another, rather than to engage in turf battles. Sixth, we need to prioritize consumer and investor protection. We must safeguard the savings, homes, rights, and the financial security of average Americans. When done right, strong consumer protection can result in better regulation and more effective markets. Seventh, in focusing financial firms to behave responsibly, we must still foster an entrepreneurial spirit. This innovation goal requires a delicate but achievable balancing act. In sum, we have a challenging task ahead of us. Today's esteemed witnesses will help us to refine our seven regulatory principles and ultimately construct an effective regulatory foundation for the future. I look forward to their thoughts and to this important debate. Thank you, Mr. Chairman."
"The Chairman","The gentleman from Cleveland--from Ohio--is now recognized for 2 minutes. I do not want to get too picky here."
"Mr. LaTourette","Thank you very much, Mr. Chairman. Thank you for having this hearing. I am just a little east of Cleveland, thankfully. If I were from Cleveland, I would not be successful. The witnesses' statements today have a lot of references to things like socialism, Ms. Rivlin's testimony in particular. I think that word ``socialism'' is being bandied about quite a bit today. The notion that right before we left we handed over $700 billion to the Secretary of the Treasury was disconcerting to a lot of us. Some of us voted ``no,'' not once but twice, on that piece of legislation. I think the witnesses also talk about finger pointing as being not very productive, and I agree with that. I think that this hearing needs to look forward rather than back, but I think in order to look forward you do need to look back just a tad in that there are a lot of theories as to how we find ourselves in this situation. Some are indicating that the 1999 legislation, Gramm-Leach- Bliley, is somehow in default. If that is the case, I would hope our witnesses would chat with us about the changes that need to be made to that to prevent this from happening again. Many have indicated that the failure to put a tougher regulator instead of OHFEO over Fannie Mae and Freddie Mac saw the release of up to $1 trillion in subprime mortgages by those GSEs between 2005 and 2007. I think we should see if that is the problem. Credit swaps apparently have no regulators. I wish they would talk a little bit about that. Then, lastly, I did read the Washington Post editorial this morning that talks about mark-to-markets not being a problem. That does run counter to some of the things that people back in northeastern Ohio are indicating to me. I would wish that the witnesses would talk about that as well. Just two quick unanimous consent requests: There is an article appearing in today's Cleveland Plain Dealer that talks about an area called Slavic Village. I would ask unanimous consent that it be included in the record. On October the 19th, Sunday, there was an article in the New York Times called, ``Building Flawed American Dreams.'' I would also ask unanimous consent that it be included in the record as well. I yield back."
"The Chairman","Without objection, it is so ordered. I would ask unanimous consent that we give general leave for all members to insert into the record any material they wish. Is there any objection? Hearing none, general leave is now granted, and members may insert whatever they wish into the record. They can, of course, allude to it as well if they would like to. I will now yield 1 minute to the gentleman from New York,"
"Mr. Ackerman",""
"Mr. Ackerman","A major contributing factor to the economic crisis facing the country is that our financial regulatory system is broken and needs to be fixed. Without question, at least part of the blame for the seizure of our credit markets rests with the credit rating agencies. The credit ratings that were assigned to many mortgage-backed securities over the past 3 years were not based on sound historical data and for good reason. There was none. The types of securities that were bought and sold in the secondary market contain new subprime mortgage products that had no historical data on which to base any rating. Accordingly, the AAA ratings assigned to securities that contained subprime loans had absolutely no statistical basis whatsoever, but the pension fund managers and investors who placed their trust in the ratings took the credit rating agencies at their word and purchased these exotic products. That the credit rating agencies would rate these securities without any statistical data is bad enough, but continuing to do so is absolutely bewildering. Mr. Chairman, if we are to fix the cause of this crisis, that area surely needs to be addressed. Mr. Castle and I have introduced legislation that would require nationally rated statistical rating organizations, those who are registered with the SEC, to assign two classes of ratings. One class, SRO ratings, would be reserved solely for homogenous securities whose ratings are based on historical statistical data and whose ratings pension fund managers and risk adverse investors could rely on. The other class of ratings would permit the rating agencies to continue to rate heterogeneous riskier products that may not have data."
"The Chairman","The gentleman's time is expiring."
"Mr. Ackerman","I would place the rest of my statement in the record."
"The Chairman","Thank you. We do have a large turnout. Members have asked for 1 minute, and we are going to have to ask that they stay very close to that. Next, the gentleman from Texas, Mr. Neugebauer, for 2 minutes."
