"Speaker","Speech"
"The Chairman","The hearing will come to order. This is a very important hearing because it will begin the public discussion of the extraordinary powers granted to the Federal Reserve by a statute passed in the depths of the depression 60--77 years ago, which had not been used very much. As the Chairman of the Federal Reserve points out in his statement, it was not much used, and maybe not at all from the 1930's to recently. And I will tell you, I was surprised myself to learn about it, having been on this committee for some time, and having been chairman since January of 2007. In September of 2008, what we were aware of is, first, under the Bear Stearns case, $29 billion seemed like a lot of money for the Federal Reserve to have at its disposal; those were the good old days. In September, the Chairman of the Federal Reserve, accompanied by the Secretary of the Treasury, Mr. Paulson, asked to meet with the congressional leadership, myself, the gentleman from Alabama, Mr. Bachus, and our Senate committee counterparts. And we were told that it was the intention of the Federal Reserve, with the full support of the Administration, to make $80 billion available for the insurance company AIG. I remember at the time saying to the Chairman, ``Do you have $80 billion?'' And his answer was, ``Well, we have $800 billion.'' And that is when many of us for the first time understood the full scope of this statute. I say that because there have been some questions raised about how did this happen and what has been the public discussion. People should understand that almost all of this money, I guess Bear Stearns began it, but almost all of this money that has been made available under this authority from the 1932 statute dates from late September to October. So much of the time, of course, is when we were out of session. Now that we are back in session, it did seem to me, and I have talked to my colleagues on the Republican side, that it was important to begin a public discussion of this from several angles. First of all, there was a great deal of interest in how the Federal Reserve has used that authority, how much money has been deployed, what are the criteria, to what extent are taxpayers at of risk for losing money here. It is an ongoing effort. I read just before coming here the Secretary of Treasury, the new Secretary of the Treasury's announcement of his plans to use the TARP funds. It is very clear that the Obama Administration, as did the Bush Administration, is using the money in the TARP program in conjunction with the lending authority of the Federal Reserve. That is, the TARP money is going further than it otherwise might because the Federal Reserve has its capacity to lend very much involved. So we have the questions of how things have been deployed and what the plans are for the future. There are also some important questions involving the way in which we govern ourselves. The Chairman of the Federal Reserve, indeed, the Federal Reserve system, I believe was responding to very real needs in this society, and people need not agree with every specific decision that the Federal Reserve made, it seems to me, to appreciate the sense of very important public purpose that has motivated them. This has all been done in the interest of avoiding further damage to the economy and a credit collapse. We are now still dealing with that crisis. And I am myself opposed to doing things that might hinder our ability to continue to cope. Going forward though, it does not seem to me healthy in our democracy for the amount of power that is lodged in the Federal Reserve with very few restrictions to continue. And I say that in no way meaning to criticize the Federal Reserve. Nobody currently in the Federal Reserve was there when they passed the 1932 statute. The responses of the Federal Reserve, I believe, have been motivated by a desire to stem further bumps in the economy. I think much of what they have done has been useful. I think the authority has been very responsibly wielded. And in the midst of crisis, we would not, I think, be wise to revise it. But going forward, the allocation of responsibilities between Treasury and the Federal Reserve is a very important one. And the question of how, in a self-governing society, you allocate these responsibilities is important. There are some who have said--including the Heritage Foundation--a while ago that they liked the fact that the Federal Reserve had this authority rather than the TARP, precisely because the Federal Reserve was so much more insulated from public opinion, and from electoral processes. I understand the desire that some have to diminish the electoral intervention, but ultimately in a democracy that is not, I think, an appropriate way to go. Certainly not with this degree of power. So those are the questions we will be discussing not just today, but on into the future. The gentleman from Alabama."
"Mr. Bachus","Thank you, Mr. Chairman. And welcome, Chairman Bernanke. When historians look back at the financial crisis and the ensuing economic evil of the last half of the first decade of the 21st Century, what will be the story line? I submit it will be that while the public was focused on the tax rebate program, then on the $700 billion TARP, and finally on the $100 trillion economic stimulus package, a much larger drama was unfolding below the surface. While the public was distracted and focused on these high-profile activities and events, other programs and activities, some 5 times larger than those debated and discussed in open forums, were being enacted by a select few unelected Federal regulators who were making commitments of trillions of dollars backed by taxpayer guarantees and loans. Perhaps much like the analogy of an iceberg, only the tip of which is visible, the public, and we as elected representatives, are left merely to speculate as to the exact nature and composition of these complex financial transactions, which have been made and entered into out of public view. By using an obscure and seldom utilized provision of the Federal Reserve Act of 1913, the Federal Reserve, with Treasury's cooperation, has made unprecedented interventions into the financial markets. Not only has there been no disclosure or little oversight or accountability, there has actually been an active resistance on the part of these agencies to explain their actions or disclose the terms. At this time, because we know almost nothing about these transactions, we can only guess as to their ultimate success or failure. In future years, I am sure those who write of these days will be intrigued and captivated by the question, how could such an unprecedented action have occurred without the consent of the government? In many of these transactions that have been undertaken so far, we have been told we could not be given the specifics or details or terms because it was proprietary information of the companies involved. We have been left to guess as to the terms, the conditions, the size in many cases, the results expected, the consequences, the criteria for eligibility, or even the identity of all the parties. What is unknown pales in comparison to what we know. Perhaps of all the troubling aspects of these what I will call iceberg transactions, I am most troubled by what appears above the surface to be a total lack of guiding principles in entering these agreements and arrangements. This perception is only heightened by a series of ad hoc decisions and seeming policy reversals which gives an indication that there is, in fact, no detailed plan to navigate us through what we all agree are troubling times. Let me close by suggesting a missing but essential guiding principle. I believe in a democracy it should be a requirement in any agreement or transaction involving the government. The principle is simple: In the event that our governing officials come to the conclusion that a commitment of public funds is necessary, if a commitment of taxpayer funds or guarantees cannot be disclosed because of the circumstances involved, it cannot and should not be made. If a private party to a transaction not involving national security is unwilling to enter into an agreement open to public scrutiny and examination, the agreement should not be made. Thank you, Mr. Bernanke, and thank you, Mr. Chairman."
"The Chairman","The gentleman from North Carolina is recognized for 3 minutes."
"Mr. Watt","Thank you, Mr. Chairman. Using the authority of unusual and exigent circumstances under section 13(3) of the Federal Reserve Act, the Fed has set up emergency lending facilities to address severe market strains and commercial paper by activating a commercial paper funding facility to address severe strains related to money market funds by activating a money market liquidity facility and announced earlier today that it plans a substantial expansion of this term asset-backed security loan facility. The use of each of these tools will, of course, expand the balance sheet of the Federal Reserve and subject the Fed to more attention, scrutiny, second guessing, and oversight, otherwise as the chairman has indicated we run the risk that the authority granted in the 1933 statute could be out of control or subject to abuse. The use of each of these tools also raises the question, what happens when the unusual and exigent circumstances are over? What is the exit strategy for winding down the various Fed lending programs when we return to normal economic times? Today's review of the Fed's power under section 13(3) of the Federal Reserve Act is the first in a series of hearings and other actions that we must take to evaluate steps that certainly appear to be necessary to combat the current economic crisis that confronts us. I trust that our evaluation will be transparent, open, and fair, and I certainly welcome Chairman Bernanke's testimony. I yield back."
"The Chairman","The gentleman from Texas, Mr. Paul, for 3 minutes."
"Dr. Paul","Thank you, Mr. Chairman. I want to thank you for calling this hearing because the issue of transparency of the Federal Reserve System is something that is of crucial value to us. I rather enjoy the fact that the Federal Reserve has been in the limelight lately because that is the source of our problems, that is where the inflation comes from, and that is where the distortion comes from and that is where the malinvestment comes from, and it is a shame we do not know more about it. But I don't blame the Chairman of the Federal Reserve System for this, because it has already been quoted that 13(3) is in the law. So a lot of responsibility falls on us here in the Congress. Also in Title 13, chapter 7 of subtitle 1, it says that the GAO has authority to audit the Federal Reserve Board, the Federal Reserve banks as well as the FDIC and the Comptroller of the Currency. It sounds good, except you go to the next paragraph and it says, except for you can't audit the Federal Reserve or any of these organizations for the things that matter, such as transactions with foreign banks, transactions with foreign governments, transactions with international banking organizations. We can't have real access to knowing what is happening at the discount window in detail as well as how reserves are used, as well as information in what really transpires at the FOMC. The fact that we have information dribbling out to us, that is one thing, but for instance, in the last about 2 years, we have been denied the information that a lot of people consider rather important, and that is the total money supply. What is M3 doing? That for some of us, we think that is important. But it indicates that transparency is not always the goal. The question we in the Congress have to ask is, why is it the Congress is so eager to give up their prerogatives and their responsibilities, whether it is foreign policy, or whether it is giving the Executive Branch the authority to go to war without the Congress saying much, or whether it is turning over the monetary system to somebody so they can operate essentially in secrecy and deal not with a few hundred billion dollars, like $800 billion, but tens of trillions of dollars when it adds up. And yet the Congress seems to do very little. So if we are concerned about transparency, if we are concerned about what is happening with monetary policy, believe me, the code has to be changed. But I am delighted that the chairman of the Banking Committee is interested in this at least to put some pressure and we do get bits and pieces and dribbles of information. But as to why we turned over this tremendous power to actually run the economy, central economic planning through the manipulation of prices, the whole problem we are facing today is that the Treasury and the Congress and the Federal Reserve are trying to price things they are incapable of pricing. That is the toxic assets. The illiquid assets. So if we only allow the market to operate, we might clean up the mess we have brought upon ourselves."
"Mr. Kanjorski","Thank you very much. Now, Chairman Bernanke, if you will be kind enough to give your presentation to the committee. "
"STATEMENT OF THE HONORABLE BEN BERNANKE, CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"," "
"Mr. Bernanke","Thank you. Chairman Frank, Ranking Member Bachus, and other members of the committee, I appreciate this opportunity to provide a brief review of the Federal Reserve's various credit programs, including those relying on our emergency authorities under 13(3) of the Federal Reserve Act. I will also discuss the Federal Reserve's ongoing efforts to inform the Congress and the public about these activities. As you know, the past 18 months or so have been extraordinarily challenging for policymakers around the globe, not least for central banks. The Federal Reserve has responded forcefully to the financial and economic crisis since its emergence in the summer of 2007. Monetary policy has been especially proactive. The Federal Open Market Committee began to ease monetary policy in September 2007 and continues to ease in response to a weakening economic outlook. In December 2008, the committee set a range of zero to 25 basis points for the target Federal funds rate. Although the target for the Federal Reserve rate is at its effective floor, the Federal Reserve has employed at least three types of additional tools to improve the functioning of credit markets, ease financial conditions, and support economic activity. The first set of tools is closely tied to the central bank's traditional role of providing short-term liquidity to sound financial institutions. Over the course of the crisis, the Fed has taken a number of extraordinary actions, including the creation of a number of new facilities for auctioning short-term credit to ensure that financial institutions have adequate access to liquidity. In fulfilling its traditional lending function the Federal Reserve enhances the stability of our financial system, increases the willingness of financial institutions to extend credit, and helps to ease conditions in interbank lending markets, reducing the overall cost of capital to banks. In addition, some interest rates, including the rates on some adjustable rate mortgages, are tied contractually to key interbank rates, such as the London Interbank Offered Rate or"
"LIBOR."," To the extent that the provision of ample liquidity to banks reduces LIBOR, other borrowers will also see their payments decline. Because interbank markets are global in scope, the Federal Reserve has approved bilateral currency liquidity agreements with 14 foreign central banks. These so- called swap facilities have allowed these central banks to acquire dollars from the Federal Reserve that the foreign central banks may lend to financial institutions in their jurisdictions. The purpose of those liquidity swaps is to ease conditions in dollar funding markets globally. Improvements in global interbank markets in turn create greater stability in other markets at home and abroad such as money markets and foreign exchange markets. The provision of short-term credit to financial institutions exposes the Federal Reserve to minimal credit risk, as the loans we make to financial institutions are generally short-term, overcollateralized, and made with recourse to the borrowing firm. In the case of the currency swaps, the foreign central banks are responsible for repaying the Federal Reserve, not the financial institutions that ultimately receive the fund. And the Fed receives an equivalent amount of foreign currency in exchange for the dollars that it provides to the foreign central banks. Although the provision of ample liquidity by the central bank to financial institutions is a time-tested approach to reducing financial strains, it is no panacea. Today, concerns about capital, asset quality, and credit risk continue to limit the willingness of many intermediaries to extend credit, notwithstanding the access of these firms of central bank liquidity. Moreover, providing liquidity to financial institutions does not directly address instability or declining credit availability in critical non-bank markets such as the commercial paper market or the market for asset-backed securities. To address these issues, the Federal Reserve has developed a second set of policy tools which involve the provision of liquidity directly to borrowers and investors in key credit markets. For example, we have introduced facilities to purchase highly-rated commercial paper at a term of 3 months and to provide backup liquidity for money market mutual funds. In addition, the Federal Reserve and the Treasury have jointly announced a facility expected to be operational shortly that will lend against AAA rated asset-backed securities, collateralized by recently originated student loans, auto loans, credit card loans, and loans guaranteed by the Small Business Association. Unlike our other lending facilities, this one combines Federal Reserve liquidity with capital provided by the Treasury. If the programs works as planned, it should help to restart activity in these key securitization markets and lead to lower borrowing rates and improved access in the markets for consumer and small business credit. This basic framework could also expand to accommodate higher volumes as well as additional classes of securities as circumstances warrant, and Secretary Geithner alluded to that possibility this morning. These special lending programs have been set up to minimize credit risk to the Federal Reserve. The largest program, the commercial paper funding facility, accepts only the highest rated paper. It also charges borrowers a premium which is set aside against possible losses. As just noted, the facility that will lend against securities backed by consumer and small business loans is a joint Federal Reserve Treasury program. Capital provided by the Treasury from the Troubled Asset Relief Program will help insulate the Federal Reserve from credit losses and the Treasury will receive most of the upside from these loans. The Federal Reserve's third set of policy tools for supporting the functioning of credit markets involves the purchase of a longer term securities for the Fed's portfolio. For example, we have recently announced plans to purchase up to $100 billion of the debt of the Government-Sponsored Enterprises, which include Fannie Mae, Freddie Mac, and the Federal Home Loan Banks, and $500 billion in agency-guaranteed mortgage-backed securities by midyear. The objective of these purchases is to lower mortgage rates, thereby supporting housing activity in the broader economy. The Federal Reserve is engaged in an ongoing assessment of the effectiveness of its credit. Measuring the impact of our programs is complicated by the fact that multiple factors affect market conditions. Nevertheless, we have been encouraged by the response to these programs, including the reports and evaluations offered by market participants and analysts. Notably, our lending to financial institutions, together with actions taken by other agencies, has helped to relax the severe liquidity strains experienced by many firms and has been associated with considerable improvements in interbank lending markets. For example, we believe that the aggressive liquidity provision by the Fed and other central banks has contributed to the recent declines in LIBOR and is a principal reason that liquidity pressures around the end of the year, often a period of heightened liquidity strains, were relatively modest. There is widespread agreement that our commercial paper funding facility has helped to stabilize the commercial paper market, lowering rates significantly and allowing firms access to financing at terms longer than a few days. Together with other government programs, our actions to stabilize the money market mutual fund industry have shown some measure of success, as the sharp withdrawals from funds seen in September have given way to modest inflows. Our purchases of agency debt at MBS seem to have had a significant effect on conforming mortgage rates, with rates of 30-year fixed rate mortgages falling close to a percentage point since the announcement of our program. All of these improvements have occurred over a period in which the economic news has generally been worse than expected and conditions in many financial markets, including the equity markets, have worsened. We evaluate existing and perspective programs based on the answers to three questions: First has normal functioning in the credit markets been severely disrupted by the crisis? Second, does the Federal Reserve have tools that are likely to lead to a significant improvement in function and credit availability in that market? And are the Federal Reserve tools the most effective methods either alone or in combination with other agencies to address the disruption? And third, do improved conditions in the particular market have the potential to make a significant difference for the overall economy? To illustrate, our purchases of agency debt and MBS meet all three criteria. The mortgage market is significantly impaired, the Fed's authority to purchase agency securities gives us the straightforward tool to try to reduce the extent of that impairment. And the health of the housing market bears directly and importantly on the performance of the broader economy. Section 13(3) of the Federal Reserve Act authorized the Federal Reserve Board to make secured loans to individuals, partnerships or corporations, ``in unusual and exigent circumstances,'' and when the borrower is, ``unable to secure adequate credit accommodations from other banking institutions.'' This authority added to the Federal Reserve Act of 1932 was intended to give the Federal Reserve the flexibility to respond to emergency conditions. Prior to 2008, credit had not been extended under this authority since the 1930's. However responding to the extraordinary stressed conditions in financial markets the Board has used this authority on a number of occasions over the past year. Following the Bear Stearns episode in March 2008, the Federal Reserve Board invoked section 13(3) to make primary securities dealers, as well as banks, eligible to borrow on a short-term basis from the Fed. This decision was taken in support of financial stability during a period in which the investment banks and other dealers faced intense liquidity pressures. The Fed has also made use of the section 13(3) authority in its programs to support the functioning of key credit markets, including the commercial paper market and the market for asset- backed securities. In my view, the use of section 13(3) in these contexts is well-justified in light of the breakdowns of these critical markets and the serious implications of those breakdowns for the health of the broader economy. As financial conditions improve, and circumstances are no longer unusual and exigent, the programs authorized under section 13(3) will be wound down as required by law. Other components of the Federal Reserve's credit programs, including our lending to depository institutions, liquidity swaps with other central banks, and purchases of agencies and securities make no use of the powers conferred by section 13(3). In a distinct set of activities, the Federal Reserve has also used the 13(3) authority to support government efforts to stabilize systemically critical financial institutions. The Federal Reserve collaborated with the Treasury to facilitate the acquisition of Bear Stearns by JPMorgan Chase & Company, and to prevent a failure of the American International Group or AIG. And we worked closely with the Treasury and the Federal Deposit Insurance Corporation to help stabilize Citigroup and Bank of America. In the cases of Bear Stearns and AIG, as part of a strategy to avoid impending defaults by the companies, the Federal Reserve made loans against polls of collateral. Activities to stabilize systemically important institutions seem to me to be quite different in character from the use of section 13(3) authority to support the repair of credit markets. The actions that the Federal Reserve and the Treasury have taken to stabilize systemically critical firms were essential to protect the financial system as a whole. And in particular the financial risks inherent in the credit extended by the Federal Reserve were, in my view, greatly outweighed by the risk that would have been faced by the financial system and the economy had we not stepped in. However, many of these actions might not have been necessary in the first place had there been in place a comprehensive resolution regime aimed at avoiding disorderly failure of systemically critical financial institutions. The Federal Reserve believes that the development of a robust resolution regime should be a top legislative priority. If specification of this regime were to include clear expectations of the Federal Reserve's role in stabilizing or resolving systemically important firms, a step we very much support, then the contingencies in which the Fed might need to invoke emergency authorities could be tightly circumscribed. I would like to conclude by discussing the Federal Reserve's ongoing efforts to inform the Congress and the public about its various lending programs. I firmly believe that central banks should be as transparent as possible, both for reasons of democratic accountability and because many of our policies are likely to be more effective if they are well understood by the markets and the public. During my time at the Federal Reserve, the FOMC has taken important steps to increase the transparency of monetary policy, such as moving up the publication of the minutes of policy meetings, and adopting the practice of providing longer-term projections of the evolution of the economy on a quarterly basis. Likewise, the Federal Reserve is committed to keeping the Congress and the public informed about its lending programs and its balance sheet. For example, we continue to add to the information shown in the Fed's H.4.1 release, which provides weekly detail on the balance sheet and the amounts outstanding for each of the Federal Reserve's lending facilities. Extensive additional information about each of the Federal Reserve's lending programs is available online, as shown in the appendix to this testimony. Pursuant to a requirement included in the Emergency Economic Stabilization Act passed in October, the Fed also provides monthly reports to the Congress on each of its programs that rely on the section 13(3) authorities. Generally the Fed's disclosure policies are consistent with the current best practices of major central banks around the world. With that said, recent developments have understandably led to a substantial increase in the public's interest in the Fed's balance sheet and programs. For this reason we at the Fed have begun a thorough review of our disclosure policies and the effectiveness of our communication. Today I would like to mention two initiatives. First, to improve public access to information concerning Fed policies and programs, Federal Reserve staff are developing a new Web site that will bring together in a systematic and comprehensive way the full range of information that the Federal Reserve already makes available, supplemented by new explanations, discussions and analyses. Our goal is to have this Web site operational within a few weeks. Second, at my request, Board Vice Chairman Donald Kohn has agreed to lead a committee that will review our current publications and disclosure policies relating to the Fed's balance sheet and lending policies. The presumption of the committee will be that the public has a right to know, and that the nondisclosure of information must be affirmatively justified by clearly articulated criteria for confidentiality based on factors such as reasonable claims to privacy, the confidentiality of supervisory information, and the effectiveness of policy. Thank you. I will be pleased to respond to your questions. [The prepared statement of Chairman Bernanke can be found on page 67 of the appendix.]"
