Speaker,Speech,Type,Comments
"Senator Bayh","Good afternoon, everyone. I am pleased to call to order this Subcommittee for the hearing entitled ``Equipping Financial Regulators with the Tools Necessary to Monitor Systemic Risk.'' I want to thank my Ranking Member, Senator Corker, and Senator Reed, my friend and colleague, and their hard-working staff for requesting this hearing on an issue that may seem technical to some, but will prove critical as we work to reform and modernize our regulatory structure for the future. I would also like to welcome and thank our able witnesses who are here today and thank our staff who have been instrumental with regard to technical aspects of this analysis. I am so happy to continue the dialog that we have already begun on how to equip our regulators to move beyond examining individual institutions and toward monitoring and managing systemic risk across our financial system. To our witnesses that will appear on two separate panels, welcome and thank you for appearing before the Subcommittee to give an outline on regulators' current capabilities to collect and analyze financial market data and, most importantly, what additional resources and capabilities are necessary to provide effective systemic risk regulation. I understand very well that the weather in Washington the last few days has not been ideal. As a matter of fact, some of our witnesses have been stranded here for several days. So I appreciate the dedication you have shown in making it here today, and we promise to be, accordingly, most merciful in our questioning. Before I turn to Governor Tarullo--and, Dan, thank you again for appearing before the Subcommittee; you have been here very ably on other occasions--I would like to submit a few comments for the record. I have a somewhat lengthy statement given the technical nature of the subject matter. I would like to submit that for the record, but will not read it. Is that all right with you, gentlemen? Very good. Hearing no objection, I will go ahead and do that.",Speech, 
"Senator Bayh","Before introducing Governor Tarullo, first, Senator Reed, perhaps you would have some comments you would like to share.",Speech, 
"Senator Reed","Very briefly, Mr. Chairman. I would like my statement submitted to the record also. I want to welcome Governor Tarullo also. I want to thank you for holding this hearing at the suggestion of Senator Corker, and this is a vital area and could, I think, be overlooked. But it is incredibly important. What we all witnessed over the last several years is not only great market turmoil but great market uncertainty. My impression of a lot of the problems with Lehman, with Bear Stearns, with AIG is the fact that regulators and other banking institutions had no idea where their liabilities, their risks, their counterparty exposure lay, and there was no systemic way to calculate or aggregate that information. And as a result, I think the regulators were flying blind, essentially, doing the best they could, trying to work things out, but a lot of it was just sort of flying with instruments that were not working in bad weather. It was more seat-of-the-pants than systemic regulation. So one of the things I think we have to do is create a repository of information available to regulators, available to the public with appropriate delays, so that the system is much more understandable and that, when there is a shock to the system, markets do not react out of fear, they react with some knowledge. Thank you, Mr. Chairman.",Statement,STATEMENT OF SENATOR JACK REED 
"Senator Bayh","Thank you, Senator Reed. Now, we have on this Committee become accustomed to something we call the Corker rule, where violating--or not violating, actually a breathtaking, refreshing difference from senatorial custom, Senator Corker is known for his brevity in opening statements. But since you request the hearing today and I know this is a major priority of yours, perhaps you would have some opening comments you would like to share.",Speech, 
"Senator Corker","I will be very, very brief. Number one, thank you for having this hearing. I know it is Friday afternoon. It has been snowing, and a lot of us are trying----",Statement,STATEMENT OF SENATOR BOB CORKER 
"Senator Bayh","We have been trying since Tuesday to have this hearing.",Speech, 
"Senator Corker","Right, but I thank you so much, and I want to thank Governor Tarullo for always being available and helping us think through these complex issues. Our second panel especially, Governor Tarullo, has, I know, been holed up on hotels and hanging around for several days to cause this testimony to actually occur prior to recess. I think everybody knows we are hopefully working toward a regulatory reform bill. It is important to get this testimony into the public record so we can potentially act upon it. So we thank you all for being here, for your ideas, and with that, Mr. Chairman, as you walk out the door, thank you so much for having this hearing. I appreciate it.",Speech, 
"Senator Reed","Thank you, and on behalf of Senator Bayh and Senator Corker, let me introduce our first witness, Daniel K. Tarullo, who is a Governor of the Federal Reserve Board. He is an expert in international finance. He received his education beginning at Roxbury Latin School, and then he went on to Georgetown University, Duke University, and graduated with his law degree from Michigan. Prior to assuming his responsibilities at the Federal Reserve, he was a faculty member at the Georgetown Law School and prior to that served in the Clinton administration as Assistant Secretary of State for Economic and Business Affairs and other important responsibilities. Again, Governor, thank you for your presence, and we look forward to your statement.",Speech, 
"Mr. Tarullo","Thank you, Senator Reed and Senator Corker, and thank you both for your attention to a subject whose importance to financial stability is, as Senator Reed said a moment ago, often overlooked in the broader debates about reform. Good information is crucial to the success of any form of regulation as it is to the success of any form of market activity. But many features of financial activity make the quality and timeliness of information flows even more significant for effective regulation. Most important, perhaps, is the interconnectedness of financial services firms. In few other industries do major players deal so regularly with one another, as a result of which major problems at one firm can quickly spread throughout the system. The financial crisis revealed gaps in the data available to both Government regulators and to private analysts. It also revealed the relatively undeveloped nature of systemic or macroprudential oversight of the financial system. With this experience in mind, I believe there are two goals toward which agency and congressional action to improve data collection and analysis should be directed. First, to ensure that supervisory agencies have access to high-quality and timely data that are organized and standardized so as to enhance their regulatory missions, including containment of systemic risk; And, second, to make sure such data available to other Government agencies, to private analysts, to academics, in appropriately usable form so that the Congress and the public will have the benefit of multiple perspectives on potential threats to financial stability. My written testimony details some of the initiatives at the Federal Reserve to enhance the type and quality of information available to us in support of our exercise of consolidated supervision over the Nation's largest financial holding companies. I would stress also, though, the importance of using that information to regulate more effectively. The Special Capital Assessment we conducted last year of the Nation's 19 largest financial firms demonstrated how quantitative, horizontal methodologies built on consistent data across firms could complement traditional supervision. It also showed the importance of having supervisory needs and knowledge determine data requirements. We are building on that experience and adding a more explicitly macro prudential dimension and developing a quantitative surveillance mechanism as a permanent part of large-firm oversight. While there is much that the Federal Reserve--and other agencies such as the SEC--can do and are doing under existing authority, I do believe we will need congressional action to achieve fully the two goals I stated a moment ago. There are a number of specific areas in which legislative changes would be helpful. Let me briefly mention three. First, it is very important that Government agencies have the authority to collect information from firms not subject to prudential supervision, but which may nonetheless have the potential to contribute to systemic risk. Without this ability, regulators will have a picture of the financial system that is incomplete, perhaps dangerously so. Second, it appears to me that greater standardization of important data streams will only be achieved with a congressional prod. This objective of standardization has for years proved elusive, even though most observers agree that it is critical to identifying risks in the financial system. Third, there will need to be some modifications to some of the constraints on information colleague by Government agencies, such as authority to share that information with foreign regulators or to release it in usable form to the public. Since privacy, proprietary information, intellectual property, reporting burden, and other important interests will be implicated in any such modifications, it is most appropriate that Congress provide guidance as to how these interests should be accommodated in a more effective system of financial data collection. Finally, as you consider possible legislative changes in this area, I would encourage you to consider the relationship between the authorities and responsibilities associated with data collection and the substantive regulatory authorities and responsibilities entrusted to our financial agencies. Generally speaking, regulators have the best perspective on the kind of data that will effectively advance their statutory missions. Indeed, without the authority to shape information requirements, their effectiveness in achieving these missions can be compromised. This is all the more important given the current state of knowledge of systemic risk in which there are as many questions as answers. In these circumstances in particular, the insights gained by supervisors through their ongoing examination of large firms and of markets should be the key, though not the exclusive determinant, of new data collection efforts. This does not mean that agencies should collect only the information they believe they need. The aim of providing independent perspectives on financial stability means that other data may be important to collect for the use of private analysts, academics, and the public. The agencies can certainly be asked to collect other forms of information that are important for independent assessments of financial stability risks. But I think this relationship does counsel considerable symmetry between regulatory responsibility and data collection. Thank you for your attention and, again, for having this hearing. I would be pleased to try to answer any questions you might have.",Statement,STATEMENT OF DANIEL K. TARULLO, MEMBER, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM 
"Senator Reed","Well, thank you very much, Governor Tarullo. Let me first ask the question that this need for better information is not exclusive to the United States. Could you comment on how other G-20 countries are trying to deal with this and the need for not just a national approach but an international approach?",Speech, 
