"Speaker","Speech"
"The Chairman","The hearing will come to order. This is the second semiannual hearing that the Financial Services Committee holds according to the Humphrey Hawkins Act. We alternate with the Senate committee as to which committee goes first. This time, it is this committee's responsibility to lead off, and we will be doing that. I just want to announce to my Democratic members as a housekeeping matter that given the large size of this committee, we have a problem with who gets to ask questions. Those members who asked questions of Mr. Bernanke at the first hearing, with the exception of the subcommittee chairman, Mr. Watt, will not be called on today until we have gone to others who did not get a chance to ask questions. We hope to go--well, we may have some votes. A very important event will take place at 2:00 p.m.; America is waiting for it; Internet sites throughout the country are on edge, for the congressional class picture that will be taken at 2:00 p.m. and instantly distributed across the country. So we do know we will be breaking then, and they want to have votes before that on the assumption that not everybody is dying to be in that picture and votes are needed to get people there. So we will go until sometime after 1:00 with the Chairman, and then we will have votes and we will break. We have another hearing at 2:00 p.m. One other announcement--I received a letter from the Republican side asking for a postponement of the markup on executive compensation. They make the valid point that we have a very heavy schedule of hearings this week. And, for a variety of reasons, I put aside several markup days for the end of this year. We will not be needing all of them. So we are going to postpone that markup. Maybe it will be next Tuesday or next Thursday, but we will at least have a few more days for members to--really, it is not a long bill, and some of it is familiar, but it is still a reasonable point with all the hearings. With that--"
"Mr. Bachus","Mr. Chairman, you are not delivering your opening statement?"
"The Chairman","No."
"Mr. Bachus","Let me say this in response. I want to express my appreciation to you for postponing that markup. We have simply been overwhelmed with the health care matters, with just literally such substantial issues under consideration. I think the membership is simply overwhelmed. Because many of these are unprecedented, and there are proposals, they are complex, the ramifications are hard to gauge. And I believe that slowing this whole process down would be in the best interest of not only this committee but also our country as we consider these very weighty matters."
"The Chairman","I appreciate it. And I will acknowledge that when I set the schedule, I was aware that it was on the heavy side. It did seem to me that the aspiration of moving was going to help us move more quickly. But there is no harm if we delay. It has also been the case that when I was originally talking about this, I was anticipating we might be on the Floor with some issues, but the appropriations bills are taking up the Floor time. I was told by my leadership a couple of weeks ago that none of what we are talking about in the financial regulatory restructuring would hit the Floor before September, and I have taken that into account. And let me, while we are at it, also announce, for that reason, at the request of a lot of members, the markup for this will occupy the day that the consumer agency would have taken. I was informed that we weren't going to go to the Floor, anyway. And, given that, we will be having hearings on the consumer agency, but the markup on that will wait until September. We still have to finish the markup on the voucher bill, and we will have that markup to conclude, although I think we are in a fairly well-structured situation where one major vote will decide a set of issues outstanding. And then, among other things, we will have the hearings. We will continue, I think, at a pretty heavy pace, and we definitely will be marking up the exec comp bill before we leave. With that, I will now begin the hearing on substance. I welcome the Chairman, and I think it is very important and I was pleased to see his article in the Wall Street Journal about a question that is very much on people's minds. The United States Government, including the Federal Reserve, indeed, with the Federal Reserve in the lead for a variety of reasons, mostly not of its choosing, the Federal Government is deeply engaged in increasing liquidity, i.e., putting money out into the economy particularly to replace a constriction of credit. And there are people who are concerned that this will be inflationary. I think the Chairman has shown consistently, as have Secretaries of the Treasury Paulson and Geithner, an awareness of this; and they are prepared to deal with it. But it is an important question, because when you are talking about inflation, you are talking not just about a reality, but about perception. If people think there is going to be inflation, that is inflationary; and it is very important that the Chairman address, as he has been doing in a very straightforward way, these concerns. I am persuaded by the Chairman and others that we are able in an orderly way to undo what we had to do so that there will not be that inflationary impact. I also believe that the inflation danger is not the current most important one, but it is I think a very good opportunity for the Chairman to address it. But I also want to talk about another matter here, and I want to make a confession apparently of the ravages of age. Apparently, my vision is deteriorating more rapidly than I hoped it would be. I have looked carefully at the deliberations we have seen about the Bank of America-Merrill Lynch issue, and our colleagues on the Government Reform Committee have had a number of hearings on that. I must say, one of the most interesting and potentially instructive things that came out of it was Secretary Paulson's explaining that he could not produce e-mails because he has never sent them. That is a practice I recommend to many others, along with myself. But as I studied all of this, here is my problem. I cannot find a villain. Now, many of my colleagues have found various villains. They tend to be private sector or public sector, depending on the ideology of the finder. But as I look at what happened, what I see is a very difficult situation that threatens further severe damage to an economy already damaged, a repetition of the attack on the credit system which is so central to the functioning of our economy which we had seen in earlier failures, and I believe we had people faced with a difficult situation. I have to say to some of my Democratic friends who have been very critical of Bank of America, as I have been in other areas, they have not done what they should in modifying mortgages. I will have plenty of criticism to make of our friends in the financial industry and the rest of them as well. But people have said, well, why was he not focused entirely on the shareholders? Many of my colleagues who have made that criticism have also said they don't want private-sector people looking only at the narrowest interests of the shareholders, but they do want to take into account the broader impact of what they do, probably on the grounds that a terrible credit crunch would hurt their shareholders. As to the Chairman of the Federal Reserve and the Secretary of the Treasury, I think they had a very important responsibility not to see a repetition of what happened when Lehman Brothers failed, and the collapse of Merrill Lynch by Bank of America walking away I think would have had very negative consequence. I think there is one thing that people need to remember: Solutions cannot be qualitatively more elegant than the problems they seek to resolve. When you have a terrible mess, it is unlikely that those who try to alleviate the danger of that mess will come out looking clean. Not for the first time as an elected official, I envy economists. Economists have available to them in an analytical approach the counterfactual. Economists can explain that a given decision was the best one that could be made, because they can show what would have happened in the counterfactual situation. They can contrast what happened to what would have happened. No one has ever gotten re-elected with a bumper sticker that said, ``It Would Have Been Worse Without Me.'' You probably get tenure with that, but you can't win office. I understand that reality, but we should not let it distort us. And it would not I think hurt us every so often to admit that not every action by every public official was a bad thing, and sometimes we should give people credit for trying to cope with an unpleasant reality the best they can. The gentleman from Alabama."
"Mr. Bachus","I thank the chairman. Chairman Bernanke, thank you for appearing before the committee today, for your professionalism, and your service to our country. All of us in Congress appreciate your willingness to make yourself available on countless numbers of occasions, both to congressional committees and the individual members, as we have confronted this crisis. So I thank you. Over the past year, we have witnessed unprecedented government involvement in the financial markets, for sometimes Republicans on this committee have expressed a growing unease over the magnitude of Federal Government involvement and manipulations of our economy. Trillions of dollars of capital commitments, guarantees, loans have been extended. What started out last year as a large but temporary stabilization effort to prevent a financial collapse has evolved month by month into seemingly a permanent government intervention regime. This included ad hoc bailouts of institutions deemed too-big-to- fail. Many of the competitors of those too-big-to-fail corporations deemed too-small-to-save are no longer in business. Today, I read with interest your op-ed in the Wall Street Journal acknowledging the need for an exit strategy, something Republicans have called for since last fall. Simultaneously, the Obama Administration has been spending a staggering amount of money to fund an economic recovery and stimulus that is slow in coming. It has been almost half a year since Congress passed a $787 billion so-called stimulus bill, and yet we continue to see record job losses. Unemployment has spiked at 9.5 percent and seems headed higher. Your testimony predicts that the elevated unemployment will last through not only this year but next year, confirming that; and that is despite the Administration's assurances that if we passed a stimulus package, unemployment would peak at 8 percent. Other Federal Government interventions have failed as well. The Administration's $75 billion foreclosure prevention initiative, intended to keep 3 to 4 million homeowners in their homes, has so far offered only 220 trial loan modifications. At the same time, the private sector and private efforts have resulted in millions of homeowners staying in their homes. The American people can be forgiven for increasingly asking tough questions about these enormous government outlays and interventions because so far, Mr. Chairman, there has been very little bang for the taxpayers' buck. It is not only these past expenditures that give us pause, but it is the multitude of new proposals coming from the Obama Administration and their allies in Congress calling for more government control and management from health care to energy to financial services. One of the central questions the committee needs to answer as it considers reforms to our financial regulatory system is whether regulatory powers should be centralized in the Federal Reserve at a time when our country is facing unparalleled fiscal and monetary challenges. The Fed made some big mistakes, and historically the Board has done a poor job of identifying and addressing systemic risks before they become crises. A prime example of this is troubled lender CIT, which was allowed to convert to a bank holding company last December and was placed under the Fed's supervision only after the Fed declared it was adequately capitalized. This inability to assess risk once again threatens to undermine our fragile economy and erase the $2.5 billion in taxpayer funds provided CIT under TARP. The Obama Administration has proposed a regulatory restructuring plan that would make the Fed responsible for first identifying and then regulating those financial firms that, in the Fed's view, are systemically significant and for preventing systemic shocks. Republicans believe that the Fed's core mission, the conduct of monetary policy, will be seriously undermined if its regulatory responsibilities are expanded in this way. Let me conclude by saying, at a time when our economy faces serious structural problems and the threat of inflation if we maintain our current fiscal course and spending patterns, a distracted and overextended central bank subject to potential political interference is a luxury we cannot afford. Republicans believe that relieving the Federal Reserve of its current regulatory responsibilities and focusing it on the core monetary policy mission would enhance the Fed's ability to execute an effective exit strategy and ensure it sets interest rates that greatly affect both individuals and small businesses with a single goal in mind: sound monetary policy. With the proper conduct, the monetary policy is the best way the Fed can serve the American people. Asking the Fed to serve as a systemic regulator is just inviting a false sense of security that inevitably will be shattered at the expense of the taxpayer. Thank you, Mr. Chairman."
"The Chairman","The gentleman from North Carolina is recognized for 3 minutes."
"Mr. Watt","Chairman Bernanke, I look forward to your discussion of the status of monetary policy and the economy. It is good news that many experts are saying that the economy has improved since the last time you were before this committee in February. To the extent that is true, the Federal Reserve certainly deserves some of the credit. Unfortunately, my constituents are not yet feeling it. Growing unemployment, foreclosures all around, and the lack of much, if any, rebound in the value of their investments continue to feed their sense of anxiety and uncertainty about whether we have in fact turned the corner. But the Fed has been a sturdy, methodical hand. More public exposure of what the Fed does has also stimulated discussions about some other things that a lot of people had taken for granted: the level of independence from political influence by the Legislative and the Executive Branches of government that is appropriate for the Fed to have in order to achieve its long-term policy goals; the extent to which the Fed's operation, even its monetary policy discussions and decisions, should be subject to regular audit; the extent to which the various parts of an operation of the Fed should be subject to more transparency; whether the Fed, having failed, along with other financial regulators, to pay equivalent attention to its consumer protection responsibilities as it did to other responsibilities, should be stripped of these responsibilities in favor of a new consumer protection agency focused solely on consumer protection; and, whether, as proposed by the Obama Administration, the Fed should be delegated even more powers and responsibilities for systemic risk regulation. This certainly is a critical juncture for the Fed, and I want to assure my colleagues on the full committee that our Subcommittee on Domestic Monetary Policy, which I chair, with the knowledgeable input of Ranking Member Ron Paul, has been grappling seriously and consistently with all of these issues. For a change, we have even had some members who are not on our subcommittee showing up at our subcommittee hearings. Imagine that. In the wake of the Great Depression, Congress drafted rules that served us well for 75 years. We are facing another once- in-a-generation opportunity to fashion rules that should serve us well for the next 75 years, and Chairman Bernanke's testimony today is yet another step in arming us with the knowledge and information we need to address these important issues. I welcome the Chairman, and I yield back the balance of my time."
"The Chairman","The gentleman from Texas. There are 2 minutes remaining on the Republican side. We will make it 2\1/2\ minutes."
"Dr. Paul","Thank you, Mr. Chairman. Good morning, Chairman Bernanke. The Federal Reserve, in collaboration with the giant banks, has created the greatest financial crisis the world has ever seen. The foolish notion that unlimited amounts of money and credit created out of thin air can provide sustained economic growth has delivered this crisis to us. Instead of economic growth and stable prices, it has given us a system of government and finance that now threatens the world's financial and political institutions. Real unemployment is now 20 percent, and there has not been any economic growth since the onset of the crisis in the year 2000, according to nongovernment statistics. Pyramiding debt and credit expansion over the past 38 years has come to an abrupt end, as predicted by free market economists. Pursuing the same policy of excessive spending, debt expansion, and monetary inflation can only compound the problems and prevent the required corrections. Doubling the money supply didn't work. Quadrupling it won't work either. The problem with debt must be addressed. Expanding debt when it was a principal cause of the crisis is foolhardy. Excessive government and private debt is a consequence of loose Federal Reserve monetary policy. Once a debt crisis hits, the solution must be paying it off or liquidating it. We are doing neither. Net U.S. debt is now 372 percent of GDP, and in the crisis of the 1930's, it peaked at 301 percent. Household debt services require 14 percent of disposable income, at an historic high. Between 2000 and 2007, credit debt expanded 5 times as fast as GDP. With no restraint on spending, and revenues dropping due to the weak economy, raising taxes will be poison to the economy. Buying up the bad debt of privileged institutions and dumping worthless assets on the American people is morally wrong and economically futile. Monetizing government debt, as the Fed is currently doing, is destined to do great harm. In the past 12 months, the national debt has risen over $2 trillion. Future entitlement obligations are now reaching $100 trillion. U.S. foreign indebtedness is $6 trillion. Foreign purchase of U.S. securities in May were $7.4 billion, down from a monthly peak of $95 billion in 2006. The fact that the Fed had to buy $38 billion worth of government securities last week indicates that it will continue its complicity with Congress to monetize the rapidly expanding deficit. The policy is used to pay for the socialization of America and for the maintenance of an unwise American foreign policy and to make up for the diminished appetite of foreigners for our debt. Since the attack on the dollar will continue, I would suggest that the problems we have faced so far are nothing compared to what it will be like when the world not only rejects our debt but our dollar as well. That is when we will witness political turmoil, which will be to no one's benefit."
"The Chairman","The time for opening statements has expired and, for once, I think not before the patience of the audience. The Chairman of the Federal Reserve is now recognized for his statement. "
"STATEMENT OF THE HONORABLE BEN S. BERNANKE, CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"," "
"Mr. Bernanke","Thank you, Mr. Chairman. Chairman Frank, Ranking Member Bachus, and other members of the committee, I am pleased to present the Federal Reserve's semiannual Monetary Policy Report to the Congress. Aggressive policy actions taken around the world last fall may well have averted the collapse of the global financial system, an event that would have had extremely adverse and protracted consequences for the world economy. Even so, the financial shocks that hit the global economy in September and October were the worst since the 1930's; and they helped push the global economy into the deepest recession since World War"
