"Speaker","Speech"
"The Chairman","The hearing will come to order. This is a hearing on the question of what restrictions are appropriate in compensation for people being paid with public funds. I have to announce that Ken Feinberg is, unfortunately, stuck on a train. He is on a train from New York that was behind a train that was involved in a fatal accident. He is trying to get here. Given the time constraints we are facing as a result of having been snowed out, we can't really postpone things. So we hope he will get here at some point, but we're going to have to see. And I recognize the gentleman from California, Mr. Sherman, for 2 minutes for an opening statement."
"Mr. Sherman","Thank you, Mr. Chairman. Those who have repaid the TARP money are not truly independent of Federal involvement, for they enjoy the implicit Federal guarantee if they are too-big-to-fail. We are told that old contracts must be honored, even if they were signed by entities which, by all rights, are bankrupt. And, therefore, enormous money must be paid to those who drag us and their companies down. We are told the new lucrative contracts must be signed at AIG and elsewhere, so that we can have talented croupiers involved in continuing to gamble at taxpayer expense, when in fact, AIG should be liquidated. And you don't need talented croupiers to do that. And we are told that we shouldn't focus on the enormous size of amounts being paid to those who are employed by government-subsidized entities, we should only focus on whether there are perverse incentives. I think it's difficult to construct any contract that doesn't offer perverse incentives to somebody who is running a division of one of these big banks, since by taking enormous risks, they could justify getting the grant of an enormous amount of restricted stock, which restricted stock will turn out to be valuable unless the heads of the other divisions have screwed up and the people taking enormous risks in their own division have no reason to think that everybody else is going to bring down the company. So, these bonuses and compensation plans are outrageous, and the justifications of pre-existing contract--``We're done with TARP,'' or, ``We need to preserve the assets for the benefit of the taxpayer''--don't hold water when you really examine them. I yield back."
"The Chairman","I thank the gentleman. At the last hearing we had on executive compensation, the gentleman--our colleague from Vermont, Mr. Welch, had a statement he wanted to put in the record. I neglected to ask for permission to do that, so I now ask unanimous consent to include in the record the statement from Mr. Welch of Vermont on executive compensation. Hearing no objection, it will be included. The gentleman from Alabama is now recognized for 4 minutes."
"Mr. Bachus","Thank you, Mr. Chairman, for holding this hearing. We are the largest and strongest economy in the world. America didn't get there by having the government run businesses. The traditional view, which I share, is that we have the number one economy in the world because of the free enterprise system, in which it is inappropriate, ineffective, and dangerous for the government to impose controls on the executive compensation practices of privately-owned companies. It is inappropriate, because such companies' practices should be controlled by their shareholders, who are the owners of the money which is being paid to the executives. It is ineffective, because government bureaucrats have shown themselves to be particularly inept at making decisions governing executive compensation. Most critically, it is dangerous, because government bureaucrats and politicians inevitably allow political considerations to distort their decisions. There is no need to elaborate on the first point. It is the stockholders' money. And unless the government is a shareholder, the government has no right to tell them how they may disburse it. The pretense that this is a safety and soundness issue is simply an excuse to disallow pay that many, myself included, often find excessive. But shareholders already have the power to stop their money from being paid to executives who do not deserve it. To ensure stockholders have the information and access they need to exercise their control, Republicans have supported giving shareholders of publicly traded companies a triennial, non-binding shareholder vote on executive compensation. This approach is far preferable to entrusting more power to the same government whose regulatory failures have caused the financial meltdown. The ineffectiveness of bureaucratic controls is clearly shown by the experience of Fannie Mae and Freddie Mac, which the government does own. I am particularly pleased that we will hear today from the acting Federal Housing Finance Agency Director, Mr. DeMarco, about the Christmas Eve decision to award multi-million dollar pay packages to the executives of Fannie and Freddie. The $6 million pay packages given to each of their CEOs--an amount 15 times more than the President makes, and 30 times more than a Cabinet Secretary--represents just one example of what happens when the Federal Government is given the responsibility for regulating compensation. Employees of AIG, another company owned by the taxpayers, were awarded $100 million in bonuses this year. Executives at General Motors, a firm that already has received $52.4 billion in bailout money, was recently given a waiver to receive compensation in excess of a $500,000 pay cap. In addition, GM's ousted former CEO is being brought back to serve as a consultant, and will receive compensation of $3,000 an hour. These are two companies controlled by the government. The greatest danger is that dramatically increasing government micromanagement of compensation packages will provide politicians with a powerful tool to influence business decisions for political or policy purposes, but not economic purposes. Every society that has followed that path has come to grief. Governments should not be micromanaging private business. We need to end the bailouts, and let businesses rise or fall on their own merits. Letting the government decide who prospers and who doesn't and bailing out those who fail is not how we became the most powerful economy in the world. Thank you."
"The Chairman","I just want to, off the cuff, say I have this very nice, very sharply delineated clock here, that tells me when there is only 1 minute left. I did not realize that other Members didn't have it. So sometimes you get used to things and you don't realize. And it is theoretically there, but I can't see it. Maybe somebody else can. I cannot see it. I have asked our very hard-working clerk, who puts up with a lot, to get us better graphics. Until we do that, it would be up to the Members. Would Members, because I have it here, like for me to say when it's 1 minute, or do a tap with the gavel when there is 1 minute? Some people might find it disruptive. But I would just, when there is 1 minute, do that so that people would know that, because--"
"Mr. Bachus","And when it's up, two taps."
"The Chairman","Yes. Oh, no. "
"The Chairman","But yes, if that's not going to be disruptive--so--and I apologize, because I have said to Members, ``Well, why did you wait so late,'' and then I realized that people did not know that. We are going to try and get a better set of graphics. And until then, that will mean that the Member has 1 minute left, to summarize. And with that, the gentleman from Indiana is recognized for 2 minutes."
"Mr. Carson","Thank you, Mr. Chairman. I was outraged to hear earlier this month the latest move by AIG to, again, reward employees who nearly drove that company, and our Nation's economy, into the ground. Giving huge bonuses after such a colossal failure is horribly irresponsible, and simply unconscionable. Millions of experienced Americans are struggling right now. They have played by the rules, and did everything asked of them. But today they are out of work after falling victim to a steep recession that was fueled by foolish gambles taken by Wall Street. Despite all of this, AIG and its executives continue down the same path of greed and excess. Americans aren't necessarily opposed to considerable pay packages. But injustice is quite another matter. And the Nation's ongoing financial crisis has provided numerous occasions for public fury. The recent discussion in controlling executive compensation has called for establishing a ratio between a CEO's salary and the average wage, for controlling the use of stock options, and for capping certain salaries. I would argue that we should also look to remove impediments that prevent shareholders from playing the role that economic theory says they are supposed to play. I want executives to create shareholder value and be rewarded when they are successful. But I fail to see the need for excessive pay packages when they fail. Executives currently have abundant opportunities to enrich themselves at shareholders' expense, and to pursue business strategies that serve their own interest, rather than those of their companies' owners. I look forward to today's testimony. I yield back my time. Thank you, Mr. Chairman."
"The Chairman","The gentleman from Texas, Mr. Neugebauer."
