Speaker,Speech,Type,Comments
"The Chairman","The hearing will come to order. The photographers will disperse. This is another in a series of hearings we are having on the question of restructuring our financial regulatory apparatus. We will be doing hearings today, and some next week. We will be returning in September with some action. I think it is very clear the first thing we will be doing will be marking up the consumer financial protection entity. And we will then be proceeding to marking up other aspects of this. Our expectation is that they will go to the Floor as one bill because that has been the Senate's preference. But I am committed to a structure which will give us time to debate them sort of title by title on the Floor, which is clearly much more than a 1-day Floor event. And I will be working hard to make sure we have adequate time to debate on the Floor the various aspects. We have 8 minutes for--",Speech, 
"Mr. Bachus","Mr. Chairman?",Speech, 
"The Chairman","Yes.",Speech, 
"Mr. Bachus","Are you saying that next week, we will be addressing--is it executive compensation?",Speech, 
"The Chairman","Yes.",Speech, 
"Mr. Bachus","Not the consumer.",Speech, 
"The Chairman","I said September.",Speech, 
"Mr. Bachus","Okay. Thank you.",Speech, 
"The Chairman","The executive compensation on Tuesday, probably on the Floor on Friday. And with that, we will have our opening statements. The gentleman from Pennsylvania is recognized for 2 minutes and 40 seconds.",Speech, 
"Mr. Kanjorski","For more than 70 years, Mr. Chairman, the regulatory reforms of the 1930's brought about, and then enacted because of the unbridled excess of dangerous speculation of an earlierera, safely steered our financial markets through the always rocky seas of capitalism. But all good things must come to an end. Created for the economy of the last century, those antiquated rules failed to respond to today's realities in which financial engineering and innovation surpassed effective oversight. For our economy to flourish once again, we must fix this problem. The Administration's diligent efforts to reform our outmoded and flawed regulatory system have resulted in a White Paper and subsequently specific legislative proposals. In particular, I am pleased that the Administration calls for establishing the Office of National Insurance, an idea I first originated and for which I have strongly advocated for some time. Also I commend efforts to regulate the advisors of hedge funds and other private pools of capital. Similarly derivatives and swaps markets will finally face a suitable level of scrutiny under the Administration's plan. These reforms are long overdue. While the Administration's proposals for credit rating agencies represent a good start, we must do more, much more, in this field. By sprinkling their magic dust on toxic assets, rating agencies turned horse manure into fool's gold. We therefore should no longer pursue only modest modifications in regulating this problematic industry. Instead, we must consider radical reforms aimed at improving accountability, reliability, transparency, and independence. We could, for example, promote better ratings quality by establishing a fee on securities transactions to pay for ratings, forcing a government quality assessment of rating agency methodologies, changing liability standards for rating agencies and altering business structures. Additionally, I must reiterate my deep and profound concerns about the selections of the Federal Reserve as the primary entity in charge of systemic risk. I believe that we need someone with real political accountability in this role like the Treasury Secretary. On the whole, however, the Administration has produced a very thoughtful approach to financial services regulatory reform. I applaud the Administration for its hard work. Congress has now begun its hard work using the Administration's promising foundation as our guide for enacting new laws that put in place a regulatory system that will last a very long time and help to ensure American prosperity for many years to come. I yield back my time.",Speech, 
"The Chairman","The gentleman from Texas for 3 minutes.",Speech, 
"Mr. Hensarling","Thank you, Mr. Chairman. When you have the wrong diagnosis, you will in turn offer the wrong remedy, and that is exactly the case with the Administration's proposal before us. Our economic turmoil has not arisen from deregulation, but more so from dumb regulation. That, and regulators who did not lack adequate regulatory authority but may have lacked adequate judgment. Although I have a number of concerns about the plan, I am simply taken aback by the lack of reform of Fannie Mae and Freddie Mac, the epicenter of the financial crisis, not to mention the suggested creation of an agency to abridge consumer rights. Rather than taking on the current status quo for these GSEs, the Administration's plan institutionalizes the problem. When President Obama referenced sweeping reform, I didn't know he meant sweeping Fannie and Freddie under the rug. Worse yet, his plan actually gives the Federal Reserve power to create more systemic risk by establishing tier one financial holding companies which can simply create more Fannies and Freddies, and signals to the market that the biggest institutions among us will always have a taxpayer safety net. In other words, the proposal enshrines us as a perpetual bailout nation. One of the more troubling components of the proposed plan is the creation of a new consumer financial product approval agency ruled by five unelected bureaucrats. Based upon their subjective determination of ``fairness,'' they will be empowered to decide which credit cards we can receive, which home mortgages we are permitted to possess, and even whether we can access an ATM machine. The proposal represents one of the greatest assaults on consumer rights I have ever witnessed. The legislation will stifle innovation, perhaps the next online banking service or the next frequent flyer mile offering, and worse yet will contract credit to our small businesses at a time of historic unemployment. There is a better way. The Republican plan under Ranking Member Bachus' leadership creates a new chapter of the Bankruptcy Code to enhance the resolution of large nonbank financial institutions. It puts an end to taxpayer-funded bailouts and too-big-to-fail. A market stability and capital adequacy board will be established and tasked with monitoring the interactions of all sectors of the financial system and identifying risk that can endanger the stability and soundness of the system. The Republican plan focuses the Federal Reserve on its core mission of conducting monetary policy. And although we preserve its 13(3) exigent powers, we do not leave them unlimited. Once the housing market is stabilized, we would phase out taxpayer subsidies of Fannie Mae and Freddie Mac and end the current model of privatized profits and socialized losses. Furthermore, our proposal creates an Office of Consumer Protection to empower consumers with effective disclosure and enhance the penalties for fraud. There are choices between more bailouts and no bailouts; market discipline or government control; consumer empowerment or the laws of consumer rights. Let's hope this committee and this Congress chooses wisely. I yield back the balance of my time.",Speech, 
"The Chairman","I will now recognize myself for 2 minutes and 40 seconds. I want to address a startling misconception that somehow we are ignoring Fannie Mae and Freddie Mac. The charge that Fannie Mae and Freddie Mac were being ignored was accurate up until 2007. That is, before 2007, while there were some efforts to legislate, one which came from this committee under the chairmanship of Mr. Oxley, but was opposed by President Bush, nothing happened. In 2007, we did pass in March of that year the bill to reform Fannie Mae and Freddie Mac and include every power requested by the Bush Administration. It passed the House that summer. It did not, unfortunately, pass the Senate until the following year because the Senate was narrowly divided, but the fact is that the proposal of the Bush Administration, and particularly Secretary Paulson, for increased powers over Fannie Mae and Freddie Mac did become law; it is now under conservatorship. So the notion that there is an unbridled Fannie Mae and Freddie Mac out there is mythic. Now, it is true that, going forward, we will need to change the model, but it is not the case that they are now the way they were. They are under conservatorship. They are in fact serving as not what they used to be, but as almost a public utility in terms of trying to deal with the mortgage crisis. And their main role now is to try to help us deal with the foreclosure crisis and with refinancing. So they have, in fact, been--the first step was taken again at the request of the Bush Administration, and everything that was done regarding Fannie and Freddie in 2008 was done at their request. We do have on the agenda going forward a look at what their future role should be, but they were not what they were. We will be proceeding finally with other aspects of this. And I do want to say with regard to the Consumer Protection Agency--no, it is not called the consumer product approval agency. It will not be called that except by people trying to caricature it, and it will not have that function. The notion that we should leave exactly as we have consumer protection when it he has been so badly done, frankly that is a debate I am glad to have before the American people. The notion that the existing institutional structure protects consumers adequately, I think is a mistake. Yes, I was very pleased, for instance, when the National Federation of Independent Business supported our credit card bill, because as credit card users, small businesses wanted that kind of protection. That is what we will be doing going forward. The gentleman from Texas, Mr. Neugebauer, for 1 minute.",Speech, 
"Mr. Neugebauer","Thank you, Mr. Chairman. Based on the principles of ending taxpayer bailouts, getting the government out of the business of picking winners and losers, and restoring market discipline, our Republican plan calls for a simplification for consumers not duplication. Adding new regulations and new bureaucracy does not create a regulatory reform. Designating some firms as too-big-to-fail and creating a permanent bailout authority doesn't reform the system and does not protect the taxpayers. Adding more regulations when original ones weren't getting--regulators, when the original ones weren't getting the job done doesn't fix the problems. If there are regulatory holes, we should fill them. If we can streamline the number of agencies and reduce the overlap, we should do so. We need reform that tightens the regulatory structure and protects the taxpayers. Rather than more bailouts and more bureaucracy, we need to make more market discipline and more taxpayer protection available. I yield back.",Speech, 
"The Chairman","The gentleman from North Carolina for 2 minutes and 40 seconds.",Speech, 
