"Speaker","Speech"
"The Chairman","The hearing will come to order. We are here today for the second day of hearings on the Administration's proposal for a change in the regulatory structure, and in particular today, we have advocacy groups of various sorts that have focused on consumer civil rights and community economic concerns. All of the issues that are embodied in this are before us. As was the case yesterday, I think we probably have some particular interest among many of the witnesses today in the proposed consumer agency, but, as I said, all of the various aspects of that are before us. I will begin. We will have 10 minutes of opening statements on each side and then proceed with our panel. The need for regulation seems clear, and I think we should understand that this is, to a great extent, part of a historical pattern. We have a private sector economy in which the private sector generates wealth, and we are all supportive of that. There is constant innovation in the private sector, as there should be. At certain points in history, the level of innovation reaches a point where there is almost a qualitative change in the way in which certain institutions function. Now we should be very clear. None of these institutions, none of these new approaches, would survive if they did not add significant value in the society because they are voluntary. And if they did not add value, nobody would participate and provide any funds for them. The problem comes when they innovate, provide a great deal of benefit, but precisely because they are innovative, occur in a regulatory vacuum. There are no rules, and the free market clearly needs rules to function well. Rules to give investors, the people who will be making the money available, some confidence. Rules to protect the great majority of people in the business who want to be honest and follow all the rules from those who don't. We had a situation in the late 19th Century where the innovation was large industrial enterprises. If you looked at the structure of American enterprise in the 1880's and 1890's, it was very different than it was in the 1940's and 1950's. It was larger. Those large enterprises were good, because you could not have had the degree of industrialization and wealth creation that we have had without them. But they operated in a regulatory vacuum. So after the creation of the large enterprises in the latter part of the 19th Century, you had Woodrow Wilson and Theodore Roosevelt, in reverse order, adopting rules, the Federal Trade Commission, the Federal Reserve system, antitrust acts to try to preserve the benefit of those large institutions without much of the harm. That worked pretty well but it, in turn, led to another situation where the newest innovation in terms of its impact was the stock market, because with large enterprises, you could not have individually financed entities or family financed entities. You needed a stock market. The stock market, obviously, did a lot of good, but it caused a lot of problems because there were no regulations. So in the New Deal you saw regulations both in the banking industry and of the equity industry. That worked for a long period of time. Beginning in the 1980's, into the 1990's, and culminating in this past decade, a new round of innovations came up. Banks became less important, because there were ways for people to aggregate the money and lend it out outside of banks. So bank regulation covered less and less of the activity. Securitization came into being, which meant that the discipline that came from the lender/borrower relationship eroded. Derivatives were created without an adequate regulatory structure. I think we are in the third of those periods that I just mentioned, where innovation that essentially does a lot of good outstripped regulation by definition. And our job is to try to fashion regulations with regard to derivatives; with regard to excessive leverage; with regard to loan originations by people who have no economic interest in their being repaid; with regard to the model in which so many mortgages--such a large part of the economy--are held in a split fashion, where there are those with ownership interest and those with the control of the instrument and they are not always able to work together. And it is not that we have had innovations that are bad. It is that innovations by definition are unregulated. The lack of regulation I believe has caused serious problems. And our job is, as it was for Woodrow Wilson, Franklin Roosevelt, and Theodore Roosevelt, to come up with rules that minimize the damage while maximizing the benefit. Now I know--let me say in closing--there were those who tell us we will be killing off the innovations by doing this. I can save them the time. They don't have to write these speeches. They can go back to 1902 and 1903 and dig out what people said about Theodore Roosevelt and then later about Woodrow Wilson, and they can go back to 1933 and 1934 and be right here in the Congressional Record, and they can get all the speeches about how regulation will inherently kill off these activities. Yes, excessive regulation and incompetent regulation and foolish regulation can do that, but well-done regulation, as it did under Theodore Roosevelt and Woodrow Wilson and as it did under Franklin Roosevelt, can help, and that is what we intend to try to do today. The gentleman from California is recognized for 4 minutes."
"Mr. Royce","Thank you, Mr. Chairman. We really do need regulation. And what happens when a regulator fails in his task to make certain that you don't have overleveraging in the financial institutions is something like what happened with AIG. You end up with overleveraging of 170 to 1. Banks typically are regulated to make certain they don't overleverage more than 10 to 1. The consequences are catastrophic when a regulator misses something like that. The consequences also are catastrophic when, for example, GSEs were leveraged 100 to 1. In this case, the regulators did catch it, but in this case we in Congress did not take the decisive action necessary to allow those regulators the power to deleverage Fannie Mae and Freddie Mac. And, likewise, you have a consequence there of an impact to the system, a shock to the system. And with that kind of overleveraging in a society, you end up also, of course, with a consequence of helping to create a boom or an expansion, an overexpansion in housing. Now we're here today again talking about the regulatory reform proposal issued by the Administration, and, logically, the consumer financial products agency is going to be discussed here today, as it was yesterday. We know what happens when you separate solvent protection from consumer protection. We saw it with the regulatory structure over Fannie and Freddie. OFHEO focused on safety and soundness and for years competed against HUD, who was enforcing the affordable housing goals, akin to mission oversight in that case so you had that competition. Those affordable housing goals pushed by one agency led to the build-up of junk loans in Fannie and Freddie, which ultimately led to their demise. Going forward, it will be very difficult to create a separate regulatory entity, charge it with consumer protection oversight, and not expect similar politically driven mandates to come further down the road. There is a reason why virtually every Federal safety and soundness regulator has expressed concern over this proposal that we are talking about today. And it isn't because they are trying to protect their regulatory turf. It is because it is a flawed idea. Consumers benefit from a competitive market with adequately capitalized institutions that consumers know will be there down the road. In many ways, solvency protection is the most effective form of consumer protection. Instead of bifurcating the mission of the various regulators, we should ensure consumers throughout the financial system have the tools necessary to make sound, educated financial institutions. What we are doing with the plan that is being put forward today, I am concerned, is you are going to eliminate choice by requiring government bureaucrats to define what are suitable financial products. And then it gives each State the ability to change those standards. To avoid litigation, institutions will have no choice but to sell only one-size-fits-all products. Also, the plan put forward here that we are discussing would add an additional layer of bureaucracy on top of the current regulatory patchwork, with broad, undefined, and arbitrary powers which would impose requirements that would likely conflict with those of other regulatory agencies. So the plan invites the kind of turf battles that will undermine rather than promote effective consumer protection. And lastly, in terms of lawsuits, we know what the consequence is going to be of outlawing mandatory arbitration clauses. Creating subjective standards for what constitutes acceptable products and reasonable disclosures, that is inevitably going to lead to more lawsuits. So the plan put forward here in this committee today I am afraid will impose new taxes and fees on consumer financial transactions, increase the cost of borrowing and create a government bureaucracy. And, frankly, what we should be doing is providing regulators with more investigative and enforcement tools, increasing civil penalties, and maximizing restitution of victims of fraud. That should be our focus here and we should streamline and consolidate regulations of financial institutions, including consumer protection, so that no institution can game the system. Thank you, Mr. Chairman."
"The Chairman","The gentlewoman from California, Ms. Speier, for 2\1/2\ minutes."
"Ms. Speier","Thank you, Mr. Chairman, and thank you for having the backbone to continue this fight to make sure consumers in America have a choice. The taxpayers have spent more than $2 trillion to turn around an economic crisis that had its foundation in the insatiable appetite of Wall Street for the high yields provided by mortgage-backed securities and the fees that went with them. We got liar loans and no-doc loans and pick-a-payment loans that had no relation to the borrower's ability to pay. It didn't matter, because the loans were cut up into pieces and bundled and rated triple A. Lots of people got rich, and the foundation of this economy crumbled. Today, we are going to talk about what we can do for the consumers of America now that we have taken care of Wall Street. We heard yesterday from the banks, both big and small, about how they weren't responsible for the current financial crisis and consumer protection should be left with the existing regulators. Well, the existing regulators have had 14 years, and what have they done in 14 years to fix the problem? Sixty percent of the subprime borrowers would have qualified for cheaper mortgages, but they didn't get them. They talked about how the consumers must have choice and access to innovative financial products, about how a Consumer Financial Protection Agency is somehow going to shut down access to credit for consumers or drive the price of credit sky high, about how they will be subject to 50 standards. These arguments are scare tactics intended to delay action until the economy starts to recover, as it inevitably will, and the political will for bold reform will fade. The choice and innovation argument only works when the parties involved are on an equal negotiating level. Furthermore, what is wrong with plain vanilla? Innovative products have equaled paying for the consumers and ripoffs to the taxpayers. You can't tell me that a kindergarten teacher buying her first home or a firefighter who has been offered a teaser rate to transfer a large balance from one credit card to another is on an even playing field with the phalanx of lawyers deployed by Citibank or Bank of America or Wells Fargo who write 30 pages of legalese in print so small that even triple- strength reading glasses aren't enough to reveal the real terms. A Consumer Financial Protection Agency will not limit creative or innovative products. It will, however, limit the ability to run roughshod over the consumers. Terms will have to be clear and fully disclosed, and the consumer may have to opt in. And although opt in seems to be a dirty word to those in the financial industry, it simply means that the consumer will actually have to affirmatively agree to the terms. I yield back."
"The Chairman","The gentlewoman from Illinois for 3 minutes."
"Mrs. Biggert","Thank you, Mr. Chairman. Our financial regulatory system is broken, and our job is to clean it up, making it more efficient and effective. However, as I expressed during yesterday's hearing, I fear that we are moving in the wrong direction when we strip from the banking regulators their mission to protect consumers. Our country got into this financial mess because there were simply too many regulators who weren't doing their job and were not talking to one another. So the logical answer to this problem of too many regulators not doing their job should be to consolidate and require more efficient, frequent, and effective regulators. Instead, H.R. 3126 in the Administration's proposal goes 180 degrees in the opposite direction by placing the responsibility to protect consumers with a new government bureaucracy, an agency that I think should be called the Credit Rationing and Pricing Agency. And why do I say this? Because this new agency that tells consumers what they can and cannot do and businesses large and small what they can and cannot offer to consumers can only result in one or more of three things: First, many consumers who enjoy access to credit today will be denied credit in the future. Second, riskier consumers will have access to affordable products or plain vanilla products, but who will pay for that risk? That is the less risky consumer whose cost of credit will certainly increase. And, third, financial institutions will be told to offer certain products at a low cost to risky consumers, which will jeopardize the safety and soundness of the financial institution. Secretary Geithner last week couldn't really answer the question: Would the safety and soundness banking regulator trump a new consumer if the consumer's regulatory policy would put the bank in an unsafe territory? Maybe some of our witnesses today can explain what would happen in that situation. In addition, maybe some of our witnesses today can better explain why we should keep CRA with a prudential regulator but not the consumer protection regulation. I am very skeptical that, for consumers, the answer is making government bigger and eliminating Federal preemption. I think it weakens the system and could very well be detrimental to consumers, businesses, and the U.S. economy at a time when we can least afford it. We must first do no harm, and we must find a balanced approach to financial regulation. I think our Republican plan that puts all of the banking regulators and consumer protection functions under one roof is a better answer for the consumer and really gets to the heart of preventing another financial meltdown. With that, I yield back the balance of my time."
"The Chairman","The gentlewoman from California, Ms. Waters, for 2\1/2\ minutes."
"Ms. Waters","Thank you very much, Mr. Chairman, and members. I am still shaken from yesterday when we had the financial services community representatives, bankers, etc., come before us and take on the consumer financial agency with great opposition, giving us 101 reasons why we didn't need it, how it was going to cost the taxpayer more money, how it would interfere with safety and soundness, and on and on and on. But I am even more shaken with what is happening in the underground with the huge amount of money that the bankers and financial services community representatives are going to spend to lobby Members of Congress. I understand they almost have hired a lobbyist for each one of us. I never expected, given the subprime meltdown and the number of foreclosures we have, that we would get that kind of opposition. How soon we forget. And I am more concerned that there are Members of Congress who are beginning to take on the arguments of the financial services industry about why a consumer financial agency is not necessary. Many of the people who are before us today have been fighting as nonprofits against predatory lending, opposition to bank mergers, forcing mortgage disclosure. I remember being in the fight with some on redlining, fighting to create CRA, helping to create the Cooling Off Period, Truth in Lending. And they are forever chasing the very-well-heeled financial services community, trying to protect the consumers. And now we have an opportunity to really show that we want to protect the consumers with an agency that will have the word ``consumer'' in it, and we have people who are backing off. I am even more shocked that, as this chairman has provided opportunities for us to interact with the financial services industry, it has basically been dishonored. Even yesterday, when we were engaged with consumer advocates, one member got up and left and went to a fundraiser with the banking community in the middle of all of that. Well, all I have to say is I am hopeful that our advocates will be stronger than ever and that we will fight against this opposition. We will respect our consumers. We will not forget the still-growing number of foreclosures that are out there created by greedy loan initiators, and we will do a job for the consumers despite the lobbyists and the money and the opposition to this. I yield back the balance of my time."
"The Chairman","The gentleman from Texas, Mr. Hensarling, for 3 minutes."
"Mr. Hensarling","Thank you, Mr. Chairman. Over the course of these last couple of hearings and listening to some of the opening statements, it is clear that we are witnessing a clash of principles, and there is much at stake. I think the question is, in a free society, how does the State best protect consumers rights? Clearly, the right and the left do not agree. As I listen to my friends on the other side of the aisle, I am almost left with the impression that many of them believe that every consumer is a hapless fool incapable of discerning what is best for she and her family, that creditors are a powerful, monolithic evil in our society that only exist to victimize consumers. The left seems to believe that if only we will empower some type of ruling enlightened elite, that only then can consumers hope for fairness and justice. But in order to receive all of this, somehow consumers are expected to yield their rights to the State in order to be protected. Most of us on this side of the aisle believe something else. We believe that the best form of consumer protection comes from competitive markets, competitive markets that are vigorously policed for force and fraud. It is not business we believe in. It is competitive markets we believe in. And we believe in empowering consumers with effective and factual disclosure. And we believe fundamentally in the freedom to choose, the fundamental economic liberty of every American citizen to decide for himself what consumer financial products are best for he and his family. And that is the difference. I simply cannot understand how you protect a consumer by assaulting consumer rights. I simply don't get it. I don't understand how passing legislation that ultimately will result in less competition empowers the consumer. I don't understand how passing legislation that will stifle innovation, perhaps the next ATM machine, the next frequent flyer mile offering on a credit card--how by stifling innovation are you somehow protecting the consumer? I don't get it. And if we look at the turmoil, the economic turmoil that we find ourselves in today, it is the result of one and only one product, and that is subprime mortgages, more specifically, a subprime ARM. You know, Congress has acted. And, besides that, some of the people who took out these loans took out loans that they knew any couldn't repay in the first place. And so I hope that we are not taking advantage of the situation. It is more important that we get it done right than that we get it done quickly. I yield back the balance of my time."
