"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Let me thank all of my colleagues, and I think you all understood we intended, obviously, at some time earlier to have this hearing a little earlier. But as I think all of you may know, we had an interesting session on our side of the aisle, gathering today to listen to some of our new economic team under President Obama, as well as the President himself and others, talk about many of the issues that are confronting the country, not the least of which was the issue of the subject matter of this hearing, the modernization of the U.S. financial regulatory system. I am particularly honored and delighted to have Paul Volcker here with us, who has been a friend for many years, someone I have admired immensely for his contribution to our country. How we will proceed is, because we are getting underway much later than normal for the conducting of Senate hearings, with the indulgence of my colleagues, I will make some opening comments myself, turn to Senator Shelby, and then we will go right to you, if we could, Chairman Volcker. Then I will invite my colleagues and tell them that any opening comments that they do not make for themselves, we will include them in the record as if given. And since there are not many of us here, we can move along pretty quickly, I hope, as well. So, with that understanding, we will get underway and, again, I thank all of you for joining us here today. Today, we continue the Senate Banking Committee's examination of how to modernize our outdated financial regulatory system. We undertake this examination in the midst of a deepening recession and the worst financial crisis since the Great Depression in the 20th century. We must chart a course forward to restore confidence in our Nation's financial system upon which our economy relies. Our mission is to craft a framework for 21st century financial regulation, informed by the lessons we have learned from the current crisis and designed to prevent the excesses that have wreaked havoc with homeowners and consumers, felled financial giants, and plunged our economy into a recession. This will not be easy, as we all know. We must act deliberately and thoughtfully to get it right. We may have to act in phases given the current crisis. But inaction is not an option at all, and time is not neutral. We must move forcefully and aggressively to protect consumers, investors, and others within a revamped regulatory system. Last Congress, this Banking Committee built a solid foundation upon which we will base our work today, and I want to once again thank Dick Shelby, former Chairman of this Committee, and my colleagues, both Democrats and Republicans, who played a very, very constructive role in the conduct of this Committee that allowed us to proceed as we did. Subcommittees and Committees held 30 hearings to identify the causes and consequences of this crisis, from predatory lending and foreclosures, to the collapse of Bear Stearns, the role of the credit rating agencies, the risks of derivatives, the regulation of investment banks and the insurance industry, and the role and condition of banks and thrifts. The lessons we have learned thus far have been rather clear, and let me share some of them with you. Lesson number one: consumer protection matters. The current crisis started with brokers and lenders making subprime and exotic loans to borrowers unable to meet their terms. As a former bank regulator recently remarked to me, ``Quite simply, consumers were cheated.'' Some lenders were so quick to make a buck and so certain they could pass the risk on to the next guy, they ignored all standards of prudent underwriting. The consumer was the canary in the coal mine, but no one seemed to notice. Lesson number two: regulation is fundamental. Many of the predatory lenders were not regulated. No one was charged with minding the store. But soon the actions of these unregulated companies infected regulated institutions. Banks and their affiliates purchased loans made by mortgage brokers or the securities or derivatives backed by these loans, relying on credit ratings that turned out to be wildly optimistic. So we find that far from being the enemy of well-functioning markets, reasonable regulation is fundamental to sound and efficient markets, and necessary to restore the shaken confidence in our system at home and around the globe. Lesson number three: regulators must be focused, aggressive, and energetic cops on the beat. Although banks and thrifts made fewer subprime and exotic loans than their unregulated competitors, they did so with impunity. Their regulators were so focused on banks' profitability, they failed to recognize that loans so clearly unsafe for consumers were also a threat to the banks' bottom line. If any single regulator recognized the abusiveness of these loans, no one was willing to stand up and say so. And with the Fed choosing not to use its authority to ban abusive home mortgages, which some of us have been calling for, for years, the regulators were asleep at the switch. Lesson number four: risks must be understood in order to be managed. Complex instruments, collateralized debt obligations, credit default swaps designed to manage the risks of the fault loans that backed them turned out to magnify that risk. The proliferation of these products spread the risk of subprime and Alt-A loans like an aggressive cancer through the financial system. Institutions and regulators alike failed to appreciate the hidden threat of these opaque instruments, and the current system of regulators acting in discrete silos did not equip any single regulator with the tools to identify or address enterprise or systemwide risks. On top of that, CEOs had little incentive to ferret out risks to the long-term health of their companies because too often they were compensated for short- term profits. I believe these lessons should form the foundation of our effort to shape a new, modernized, and, above all, transparent structure that recognizes consumer protection and the health of our financial system are inextricably linked. And so in our hearing today and those to come--and there will be many--I will be looking for answers to these questions. What structure best protects the consumer? What additional regulations are needed to protect consumers from abusive practices? We will explore whether to enhance the consumer protection mission of the prudential regulators or create a regulator whose sole job is protecting the American consumer. How do we identify and supervise the institutions and products on which the health of our financial system depends? Financial products must be more transparent for consumers and institutional investors alike. But heightened supervision must not stifle innovation of financial actors and markets. Third, how do we ensure that financial institution regulators are independent and effective? We cannot afford a system where regulators withhold bold and necessary action for fear that institutions will switch charters to avoid stricter supervision. We should consider whether a single prudential regulator is preferable to the alphabet soup of regulators that we have today. Fourth, how should we regulate companies that pose a risk to our system as a whole? Here we must consider whether to empower a single agency to be the systemic risk regulator. If that agency is the Federal Reserve Board, we must be mindful of ensuring the independence and integrity of the Fed's monetary policy function. Some have expressed a concern--which I share, by the way--about overextending the Fed when they have not properly managed their existing authority, particularly in the area of protecting consumers. Fifth, how should we ensure that corporate governance fosters more responsible risk taking by employees? We will seek to ensure that executives' incentives are better aligned with the long-term health of their companies, not simply short-term profits. Of course, my colleagues and our witnesses today may suggest other areas. I do not mean to suggest this is the beginning and end-all of the questions that need to be asked, and I welcome today's witnesses' as well as our colleagues' contributions to this discussion and the questions that ought to be addressed. I look forward to moving forward collaboratively in this historic endeavor to create an enduring regulatory framework that builds on the lessons of the past, restores confidence in our financial system, and recognizes that our markets and our economy will only be as strong as those who regulate them and the laws by which they abide. That is the responsibility of this Committee. It is the Republican of this Congress. It is the responsibility of the administration. I will recognize Senator Shelby for an opening comment and ask my colleagues if they might withhold statements, at least at the outset, so we can get to our witnesses. With that, I turn to Senator Shelby. "
"STATEMENT OF SENATOR SHELBY"," "
"Senator Shelby","Thank you, Mr. Chairman. Today, the Committee will hear from one of this Nation's most respected economists and veteran policymakers. Dr. Volcker is no stranger to this Committee. Senator Dodd and I remember many years ago when he would come here as Chairman of the Federal Reserve Board. During the financial crisis in the late 1970s, it was Paul Volcker who helped put our economic house back in order, and, Dr. Volcker, I welcome you back to the Committee again. While I am very interested in the views of our witnesses on regulatory modernization, I think the hearing could be a little bit premature. Let me explain. As I have said many times and will continue to say, I believe that before we discuss how to modernize our regulatory structure, or even before we consider how to address the current financial crisis, we need to first understand its underlying causes. If we do not have a comprehensive understanding of what went wrong, we will not be able to determine with any degree of certainty whether our regulatory structure was sufficient and failed or was insufficient and must change. I understand that next week Chairman Dodd plans to hold a hearing on the origins of the financial crisis, for which I commend him. I welcome that hearing, but I believe that one hearing, or even a handful of hearings, falls well short of what these exceptional times will demand. Instead, this Committee should, I believe, and must conduct a full and thorough investigation of the market practices, regulatory actions, and economic conditions that led to this crisis. The Committee should hear testimony from all relevant parties and produce a written report of its findings. This work is crucial, I believe, if we are to develop policies that will help end this crisis and prevent it from occurring again. While I understand many people have their own views of what happened, this Committee has yet to make that determination in a comprehensive and organized manner. As a result, nearly a year and a half later, we still have not documented what started the crisis and why it became so severe. The uncertainty about its origins has not only exacerbated our economic downturn by undermining confidence in our entire financial system, but it has left us without a clear understanding of what needs to be done. We need to remedy that. Thus far, the efforts of the Treasury Department and the Congress have been ad hoc at best. When this all began, I strongly opposed the TARP bailout legislation because I believed Congress jumped right to a legislative solution without first identifying the problem it was trying to solve. Since we never developed a consensus about what caused this crisis, neither Congress nor the Treasury Department can devise a targeted solution. And as a result, TARP has drifted rudderless since it was passed 4 months ago, wasting taxpayer dollars while the crisis rages on without an end in sight. It is well past time that we investigate the origins of the financial crisis so that we can begin to lay the groundwork for a bipartisan, effective, and durable solution. In the absence of such effort, there is now talk of creating a commission to examine the origin of the financial crisis and to make recommendations for further action. At this time, I would oppose the creation of such a commission because a thorough investigation is something that this Committee can do and must do. The American people rightly expect their elects representatives, the Senators here, not unaccountable commissions to do the work necessary to solve the problems facing the country. This Committee is uniquely positioned to conduct a transparent investigation that could build the necessary political consensus around the appropriate legislative remedy that we must seek. This particular Committee has a long history of conducting such investigations. The best precedent, I believe, for this type of investigation that our current economic situation demands is the year-long investigation of stock market abuses the Committee conducted during the Great Depression. The so-called Pecora hearings produced a detailed report exposing a wide range of abuses on Wall Street. The Committee heard testimony from hundreds of witnesses, producing nearly 12,000 pages of transcripts from over 100 hearings. The investigative staff was made up of dozens of individuals and included attorneys, accountants, and statisticians. They conducted scores of interviews and sworn depositions. The Committee subpoenaed corporate records and heard testimony from the heads of Wall Street and industry, including 3 days of testimony, I have been told, from Mr. Morgan himself. The Committee's investigative record comprises 171 boxes in the National Archives. The record that the Pecora hearings established ultimately laid the groundwork for the passage of the Securities Act and the creation of the Securities and Exchange Commission. Recently, renowned economic historian Ron Chernow wrote an editorial in the New York Times calling for Congress to initiate an investigation in the tradition of the Pecora hearings. He stated the importance of such an investigation to resolving the current crisis by pointing out, and I will quote him:  If history is any guide, legislators can perform a signal service by moving beyond the myriad details of the rescue plans to provide a coherent account of the origins of the current crisis. The moment calls for nothing less than a sweeping inquest into the twin housing and stock market crashes to create both the intellectual context and the political constituency for change.  I believe that he is correct. The hearings this Committee has held to date on the credit crisis have been helpful, but I think they have lacked the focus and purpose displayed during the Pecora hearings, partly due to the Committee's lack of resources up to this time. To remedy this problem, Senator Dodd and I have already submitted an initial request for additional funding and office space for the Committee. We were recently informed that the Committee is going to receive additional funding, although not what is necessary, I believe, to conduct a thorough and fair investigation. I am hoping that our colleagues on the Rules Committee would agree that this type of effort here in the Banking Committee right now is not only necessary but deserving of their support. I believe the investigation should start by calling before the Committee all of the regulators from the past decade or more who were appointed to make sure this crisis did not happen, but it did. The Committee has heard from regulators on their views on how to solve the crisis, but it has yet to hear from present and former regulators on what caused the crisis and whether steps could have been taken to prevent it. The Committee, I believe, should supplement this testimony with an exhaustive review of the records of the regulators from that period. Once again, there will be a time to discuss what needs to be done, but before we entrust any new or existing regulator with additional responsibilities or authorities, I believe we need to know if and how our present regulatory structure failed us. After we complete a thorough review of the role of the regulators, we should then call the CEOs of the largest banks, insurance companies, brokerage firms, home builders, realtors, and other financial services companies of the past 10 years to testify. This, of course, would be preceded by an extensive staff effort to examine the activities of each institution or industry. Since the crisis began, the Committee has not yet heard from Wall Street CEOs on their role in creating the toxic assets that have spread through our financial system like a cancer. Nor have they publicly explained why their risk management systems failed or why they operated with such dangerous levels of leverage. Because many of these firms have either failed, received public money, or sought some type of Federal assistance, I believe they owe it to the American people to explain how this crisis started and what role they played in it. Last year, I called for a hearing to examine the role of underwriters in spawning the crisis. The Committee announced that it would hold a hearing to examine underwriting practices, but it was postponed and is yet to be scheduled. That hearing could now be part of this effort. Mr. Chairman, I am willing to work with you, as I have, and I believe this Committee is uniquely positioned, as you do, to perform this important service at this time for the American people. I pledge my full support should you choose to undertake your own version of the Pecora hearings, as long as they are comprehensive."
"Chairman Dodd","Well, I thank you, Senator, very, very much. I would just note for the record that there have already been some proposals, including one from Senator Isakson and Senator Conrad, for sort of a 9/11 Commission--some of my colleagues may be aware of this already--to be done outside of this Committee to go back and examine that, and that has, obviously, some appeal as well. Certainly we want to examine what happened, but also we need to go forward. With that, I thank you very much, Chairman Volcker, for being with us, and for those are unfamiliar with our first witness, Chairman Volcker is the Chair of the President's Economic Recovery Advisory Board, Chairman of the Board of Trustees of the Group of 30, and former Chairman of the Board of Governors of the Federal Reserve System. Chairman Volcker worked in the Federal Government for almost 30 years, including positions at the Federal Reserve Bank of New York, the Treasury Department, and Chase Manhattan--he has a wealth of experience. We thank you for coming and welcome you to the Committee. "
"STATEMENT OF PAUL A. VOLCKER, CHAIRMAN, STEERING COMMITTEE OF THE GROUP OF 30"," "
"Mr. Volcker","Thank you, Mr. Chairman, Mr. Shelby, Members of the Committee. I am delighted to be here. I want to make clear that I am appearing as Chairman of the Steering Committee of the Group of 30 and not as Chairman of the President's Economic Recovery Advisory Board this morning."
"Chairman Dodd","It is so noted. We will make that distinction here."
"Mr. Volcker","People accuse me of liking the title ``Chairman,'' but I want to make sure Chairman of what. "
"Mr. Volcker","The Group of 30 is a group of people drawn from the private and public sectors with experience in finance, and I emphasize that it is international, and this report was directed not just toward the United States, although it is perhaps most relevant to the United States. But it is directed toward authorities in any country that has extensive financial operations around the world. It does not discuss all the origins of the crisis. It does touch upon it, but that is not my purpose in appearing before you this morning. What is evident is, whatever the cause is-- and we could go into that. What is evident is that we do meet at a time, as you have emphasized, of acute distress in financial markets. Strongly adverse effects on the economy more broadly are apparent. There is a clear need, I think, for early and effective governmental programs. They cannot wait a year for attacking the immediate problems to support economic activity and to ease the flow of credit. But I think it is also evident that more fundamental changes are needed in the financial system, and they will take some time to work out. But to the extent that we have some sense of the direction of those reform efforts, I think it will help the more immediate problem. The important thing is that we do not and should not want to contemplate a repetition of this experience, and that is what this report is aimed at, and I am sure will be your concerns over time. I understand that President Obama and his people are going to be placing before you some more immediate measures. They are not the subject of our report. But when we look further ahead, I do think the more we have a sense of the longer-term future, the better place you will be for appraising the immediate actions to make sure they are consistent with what we would like to see in the longer run. The basic thrust of the G-30 report is to distinguish among the basic functions of any financial system. First, there is a need for strong and stable institutions that serve the needs of individuals, of businesses, of governments, and others for a safe and sound repository of funds, providing a reliable source of credit, and maintaining a robust financial infrastructure able to withstand and diffuse shocks and volatility that are inevitable in the future. I think of that as the service- oriented part of the financial system. It deals primarily with customer relationships. It is characterized mainly by commercial banks that have long been supported and protected by deposit insurance, by access to the Federal Reserve credit, and by other elements of the so-called Federal safety net. Now, what has become apparent during this period of crisis is increasing concentration in banking and the importance of official support for what is known as systemically important institutions when they become at risk of failure. What is apparent is that a sudden breakdown or discontinuity in the functioning of those institutions risks widespread repercussions on markets, on closely interconnected financial institutions, and at the end of the day, on the broader economy. The design of any financial system raises large questions about the appropriate criteria for, and the ways and means of, providing official support for these systemically important institutions. In common ground with virtually all official and private analysts, the G-30 Report calls for ``particularly close regulation and supervision, meeting high and common international standards'' for such institutions deemed systemically critical. It also explicitly calls for restrictions on ``proprietary activities that present particularly high risks and serious conflicts of interest'' deemed inconsistent with the primary responsibilities, I would say the primary fiduciary responsibilities, of those institutions to its customers. Of relevance in the light of recent efforts of some commercial enterprises to recast financial affiliates as bank holding companies, the report strongly urges continuing past U.S. practice of prohibiting ownership or control of Government-insured, deposit-taking institutions by non-financial firms. Second, the report implicitly assumes that while regulated banking institutions will be dominant providers of financial services, a variety of capital market institutions will remain active. Organized markets and private pools of capital will be engaging in trading, transformation of credit instruments, and developing derivatives and hedging strategies. They will take place in other innovative activities, potentially adding to market efficiency and flexibility. Now, these institutions do not directly serve the general public; individually, they are less likely to be of systemic significance. Nonetheless, experience strongly points to the need for greater transparency. Specifically beyond some minimum size, registration of hedge and equity funds should be required, and if substantial use of borrowed funds takes place, an appropriate regulator should be able to require periodic reporting and appropriate disclosure. Furthermore, in those exceptional cases when size, leverage, or other characteristics pose potential systemic concerns, the regulator should be able to establish appropriate standards for capital, liquidity, and risk management. Now, the report does not deal with important and sensitive questions of the appropriate administrative arrangements for the regulatory and supervisory functions, which agency will supervise which institutions. These are in any case likely to be influenced by particular national traditions and concerns. What is emphasized is that the quality and effectiveness of prudential regulation and supervision must be improved. Insulation from political and private special interests is a key, along with adequate and highly competent staffing. That implies adequate funding. The precise role and extent of the central bank with respect to regulation and supervision is not defined in the report. It is likely to vary country by country. There is, however, a strong consensus that central banks should accept a continuing role in promoting and maintaining financial stability, not just in times of crisis, but in anticipating and dealing with points of vulnerability and risk. The report also deals with many more specific issues cutting across all institutions and financial markets. These include institutional and regulatory standards for governance and risk management, an appropriate accounting framework (including common international standards), reform of credit rating agencies, and appropriate disclosure and transparency standards for derivatives and securitized credits. Specifically, the report calls for ending the hybrid private/ public nature of the two very large Government-sponsored mortgage enterprises in the United States. Under the pressure of financial crisis, they have not been able to serve either their public purposes or their private stockholders successfully. To the extent that the Government wishes to provide support for the residential mortgage market, it should do so by means of clearly designated Government agencies. Finally, I want to emphasize that success in the reform effort, in the context of global markets and global institutions, will require consistency in approach among countries participating significantly in international markets. There are established fora for working toward such coordination. I also trust that the forthcoming G-20 meeting, bringing together leaders of so many relevant nations, can provide impetus for thoughtful and lasting reform. Thank you, Mr. Chairman. I am delighted to have any comments or questions."
"Chairman Dodd","Well, thank you very much, Mr. Chairman as well. And what I am going to do is ask the clerk here to put the clock on at 8 minutes, and we will try to adhere to that so we can get around to everybody, since we have not had opening statements be made. And I will begin, then turn to Senator Shelby. Let me, if I can, begin with a couple of--sort of a broad question, if I can. The GAO report states--and I am quoting it here. It says, ``Mechanisms should be included for identifying, monitoring, and managing risks to the financial system, regardless of the source of the risk.'' What was the source of the risk in the current crisis, in your view?"
