"Speaker","Speech"
"The Chairman","The hearing will come to order. This is the second hearing we have had in a series that may continue in the fall and will certainly lead to action next year. What we are dealing with here is the action that we ought to be taking as a Congress and as a government to the events that manifested themselves in the reaction of the Department of the Treasury and the Federal Reserve to Bear Stearns. We are not here specifically to look at that, although that is obviously one of the subjects, given the centrality of the role of the New York Federal Reserve. It is a subject that was discussed before. But what we want to do is to look at that in the context of what do we do going forward? There is, I think, an increasing consensus that some extension of regulation is called for with regard to currently lightly-regulated aspects, lightly-regulated financial institutions. I say ``lightly regulated'' because we have represented here, our former colleague, the Chairman of the Securities and Exchange Commission. That institution has some responsibility, but I think it ought to be clear that Congress has never given the SEC the kind of full statutory mandate over systemic stability. They have a focus on investor protection and on keeping the markets functioning, and I don't think there was any basis for any criticism of the SEC's performance. Some, frankly, of what I have seen is based on a misunderstanding of their mandate. And the fact is that they have, I think, acted within their mandate. It is up to the Congress and the Executive Branch working together to decide whether that mandate should be expanded. And that is what we are talking about. We are talking about the extent to which regulatory authority over the activities of investment banks and others, particularly since they may now be asking for access to various instruments in the Federal Reserve, to what extent should we deal with this? I think we have shown an ability as an economy and as a government to deal on an ad hoc basis with crises. It is important, however, that we do two things: First of all, examine what further instruments the regulators ought to have in dealing with the crisis; and even more important to me--because I do believe we can cobble together things in the short term, but that is not a very satisfactory long-term answer--what new regulatory approaches should we be taking to make the crises less likely? To what extent should we be giving some Federal entities in the regulatory field new powers over institutions that are not now heavily regulated, particularly from the standpoint of avoiding systemic risk? Then the related question is, there are different functions here. This is investor protection. And I know that the gentleman from Pennsylvania and I were just telling the Chairman of the SEC privately, but we both will say it publicly, that we are very pleased with the action he has taken regarding short selling, and we think that has been very helpful from the standpoint of protecting the integrity of the market. But there is a question as to what extent actions that are taken to protect the integrity of the market in the individual instance and the investor do or don't conflict from time to time with questions of systemic stability? It is, in fact, we don't want to take individual enforcement actions that, in a particular context--well, we may want to take them, but it is conceivable that individual enforcement actions, particularly against a number of institutions, could have some systemic impacts. How do we evaluate that? That also leads to the question of what is the institutional arrangement? I congratulate the Federal Reserve and the Securities and Exchange Commission for the memorandum of understanding they signed. That was a very good example of how we get cooperation. And the memorandum of understanding was useful. It does open the question that is, should there be some statutorization of that memorandum of understanding? Are there areas that should be approached in defining the relationship of these two important entities that could not be reached without some further legislation? How do we structure it? This is a noncrisis hearing. It is the second in our efforts to ask the responsible regulators here what their recommendations are to us for going forward. And of course, the goal I think we all share is very simple. We want to continue to reap the benefits of financial innovation, including securitization and the other creative ways of financial institutions serving the economy, while diminishing the risks. And you never hit 100 percent optimality there. But I do believe that there is room for us to take some action that will diminish risks without unduly impinging on the benefits we get from these operations. That is the purpose of this hearing. Let me say, under the rules, having the Department heads here, particularly the head of the SEC, we will just have the four opening statements, the two Chairs and the two ranking members. So the gentleman from Alabama is recognized for 5 minutes."
"Mr. Bachus","I thank the chairman for holding this second hearing on systemic risk. And I welcome our two witnesses to the hearing. Chairman Cox and President of the New York Fed Geithner, you have actually been at the center of the government's response to recent turmoil in the financial markets. And I commend you both on the job you are doing. You are both very capable public servants, and I think the country is fortunate to have your expertise. We look forward to your perspectives as we go forward. Nothing I say today should be taken as a criticism of anything you have done, particularly in the Bear Stearns matter, because I realize that sometimes decisions are made, and we don't know at the time whether they are the best, but we do the best we can. I think we were faced with that yesterday on the Floor. We had a difference of opinion. But we make a decision, and then we all come together and hope that decision is right when it is collectively made. I would say this to Chairman Frank, before we begin a serious discussion of greater government involvement in our capital markets, we need to have a clearer understanding of exactly where we are and how we got to where we are. I know the chairman has also said that. We need to know how we arrived at a system in which the issuers of credit default swaps are allowed to provide guarantees that far exceed their capital reserves and that there is virtually no possibility that they can pay in the defaults of the underlying obligations, commit themselves to obligations that they cannot possibly cover in worst-case scenarios. We need a better understanding of why our regulations allow credit default swaps to remain essentially under-regulated when they have such a profound effect and are so intertwined with our larger financial markets and even our economy. And in light of the Bear Stearns episode, and I think we all learned from that, we need to know whether the SEC's current approach to the supervision of investment banks and their holding companies is sufficient to prevent further meltdowns in that sector of our financial services industry. Or even, you know, we need to ask ourselves, can regulators really prevent such meltdowns? What are our obligations? Sometimes, it may be to stand back and allow companies to fail. In this vein, and perhaps most critical of all, we need to know how we ended up with a financial system in which almost every primary dealer, at least on the surface, appears almost too big or too interconnected to fail or whether we have arrived at that point. If we accept that premise, that every primary dealer is too big to fail, then we also have to conclude that our financial markets are no longer capable of self-regulation and that government must exercise greater control, both as a regulator and as a lender, if not a buyer of last resort. As I indicated at our first hearing 2 weeks ago, that is a conclusion I am not prepared to accept. I think a far better approach is one that restores market discipline and discourages moral hazard. Does the Bear Stearns rescue and recent proposals to invest taxpayer dollars in the debt in equity of Fannie Mae and Freddie Mac, does that send a different signal to the market, that taxpayers can be counted on, ultimately, to indemnify risk-taking that reaches levels sufficient to place the entire financial system in jeopardy? What we ultimately need is to ensure that our regulators maintain a framework in which individual firms can fail while the system continues to function. I think it has been referred to as an orderly liquidation. We know that sudden failures like Bear Stearns, if they are not orderly, can definitely have systemic risk. And I think we all appreciate that. We need to ensure that our firms strike the right balance between risk and leverage. Capital and credit must continue to flow where they are most needed, but our financial institutions should not be taking outsized risks that require repeated government interventions to save the system from recurring crisis. Chairman Cox, you have taken significant steps to protect the integrity of our capital markets during these turbulent times. I think your efforts have been underappreciated. One of your most important initiatives has been to help make sure investors have access to accurate and reliable information. In this regard, your credit rating agency reforms, your firm stance against the spreading of false information, and your emergency order to curb abusive short-selling practices in the securities of 17 primary dealers and Fannie and Freddie were welcomed developments. And we have seen now that they have had a positive effect. On July 15th, the SEC also noted that it will undertake a rulemaking to address these issues across the entire market. I look forward to working with the Commission to ensure that a rulemaking recognizes the legitimate role of short selling and does not eliminate liquidity from the capital markets. I think we all appreciate that short selling is a valid, valuable process. It serves a useful purpose. What isn't and what is presently prohibited is the spreading of false information to drive down the price of these stocks by some short sellers, not most, and that, you know, puts and calls, all those, are a valuable part of our market and indicate a sophisticated financial system. Mr. Chairman, I want to conclude by thanking you for holding this hearing. And my thanks to Chairman Cox and Mr. Geithner for being with us today. We look forward to your testimony."
"The Chairman","The gentleman from Pennsylvania, the Chair of the Subcommittee on Capital Markets, is recognized."
"Mr. Kanjorski","Thank you very much, Mr. Chairman. Today we continue our review of a systemic risk in financial markets. Although we passed the housing reform package yesterday, tremendous economic anxiety and uncertainty remain. Finding an effective regulatory regime to keep pace with increasingly complex financial products and markets remains our goal. Striking an appropriate balance to enhance protection against systemic risk is also a difficult task. For just as the markets continually change and evolve, so must regulation. The explosive growth of complex financial instruments is well- documented. Credit default swaps and collateralized debt obligations are just two examples of comparatively new exotic products flooding our markets. Warren Buffett famously labeled credit derivatives as ``financial weapons of mass destruction.'' Some may view his characterization as extreme. But allowing these risky creations to thrive in a thinly regulated or unregulated market is a recipe for disaster. So, in order to better understand these instruments, I sent 2 days ago a request to the Government Accountability Office that it begin a study on structured financial products. This study will examine the nature of these instruments and the degree of transparency and market regulation surrounding them. From this study, we should obtain a clearer picture of how to improve regulation in the sector of our financial system. Another area of regulation we should consider is the consolidation of regulation of our securities and commodities markets. The Treasury's recommendation to merge the Securities Exchange Commission and the Commodity Futures Trading Commission is something that ought to be discussed today. Such a merger illustrates the kind of streamlined regulatory system to which we should aspire. Additionally, last week's emergency order on naked short selling has received much attention. This committee is due an explanation as to the reason for the order, the effect to date on the market, its possible extension, and whether it will be expanded to broader market segments. I dare say it is something that the Commission should be commended for. I have seen the results and they seem to be quite clear that they aid the free flow of the market. Even to those of us who view short selling as a necessary provider of liquidity and market efficiency, naked short selling is worthy of closer scrutiny. People enter into trades with the expectation to complete them. In closing, both the Commission and the New York Federal Reserve have played crucial roles throughout the current financial crisis. I very much appreciate Chairman Cox and Mr. Geithner being here today, and I look forward to their testimony."
"The Chairman","On instruction from the gentleman from Alabama, I now recognize the gentleman from California, Mr. Royce, for 1 minute."
"Mr. Royce","Thank you, Mr. Chairman. I would like to thank you for your continued attention on this issue. I think it is important to be fully vetted. I would also just like to briefly welcome my good friend and our former colleague here, Chairman Cox. And just to say, Chairman Cox, while your leadership and insight while you were a Member here are missed, we do appreciate your hard work at the Commission, especially on behalf of investors and the securities industry during these rather difficult and challenging times with our capital markets. And so, welcome back."
"The Chairman","In the interest of bipartisanship, we will start Mr. Royce's minute now. We won't charge him for being nice. That is not necessarily a precedent around here, but we will do it today. So, Mr. Royce."
"Mr. Royce","I will yield back, Mr. Chairman."
"The Chairman","Then we have 2 minutes for the gentleman from Texas, Mr. Hensarling."
"Mr. Hensarling","Thank you, Mr. Chairman. I find it somewhat ironic that we would be holding this hearing 24 hours after we gave the Secretary of Treasury a blank check to help bail out Fannie and Freddie. It seems that we took a huge step in the wrong direction with respect to systemic risk. Moral hazard leads to more systemic risk. And I fear yesterday a very strong message was sent to every investment bank in America that if you are large enough, if you get interconnected, if you get well-connected in the halls of Congress, you can indeed figure out a way to privatize your profits and socialize your losses. And just in case somebody missed the message, we are having a serious discussion now about giving the Federal Reserve increased responsibility and ultimate authority for financial stability in our markets. This may be a good thing. It may be a bad thing. But it is also a very risky thing. And I fear that the markets will interpret this as meaning, again, that potential Fed backing is around the corner if investment banks get in trouble. I fear that, as we continue to lose market discipline, we substantially increase the chances of having yet another Fannie and Freddie debacle, perhaps another S & L debacle. I am very concerned also about where we find the role of the Federal Reserve today in all the different directions they are pulled, starting with price stability and monetary policy, minimizing unemployment. On top of that, we add a healthy dose of consumer protection. Now we are about to add potential financial stability, and oh, I at least heard the chairman say once that he cared about taxpayer protection as well. That is pulling the Fed in a lot of different directions. I do know that some believe that the ultimate answer is more regulation. I certainly believe we could have better regulation. We may need smarter regulation. I don't know if we necessarily need more regulation. And I do know that an overly restrictive regulatory regime will kill innovation and chase our capital overseas, something I do not want to see. With that, Mr. Chairman, I thank you, and I yield back the balance of my time."
