Speaker,Speech,Type,Comments
"The Chairman","The hearing will begin. We are very happy today to have before us two Presidential appointees who head important agencies: the Chair of the SEC, Mary Schapiro; and the Chair of the Commodity Futures Trading Commission, Gary Gensler. I want to begin by saying I am very happy that both agency heads are here. I strongly believe that if we were starting from scratch, we would not have two separate agencies, with the extent to which they share a mission. But we do have the two separate agencies. There is no point in wasting energy in trying to consolidate them when there would be no chance of that happening. I am encouraged by the fact that the two Chairs here today have, from the beginning of their appointment, worked closely together to try and avoid friction. I have to say that in my view, jurisdictional fights-- whether between congressional committees or among congressional committees or between or among Federal agencies--represent Washington at our worst, because the job getting done well ought to be the issue. And people who insist that--people's egos get too tied up with their positions. We are working hard to avoid that. I have also been working closely with Chairman Peterson of the Agriculture Committee because there is a shared jurisdiction here. And we have come to a very good agreement on substance. We had the hearing a week ago with the Secretary of the Treasury an unusual hearing with two major full committees. We intend to keep doing this. There will be some disagreements I believe at the edges--I am reluctant to say margins here because it will get too doubly interpreted--but at the edges, there may be some disagreements. They clearly are outweighed by the substantial agreement that we have. So one of the questions will be on derivatives. Another will be in our jurisdiction which, we should be clear, is primarily the SEC. I appreciate the fact that Mr. Gensler is here. This committee is not the committee of jurisdiction for him. Mr. Peterson, in the spirit of cooperation, understands that. If Mr. Peterson would ask Chair Schapiro to appear before Agriculture, I don't know if you have yet, but we would encourage that as well, because we don't want these jurisdictional issues to be there. With regard to derivatives, I will tell you the conceptual approach that Mr. Peterson and I have taken, Mr. Peterson's committee has the jurisdiction over those for whom hedging is a part of their business. That is, the Agriculture Committee are more the end users of this who have a product to sell and who hedge because they want to deal with price volatility. Our jurisdiction is more over the people who do some of the hedging and are in the financial area. The concept, it seems to me, we ought to be guided by here is what we ought to be thinking about with the financial institution in general. Their role is to be intermediaries, not to be ends in and of themselves. When there is a breakdown in the financial sector, we call it disintermediation. Their job is to be a very important, I was going to say bridge, but bridge understates the creativity involved. There is nothing passive about their role, but their job is to link up essentially people in the end of the economy who are producing goods and services of value and the people with money to invest in them. Their job is to help us in this society agglomerate investment funds so that they are made available to the end users. Obviously, people aren't going to do that unless they make a profit off it. That is a very important and sometimes complex business. People aren't going to make their money available unless they make a profit. But I do think that over the past couple of decades, there are some examples in the financial sector of the means becoming the ends. We have had people tell us that we should not restrict or regulate this or that because then certain entities would not be able to make money. Yes, it is important that they make money as a by-product of the intermediation function they perform. The fact that a given institution won't make money is, in itself, no reason to be opposed to this. And, in fact, activities whose major justification is that they make a profit for some entity unconnected to that intermediation function are not going to be well received by us. I will now add, finally, this is not just about derivatives, we have other issues, this committee has been very interested in the whole question of mark-to-market. The gentleman from Pennsylvania has played a major role there. And there is also continued interest in the question of short sale and corporate governance. I will say that two of our members, the gentleman from California, Mr. Campbell, and the gentleman from Michigan, Mr. Peters, in a bipartisan way, have a great interest in corporate governance issues. And I expect the committee will turn to them this fall after we have done some of the major regulatory stuff. But both of those issues are, particularly the short sale and the mark-to-market, are going to be before us today. The gentleman from New Jersey is recognized for 3 minutes.",Speech,
"Mr. Garrett","Thank you, Mr. Chairman, and thank you, members of the panel. Today's hearing is on the President's financial regulatory reform proposals. You know, your agencies oversee some of the most transparent, efficient, and complex markets in the world that are also responsible for ensuring that our capital markets promote price discovery, capital formation, and investor protection. Now, the Administration's reform proposals task the SEC and the CFTC with developing a regulatory infrastructure for over- the-counter derivatives and reporting to Congress by September 30th on how the agencies will harmonize two very disparate regulatory approaches. So I look forward to hearing from you to see how well those are coming together and where some of your sticking points are going to be, if there are some, I think there will, and whether you will be able to meet that deadline. You know, with regard to the Administration's proposals, I agree with some of them. I think it is evenhanded and certainly less radical than other ideas that have been proposed so far in Congress. Still, there are some aspects of the Administration's proposals that trouble me. And I am worried that in the name of systemic risk reduction, requirements that would force more OTC transactions into central clearinghouses or onto exchanges, as well as strident new margin requirements for both centrally cleared and noncentrally cleared transactions will make hedging just too expensive for many end users of derivatives throughout the broader economy. The perverse outcome, therefore, of efforts to reduce systemic risk in these markets can actually increase risk for many companies if they are no longer able to cost effectively engage in a comprehensive risk management practice. So if you take a step back for a moment, perhaps an even more fundamental question should be asked here: Were standardized derivatives significantly related to the recent meltdown of our financial markets, and if not, why are we prescribing cures for a nonexistent ailment? You know, the failed oversight of one large dealer directly related to broader regulatory failures in the housing finance markets should not cause us to pursue radical fixes for the broader OTC derivative markets and their nondealers participants that had little or really nothing to do with the recent crisis. What we do need is comprehensive regulatory reform, but it needs to be sensible and we need to make sure that we are addressing actual problems in the way that we are doing it and not causing more harm than good. The risk of mobile capital migrating elsewhere as we overshoot the mark in regulatory reform, I think, is a real one and we should take the time to carefully evaluate the proposals presented to us before we move ahead with legislation. So once again, thank you both for coming to the panel today, thanks to the people who have been here numerous times in the past as well. Thank you.",Speech,
"The Chairman","Let me just, to balance, because we have the time, I call on the gentleman from Texas for 1 minute, Mr. Neugebauer.",Speech,
"Mr. Neugebauer","Thank you, Mr. Chairman. I appreciate the witnesses providing us with their views on the Administration's regulatory proposals as well as an update on their efforts to find more harmonization between futures and securities regulation. While there are differences in the products in marketplaces, there is quite a bit of overlap in regulation. One concern I have heard from those with products that fall under both regulators is the length of time it takes to get new products approved in the process for determining whether the product falls under the CFTC or the SEC. We all want our proper transparency and disclosure but we also need the regulatory process to be effective. I am also interested in hearing from Chairman Gensler about the upcoming hearings at the CFTC regarding hedge exemptions and positional limits in energy futures. We have had quite a bit of discussion on this issue in the Agriculture Committee over the past couple of years and added new authorities for the CFTC in the 2008 farm bill. As the CFTC weighs options, we must maintain efficient price discovery and open market and keep the United States competitive. As we continue to work through these issues, we must remember that government regulations can't substitute for the due diligence for investors and other market participants.",Speech,
"The Chairman","The gentleman from Pennsylvania, the Chair of the Subcommittee on Capital Markets, Mr. Kanjorski, for 3 minutes.",Speech,
"Mr. Kanjorski","Thank you very much, Mr. Chairman. Among other matters this morning we will address the need for effective regulatory oversight of the over-the-counter derivatives market estimated at $500 trillion in notional value. These reforms are long overdue. Fifteen years ago, I first advocated for increased regulation of our derivatives market. When I helped to introduce the Derivative Safety and Soundness Supervision Act, we sought to enhance the supervision of derivatives activities of financial institutions. Since then, I have endorsed other legislation aimed at improving transparency in and enhancing the oversight of our derivatives markets. Our witnesses today, SEC Chairman Mary Schapiro and CFTC Chairman Gary Gensler, have an important task before them. They must reposition their agencies to better respond to the crises of today and the problems of tomorrow. Fortunately, both of these leaders come equipped with extensive experience and a commitment to effective regulation. While this crisis also seems to me the ideal time to merge these two agencies, political judgments have led us down a different path. Thankfully, however, the two seem determined to work together constructively rather than battle over jurisdictional turf. These two Chairmen are working within the Obama Administration which will soon release legislative language on derivatives reform and with Congress can help to create a more transparent, safer, and less risky over-the- counter derivatives market. To increase investor protection and market confidence, we must make this reform effort a top priority. Most fair-minded observers have acknowledged that unregulated derivatives, such as the credit default swaps, played a significant role in contributing to our present financial crisis. AIG's disastrous abuse of these potentially explosive financial instruments represents the most glaring example of the dangers to our system posed by derivatives. By moving forward, we should remain sensitive to the highly varied nature of derivatives products. Derivatives that consist of highly accustomed contracts which thousands of nonfinancial businesses, both large and small, employed to managed risk simply do not easily fit within the mandatory clearing and exchange trading regime. By mandating the collection of certain data on such contracts in a repository even where they cannot be cleared, we can achieve transparency and access for regulators in the hope that we can detect warning signs of systemically risky transactions. And by requiring increased capital reserves for those who enter into unique derivatives contracts, we can also provide incentives for markets to standardize these complex financial products going forward. In closing, Chairman Schapiro and Chairman Gensler can help Congress to sensibly regulate this dark corner of our financial markets. I look forward to their testimony.",Speech,
"The Chairman","The gentleman from Delaware, Mr. Castle--",Speech,
"Mr. Castle","Thank you, Mr. Chairman.",Speech,
"The Chairman","--for 1 minute.",Speech,
"Mr. Castle","I appreciate this opportunity to further explore the Administration's regulatory reform proposal, particularly looking at securities and futures related reforms in particular. A lot has been said about derivatives; currency derivatives, interest rate derivatives, and the like. And I will be interested to hear what the witnesses have to say about the over-the-counter trades and cleared and exchanged trades of derivatives. All of these are issues before this committee and the organizations our witnesses represent. Although I believe registering hedge funds and reforming credit ratings are integral pieces of financial reform, I maintain that we must fully vet the consequences of the entire proposed regulatory reform plan. I hope to hear from the witnesses today about their views on the reform proposal and areas that may need some improvement. In particular, I am curious to know if you believe that there will still be gaps in regulation between agencies, if investors will be protected as expected, and whether the SEC and the CFTC will have the resources necessary to carry out the requirements proposed under these reforms. Thank you. I yield back, Mr. Chairman.",Speech,
