"Speaker","Speech","Type","Comments"
"Chairman Watt","This hearing of the Subcommittee on Domestic Monetary Policy and Technology will come to order. We will proceed with opening statements up to 10 minutes per side, and I will recognize myself for a brief opening statement. This hearing is entitled, ``Regulatory Restructuring: Safeguarding Consumer Protection and the Role of the Federal Reserve.'' This is the second in a series of hearings about financial regulatory reform and the role of the Federal Reserve, the second in this subcommittee, that is. The first hearing, held on July 9th, examined how to balance the Federal Reserve's existing role as the independent authority on monetary policy with its proposed role as systemic risk regulator under the Administration's financial regulatory reform proposal. Today's hearing examines a different aspect of the Administration's regulatory reform proposal, the proposed Consumer Financial Protection Agency (CFPA). While the full Financial Services Committee has held a hearing--or a series of hearings, for that matter--on the CFPA, this hearing will drill down further and examine some of the public policy and operational considerations related to the proposed CFPA, including whether the Federal Reserve should maintain a role in consumer protection, given its current responsibilities for writing rules, supervising institutions, and enforcing the Nation's consumer protection laws, and if so, what that role should be and how it might be coordinated with, supportive of, or at least not in conflict with the new CFPA. Although no witnesses from other Federal banking agencies are testifying today, this hearing may also touch upon how the same set of questions should be answered with respect to their consumer protection roles and their interactions with the CFPA. Today there is no single agency focused solely on protecting consumers from products and services that could be detrimental to their financial health. Since the idea of having a single Consumer Financial Protection Agency was advanced by Harvard Law School Professor Elizabeth Warren, other academics, commentators, Members of Congress, and regular citizens have embraced the idea. They have witnessed the way that our fragmented regulatory system produced serious gaps in regulation and oversight and failed to have anyone whose highest priority was protecting consumers, that is, someone who goes to work every day with that as their single most important objective. Others, of course, criticize the idea of a single consumer protection agency as adding another layer of regulation. There can be no doubt that regulatory gaps helped create an environment for toxic financial products such as predatory mortgages and other abuses that helped cause the current financial crisis. To remedy this, the Administration has proposed placing focused authority in the proposed CFPA to administer the Nation's consumer protection laws. As Congress and President Obama work to enact financial regulatory reform, it is critical for us to examine the public policy rationale for vesting virtually all authority for consumer protection of financial products in a single agency. Also, as a matter of public policy, we will examine whether and how the Federal Reserve can effectively balance its responsibilities to execute monetary policy, take on a new role in systemic regulation, and if it continued to have this role, protect consumers effectively. For far too long, consumer protection has been an afterthought. I hope that the record developed at today's hearing will offer further support for the elevation of consumer protection to be on equal footing with prudential and safety and soundness regulation. We also hope that today's hearing testimony will begin to address some of the questions surrounding the operational details of the proposed consumer protection agency, including coordination between and among Federal regulators and State regulators so that there is effective and efficient regulation of the Nation's consumer protection laws in the financial services area, as many believe we have in the food and product safety area. With that, I will recognize the gentleman from Texas, the ranking member of the subcommittee, Mr. Ron Paul, for, I guess, up to 10 minutes or as much time as--I guess, 6 minutes; 6 minutes is what I have been told.","Speech",""
"Dr. Paul","Thank you, Mr. Chairman. I want to thank you for holding these hearings because I think they are very important. The subject of consumer protection and the role of the Federal Reserve is, to me, a very important issue. I look at this somewhat differently than others because they talk about consumer protection, and they are thinking about financial products and services, credit cards and gift cards and that if there is any harm done to the consumer, that just additional regulation will handle this. But I think there is a much bigger issue related to the consumer and the Federal Reserve, something I think is neglected in a serious manner. For instance, the Federal Reserve has something to do with the value of our money, and the Federal Reserve has been around since 1913 and now we are working on a 4-cent dollar. So the systematic destruction of the value of our money has not helped our consumers; our consumers are destroyed by the loss of their purchasing power. The fact that the Federal Reserve regulates interest rates and gets them down to 1 or 2 percent, so if you happen to be a saver and you are in retirement and you put money away, you get punished. Maybe the market would say that the interest rates ought to be 5 percent or 6 percent or 7 percent, if you are a saver. But we punish them, and this has to do with the regulations and manipulations going on with the Federal Reserve. So the Federal Reserve is hardly a protector of the consumer when it distorts the interest rate that is paid to the savers, and they are the consumers. Think about how the consumer was protected with the collapse of the financial bubble. The financial bubble--it is well-known the financial bubbles come from inflating the money supply, lower interest rates, malinvestment, too much debt. The source of all this mischief comes from the Federal Reserve, and who suffers? The consumer. Who benefits? The people who had been making bundles on Wall Street and the bankers, for years when the bubble is being built, and then all of the sudden the bubble bursts, and who gets punished? The little guy gets punished. He loses trillions and trillions of dollars in value. Who gets bailed out? Goldman Sachs. And we pretend that the Federal Reserve is going to protect the consumer when the consumer is being destroyed under these conditions. Think about the consequence of the collapse of the bubble that has been artificially created. Who suffers? It is the consumer, the people who lose their jobs, the poor people, the middle class. This type of system that we have today, historically it is well-known if we pursue it, and we are pursuing it, because the middle class gets wiped out. Look at all of the inflations throughout history, all of the paper moneys of history. The middle class eventually gets wiped out because the value goes down. And the people who suffer the most aren't the people on Wall Street; the people who suffer the most are the middle class. They lose their jobs. They lose their houses. And I just think that as well intended as this is, to have more regulations to protect the consumer with their financial products and their other services--maybe it will help a little, but if you don't address the subject of how the consumer is destroyed, it won't help. Mexico has gone through this quite a few times with the destruction of currency. Who gets wiped out? The middle class. They are all holding pesos. The peso goes to the dogs. The middle class gets wiped out. Now, and I have had correspondence and meetings with members of congress from Mexico, and now they have a savings account in Mexico where if you are frightened about the destruction of currency, you can actually go in and have a savings account in silver. That is--they are trying to help protect the consumer. But here in this country, if you happen to want to use silver and gold as legal tender, you go to jail, even though the Constitution tells us exactly what to say. So, ultimately, these--this process will work its way through the progress and there will be another consumer protection agency, but it is not going to do a whole lot until we address the subject of how do you protect the little guy, the middle class, by having honest money and not allowing the monetary system to inflate at will behind closed doors and to benefit special interests. This is what has been happening for a long time. Some day, we are going to have a revelation and find out that when we open up the books and find out every agreement that was ever made between the Federal Reserve and Goldman Sachs and have it on the record, maybe then we will find out how we can protect the consumer and not have a system that protects all the wealthy on Wall Street as well as those individuals who happen to work for Goldman Sachs. I yield back the balance of my time.","Speech"," "
"Chairman Watt","The gentleman yields back the balance of his time. The gentleman from California, Mr. Sherman, a member of the subcommittee, is recognized for 3 minutes.","Speech"," "
"Mr. Sherman","The Federal Reserve is a very powerful government agency exercising government power. The proposal now is to give them a lot more power. In a constitutional democracy we have one person, one vote. The executive branch is headed by the President and all important executive branch appointees are appointed by the President or appointed by the President's appointees. There is one incredible and offensive exception. That is the Federal Reserve where, at the regional bank, a majority are selected and, ultimately, on the Federal Open Market Committee, perhaps the most important government agency we have, a majority of the power is in the hands of one bank, one vote. Or should I say, ``one big bank, one big vote;'' ``one small bank, one small vote?'' This is an affront to the Constitution which will be exacerbated if we transfer more power to the Federal Reserve without mandating that all its Governors be appointees of those who are elected by the voters. It is a testament to the power of the banks that such incredible governmental power is invested in agencies where the voters don't decide who are the Governors. I realize the Federal Reserve Board of Governors is appointed, but those regional slots and the Open Market Committee are very important centers of government power. Second, the ranking member on this committee has a bill which I have cosponsored to audit the Federal Reserve. It is absurd to have a government agency with this kind of power be the agency immune from such audits. And finally, there is the idea of, where do we put consumer protection? Right now, we have a Federal Reserve where the banks choose the majority of those on the regional boards and on the Federal Open Market Committee, and then we are told that is the agency that will protect consumers from the banks. No other industry has that much power to select its regulators. Finally, if the Fed is going to be the systemic risk regulator, we have to recognize that ripping off consumers is one way to ameliorate systemic risk because if you can double- cycle bill, you can get the banks a little bit more healthy, and maybe they will survive their stress tests. We can't put those responsible for the stress test on the one hand with the responsibility for protecting consumers on the other. And I don't care how healthy you can make the banks with credit card rip-offs, we ought to prevent those credit card rip-offs, we ought to prevent those credit card rip-offs because ripping off the consumer is not the best way to make the banks healthy. I yield back.","Speech"," "
"Chairman Watt","The gentleman yields back the balance of his time. The ranking member of the full committee, Mr. Bachus from Alabama, is recognized for 4 minutes.","Speech"," "
"Mr. Bachus","I thank the chairman. I thank you for convening this hearing on consumer protection and the role of the Federal Reserve. And I would like to personally welcome Governor Elizabeth Duke. I guess ``welcome'' is a good word. You are welcome. Obviously, you have a difficult task any time you face a subcommittee. And I am not sure who selected you as the one to come up here, but I think it was a very capable decision. At one point in her distinguished career, she was the head of the community banking for one of our long-based Birmingham banks. And I thank you for being here. As we heard in this morning's hearing, and it is likely to come out in this hearing, proponents of the Administration's proposal to create a Consumer Financial Protection Agency are contending that there was a massive failure in consumer protection on the part of the Federal Reserve, and that failure led to the collapse of the global economy. I think that is an oversimplification and unduly unjust criticism. And there is lots to criticize about the Fed's response to the growth and the collapse of the subprime mortgage market, as well as the agency's handling of the credit crisis and the turmoil in the financial markets. In addition, we all agree that comprehensive reform of our financial regulatory system is needed. But I think it is, or should be, clear to all of us that last September, the challenges that the central bank faced were without precedent and that Chairman Bernanke and the Federal Reserve, in combination with the other regulators, the Administration, and the Congress acted with good intentions, and I believe averted a much more catastrophic economic collapse. I am not sure this Congress and the people we represent fully realize that they did some very good work. Both the Democrats' regulatory reform proposal and a plan we have put forth strips the Federal Reserve of its consumer protection mandate. And it does that although--with both the subprime lending regulations in 2007, and the credit card regulations of the Fed advanced in 2008 were very good. In fact, in a bipartisan way, both the chairman of the full committee and I as ranking member and most of the members complimented you on that work and, I think, had--I think they were very good. The difference in the Republican plan is that it streamlines and consolidates the functions of the four bank regulators, including consumer protection, into a single umbrella agency; and this creates clear lines of accountability and prevents regulatory authorities from passing the buck. In contrast, the Democrats' plan adds a massive new layer of bureaucracy with broad undefined and arbitrary powers to a brand-new agency with absolutely no experience. It is a plan that continues the kind of turf battles that undermine rather than promote effective consumer protection. In closing, let me say that I understand that Governor Duke will be suggesting some other approaches and I think other approaches probably will carry the day, given the Fed's extensive regulatory expertise and their recent successes in this regard, we have a responsibility to carefully consider them and judge them on the merits. Thank you, Mr. Chairman.","Speech"," "
"Chairman Watt","I thank the gentleman for his statement. The gentleman from Texas, Mr. Green, is recognized for 2 minutes.","Speech"," "
"Mr. Green","Thank you, Mr. Chairman. And I do want to associate myself with some of the comments made by the ranking member of the full committee. I appreciate what you said about averting the catastrophe that the country was facing and that we did some good here in Congress by working with the Fed and helping. I think that was important. And I think that Mr. Bernanke has done a good job, an outstanding job, and I salute him for what he has done. He has been very much amiable and amicable in terms of working with the Congress, to the extent that he can without surrendering his autonomy, and I don't expect him to do this. I think the Fed has an awesome task. Right now we are talking about systemic risk regulation. You currently deal with setting and executing monetary policy, and now we are looking at the possibility of adding consumer protection. With reference to your consumer protection function currently, you deal with supervision and enforcement, complaint investigation, rule-making, consumer education, as well as community development. You did promulgate some rules that were, I think, of benefit with reference to dealing with credit card practices; the rule that relates to the 45-day notice, I thought was of benefit; prohibiting double-cycle billing was beneficial; and I think that the way that you have put in place the allocation of payments with reference to interest rates, when the interest rates can vary, I think that is a benefit too. But my concern is, candidly speaking, that these things are done in a reactive way. Congress was about to do something, and I think the Fed judiciously and prudently gave us a very good reaction to what was about to become congressional action. And I am concerned that we don't--we won't have a proactive entity if we have this in the hands of the Fed. So I welcome your comments later to help me to understand better how this will become a proactive initiative, if you have it, as opposed to reactive. I thank you, Mr. Chairman, and I yield back.","Speech"," "
"Chairman Watt","I thank the gentleman for his opening statement. Without objection, all members' opening statements will be made a part of the record. And now, I will proceed with the introduction of our witnesses. Our first witness, the only witness on this panel, is the Honorable Elizabeth A. Duke, Governor, Board of Governors of the Federal Reserve System. Without objection, of course, Ms. Duke, your written statement will be made a part of the record, and you will be recognized for a 5-minute summary of your testimony. There is a lighting system that you are very familiar with; you have been here before. When it goes to yellow, you will have 1 more minute; and then we will--I am pretty generous in trying to hear our witnesses, because I think that is more important than hearing ourselves sometimes. So we will give you a little slack if you run over. So you are recognized for 5 minutes, and you may proceed with your testimony.","Speech"," "
"Ms. Duke","Thank you, Mr. Chairman. And I will try to be mindful of my time. Chairman Watt, Ranking Member Paul, and members of the subcommittee, I appreciate the opportunity to appear today to discuss regulatory restructuring and the role of the Federal Reserve Board in consumer protection. The members of the Federal Reserve Board are in strong agreement with the Administration that a fundamental lesson of the financial crisis is that we need to do a better job for consumers of financial products. While arguments for consolidating consumer protection functions may be compelling, it is important to also consider the substantial opportunities presented by existing arrangements. In our view, the Federal Reserve has the resources and the experience to execute an ongoing, comprehensive program for effective consumer protection in financial services. Our team of seasoned professionals and specialists focus exclusively on the panoply of activities that, taken together, can most effectively protect consumers; however, their work is augmented by supplemental expertise in market research and supervision from within the Board and the 12 regional Reserve Banks. We believe that replicating in another agency the full array of functions that support our consumer protection program would be enormously challenging. A report outlining our extensive program and recent actions is provided to my written testimony. We also view consumer protection as complementary to, rather than in conflict with, the other functions of the Federal Reserve, such as prudential supervision and financial stability. These missions enforce one another. For example, sound underwriting benefits consumers as well as institutions, and strong consumer protections can add certainty to the markets and reduce risk to the financial system. We have demonstrated, particularly in the recent years with which I am most familiar, our commitment and capacity to effectively execute our congressionally assigned consumer protection responsibilities. The Board is also concerned that removing consumer protection responsibilities from the Federal Reserve would weaken the consumer perspective that currently exists in our monetary and supervisory policy discussions. It is appropriate and beneficial that the central bank has a mission that includes an analytical and nuanced understanding of developments in the consumer marketplace. For these reasons, we stand ready to work with this subcommittee and others in Congress to help identify ways to further strengthen our consumer protection program institutionally. As Congress considers regulatory reform, one option that might be considered would be to retain the Federal Reserve's consumer protection responsibilities and consider additional policies to strengthen and further reinforce our commitment going forward. Along these lines, I would like to offer some suggestions for how this could be accomplished. First, we believe that enhanced accountability could be achieved by codifying or otherwise institutionalizing consumer protection as a core mission or responsibility for the Federal Reserve, just like monetary policy in bank supervisions. This would provide a clear and ongoing understanding that consumer protection matters are an integral part of the Federal Reserve's overall mission. Second, Congress could require the Chairman of the Federal Reserve Board to annually report regarding the state of consumer protection, similar to the semiannual monetary policy reports to the Congress. Such reporting could include a comprehensive review of the Federal Reserve's actions taken to strengthen consumer protection, planned future actions to address potentially unfair and deceptive acts and practices, a review of enforcement actions, studies of consumer finances, availability of financial services, especially in underserved areas or other matters as requested by the Congress. Third, we plan to conduct periodic sufficiency reviews of consumer regulations and policies. These reviews will consider emerging trends in consumer financial services, whether existing regulations are adequate for protecting consumers, and identify those areas in which new consumer protection measures are needed. We will develop a process that includes regular public hearings in Washington and regional locations around the country similar to the process required by the Credit Card Act of 2009. These findings and recommendations could then be reported to Congress as part of the annual testimony and report discussed previously. Strong, timely and thoughtful consumer protection is critical for the economic health and vitality for our country. We at the Federal Reserve Board remain strongly committed to effectively protecting consumers, and we look forward to continuing to work with Congress on these critical issues. Thank you, Mr. Chairman.","Statement","STATEMENT OF THE HONORABLE ELIZABETH A. DUKE, GOVERNOR, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"
