Speaker,Speech,Type,Comments
"Chairman Dodd","The Committee will come to order, and let me welcome our very distinguished witnesses this afternoon and the audience who is here and my colleagues, and I am sure there will be more coming in. This is a little out of the ordinary. Normally hearings like this we conduct in the morning, but I know that Chairman Volcker had conflicts in the schedule, so we are very grateful to you, Mr. Chairman, for accommodating us this afternoon and meeting with us here. And Neal Wolin we always welcome back. He does a great job at the Department of the Treasury, and it is an honor to have you here as well. As many of you may know, we are going to have a hearing on Thursday as well to follow up and hear from industry and other people talk about these ideas that have been proposed by the Administration, particularly by Chairman Volcker. So we are grateful to you for being with us this afternoon. What I will do is make a few brief opening comments myself. I will turn to Senator Shelby for any opening comments he may have, and then following what I now affectionately call the Corker rule, we will go right to our witnesses, unless some member here feels absolutely compelled to want to be heard before they are heard. Then we will accept any and all supporting documents and information you think would be worthwhile for the Committee to have. And then we will begin a line of questioning, and depending upon the number of people here, we will try and make enough time available so we have a thorough discussion of these ideas. With that, today's hearing is entitled ``Prohibiting High- Risk Investment Activities by Banks and Bank Holding Companies.'' And, again, Chairman Paul Volcker and Neal Wolin are here as our witnesses, so I thank all of you for joining us. We meet today, as we have over these past number of months, in the shadow of a financial crisis that nearly toppled the American economy. It is worth repeating again the cost of the greed and recklessness that brought us here. Over 7 million jobs in our country have been lost. The retirement plans of millions of Americans have been dashed. Trillions of dollars of household wealth and GDP are gone. And, obviously, all of us, regardless of what your political party is or affiliation, we cannot allow this to happen again. The Obama administration has proposed bold steps to make the financial system less risky, and we welcome those ideas. The first would prohibit banks or financial institutions that contain banks from owning, investing in, or sponsoring a hedge fund, a private equity fund, or any proprietary trading operation unrelated to serving its customers. The President of the United States has called this the Volcker rule, and today Chairman Paul Volcker himself will make the case for it. I strongly support this proposal. I think it has great merit. The second would be a cap on the market share of liabilities for the largest financial firms which would supplement the current caps on the market share of their deposits. I think the Administration is headed in the right direction with these two proposals. Now, I know the timing of them and how they have been proposed at a critical time when we have been deeply engaged on this Committee on proposing ideas to reform the financial services sector has raised the eyebrows and other considerations by people. But I think we need to get past that, if we can, and think about the merits of these ideas and how they would work if they could, in fact, be put in place. So I would welcome the conversation we are going to have today and the remainder of this week on these issues. These proposals deserve our serious consideration, and so today we will have from the Chairman and the Deputy Secretary of the Treasury, Neal Wolin, and on Thursday we will hold another hearing with business and academic experts. These proposals were born out of a fear that a failure to act would leave us vulnerable to another crisis and a frustration at the refusal of financial firms to rein in some of these more reckless behaviors. I share that fear, and I share that frustration as well. And I strongly oppose those who would argue that the boldness of these proposals is out of scale with the need for reform. We need to take action, and we must consider scaling back the scope of activities banks may engage in while they are using deposits. And so today I look forward to hearing how these proposals may be most effectively applied to protect consumers and our economy and also, as a devil's advocate, why these ideas may not work and what risks they may pose if adopted. Some have objected to the Volcker rule on the grounds that it might not have prevented the crisis or that these particular limits are unwise. I think those objections are worth discussing, and I am interested in giving our witnesses and our colleagues here a chance to raise these items and a chance to have the kind of vibrant, robust debate and discussion about them. But we must take steps, I believe, to change the culture of risk taking in our financial sector, including the management and compensation incentives that drove so much of the bad decisionmaking. I applaud the Administration's commitment to scaling back risky behavior on Wall Street, and I thank Chairman Volcker and Deputy Secretary Wolin for joining us today to share their thoughts and ideas on these proposals. And I look forward to working with them and, of course, my colleagues here on this Committee, Democrats and Republicans, as we have been working over these past many weeks and months, to fashion a reform package that would allow us to step forward on a bipartisan basis here, a consensus bill that we could bring to our other 87 colleagues in the Senate for their consideration and ultimately a conference with the other body and ultimately, of course, for the signature of the President of the United States. We have a lot of work left to be done, so this debate is an important one, and we welcome you today to share your thoughts and ideas on these proposals.",Speech, 
"Senator Shelby","Thank you, Mr. Chairman. Chairman Volcker, welcome again to this hearing. I think one of my first few weeks on this Committee was you testifying when you were Chairman of the Federal Reserve. That was a few moons ago, as we both know, but we welcome you back. The financial crisis has had a devastating effect on our economy. Millions of people have lost their jobs, trillions of dollars of household wealth have evaporated, and the American taxpayer is on the hook for nearly all of it. We cannot allow such a calamity to occur again. For this reason, and others, I am willing to consider any proposal that will strengthen our regulatory framework and help our economy, including the President's latest recommendations. That is why I joined my Republican colleagues and asked for this hearing. Today, we hope we can gain a better understanding of the specific activities that would be banned under the President's proposal and the risks associated with those activities. We also need to understand clearly the costs and the benefits associated with the plan's proposed changes. Finally, we need to determine whether we should incorporate the President's latest ideas into the current regulatory reform debate or whether they can be considered at a later date. I believe our main goal today in regulatory reform must be to eliminate taxpayer exposure to private risk while establishing the strongest, most competitive, and economically efficient regulatory structure possible. Achieving this goal will involve ending bailouts, addressing ``too big to fail,'' reorganizing our financial regulators, strengthening consumer protection, and modernizing derivatives regulation, among others. Putting this together in a legislative package is a very difficult task, yet as difficult as our task may be, I remain committed to considering any concept that may help us achieve our overarching goal. With that said, however, I am quite disturbed by the manner in which the Administration has gone about introducing their latest proposals for consideration. We are more than a year into our deliberation on regulatory reform. The House already has completed action. Regrettably, the Administration waited until a little over a week ago to bring this very significant concept to the table. Seven months after the Administration first introduced broad recommendations that the President characterized as ``sweeping reform not seen since the Great Depression,'' this concept that we have before us today was air-dropped into the debate. I applaud Chairman Dodd for giving us the opportunity to begin a thoughtful process regarding the President's latest notions on regulatory reform. I hope, however, that this is not an indication that the Administration intends to substitute thoughtful analysis with whatever polls will on a given day. This is too important, it is too complex to be subject to the vagaries of political litmus testing. I know Chairman Volcker knows this, and I hope that he will continue to work with us. Mr. Chairman, last fall you offered a regulatory reform discussion draft, and while I supported your policy aims, I questioned the means at that time. In response, you rightly slowed the process to consider more carefully how to accomplish our mutual objectives. I believe we have made tremendous progress in that regard. Whether we ultimately reach a consensus remains to be seen, but we are working at it. And as I have said many times, we must get it right, and this is a goal that I know we both share. Thank you.",Statement,STATEMENT OF SENATOR RICHARD C. SHELBY 
"Chairman Dodd","Thank you, Senator Shelby. Do any other members want to be heard on this matter? I made that offer before.",Speech, 
"Senator Bunning","Can I put one in the record?",Speech, 
"Chairman Dodd","Any comments at all in the record, by the way, obviously we will include that. I presume members may have opening statements, and they will be included in the record.",Speech, 
"Chairman Dodd","Chairman Volcker, again, I think most people here know you, but just for the sake of the record here, Paul Volcker currently serves as Chair of the President's Economic Recovery Advisory Board. He also heads up the Group of 30, which has been engaged internationally on financial regulations and last year released a very influential report, I might add, on financial reform. And prior to this time, as I think all on this Committee know and others working in the investment banking world, Chairman Volcker served as Chairman of the Federal Reserve from 1979 to 1987 under Presidents Carter and Reagan. Neal Wolin serves as the Deputy Secretary of the Treasury, having been confirmed by the Senate in May of this past year. Prior to assuming this position, he served in the Administration as Deputy Assistant to the President and Deputy Counsel to the President for Economic Policy. Prior to that, Deputy Secretary Wolin was the chief operating officer of the Hartford Financial Services Group and also served in various positions with the Clinton administration. Very impressive records, both of you. Chairman Volcker, again, welcome once again. You have been before this Committee on countless occasions over many years, over the past 30 years, and we welcome you here once again.",Speech, 
"Mr. Volcker","Thank you very much, Mr. Chairman.",Statement,STATEMENT OF PAUL A. VOLCKER, CHAIRMAN, PRESIDENT'S ECONOMIC RECOVERY ADVISORY BOARD 
"Chairman Dodd","You have to turn that microphone on.",Speech, 
"Mr. Volcker","A familiar location, but I forgot to push the button. Let me say I do appreciate this unusual scheduling of the hearing. I did have a conflict this morning, coincidentally with the British Parliamentary Committee considering financial reform in Britain. So I am able to touch both sides of the Atlantic today with your rescheduling, and I appreciate that. Let me say off the bat, making a very simple statement because I think there is some confusion. A lot of this issue we are talking about today revolves around proprietary trading, and some people say, well, is it a big risk or a small risk or whatever. It certainly is a risk. Everything the banks do is a risk. This is not a question in my mind of what is the greater risk. It is a question of what risks are going to be protected by the Federal Government through the safety net, through deposit insurance, through the Federal Reserve, and other arrangements. And my view is that commercial banks have an essential function in the economy, and that is why they are protected. But we do not have to protect more speculative activities that are not an inherent function of commercial banking, and we should not extend the safety net, extend taxpayer protection to proprietary activities. So that is a very short summary of at least one of the issues here. As you know, the proposal that the President set out, if it was enacted, would restrict commercial banking organizations from certain proprietary and more speculative activities. But the first point I want to emphasize is that the proposed restrictions should be understood as part of the broader effort to deal with structural reform. It is particularly designed to help deal with the problem of too big to fail that Senator Shelby just emphasized--too big to fail and the related moral hazard that loom so large as an aftermath of the emergency rescues of financial institutions, bank and non-bank alike, in the midst of crises. Now, attached to this statement is a short essay that appeared in the press on Sunday to try to point out that larger perspective, but the basic point is that there has been and remains a strong public interest in providing a safety net--in particular, deposit insurance and the provision of liquidity in emergencies--for commercial banks carrying out essential services. There is not, however, a similar rationale for public funds--taxpayer funds--protecting and supporting essentially proprietary and speculative activities. Hedge funds, private equity funds, and trading activities unrelated to customer needs, unrelated to continuing banking relationships should stand on their own, without the subsidies implied by public support for depository institutions. Those quintessential capital market activities have become a part, a natural part of investment banks. And a number of the most prominent of those firms, each heavily engaged in trading and other proprietary activity, failed or were forced into publicly assisted mergers under the pressure of the crisis. It also became necessary to provide public support via the Federal Reserve, the Federal Deposit Insurance Corporation, or the Treasury to the largest remaining American investment banks, both of which assumed the cloak of a banking license to facilitate the assistance. The world's largest insurance company, caught up in a huge portfolio of credit default swaps quite apart from its basic business, was rescued only by the injection of many tens of billions of dollars of public loans and equity capital. Not so incidentally, the huge financial affiliate of one of our largest industrial companies was also extended the privilege of a banking license and granted large assistance contrary to longstanding public policy against combinations of banking and commerce. Now, what we plainly need are the authority and methods to minimize the occurrence of those failures that threaten the basic fabric of financial markets. The first line of defense, along the lines of the Administration proposals and the provisions in the bill passed by the House last year, must be authority to regulate certain characteristics of systemically important non-bank financial institutions. The essential need is to guard against excessive leverage and to insist upon adequate capital and liquidity. It is critically important that those institutions, its managers and its creditors, do not assume--do not assume--a public rescue will be forthcoming in time of pressure. To make that credible, there is a clear need for a new ``resolution authority,'' an approach recommended by the Administration last year and included in the House bill. The concept is widely supported internationally. The idea is that, with procedural safeguards, a designated agency be provided authority to intervene and take control of a major financial institution on the brink of failure. The mandate is to arrange an orderly liquidation or merger. In other words, euthanasia, not a rescue. Apart from the very limited number of such ``systemically significant'' non-bank institutions, there are literally thousands of hedge funds, private equity funds, and other private financial institutions actively competing in the capital markets. They are typically financed with substantial equity provided by their partners or by other sophisticated investors. They are, and should be, free to trade, free to innovate, free to invest--and free to fail. Managements, stockholders, or partners would be at risk, able to profit handsomely or to fail entirely, as appropriate in a competitive free enterprise system. Now I want to deal as specifically as I can with questions that have arisen about the President's recent proposal. First, surely a strong international consensus on the proposed approach would be appropriate, particularly across those few nations hosting large multinational banks and active financial markets. That needed consensus remains to be tested. However, judging from what we know and read about the attitude of a number of responsible officials and commentators, I believe there are substantial grounds, very substantial grounds, to anticipate success as the approach is fully understood. Second, the functional definition of hedge funds and private equity funds that commercial banks would be forbidden to own or sponsor is not difficult. As with any new regulatory approach, authority provided to the appropriate supervisory agency should be carefully specified. It also needs to be broad enough to encompass efforts sure to come to circumvent the intent of the law. We do not need or want a new breed of bank- based funds that in all but name would function as hedge or equity funds. Similarly, every banker I speak with knows very well what ``proprietary trading'' means and implies. My understanding is that only a handful of large commercial banks--maybe four or five in the United States and perhaps a couple of dozen worldwide--are now engaged in this activity in volume. In the past, they have sometimes explicitly labeled a trading affiliate or division as ``proprietary,'' with the connotation that the activity is, or should be, insulated from customer relations. Most of those institutions and many others are engaged in meeting customer needs to buy or sell securities: stocks or bonds, derivatives, various commodities or other investments. Those activities may involve taking temporary positions. In the process, there will be temptations to speculate by aggressive, highly remunerated traders. However, given strong legislative direction, bank supervisors should be able to appraise the nature of those trading activities and contain excesses. An analysis of volume relative to customer relationships and particularly of the relative volatility of gains and losses would itself go a long way toward informing such judgments. For instance, patterns of exceptionally large gains and losses over a period of time in the so-called trading book should raise an examiner's eyebrows. Persisting over time, the result should be not just raised eyebrows but substantially raised capital requirements. Third, I want to note the strong conflicts of interest inherent in the participation of commercial banking organizations in proprietary or private investment activity. That is especially evident for banks conducting substantial investment management activities, in which they are acting explicitly or implicitly in a fiduciary capacity. When the bank itself is a ``customer''--that is, when it is trading for its own account--it will almost inevitably find itself, consciously or inadvertently, acting at cross purposes to the interests of an unrelated commercial customer of a bank. ``Inside'' hedge funds and equity funds with outside partners may generate generous fees for the bank without the test of market pricing, and those same ``inside'' funds may be favored over outside competition in placing funds for clients. More generally, proprietary trading activity should not be able to profit from knowledge of customer trades. Now, I am not so naive as to think that all potential conflicts can or should be expunged from banking or other businesses. But neither am I so naive as to think that, even with the best efforts of boards and management, so-called Chinese walls can remain impermeable against the pressures to seek maximum profit and personal remuneration. Now, in concluding, I have added a list of the wide range of potentially profitable activities that are within the province of commercial banks. Without reading that list, the point is there is plenty for banks to do beyond any concept of a narrow banking institution. It is quite a list, and I submit to you to provide the base for strong, competitive, and profitable commercial banking organizations able to stand on their own feet domestically and internationally, in fair times and foul. What we can do and what we should do is to recognize curbing the proprietary interests of commercial banks is in the interest of fair and open competition as well as protecting the provision of essential financial services. Recurrent pressures, volatility, and uncertainties are inherent in our market- oriented, profit-seeking financial system. But by appropriately defining the business of commercial banks, and by providing for the complementary resolution authority to deal with an impending failure of large capital market institutions, we can go a long way toward promoting the combination of competition, innovation, and underlying stability that we seek. Thank you.",Speech, 
"Chairman Dodd","Thank you very much, Mr. Chairman.",Speech, 
