"Speaker","Speech"
"The Chairman","The hearing will come to order. I want first to welcome some visiting Parliamentarians. We have members of the Parliament we are particularly glad to welcome from Kosovo and Mongolia, two nations that were not allowed to have elected free Parliaments for some time. We are delighted that this progress of self-governance has reached them, and we welcome them as our guests. Our colleague, the gentleman from North Carolina, Mr. Price, Representative David Price, who works on behalf of the House Democracy Partnership, has sponsored them. Our hearing today is open. We are dealing with the Consumer Financial Protection Agency and we will have a couple of panels. This is a hearing on a particular legislative draft. It is, we will just say preliminarily, the third iteration. The Administration had a proposal. I, as a courtesy to them, introduced their proposal with some changes, but not a lot. Since that time, we have had the benefit of a lot of conversation. Today's legislation reflects further conversation, but it is the starting point, not the endpoint of a markup that will occur the week after next. We will be having a hearing, is it tomorrow, on derivatives? Is that the hearing? Yes. We will have hearings this week on particular pieces of legislation. The history was the Administration made some proposals. We on our side modified them after a lot of conversation, in the case of derivatives, conversation with the Agriculture Committee, which shares jurisdiction with us. In the week after next, after these two hearings, we will be proceeding to markups. We did mark-up and the House passed the compensation piece of our approach here. So for those who were wondering what was happening, two very significant pieces of this will begin the markup process on the second week. As to Floor time, the leadership of the House is still deciding the form in which these will go to the Floor on the timing, but we will begin when we get the next markup schedule and we will proceed. And we will have finished marking-up, I believe, certainly by early November, probably late October, because we are seriously into the markup phase. Now, we will begin the hearing today on the Consumer Financial Protection Agency. This was a proposal that the Administration made that I greatly welcome. Consumer protection has been in the hands of the Federal bank regulators, and I think it is fair to say that no calluses will be found on the hands of those in the Federal bank regulatory agencies who had consumer responsibilities, because there is no evidence of any particular hard work. The single biggest chunk of that authority is with the Federal Reserve. I am somewhat interested to see that many members on both sides, especially on the Republican side, recently have become very critical of the Federal Reserve. There is a consensus that we have to restrict the Federal Reserve's power under section 13(3). There is a consensus that we will increase auditing over the Federal Reserve. But there appears to be an exception on the part of some of my colleagues. The Federal Reserve's lackadaisical record in consumer protection does not appear to have engaged the same degree of skepticism. Thus, we hear a lot of calls for removing power from the Federal Reserve. But when it comes to consumer protection, I think they have demonstrably been at their weakest. I think they have done a good job in some other areas. Somehow that gets left out. If this bill passes, and I hope it will, it will take power from the Federal Reserve and take funding from the Federal Reserve, because we do not think the banks, which have to contribute in assessments to various agencies, should be charged extra for this. And, in fact, a substantial part of the funding for this agency will come from the Federal Reserve. The Federal Reserve will be ceding a lot of power that is not used very much, and funding will come with it. So, again, I would urge people who want to be appropriately careful in the evaluation of the Federal Reserve not to leave out an area where the Federal Reserve seems to have become lazy. Let me just say that it is true that recently the Federal Reserve has done some consumer activity. In every case--and I mean this quite literally--where the Federal Reserve has in recent years done anything for consumer protection, it has done so after this committee in particular initiated action. There was a long period when the Federal Reserve did virtually nothing. In 1994, Congress gave the Federal Reserve, under the Home Ownership and Equity Protection Act, the authority to regulate mortgages of all kinds, whether they were in the banking system or not. Mr. Greenspan consciously and deliberately refused to use that. The Federal Reserve had the power to promulgate a code of unfair and deceptive practices for banks. In fact, in 2004, when the control of the currency-- although it was in the Bush Administration, it was a Clinton Administration holdover appointee, Mr. Hawk, promulgated a very sweeping preemption that knocked State enforcement entities out, and it was criticized largely at the time by, for example, Sue Kelly, who was then the Republican Chair of the Oversight Committee. One of the problems was that the Federal regulators had nothing to put in place of the State consumer protections they had abolished. And I asked the new Comptroller of the Currency, Mr. Dugan, what he was going to do about it. He said, I have this problem; the Federal Reserve has the power to promulgate the unfair and deceptive practices code, and they haven't done it and won't do it. In fact, a Governor, Ned Gramlich, one of the few consumer- oriented officials at the Fed over the years, tried very hard to get Mr. Greenspan to use that power, to use the power under the Home ownership and Equity Protection Act, to use that power under the statutes giving him those powers. Now, the Federal Reserve has since acted only after this committee, particularly after 2007--frankly, when the Majority changed hands--that we took action. The Federal Reserve took action on mortgages after this committee acted. The Federal Reserve took action on credit cards after this committee acted. Under the leadership--and let me say at this point, I want to express the great sorrow and condolences for a member of this committee, to one of our most active members, the gentlewoman from New York, Mrs. Maloney, who suffered the tragic loss of her husband. And to Carolyn Maloney, as she grieves, we should just note that it was her initiative on credit cards and on overdrafts in both of those cases that led to Federal action. So I think the record is very clear and I don't say this--this is not a personality defect in the regulators, although in Mr. Greenspan's case, I think it was, as he has acknowledged, excessive by the ideological rigidity. It is the case that if your primary responsibility is the safety and soundness of the banking system in administering banks and providing the assurance that they live up to the fundamental economic statutes, then consumer protection suffers very, very deeply. And this bill would remedy that. The gentleman from Alabama is now recognized for 3 minutes."
"Mr. Bachus","I thank the chairman. And let me start by expressing our heartfelt condolences of all of the Republican members to Mrs. Maloney on the passing of her husband, Clifton. Our thoughts and our prayers are with her and her family during this difficult time. And I would also like to join the chairman in expressing our greetings to our colleagues from Mongolia and Kosovo. I am glad that they are here. Welcome."
"The Chairman","If the gentleman would yield briefly. Stop the clock, please. And we will start it over for the gentleman so that he has his full 3 minutes. I would just say that I apologize to our colleagues from Kosovo and Mongolia. I assume that their English is much better than our Serbo-Croatian and Mongolian. But I do have to say it is unfair for them to hear as their first two spokespeople of the American Congress, myself and the gentleman from Alabama. Let me just assure you, your ability to understand will go up from here, I say on behalf of myself and my colleague. The gentleman is now recognized again for 3 minutes."
"Mr. Bachus","Yes, we do have some English speakers who will be speaking later on. I thank you for having today's hearing, Mr. Chairman, and I look forward to hearing the perspectives from our witnesses on the merits or possible demerits of creating the Consumer Financial Protection Agency. And I think we can do a better job of protecting the consumer. I think we all agree on that and we should. However, the Administration's proposal, I think, is conceptually flawed. Since the Treasury Department submitted the legislative language to Congress 3 months ago, we have heard from a host of community bankers, credit unions, accountants, small business owners, and Federal financial regulators that this, what could prove to be a massive new regulatory bureaucracy, will create more confusion for our consumers, more government spending, but, more importantly, less innovation and less creation of credit and less consumer protection. I know some of our witnesses today have said some of that credit has been a bad thing, but I think ultimately that choice should be left to the individual as long as it is under acceptable terms. In deference to this widespread public and official opposition, I do commend Chairman Frank for releasing, last Friday, a new working draft that attempts to narrow the scope of an overly broad proposal by the Obama Administration. However, I think that what his proposal does is basically tinkering around the margins of a fundamentally flawed proposal, and it is not a solution. What is needed is an entirely different approach."
"The Chairman","That is 3 minutes. If the gentleman wants more time, we will--"
"Mr. Bachus","No, that is fine."
"The Chairman","It was only 2 minutes? I am sorry. It should have been 3 minutes. I apologize. I ask that we start again for the gentleman with 3 minutes. I apologize. The gentleman has an additional minute."
"Mr. Bachus","Thank you. Fortunately, there are a number of alternatives that would achieve the goals of empowering consumers and combating abusive practices without limiting credit, without imposing excessive compliance and litigation costs on small businesses, without creating a new government bureaucracy, and without undermining safety and soundness regulation. For example, the House Republicans have introduced, I think, a strong proposal on consumer protection through regulatory consolidation, and we would like the witnesses to comment on our proposal if they have read it. I think this is absolutely the wrong time to create a new government agency empowered not only to ration credit, but, most importantly--and I don't know that anyone has paid a lot of attention to this, other than some of our colleagues and some of the regulators--it gives this agency the power to design financial products offered to consumers, and that is a striking expansion of government's role. Every day we hear about struggling families, families with good credit histories who are denied credit so that they can own a home. And I think this only makes things worse. Thank you, Mr. Chairman."
"The Chairman","The gentleman from North Carolina, Mr. Watt, for 1 minute."
"Mr. Watt","Thank you, Mr. Chairman. I just--I doubt that anybody will get to the end of this process and say that we have not had enough discussions or hearings about any aspect of this--these proposals that the Administration has sent over. There are two parts to this. The regulated entities, the ones that say they have had consumer regulation in the past, whom we haven't seen much of, are concerned that their existing regulators ought to continue to have that authority. But there is a whole other set of unregulated entities out there that we need to make sure that the Consumer Financial Protection Agency is set up to write rules for, examine, enforce rules, in addition to figuring out what the relationship should be between this new CFPA and the existing regulators. So I don't want to lose sight of that and hope we can bring some clarity to that as we go forward."
"The Chairman","The gentleman from Delaware, for 1 minute."
"Mr. Castle","Thank you, Mr. Chairman. I believe consumers should be protected from deceptive practices with regard to financial products. Not only should institutions provide adequate disclosures, but consumers should also have the basic financial literacy to understand the contracts into which they enter. For these reasons, I believe consumer protection reform must be enacted. However, I do have reservations about the Consumer Financial Protection Agency, as proposed. First, a majority of the subprime mortgages that contributed to the financial crisis originated outside the traditional banking sector and were virtually unregulated. As currently written, does CFPA focus its resources and scope enough on this problem area? Second, should we provide existing regulators with checks and balances over the CFPA director in the rulemaking process if safety and soundness concerns are raised? Finally, if part of the goal of this bill is to streamline consumer protection laws, why are we eliminating Federal preemption, thereby allowing States to go beyond Federal law to create a patchwork or further gaps in consumer protection rules. I hope today's hearing will provide further insight on these issues. And I yield back the balance of my time."
"The Chairman","The gentleman from North Carolina, Mr. Miller, for 2 minutes. I am sorry, there was a mistake. The gentleman from Texas, Mr. Green, for 1 minute."
"Mr. Green","Thank you, Mr. Chairman. Mr. Chairman, I am in support of a Consumer Financial Protection Agency. I think that this is the right time to do it. In fact, my suspicion is that if we don't do it now, we may not find a right time to do it. I think that there are many issues that have to be delved into, and I look forward to it. I think the chairman has already demonstrated that he is sensitive to a good number of issues. We are no longer having the plain vanilla requirement. There are entities that have been exempted, and I think that by working through the process, we can get to safety and soundness, as well as consumer protection. And they are not inconsistent with each other. I thank you for the time, Mr. Chairman, and I yield back."
"The Chairman","The gentleman from California, Mr. Royce."
