Speaker,Speech,Type,Comments
"The Chairman","This hearing of the Committee on Financial Services will come to order. We will be having this hearing today and one tomorrow-- well, actually, this is the last of the general hearings that we will be having on this subject. Tomorrow, we will begin legislative hearings because we will have a hearing tomorrow on the legislation submitted by our colleague, Mr. Paul of Texas, which is a piece of legislation dealing with auditing of the Federal Reserve. And we are concluding today, and one topic that has been a very significant concern is that there is universal dislike of the doctrine of ``too-big-to-fail'' and even more, the practice of ``too-big-to-fail.'' Unfortunately, there does not appear to be a single, simple solution to it. Passing a statute that says nobody is ``too-big-to-fail'' doesn't resolve the problem. One of our major goals in drafting legislation has been to come up with a series of measures that will avoid our facing that situation of ``too-big-to-fail.'' We will try to keep institutions from being so overleveraged that they are likely to fail. We will try to prevent imprudent decisions, for instance, that come from 100 percent securitization that come from derivatives that are overly leveraged without sufficient collateral. We will give some collection of Federal agencies the authority to step in when it appears that institutions or patterns of activity are being systemically threatening and order containment of these activities; and we will have, what I guess I am destined to have to continue to refer to as the ``resolution authority'' which, in English, is the ``dissolution authority,'' the ability of regulators to step in and put an institution to death without the kind of tremors that occurred or will occur today. Now there does appear to be broad agreement, I think, in the committee on all sides about those goals. How we do them we will differ about. But it was clear yesterday that no one thinks that the current choice of straight bankruptcy or nothing is workable for the institutions. We have to come up with a method of resolving. We have done that, and we shouldn't deny ourselves the regular sum successes. Where insured depository institutions are involved, we have a system that works pretty well. Wachovia is a pretty big institution. It failed. This didn't cause systemic disruption. It wasn't good for the people who were there. Other insured depository institutions have failed, and we have been able to deal with that. We need to extend that. On the other hand, non-depository institutions, Bear Stearns, Merrill Lynch, AIG, and Lehman Brothers all failed, and all were dealt with--each of these was dealt with in a different way and none were satisfactory to anybody, as nearly as I can see. A forced takeover of Merrill Lynch by Bank of America, the negative consequences of that are still reverberating. Paying nobody in the case of Lehman Brothers, none of the creditors, and causing, according to the Administration officials at the time, a terrible shock to the system; paying everybody in AIG, which no one, except the people who got paid, thinks was a good idea now. And Bear Stearns, which was the smallest of them and actually was probably handled in the least disruptive way but still because it was that hot caused some problems. So one of the things we expect people to address today, I hope they will address today, is what combination of measures we can take to get rid of the doctrine of ``too-big-to-fail.'' There was one proposal that came from some within the Administration that we would have a list of the institutions that would be considered ``too-big-to-fail,'' a list of the systemically important institutions so that we could deal with them, but the general view was that would be considered to be the list of those ``too-big-to-fail,'' and what the Administration thought would be a scarlet letter, would instead be a license to have people invest with you because they would think they were protected. So as I said, it is a high priority for this committee to deal with that and to have as nearly as it is humanly possible, a banishment from people's minds. I will say this. I am resigned to the fact that cultural lag is one of the great constraints on what we do. And I accept the fact that until we reach the point where a large institution is put to death without there being ``pay everybody'' or other inappropriate compensations, people won't believe us. We can arm the regulators to do this, we can arm people to do it, and I accept the fact that not until it is done will people believe it. But I will say this: When people are skeptical, listen to the members of this committee and our colleagues. We will give the regulators the power to step in and make it clear that no one is ``too-big-to-fail,'' that failure will eventuate, that it will be painful for those involved. There will be no moral hazard, no temptation to get that big. Any regulator who failed to use that power in the foreseeable future will, I think, feel a uniform wrath from this place. So I would hope that people would be a little less skeptical. We are not going away. The country's anger about this isn't going away. So we aren't just setting up the tools; we are arming ourselves in a way that I think will be very effective. The gentleman from Alabama is now recognized for 5 minutes.",Speech, 
"Mr. Bachus","I thank the chairman, and I agree with him that the problem of ``too-big-to-fail'' is one of the most pressing and contentious issues of the regulatory reform and debate. And how that is resolved I think will go a long way to moving regulatory reform ahead. Chairman Volcker, we know you as a gentleman and also someone whose opinion we respect very much. So we welcome you to this committee hearing. And I know you share some of the same concerns that the chairman shares and that I share and that most of our colleagues share. The chairman yesterday in the hearing with Treasury Secretary Geithner identified the ``too-big-to-fail'' problem as the one that most aggravates people in this country. And I agree with you, Chairman Frank, it not only aggravates them, it outrages them on many occasions. The American taxpayers are tired of paying for Wall Street's mistakes, our guaranteeing their obligations. They see something manifestly and something wrong with a casino environment in which high rollers pocket the profits, often measured in millions, if not billions, of dollars while the taxpayers pay off the losses. The American people are justifiably outraged by a ``heads I win, tails you lose'' approach. When we designate 10 or 20 of our largest financial institutions as ``too-big-to-fail,'' we endorse a financial marketplace in which a handful of enormous financial institutions are supported by the promise of government-engineered, taxpayer-funded bailouts. We also pull people in, assuming they will be saved and assuming there is a guarantee. The time has come for every member of this body to reject once and for all the concept of taxpayer bailouts of these so- called ``too-big-to-fail'' institutions. Equally important is the fact that in concept and in practice, ``too-big-to-fail'' necessarily creates a much larger universe of companies and businesses which are deemed unworthy and too small to save. To establish, as law, such a disparate, inequitable, and discriminatory treatment not only should offend our sense of fair play and justice, its elitist operation should be rejected out of hand as contrary to our democratic principles. The Administration wants to codify a permanent bailout authority with its proposal to create a resolution authority. It really is a permanent TARP administered by government bureaucrats with even less accountability than was present in the current incarnation of TARP. The beneficiaries of the Administration's plan are not the American people or the vast majority of small- and medium-sized companies and businesses that choose not to engage in the kind of risky financial activity that led to the financial market collapse. The more responsible individuals of the institutions and inevitably the taxpayers will pay for the bailouts but they will not benefit. Indeed, just yesterday, in testimony before this committee, Treasury Secretary Geithner declined repeated invitations to rule out future taxpayer-funded rescues of systemically significant firms. In response to my question about taking assistance to these firms off the table, Secretary Geithner compared such an action as abolishing the fire station, which I took to mean he would not agree to stop bailouts. And when asked repeatedly by Congressman Brad Sherman, if the Secretary would accept even a trillion dollar limit on bailout authority, Secretary Geithner said, ``I would not.'' In conclusion, by contrast, Republicans have offered a workable alternative to the bailout status quo. In addition to curtailing the Fed's authority to bail out individual firms, Republicans support enhanced bankruptcy for failed nonbank financial institutions similar to the authorities that the FDIC has for banks. By sending a clear, credible signal to the marketplace that failed nonbank financial firms will face bankruptcy and need to plan accordingly, and the people who do business with them, the Republican plan restores market discipline, mitigates moral hazard, and protects taxpayers. Mr. Chairman, no institution should be ``too-big-to-fail.'' Institutions can and should fail if their bad decisions render them insolvent and they cannot compete in the marketplace. To pretend otherwise is to weaken the foundation of our economic system. The better question is, will we have the courage to do the right thing, and reject the Administration's effort to move us to a system of gigantic but weak banks kept on--well, that is it. And these are real questions. I thank the chairman, and I also thank the former Chairman of the Fed for being with us today.",Speech, 
"The Chairman","The gentleman from Georgia is recognized for 3 minutes.",Speech, 
"Mr. Scott","Thank you, Mr. Chairman, and welcome, Mr. Volcker. We are at a juncture in our dealing with this in terms of putting the regulatory reforms to--I think at the same time do a little check on our record going forward of how well what we have done and is it doing the job? The American people are registering some great concerns. Poll after poll has indicated that there is a--while Wall Street and those at the top appear to be saying that this economy is changing, we are bottoming out. That is not so on Main Street because we have another set of parameters that are working there. And I would like to get your opinions on--I have a great deal of respect for you and your history and your knowledge. But I think as we look at this issue, we need to be concerned about any variations of what we would refer to as a double dip recession. There are people who are still expressing concerns over the economy and problems that will loom greater. I am particularly concerned, Mr. Volcker, about unemployment. The issue in our focus really needs to be on jobs now because if we don't get to the bottom of that we gradually begin to lose the faith of the American people. The issue needs to be on jobs, the issue needs to be on our banks. For some reason, with all of the money we have given them, with the bailouts we have given them, with many of them going back to their ways of directing bonuses and huge salaries, there is a hypocritical nature that is setting in because at the same time, these banks are not lending. So if you are not lending, especially to small businesses, they are going out of business. They are the ones that created the jobs. So I think as we go forward with our regulatory reforms we have to look at it with a very jaundiced eye and see as we put these regulatory reforms in place, what more can we do to prime the pump to get money flowing out into the communities. The other area of great concern to me--and certainly to my folks down in Georgia--is a record number of bank closures. And as we look at these regulatory reforms, one size does not fit all. What is the future of those small community banks that basically do the lending, that are the foundations in many of our smaller communities? Those are the banks that are being closed left and right. We lead the Nation in Georgia in those bank closures, and a part of the reason is they can't get the capitalization. So I think as we go forward I would be very interested to hear some of your concerns on giving us a scorecard, giving us a report card. We have been at this now for basically a year. This thing happened a year ago. We have been moving at it, and I think it is about time to get a little report, and I would be interested to hear your comments on that.",Speech, 
"The Chairman","The gentleman from Delaware is recognized for 1\1/2\ minutes.",Speech, 
"Mr. Castle","Thank you, Mr. Chairman. I actually do not have an opening statement. I don't know if the ranking member wanted to add to his time.",Speech, 
"The Chairman","I was given a list by the minority. I wasn't trying to draft you.",Speech, 
"Mr. Castle","I will yield back my time, maybe in the hopes of actually hearing a witness.",Speech, 
"The Chairman","The other two listed aren't here. I have 2 minutes from Mr. Green, and we can proceed. The gentleman from Texas is recognized for 2 minutes.",Speech, 
"Mr. Green","Thank you, Mr. Volcker, for being here. Mr. Volcker, sir, you are a sage, and we welcome your attendance. I eagerly anticipate what you have to tell us. You have shepherded this country in some very difficult times, and I think you should be commended for your history of being there when your country needed you. I want to concur with the ranking member when he talks of ``too-big-to-fail'' because quite candidly, I agree. ``Too-big- to-fail'' is the right size to regulate, but it is also the right size to prevent from becoming ``too-big-to-fail,'' and it is the right size to put in a position such that we can wind it down without costing the taxpayers any dollars. The idea is not to bail out ``too-big-to-fail,'' it is to put those that may be ``too-big-to-fail'' in such a position that we can wind them down and not allow another AIG to prevail. That is what it is really all about. We also want to do this. We don't want to put ourselves in a position where we are designating by way of a list. We want to regulate such that we don't have to designate. As a company, AIG starts to become so large that it may fail, we want to start the regulatory process such that it won't get there, and if indeed it does by some accident, then we want to have a way to do what we do with banks in this country, and that is wind them down and not cost the taxpayers any dollars. Finally, this: There is, I believe, a desire on this side to work with persons on the other side to accomplish this mission. I am willing to work with the ranking member and anyone else who would like to put us in a position such that we don't ever have to deal with another ``too-big-to-fail,'' such that we will always have that safety net to protect the American economy. Nobody was bailing out AIG. We bailed out the American economy, and in fact we were bailing out the economy on a global basis as well. I thank you for your sage advice and look forward to hearing from you. I thank you, Mr. Chairman",Speech, 
