"Speaker","Speech"
"Chairman Watt","Unfortunately, we have been notified that we will have a series of votes, four or five votes pretty soon, so we are going to try to get as far as we can into the process. I am going to go ahead and get started. Let me call this hearing of the Subcommittee on Domestic Monetary Policy and Technology to order. Without objection, all members' opening statements will be made a part of the record, and I will recognize myself for an opening statement, which I will try to get in before we get called for votes, and maybe we can get the opening statements in before we get the call to the Floor. This hearing is entitled, ``Regulatory Restructuring: Balancing the Independence of the Federal Reserve in Monetary Policy With Systemic Risk Regulation.'' Our current regulatory system, created largely as a response to the Great Depression in the 1930's, has proven ineffective and outdated at preventing and addressing the financial crisis we are currently experiencing. Recognizing this, the President recently put forth a proposal for comprehensive financial regulatory reform. This hearing will examine one aspect of that proposal, the part that proposes to delegate to the Federal Reserve Board new powers, including the power to serve as the systemic risk regulator for all large, interconnected financial firms. As the systemic risk regulator, the Federal Reserve would be empowered to structure and implement a more robust supervisory regime for firms with a combination of size, leverage, and interconnectedness that could pose a threat to financial stability. This hearing will examine whether and how the Fed could perform and balance the proposed new authority as systemic risk regulator with its current critical role as the independent authority on monetary policy. While recent events have caused many to reevaluate and question the role and the extent of independence accorded to the Federal Reserve, the Fed's independence from political influence by the Legislative and Executive Branches of Government has long been viewed as necessary to allow the Fed to meet the long-term monetary policy goals of low inflation, price stability, maximum sustainable employment, and economic growth. Most central banks around the world, including the Federal Reserve, the Bank of England, the Bank of Japan, and the European Central Bank, have had a strong tradition of independence in executing monetary policy. Many scholars and commentators agree that an independent central bank that is free from short-term political influence and exhibits the indicia of independence, such as staggered terms for board members, exemption from the appropriations process, and no requirement to directly underwrite government debt, can better execute the long-term goals of monetary policy. The important question that our hearing today is focused upon is whether the Fed can maintain its current role as the independent authority on monetary policy, and take on a new role, a significantly new role, as the systemic risk regulator. Some scholars and commentators argue that the Fed is uniquely positioned to become the systemic regulator because it already supervises bank holding companies, and through its monetary policy function, helps manage microeconomic policy. Others argue that the Fed is already stretched too thin, and has strayed from its core monetary policy function, particularly by using its powers under section 13(3) of the Federal Reserve Act to purchase securities in distressed industries under existing emergency circumstances. As Congress and the President work to enact financial regulatory reform, it is critical for us to examine carefully the extent to which proposed new rules may conflict with existing roles and whether the Fed can effectively juggle all of these roles while performing its vital function as the Nation's independent authority on monetary policy. For our economy to function effectively, the Fed's monetary activities, such as open market operations, discount window lending, and setting bank reserve requirements must be independent and free from political influence. We need to get a clear handle on the extent to which the Administration's proposals could compromise or interfere with what the Fed already is charged to do. I look forward to learning more about how and whether the Fed can effectively carry out additional regulatory responsibilities while maintaining its current role as the independent authority on monetary policy. I now recognize the ranking member of the full committee for 4 minutes, Mr. Bachus from Alabama."
"Mr. Bachus","I thank the chairman. Mr. Chairman, I don't think there is anything that is in such sharp contrast as the Administration's proposal for the Fed's role and that of the Republicans in the House. We particularly object to what we see is allowing the Fed to become a permanent bailout agency. We believe that is most troubling, and we believe if that is allowed to happen, they will sacrifice their independence. It is absolutely impossible to make them an independent agency and allow them to function as they are and yet give them the opportunity to guarantee or loan billions of dollars without substantially increasing their accountability and transparency. But I do thank you for holding this hearing. Whether regulatory power and sweeping new powers really should be centralized and given to the Federal Reserve at a time when our country is facing unprecedented fiscal, economic, and monetary policy challenges, we believe, is very problematic. We have some foremost experts, Governor Kohn and our second panel, so we look forward to the testimony. During the past 2 years, we watched as the Federal Reserve has responded to dislocations in the financial markets with far-reaching interventions in virtually every corner of our economy. To confront the crisis, the Fed has used its emergency authority to bail out failing institutions--we believe, particularly with AIG and others, but particularly with AIG and with some of the auto companies, this was unwise--to provide loans and loan guarantees; to revive the credit markets, which I think has had success; and lowering the target Fed funds rate almost to zero; and more than doubling its balance sheet. Regardless of how one views these extraordinary Fed actions, I think we all agree that as we go forward, we do need a more transparent institution with a more clearly defined role. Republicans believe that the Fed's core mission--and I stress this--is to conduct monetary policy and that mission will be seriously undermined if its supervisory responsibilities are dramatically expanded, as proposed in the Obama Administration's White Paper. Indeed, the proper role of the Fed represents, as I said, the critical difference between the Administration's proposal, which would statutorily bless what we consider an unwise cycle of bailouts, picking winners and losers, and obligating the taxpayers from our plan, which does none of those things. The Administration would reward past regulatory and monetary policy mistakes by giving the Fed the preeminent role in regulating the financial system and determining which financial institutions are ``too big to fail.'' This stretches the Fed's resources; I think we all agree on that. It complicates its ability to carry out monetary policy functions at a time when our country faces crippling--well, let me say this: I believe if we continue to do these things, continue to have stimulus packages and deficits, we are going to have crippling inflation. And I think the Fed will have its hands full dealing with inflationary pressures without being distracted and overextended by these new powers. The Republican plan would therefore relieve the Fed of some of its current regulatory responsibilities and allow it to focus on monetary policy missions. So thank you very much, Mr. Chairman. But most importantly, I am going to close by saying we need to end the bailouts in which the Fed has been instrumental, I think, in carrying out over the last 18 months, and I mean the ad hoc bailouts of individual institutions. Thank you."
"Chairman Watt","The ranking member of the subcommittee, the gentleman from Texas, Mr. Paul, is recognized for 4 minutes."
"Dr. Paul","Okay. Thank you, Mr. Chairman. And welcome, Chairman Kohn. I am delighted you are holding this hearing today because it deals with a subject that I have talked about for many years, and--we have had earlier discussions, and the Fed's position, of course, is that they do reveal a lot of information. And even in the testimony that we will hear today, they still argue their case for exceptions, the argument being that they don't want the independence of the Fed threatened and they don't want it to be politicized. Well, a lot of us think of independence--we put another word in there automatically, that means ``secret'' and ``clandestine'' and ``serving special interests.'' It is a nice word--independence. But politicize, there is no goal, I don't have a goal of making it political other than the fact that the whole system deserves political attention, and yet it gets so little attention; it has not had much attention over these many, many years. But there is good evidence that it has been politicized already. There have been journal articles written and books written about how the Fed has been influenced by the Presidents over time, and that when a reappointment time was coming up, policies were designed to serve certain Administrations. And so I would say that to argue the case that it should never be politicized is, you know, an argument against what we have, because it has been known to be politicized. One other point I want to strongly make is, the bill that I have offered, H.R. 1207, has been challenged at times, and I think it is justified to at least question; and that is, how much would my bill affect monetary policy? And it doesn't. It doesn't affect it in any way whatsoever. We are not looking for the Congress to run monetary policy. We just want to know what is going on and why and the discussions. Why wait 5 years to hear the debate? There is a strong argument made that the sooner the markets know what you are thinking and what you are doing and what the plans are, the better off you are. When I first came to Congress, we weren't even allowed to know what the targets were going to be, and the markets-- immediately after the meetings, they agitated, what are they doing? They figured it out, and all of a sudden they started announcing it. It wasn't the end of the world, yet they argued, well, no, you are not allowed to know. There is a strong argument now that the more we know about what has been going on in this last year, the more it would have helped the markets. It is the unknown. And that is why we need a much more open Fed. And the people are demanding it. They want transparency. ``Transparency'' is a good word, but to say that a little bit of transparency is good, but we can't have a lot of it, there are certain things we don't want you to know--what we are doing when we are talking to foreign central banks, foreign governments, international organizations; what kind of agreements do we have with the IMF? We have an obligation, a moral obligation, here in the Congress to know exactly what the agreements are. And we are not doing this to preempt anything. This is the reason why the support for this bill that I have is now up to 255, and it is across-the-board--liberals, conservatives, progressives, populists, libertarians, they are supporting this because--and there is no agreement among those groups of what monetary policy ought to be. They don't want to make it a political football. They are not asking for Congress to participate in FOMC meetings, but to know what the strategy is and what the plans are. That is legitimate information, and we shouldn't be afraid of it. We shouldn't be afraid of the truth. There have been arguments over the years made about transparency. And I can give quotes--and may later--quotes from Alan Greenspan, how important. And when you look at those quotes generically, they are very, very good. But when it comes down to the bottom line, they say, well, we want you to know what is going on on the unimportant things, but when it comes to the important things, we want secrecy. I yield back."
"Chairman Watt","I thank the gentleman for his opening statement. The gentleman from Delaware, Mr. Castle, is recognized for 1 minute."
"Mr. Castle","Well, thank you, Mr. Chairman. I have sort of enjoyed these opening statements because I happen to agree with all sides and all positions being taken by everybody. And let me just say, Mr. Watt, that I agree with you. I think you have asked the basic, right question that a lot of us are concerned about, and that is, can the Federal Reserve maintain its role in shaping monetary policy at the same time that it is expanding itself is to cover systemic risk in this country? I think that is a very serious question that needs to be answered, and I certainly couldn't answer it now. I don't know if we can get that answer today, but we need to continue to work on that. But I would add another element to that, and that is all the bailouts, whatever you want to call them, that have been going on beyond just the monetary policy issue under Section 13(3). I mean, there is a lot of money that the Fed, without any constrictions from the Congress, has been putting forth to help these various entities. And I am not necessarily being critical of that, but I am very concerned about the role of the Fed and how it has expanded. I happen to agree with Mr. Paul. Mr. Paul and I don't always agree, but I happen to agree with him with respect to his legislation and with the idea that we do need more transparency from the Fed. I think that would help a lot of us in terms of understanding and perhaps embracing some of this. I think his legislation, which I believe is H.R. 1207, is actually very positive legislation. I think it is interesting to see the number of cosponsors that he has. I think a lot of other people feel that perhaps the time has come for the Federal Reserve to be more transparent in terms of what it is doing. But I think we need a clear, coherent vision of exactly why the Federal Reserve would be the right choice if we are going to have a systemic risk regulator, which I happen to believe in conceptually. But I am not 100 percent sure that the President and others who advocate this have targeted the right source to do it, and hopefully we can start to work that out today. Thank you, Mr. Chairman. I yield back."
"Chairman Watt","I thank the gentleman for his opening statement. The rules provide for 10 minutes per side for opening statements. The Republican side has 1 more minute, so I am going to yield it to Mr. Paul."
"Dr. Paul","Thank you, Mr. Chairman. I probably won't use the entire minute, but it gives me my opportunity to quote Alan Greenspan. In a speech in 1996, Alan Greenspan was addressing this subject, and he said, ``If we are to maintain the confidence of the American people, it is vitally important that the Fed must be as transparent as any agency of government. It cannot be acceptable in a democratic society that a group of unelected individuals are vested with important responsibilities without being open to full public scrutiny and accountability.'' And I know those terms are general, and he probably might disagree with a little bit of my bill, but those are good words. And I am just carrying through on that because I think it is so important for the American people to know. I mean, the protectors of the value of our currency are all powerful, and we need to know everything conceivable about how that policy is designed. We don't want to set the policy, but what we want to know is how it has been done and whose interests are being served."
"Chairman Watt","I thank the gentleman for his opening statement. I thank all parties for their opening statements. Mr. Perlmutter is here. He is not a member of the subcommittee. We welcome him. I haven't recognized him for an opening statement, but we are going to proceed without recognizing him for an opening statement. We are delighted today to have on the first panel the only witness, Mr. Donald Kohn, the Vice Chairman of the Board of Governors of the Federal Reserve. Without objection, Vice Chairman Kohn, your written statement will be made a part of the record, and you will be recognized for 5 minutes to summarize your testimony. I now recognize you for your statement. "
"STATEMENT OF DONALD L. KOHN, VICE CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"," "
