Speaker,Speech
The Chairman," The hearing will come to order. The photographers will disburse.
    This hearing convenes with Chairman Bernanke. We had a hearing earlier with the regulators. We had Treasury Secretary Geithner, and then we had the other regulators, the bank regulators. We were not able to have Chairman Bernanke at that time because the Federal Open Market Committee was meeting. And so this now completes the--oh, I don't know--30th or 40th round of hearings that we have had in general.
    We will be proceeding to more legislative hearings. We had one, as members know, yesterday on consumer affairs, and then Mr. Kanjorski convened one on various aspects of the Capital Markets Subcommittee's jurisdiction, including the rating agencies.
    We will be going forward on Tuesday with a hearing on a draft that will be released today on enhanced investor protections and market integrity protections for the SEC. It will deal with requirements of hedge funds and private equity and other pools of capital to register.
    Let me say in advance, because I like to avoid flurries, if there can be, we on the Majority side, and I believe members on the Republican side as well, are fully supportive of the law of venture capital, and we do not plan to treat venture capital the same way we treat hedge funds. There are, obviously, definitional differences. But I think members will see in the draft an appropriate regard for the role of venture capital, and we are working in consultation with people in the venture capital field. I do not think there will be anything in there that they will regard as hindering them and that will interfere.
    Otherwise, there will be significant increases in consumer protections in terms of registration requirements, in terms of duties imposed on broker dealers, etc. That will be a legislative hearing, but this is the last of the hearings in which we will hear in general from the regulators.
    Mr. Bernanke, we welcome you, and, as I noted previously, this is probably, I guess, the 39th time in this Congress that we have had representation from senior members of the Federal Reserve, yourself more than anyone else, but the Vice Chair and other members of the Board of Governors, Ms. Duke, for instance, and Mr. Cohen and Mr. Alvarez and others. So we appreciate it.
    I now want to begin the clock, please. I will take 4 minutes. The gentleman from North Carolina will take 4 minutes. We have an 8-minute time rule for Cabinet-level people.
    I want to talk about what seems to be an anomaly in some of the discussion on the Consumer Protection Agency. The Federal Reserve has been subject to a lot of criticism, much of which I think has been unfair, because I think they stepped in at the request of, first, the Bush Administration, and now the Obama Administration to fill some gaps.
    Going forward with the support of Chairman Bernanke and others, we will be filling some of those gaps so that the role that the Federal Reserve has played over the past year will change--not that this is a criticism of what they did, although people don't have to agree with every aspect of how they did it--but it is a recognition that there are better structural ways to do it. It is the not the Federal Reserve's fault that it was the only institution that could do certain things. That means we will be putting some limitations, as the Chairman has agreed should be done, not, as you know, that is necessary for us to go forward, but it is helpful when we can be working in a cooperative way on the powers under section 13(3). We will make explicit that auditing will be fairly complete, with a couple of exceptions that protect market integrity.
    We have had debate and will have further debate about exactly what the role of the Federal Reserve will be in systemic risk regulation. There were some, myself included, who earlier this year thought the Federal Reserve would have a larger role than it looks like it will have, that it will be part of a conciliar structure.
    But there was one area which I am puzzled by. Because many of those who have been the most vociferous in their criticism of the Federal Reserve are resisting the bigger shift of power away from the Federal Reserve currently on the table, and that is in the consumer area. Those who object to the creation of a Consumer Protection Agency and insist on leaving consumer protection exactly where it now is statutorily, perhaps putting those who now have the power, the Federal bank regulators, into some kind of conciliar structure, but essentially leaving that distribution of power in place, are the great defenders of the Federal Reserve's power. Because the largest loser of authority when we take consumer affairs away from the existing bank regulators and put it in the consumer agency is the Federal Reserve.
    We don't do that out of criticism of them, although I must say, prior to Mr. Bernanke, the record of the Federal Reserve on consumer protection was dismal. There has been an improvement, although I do know that in every case, actions taken by the Federal Reserve in the consumer area followed actions that were initiated in Congress, and in particular this committee, once we became the Majority in 2007. That is true with credit cards, it is true with subprime mortgages, it is true with overdrafts, and it is true with formulating a code of unfair and deceptive practices.
    But the fact is that if you look at the current arrangement of power involving consumer protection in terms of mortgages under HOEPA, in terms of credit cards, in terms of overdrafts, the largest single agency in the bank regulator field doing consumer protection is the Federal Reserve. And those who resist taking consumer protection powers and putting them into a separate agency are de facto the greatest defenders of the Federal Reserve power now around. Because we have a consensus on auditing, I believe. Some details might be debated. We have a consensus on limiting the powers under 13(3). I think we will have a consensus on the role or a very large degree of agreement on its role in systemic risk.
    So the one issue that now appears to be debated between us is, do we leave the Federal Reserve with the single largest chunk of consumer protection powers or do we move it, as I think is appropriate, to a better agency?
    The gentleman from Alabama.
"
Mr. Bachus," Thank you, Mr. Chairman.
    First of all, Mr. Chairman, let me respond to say that we do not object to consumer protection being removed from the Federal Reserve. What we do object to and what we strenuously think would be a mistake is what you do with consumer protection, and that is you vest it in a new government agency and you give it tremendous power not only to protect the consumer, but you also give it power to design financial products. You give it power to dictate terms on financial agreements. You give it power to limit choice. You give it power to restrict competition. And by giving it the power to approve new products, you completely stifle innovation.
    America didn't get to be the largest economy in the world, 3 times bigger than the next biggest economy, by taking away individual choice, by stifling innovation, and by putting government in the business of managing financial services and making choices for both institutions and individuals.
    So I am sorry that we have had a miscommunication, but our objection is that you have a tremendous shift of responsibility from individuals and institutions to the government.
    We also object and, Chairman Bernanke, we have strenuously objected to something else, and that is vesting in the Federal Reserve the right to bail out individual non-bank financial institutions. We believe that the FDIC has the power to resolve banks through their statutory authority, but we think that is to protect depositors and not to protect the bank, its shareholders, or to protect it from risky investors.
    Now in the remaining time I have left, let me tell you something else that we have a great unease about.
    I believe it was in March of last year, not September, that I had conversations with you and Secretary Paulson; and at that time, you actually expressed tremendous concern about the overextension of debt and of leverage. And I think there was a real concern on the part of a lot of people, whether this deleveraging and constriction of debt could be done in an orderly way. So there was some forewarning of what we saw in September, I think, starting with Bear Stearns.
    But, I am not sure that even until this very day we have identified exactly what caused the events of last year and how to address it. Instead, we have had, almost with light speed, the Obama Administration propose a sweeping change in financial regulation, which includes and continues to include as late as this month the possibility that the Treasury would spend a trillion dollars to bail out another non-bank financial institution.
    Chairman Volcker--former Chairman Volcker--said he had extreme concern over that. He felt like it was a mistake; and we, as Republicans, do, too. We simply do not believe the government ought to be in the bailout business of nonfinancial--non-bank financial institutions.
"
The Chairman," The gentleman's time--
"
Mr. Bachus," Thank you, Mr. Chairman.
"
The Chairman," The gentleman from North Carolina is recognized for 4 minutes.
"
Mr. Watt," Thank you, Mr. Chairman, and welcome back, Chairman Bernanke.
    I want to first express delight at the change of just some basic things related to the Federal Reserve under your chairmanship. I quite often tell the story that after being on this committee ever since I came to Congress and seeing it have jurisdiction over the Federal Reserve, not only did I not understand anything the former Chairman said in his testimony, but I couldn't tell my constituents where the Federal Reserve was located until you became the Chairman of the Federal Reserve and invited a number of us over to a discussion with you. That, in and of itself, was an indication to me that it was a new day at the Federal Reserve, and I would have to say that since that time, there has been an ongoing willingness to open the Federal Reserve from the mystique that both the language and the appearance the Federal Reserve had under the prior Chair and the actual operations of the Federal Reserve.
    And in that connection, I want to compliment the witness, Mr. Alvarez, who is sitting behind you, whom you sent to the last hearing about the proposed bill that Mr. Paul has authored regarding the audit of the Federal Reserve. I think we made substantial progress toward putting information in a public record based on that hearing that will both educate the public about what the Federal Reserve does and the changes that have been made in transparency and accountability at the Federal Reserve and what needs to be done legislatively as part of regulatory reform to memorialize that in legislation. And I think we will come to a resolution that I am honored to say that the Chair has given me the primary authority for in my subcommittee. So I think we are going to work through a resolution of that.
    I hope we can also work through a resolution in regulatory reform of this whole consumer protection issue. Because I think there are some things in your testimony this morning that when I get back to question you about will help us really put that issue in perspective in a much more public and transparent way. And so I welcome you back to this hearing and I look forward to working with you on both the audit issue and on the consumer protection issue, as well as the systemic risk and other issues that we are trying to resolve during this regulatory reform debate.
    Thank you, Mr. Chairman.
"
The Chairman," The gentleman from Texas is recognized for 2 minutes.
"
Mr. Hensarling," Thank you, Mr. Chairman.
    Over the past couple of weeks, the media has been replete with 1-year anniversary stories of historic bailouts or economy recovery actions by our Federal Government. Before deciding on how we best proceed with financial markets reform, we would do well to learn the lessons of the good, the bad, and the ugly.
    First, the good: Within months of intervention, there is no doubt that credit spreads returned to more normal levels. Equity markets have clearly risen appreciably, and the panic we felt last September has subsided.
    Then, the bad: Our economy continues to contract in the face of massive government intervention. Too much private capital remains on the sidelines. After the passage of the Administration's $1.2 trillion stimulus bill, 3 million of our fellow countrymen lost their jobs, and our Nation suffers from the highest unemployment rate in a quarter of a century. And I remind all there is no such thing as a jobless recovery. No jobs, no recovery.
    And finally, the ugly: This orgy of spending has brought our Nation its first trillion dollar deficit, and our national debt will triple in the next 10 years. According to the Special Inspector General for the TARP program, the taxpayer is now on the hook for up to $23.7 trillion or $202,940 per household.
    The government's continued bailouts of Fannie Mae, Freddie Mac, AIG, Chrysler, GM--the list goes on--now hamper our economic recovery and threaten to institutionalize us as a ``bailout nation'' with no visible exit strategy in sight.
    There remains a huge difference between adding emergency liquidity to a panicked financial system and bailing out individual non-bank firms fortunate enough to be designated ``too-big-to-fail.'' Under the latter policy, the big get bigger, the small get smaller, the taxpayer gets poorer, and our children get saddled with the mother of all debts.
    Clearly, there is a better way. Reforms are needed. But the best way to end taxpayer bailouts is to end taxpayer bailouts.
"
The Chairman," The gentleman from New Jersey is recognized for 2 minutes.
"
Mr. Garrett," I thank the chairman for holding this hearing, and I welcome Chairman Bernanke back again to the committee.
    I note in the Chairman's testimony you continue to advocate that the Federal Reserve should be given authority for consolidated oversight for all ``systemically important financial institutions.'' And, quite candidly, I do have a number of concerns about this proposal, many that I have expressed before. Among them, first of all, specifically designating institutions as systemically critical leads to unfair competitive agendas, disadvantages, increased moral hazard, and makes it more likely such institutions will be considered ``too-big-to-fail.''
    Secondly, the Federal Reserve already has consolidated supervision over many of the large bank holding companies, including Citi and Bank of America, which the Federal Government has pumped billions of dollars into due to the fact that such consolidated supervision apparently failed in the past.
    Furthermore, Fed policy itself--that is, keeping interest rates too low for too long, primarily before you were here--was one of the major factors leading to this crisis.
    I am not alone in my concerns about the Fed as a systemic regulator. There seems to be a universal distaste for the Fed in such a role on the Senate Banking Committee. Such a political reality would seem to make it less likely that the House would confer such new powers on the Fed either. And as has been stated previously, rather than give the Fed additional powers, Republicans on the committee have proposed as part of a reform plan that the powers of the Fed be focused primarily on monetary policy and others be reduced.
    So preventing future taxpayer-funded bailouts is a primary aim of the GOP plan and is also the primary aim of a piece of legislation I plan to introduce later today that will call for raising the minimum downpayment for the FHA loans as well as a study to examine what is an appropriate leverage ratio for the FHA. There have been increasing reports of a likely necessity of a taxpayer-funded bailout for the FHA, and this legislation aims to implement--
"
