Speaker,Speech,Type,Comments
"The Chairman","The hearing will come to order. Sometimes, we have hearings to find things out. That's not the unvarying reason why we have hearings, but sometimes we actually have hearings because we want to learn things. For me, this is one of those times. There is a great disparity I have encountered between the overwhelming consensus that we do not like the effects of ``too big to fail,'' and what to do about it. It is a concept, it seems to me, more easily denounced than dismantled. And we, I think, have broad agreement in this committee that it's not a good thing and it's not helpful for a number of reasons. And, you know, we are open to ways to deal with it. There are ways to deal with it indirectly and directly, but this is legitimately and we have a panel today unlike many of our panels. It does not consist of practitioners, people in the financial industry, consumer advocates. It's as near as we can see people with good analytical skills, and I mean this literally. I think there is a great eagerness on the part of my colleagues to figure out what's the most appropriate way to deal with ``too big to fail,'' and we are here to listen. The gentleman from Texas.",Speech, 
"Mr. Hensarling","Thank you, Mr. Chairman. I am curious, and I too want to listen to our witnesses very carefully. I'm not sure I have been convinced of the proposition of ``too big to fail,'' and if I have I haven't quite convinced myself that the cure is not worse than the illness. I'm not completely convinced we're not kicking the economic calamity can down the road for future generations to deal with. Now, back in the circumstances of last September and October, I believe there was fairly universal thought that Congress needed to act. Clearly, we disagreed on the plan on how best to do that. Even as a fiscal conservative, I was willing to put the full faith and credit of the United States on the line in what I perceived to be one of the first truly emergency situations I had seen since coming to Congress, although I hear the phrase every single day that I serve. But as I look closely at firms that may be designated supposedly as too big to fail, the two that come to mind are certainly Fannie Mae and Freddie Mac. Again, these were creations not of a competitive market, but creations in a government laboratory that never would have existed in a competitive market. And so I guess I'm convinced that government can create firms that some may view as too big to fail, that can create systemic risk, but I'm more convinced that there aren't more systemic events than there are systemic firms. And I'm not sure as this Nation has followed down the line of bailout mania that we necessarily have a whole lot to show for it. As we wake up today, we know since January that 2\1/2\ million more Americans have lost their jobs. We have, I believe, 9.5 percent unemployment. We're looking at the highest unemployment rate in a quarter of a century, and I feel that bailout begets bailout. Once we got away, for example, on TARP being about financial stability, bailing out Chrysler, bailing out GM, many of us said, we're going to throw good money after bad. They're going to end up in Chapter 11 anyway, and roughly $80 billion taxpayer dollars later, guess what? They did. You know, how is that fair to Ford who actually had to take on more debt to try to survive? And so, you know, to what extent is it even fair? To what extent is it even smart once you go down the road to start bailing out these firms? And so many of us fear, and I have introduced legislation, that TARP is now, regardless of its noble design back in September, October of last year, has morphed into a $700 billion revolving bailout slush fund that frankly is doing more harm to the economy than good. Now, I do want there to be an opportunity for large financial firms that fall into financial distress to be resolved and resolved quickly. That's why in the Republican financial markets reform bill there is a provision that would create in the Bankruptcy Code a new Bankruptcy chapter to do just this. But, you know, you have to ask yourself the question: Should it be the policy of the Federal Government to necessarily reward bad business models at the expense of good business models? And, by the way, apparently CIT was not necessarily on the Administration's list of ``too big to fail'' when apparently Uncle Sam wouldn't give them a bailout. Lo and behold! Look what happens. The market comes through. Isn't that interesting? You know, instead of CIT, maybe we should say see, I told you so. Maybe you ought to give private investment an opportunity to work. Again, bailout begets bailout. It keeps private investment on the sidelines. I'm convinced that it is hampering our economic growth. It's hampering our job creation, and I still look for the proof point that there are firms that are too big to fail, and that somehow by putting all this taxpayer liability exposure on the line, we're going to end up doing ourselves more good than harm. I'm not convinced of it, I don't think the American people are convinced of it, and so what do we have? We have a nation of bailout mania, trillions of dollars of debt. I think there's a better way. I yield back the balance of my time.",Speech, 
"The Chairman","The gentleman from California is recognized for 3 minutes.",Speech, 
"Mr. Sherman","Thank you, Mr. Chairman. Some say too big to fail, some say too interconnected to fail. Some of my constituents just think it's too well- connected to fail. We need to design a system for the future that is bailout free. I was disappointed when the Secretary of the Treasury testifying about derivatives said in effect by not answering my question that we should continue to allow derivatives to be written today, that he reserves the right to seek to bail out tomorrow. We need to return to an economic system where bailout is not a possibility. We need to make sure that the resolution authority is extremely clear that it is not bailout authority. And we were still faced with this issue of what is too big to fail. Too big to fail means too big to exist. We cannot put the taxpayer in a position where entities are allowed to grow in their complexity or their size to the point where they can hold the American taxpayer hostage, and say, we're going to take risks. And if these risks turn out badly, you have to bail us out or the entire economy will suffer. The solution is obvious: Prevent risks from being taken that endanger the entire economy. Now, we will be told that taking all these risks is somehow wonderful for the overall Wall Street system. I don't think the American people want to hear it. They want no bailouts in the future; no possibility of bailouts in the future; and they want a system designed where everyone on Wall Street and everyone in Washington can say no bailouts ever. And if that means that our banks have to be smaller than their foreign competition, that is something I think the American people are ready to accept. So let us talk about breaking up those that are too big to fail before we talk about bailing them out, and hopefully we can, through better capital reserves and better regulation, eliminate both possibilities. Thank you.",Speech, 
"The Chairman","The gentleman from California for 2\1/2\ minutes, Mr. Royce.",Speech, 
"Mr. Royce","Thank you, Mr. Chairman. I would like to thank the witnesses for coming here today to testify, and a special thanks to Peter Wallison from AEI who for years warned about the systemic threat posed by the Government-Sponsored Enterprises Fannie Mae and Freddie Mac. I got to know Peter back in the old days when he was raising these concerns. Eventually, the Federal Reserve itself became convinced that Peter was absolutely right, and in about 2004, they began to warn on what he was warning that this represented a systemic threat to the financial system, not just here in the United States, but worldwide at one point, the Fed Chairman said. You know, for years there was this belief that should Fannie and Freddie run into trouble, the Federal Government would support them. After all, they had a line into the Treasury. They were Government-Sponsored Enterprises, and as Peter was warning, that perception allowed Fannie and Freddie to borrow at rates normally reserved for branches of the Federal Government, to take on excessive risk, and produce profits for shareholders and executives while they crowded out their competition. This was normally the result of when you have a government subsidy, this was the consequence. Well, the Federal Government had to step in to save Fannie and Freddie, and this could end up costing taxpayers $400 billion before it's through, besides the effect that it had on the housing market, the collapse of the housing market. Additionally, the Federal Government is taking drastic steps using trillions of dollars to prop-up failed institutions because it was believed these institutions were too big to fail. One of the most unfortunate consequences of the massive move to provide public assistance is that moral hazard may become more deeply imbedded in our financial markets. We can and should take steps to eliminate the need and possibility of official bailouts in the future by avoiding labeling institutions as systematically important and providing an enhanced bankruptcy procedure to deal with non-bank financial institutions as an alternative to the course that we seem to be on. And this will provide clarity to the market. It will reduce the perceived government safety net, and lessen the moral hazard problem that has been created in recent months. In terms of the problems we're going to deal with looming in the future, I think we have to take lessons from the mistakes made. And this panel here today I think will give us an opportunity to discuss just such issues. Thank you, Mr. Chairman.",Speech, 
"The Chairman","The Federal requests, we have a couple. And I just want to comment in the meantime that some of the members have a different view of this hearing than I do. We have heard very eloquent arguments against bailouts. Yes, that's what this hearing is for, to see how we can avoid pressures to do them. This is not a case where it is an assumption that we're going to have these large institutions and then figure out what we do if we get into trouble. Yes, precisely our role is to try to avoid the situation that the Bush Administration faced as it felt with regard to Bear Stearns and with regard to Lehman Brothers and Merrill Lynch and AIG. All those happened under the Bush Administration, committed to free enterprise, but they felt that the consequences of the failures there would be disastrous. They had four different ways of dealing with them, none of them satisfactory to a lot of people, including themselves. So that is precisely the point of this hearing, so that one, you make it much less likely that there will be institutions in that situation, because of capital requirements and other things. And, two, that if you do get to that, there are ways of putting them down much less disruptively and much less expensively. So, as I said, this is not a reply of last year. It's enough to try and stop it. Mr. Garrett of New Jersey for 2\1/2\ minutes.",Speech, 
"Mr. Garrett","I thank the chairman. I thank all the members of the panel as well, and specifically Mr. Mahoney, because I'm just going to steal a little of your thunder because I think you made a good point in your remarks. Mr. Mahoney is the dean of University of Virginia law school, and in your remarks of which you'll go into more detail--but I just want to point this out--you say what approach that is used--I think which is a Republican approach-- believes that it was a mistake to bail out creditors of failed institutions when Bankruptcy proceedings were a tried and true alternative option. And this school of thought believes that policymakers should make it clear going forward that these mistakes will not be repeated and take steps to limit Treasuries and the Federal Reserve's ability to commit funds to failed institutions in the future. So, I would just say that I think this approach is basically in a nutshell what the Republican Financial Service Reform Plan is all about. The other approach is to concede that the government will not refuse to bail out certain large institutions and attempt to take steps to deal with their risky behavior, as the chairman just said. But, you know, if regulators fail to adequately limit their behavior, then a formal bailout framework would have to be set up in the meantime, and firms will be bailed out in a manner of course. So as I say, the Administration's plan basically follows this blueprint. The Administration's approach is premised on the anticipation that regulatory oversight would compensate for misaligned incentives. But we know time and time again, regulators have proved to be high on the curve and unable to keep up with the practices of companies that are tasked with regulating. So we don't need to make their job any harder by encouraging destructive behavior to misaligned incentives. I do believe that the Republican plan is preferable, because it is based on a more sound premise. It would reduce moral hazard, because companies and creditors and counterparties would be responsible for the costs associated with their failures, not the taxpayers. And when companies and creditors have their own money on the line rather than other people's money, sounder decisions are made benefiting the entire financial system. You saw what happened when Fannie and Freddie profits were privatized and risks were socialized. We don't want to repeat those mistakes time and again by following the Administration's proposal, which would create a whole privileged class of new Fannies and Freddie while institutionalizing an entire regime that would lead to expected and actual future bailouts. These would be bailouts that were paid for by the American taxpayer and smaller financial institutions, those that wouldn't even benefit from the government's ``too big to fail'' are premature in the first place. I thank you, and I thank Mr. Mahoney.",Speech, 
"The Chairman","We will now begin with Alice Rivlin.",Speech, 
"Ms. Rivlin","Thank you, Mr. Chairman. I am really glad you're holding this hearing to focus on the question of systemic risk and how do we avoid getting into this situation again; and, as you pointed out, I don't think anybody wants more bailouts ever if we can avoid it. I think that requires focusing on prevention. How do we fix the financial system so that we don't have these perfect storms of a huge bubble that makes our system very prone to collapse? And then if this does happen, how do we make it less likely that we would have to resort to bailing out institutions? So I think the task before this committee is first to repair the regulatory gaps and change the perverse incentives and reduce the chances that we will get another pervasive bubble. But, however, hard we try to do this, we have to recognize that there's no permanent fix. And I think one concept of systemic risk, what I call a macro system stabilizer that we need is an institution charged with looking continuously at the regulatory system at the markets and at perverse incentives that have crept into our system. Because whatever rules we adopt will become obsolete as financial innovation progresses, and market participants find around the rules. This macro system stabilizer, I think, should be constantly searching for gaps, weak links, perverse incentives, and so forth and should make views public and work with other regulators and Congress to mitigate the problem. Now, the Obama Administration makes a case for such an institution, for a regulator with a broad mandate to collect information from all financial institutions and identify emerging risk. It proposes putting this responsibility in a financial services oversight counsel, chaired by the Treasury with its own expert staff. That seems to me likely to be a cumbersome mechanism, and I would actually give this kind of responsibility to the Federal Reserve. I think the Fed should have the clear responsibility for spotting emerging risks, and trying to head them off before it has to pump trillions into the system to avert disaster. The Fed should make a periodic report to the Congress on the stability of the financial system and the possible threats to it, similar to the report you heard from Mr. Bernanke this morning about the economy. It should consult regularly with the Treasury and other regulators, but it should have the lead responsibility for monitoring systemic risk. Spotting emerging risk would fit naturally with the Fed's efforts to monitor the state of the economy and the health of the financial sector in order to set and implement monetary policy. Having that explicit responsibility and more information on which to base it would enhance its effectiveness as a central bank. I would also suggest giving the Fed a new tool to control leverage across the financial system. While lower interest rates may have contributed to the bubble, monetary policy has multiple objectives, and the short- term interest rate is a poor tool for controlling bubbles. The Fed needs a stronger tool, a control of leverage more generally. But the second task is one you have emphasized in your title, how to make the system less vulnerable to cascading failures, domino effects, due to the presence of large interconnected financial firms whose failure could bring down other firms and markets. This view of what happened could lead to policies to restrain the growth of large interconnected financial firms or even break them up.",Statement,STATEMENT OF ALICE M. RIVLIN, SENIOR FELLOW, THE BROOKINGS INSTITUTION 
