"Speaker","Speech"
"The Chairman","The hearing will come to order. First, I would like to note that last summer we saw the passing of the co-author of the Humphrey-Hawkins bill, Congressman Gus Hawkins. He was a Member of the House who had a very distinguished career. He was the predecessor of our colleague from California, Ms. Waters. But the significance of his achievement in structuring that bill, and in particular, giving equal weight to two very important mandates, the need to combat inflation and the need to maintain adequate employment--I think recent events have shown that to be quite wise. I contrast what I think has been the good performance of our Federal Reserve in meeting our needs with a performance that I think has caused more difficultly in Europe in the European Central Bank where they have only the single mandate. So I want to pay again tribute to the wisdom of Gus Hawkins and to the fidelity with which the Federal Reserve under this Chairman has carried out what can be a complicated and sometimes--it's a relationship with some tension. We meet today under the usual circumstances. For many years past, I have focused on the problems of income inequality in our society and the question about how we promoted growth without it adding to inequality. Both the current Chairman and his predecessor acknowledged that those were issues and expressed views about how to deal with them. We have from time to time convened when we were in the midst of a downturn, whether or not it is a recession is a somewhat academic discussion. That we are in a significant downturn with a very chancey near-term future is indisputable. What is interesting is the extent to which this is a very different kind of downturn. We don't have the classic cycle where there were excesses, too much inventory, etc. We are in a downturn, maybe a recession, maybe about to become one, in which the single biggest cause was excessive deregulation. The failure to understand that a vibrant, free enterprise system needs as a partner a public sector that understands how the market works, supports it, helps create the conditions in which the free market can flourish, but also provides a set of rules that diminish abuses. That this current downturn was caused by abuses in the loan market for residences is fairly clear. In the report, the Monetary Report that the Chairman presents, on page 3, part 2, ``The economic landscape after the first half of 2007 was subsequently reshaped by the emergence of substantial strains in financial markets in the United States and abroad, the intensifying downturn in the housing market and higher prices for crude oil. Rising delinquencies on subprime mortgages led to large losses on related structured credit products.'' Skipping over, ``Consequently, in the fourth quarter, economic activity decelerated significantly, and the economy seemed to have entered 2008 with little forward momentum.'' This is relevant for a number of factors. Yesterday in the hearing we had preparatory to this one, the very distinguished economist, Alice Rivlin, a former Vice Chair of the Board of Governors, said this year in your hearing, monetary policy will not be as important. It will be somewhat down on the list. And I think that is accurate. In the classical recession we have had, the role of monetary policy is fairly clear. Here we have this problem that the normal tools we use, including a stimulus package, which in its detail pleased no one, and was therefore able to pass, and I think will on balance be constructive in helping deal with the shortfall, and we have seen a reduction in interest rates. That is, monetary and fiscal policy have been as stimulative as you can expect in this time. And I support both of those directions, but they are not enough. We are faced with the need to deal with a very serious structural problem, the continuing flood of foreclosures. And this committee will be considering measures to deal with that. Let me note that in the absence of the subcommittee chairman, and given the significance here, I'm going to take the 8 minutes that we have. And I apologize to my colleagues, but not so much. We have a structural set of issues to deal with. And in this case, relying on fiscal and monetary policy alone won't be enough. Because unless we can deal with the specific structural problem caused by the deregulation more than anything else, and caused by excesses in the private sector, we will not be able to effectively deal with this situation. And in fact, if we were not to deal with this in a structural manner by trying to deal with foreclosures and with property on which there have been foreclosures, we would put too much of a strain on fiscal and monetary policy. It would not be appropriate to rely only on fiscal and monetary policy. So we will be trying in a variety of ways, and we have been talking to regulators, and I appreciate the cooperation we have gotten from staff at the Federal Reserve and the other Federal regulatory agencies. We may in the end have some differences, but there has been a cooperative effort to try and figure out how to deal with that. What is clear is that the ideology of deregulation is a large part of the cause of the problems we are in today. Indeed, in the mortgage market, it is clear. If you look at mortgages originated by the regulated entities, the deposit- taking institutions, subject to bank regulation, they have performed much better than those that came with very little regulation. And it wasn't simply that. What basically happened was that securitization, which has been a great blessing and a great multiplier of our ability to do things, replaced the lender- borrower discipline. We were told by the private sector that they had ways of replacing that, so that we would have a good deal of responsibility. We had risk management and quantitative models, and a whole range of other things. It turns out, when enough bad loans are put into the system because of the absence of the lender-borrower discipline, i.e., I'm not lending you the money unless I know you're going to pay me back, that some of these techniques did not contain the damage; they spread it. And the consequence has been a very serious, worldwide problem wherein the most significant economic troubles since at least 1998, and in America it is probably going to have more of a negative impact than then, and the single biggest cause was a failure for regulation to keep up with innovation. And of course it has had international consequences as well. We have a new export in America that had a big impact on the rest of the world--bad mortgages, which we exported and which caused economic problems elsewhere. So as we deal with this situation, it is important for us to continue to monitor monetary policy. We have already acted in the fiscal area. I believe that the Chairman and the Federal Reserve has acted appropriately with regard to monetary policy, but they could not be enough, given the cause of this. And what we need first of all is to deal with the problems that we have seen because of the failure to regulate, and we have to do something about the cascade of foreclosures that we still face, or we do not easily pull out of this problem. And we have to, once we have dealt with that, this committee will begin to work on that, think in cooperation with the regulators and the financial community and others what we do going forward so that we do not lose the virtues of securitization but we are able to diminish some of its abuses. The gentleman from Alabama."
"Mr. Bachus","I thank the chairman. Chairman Frank, I appreciate you holding this hearing on monetary policy and the state of the economy. And I thank you, Chairman Bernanke, for being here today and for your service to the country. You testified last July concerning the state of the economy and monetary policy. At that time we had a problem in one segment of our economy, and that was subprime lending. And as we all know, since that time, because of what we sometimes refer as interconnectedness of the markets, it has mushroomed into a full-blown credit crisis. We have unemployment inching up, although it is still at historic lows. It is still very good. We have factory orders and durable goods showing weaknesses, some weaknesses in retail sales, and obviously we are concerned about our credit card and auto lending markets because of the credit crunch. While economic activity and growth have clearly slowed, and while any threats to our economy should not be minimized, I don't believe anything has transpired over the past 7 months that distracts from the competitive strength of U.S. businesses and their innovativeness, and the productivity of American workers still remains very high. I think our workers are unrivaled in the world as far as their abilities and their productivity. Moreover, productive steps by the Federal Reserve and other regulators, combined with responses from the private sector and the natural operations of the business cycle, I believe will help ensure that the current economic downturn is limited in both duration and severity. I believe your aggressive cuts in the Fed funds rates and the recently enacted stimulus package will help. Although I believe it may not have the effect that many claim, I do believe that it does serve as a tax cut for millions of hardworking Americans, and it, too, will help. And all of those should begin to have a positive effect on our economy, I believe, by this summer--and I would be interested in your views--laying the groundwork for a much stronger second half of 2008 and sustainable growth in 2009. At that point, I believe the Fed's primary challenge, and we saw it, I think last week and this week, with the CPI and the PPI numbers, your challenge will shift from avoiding a significant economic downturn to containing inflationary pressures in our economy. Particularly when I go home, people talk to me about the hardship of high gas prices. That's something that I'm not sure any of us have much control over, short term. Long term, there are obviously things, including nuclear power that I have said many times we need to take full advantage of. One lesson we have learned from the subprime contagion is just how highly interconnected our financial markets are. The chairman in his opening statement mentioned a lack of regulation. We have a system of functional regulation where different regulators function in different parts of the market. I'm not sure that part of our problem is not that this sometimes almost causes overregulation, but there may be gaps in the regulation. And I wonder if that is in fact the case, there may be areas where the regulation needs to be strengthened or regulation needs to be coordinated better between different regulators, both State and Federal. As painful as the process and the challenges we have, I think it is pretty evident that we have faced our problems and that we are solving them. I think what we have done is far preferable to the kind of decay and denial that mark the Japanese response to their financial turmoil in the 1990's. And it's the reason I continue to have great confidence in the resilience of the American economy. Chairman Bernanke, in closing, let me say there is perhaps no other public figure in America who has been subjected to as much Monday morning quarterbacking as you have over the last 7 months. But I believe on balance, any objective evaluation of your record would conclude that you have dealt with an exceedingly difficult set of economic circumstances with a steady hand and sound judgment. With that, Mr. Chairman, I yield back the balance of my time."
"The Chairman","And next, the ranking member of the subcommittee, the gentleman from Texas, Mr. Paul, for 3 minutes."
"Dr. Paul","Thank you, Mr. Chairman. I ask unanimous consent to submit a written statement."
"The Chairman","Without objection, the gentleman and any other members of the committee who wish to submit written statements will be allowed to do so. There will be no need for further requests. We will have general leave for everybody."
"Dr. Paul","Thank you."
"The Chairman","And Chairman Bernanke's full remarks will be submitted as well."
"Dr. Paul","Welcome to the hearing this morning, Chairman Bernanke. Obviously, the world, and especially we in this country, have come to realize that we are facing a financial crisis, and I think very clearly it is worldwide. That of course is the first step in looking toward solutions, but I would like to remind the committee and others that there were many who anticipated this not a year or two ago when the crisis became apparent, but actually 10-plus years ago when this was building. The problem obviously is in--the major problem is obviously in the subprime market, but, you know, in the last--in one particular decade, there was actually an increase, in $8 trillion worth of value in our homes, and people interpreted this as real value, and $3 trillion was taken out and spent. So we do live in an age which is pushed by excessive credit, and I think that is where our real culprit is. But traditionally, when an economy gets into trouble, and they have inflation or an inflationary recession, the interpretation is always that there is not enough money. We can't afford this, we can't afford that. And the politics and the emotions are designed to continue to do the same thing that was wrong, that caused our problem in the first place; that is, it looks like we don't have enough money. So, what does the Congress do? They appropriate $170 billion and they push it out in the economy and think that's going to solve the problem. We don't have the $170 billion, but that doesn't matter. We can borrow it or we can print it, if need be. But then again, the financial sector puts pressure on the Fed to say, well, there's not enough credit. What we need to do is expand credit. But what have we been doing for the past 2 years? You know, it used to be that we had a measurement of the total money supply, which I found rather fascinating, and still a lot of people believe it's a worthwhile figure to look at, and that is M3. Two years ago, the M3 number was $10.3 trillion. Today it is $14.6 trillion. In just 2 years, there has been an increase in the total money supply of $4.3 trillion. Well, obviously, if you pump that much money into the economy and we're not producing, but the money we spend comes out of borrowed money against houses, where the housing prices are going down, and that is interpreted as increasing our GDP, I mean, it just doesn't make any sense to come back and put more pressure on the Congress and on the Fed to say what we need is more inflation. Inflation is the problem. That has caused the distortion. That has caused the malinvestment, and that is why the market is demanding the correction in the malinvestment and the excess of debt which is not market- driven."
"The Chairman","The Chair will announce the procedure for questions. There is obviously a great deal of interest in questioning the Chairman, or making speeches to him. And what we will do since we have a larger committee than any of us wanted, except perhaps for the most junior members, we will begin--"
"Mr. Bachus","--with an opening statement, his opening statement?"
