"Speaker","Speech","Type","Comments"
"The Chairman","The hearing will come to order. This is a hearing pursuant to law on monetary policy and the state of the economy. It is one of two hearings we have every year according to statute on the state of the economy under the Humphrey- Hawkins Act. Let me say preliminarily before we get into the opening statements that there was a good deal of interest in the recent proposal from the Bush Administration involving some standby financial authority for dealing with the situation in Fannie Mae and Freddie Mac. Obviously, Members are free to ask whatever they wish. I intend to focus here on the macroeconomy. We did, of course, have the Chairman before us last week on the Board of Regulatory Authorities. Members are free to ask, obviously, whatever they wish. I would note that the official subject is the macroeconomy, and that is what I intend to discuss. Members will use their time as they wish. We will have four opening statements; two 5-minute statements by myself and the ranking member, and two 3-minute statements from the chairman and the ranking member of the subcommittee. I will begin my statement now, so we can start the clock. I am sorry; kill the clock for a minute. Let me also explain that on the Democratic side--I take from the ranking member the order in which questions are asked on their side--we have been following the procedure of going first in this hearing to members who did not get reached when we did the questioning in the first hearing this year. So we will begin with those members who did not get a chance to ask questions during the first round. With that, we will start the clock, and I will begin my statement. I want to focus on the very difficult situation facing a great majority of Americans, people who work for other people for a living. Unemployment this year has become a serious problem. If you look at the numbers for the unemployment figures, if the second half of this year is not better economically than the first half, and I don't see any reasons to believe that it will be, although we obviously hope it will be, but if the numbers on unemployment in the second half are no better than the first half, we are on track to lose nearly 1 million jobs this year, which means 1 million fewer people on the official employment rolls than at the beginning of the year. It is not only a case of jobs being lost. There is also a continued erosion in the real earnings per hour of working people. We had a debate in this country, in this committee, for several years about whether that was true or not. It is now conceded that even in those periods when we were generating wealth, and this continues to be a wealthy country with a great capacity to generate wealth through our free markets, the distribution was badly skewed. No one expects equality. Equality is not a good thing, and you can't have an economy that works if everything is equal. But too much inequality also has negative consequences. Former Commerce Secretary Don Evans, a close friend of the President, commissioned a study which showed how the overwhelming majority of the wealth generated in the good times went to a handful of people. Here is the report of the Federal Reserve, the Monetary Policy Report to the Congress, dated yesterday, when Chairman Bernanke testified first before the Senate. On page 20, the section begins: ``Productivity and Labor Compensation. Gains in labor productivity have moved up significantly.'' Let me go to page 21. People who wonder about the state of people's feelings are those who think that the American people are just whiners and that the troubles are all in their mind. For those who wonder why we have resistance to further globalization without changes in the basic policies of this country, this sentence should help them understand it. This is a direct quote from the Monetary Report on page 21: ``Broad measures of hourly labor compensation have not kept pace with the rapid increases in both overall consumer prices and labor productivity, despite a labor market that, until recently, had been generally tight.'' I want to emphasize, hourly labor compensation has not kept pace either with consumer prices or with productivity. People who worry about inflation should understand from this that no part of the blame for inflation, if it comes, can be put on workers, because, as the Chairman has acknowledged previously, and as economists understand, wages which rise along with productivity at the same level are not inflationary. We have increased productivity and compensation lagging productivity. Working Americans are producing more wealth for this country than they are being allowed to share, and that has been exacerbated by the fact that prices are going up. So the situation, according to the report of the Federal Reserve, is one in which workers have increased their productivity, in cooperation with the employers, and have failed to be compensated either to keep up with the productivity or to keep up with prices. The point to the business community is very clear. How can you understand this, how can you look at our being on track to lose nearly a million jobs this year, how can you note that workers are getting less compensation than they are earning for the economy and less than is needed to come up with prices, and wonder why you can't get trade bills through, wonder why there is resistance to outsourcing? I believe that full participation in the global economy is a good thing, but if it continues to go forward on terms which give a disproportionate share of the benefits to a relatively small number, and the great majority are not simply even--even here, they are falling behind, despite increased productivity, then we have to stop and get our own house in order before we go further. I now recognize the gentleman from Alabama.","Speech",""
"Mr. Bachus","I thank the chairman. Chairman Frank, I am going to follow your lead and restrict my remarks to the real economy, which is the purpose of this hearing, and not some of the recent developments in the past week or two. Chairman Bernanke, looking at the economy, we had an overextension of credit. We had too easy of credit, it wasn't properly underwritten, and the risks were not taken into account. As a result of that, we have had, I think, massive debt accumulation in this country, and we are going through what is inevitable when people borrow more than they can repay. I think a second factor, and it may be in your remarks or questions, you can address this, but a tremendous amount of leverage and risk-taking and other risky and speculative investment practices and a lot of fortunes were made on the way up, but there is pain on the way down. As I see it, it is not an easy thing to go through, but it is a part of a market cycle. The third factor, and this is a factor that I think is the most important, is the high commodity prices, and particularly energy prices that have been a particular hardship on importing nations, and we are obviously an importing Nation. It has been a financial windfall to exporting countries. I have been to Abu Dhabi and Dubai, and the fabulous wealth that has been created out of really a desert society there in the past 40 years is just almost beyond belief. I think T. Boone Pickens, he is running a commercial right now, and he calls this, I think rightly so, the largest transfer of wealth in the history of the world. That, to me, and the effect it is having on Americans day- to-day, is our biggest problem. I believe it is the largest source of instability in our financial markets. I think that the consumers are stressed, they are paying high gas prices, high diesel prices, and they can't pay their other bills. They are even having trouble putting food on their tables. Finally, while we require the American people to live within their budget, we had deficit spending here, and have for some time, and there is a tremendous lack, I think, in Washington of financial discipline. The Federal Government has more obligations than it can fund today, but it continues to obligate itself, it continues to expand and create new programs, and it continues to assume responsibility for funding services that were traditionally in the province of local or State governments or families themselves. Obviously, all of these problems, the problem of tremendous mushrooming of extension of credit and debt accumulation, of overleveraging and risk-taking, of high energy costs, high food costs, high gas prices, and then a Federal Government that spent beyond its means, obviously there is no single approach we can take to getting ourselves out of this. I think the banks have repriced for risk. There has been a lot of--they have raised capital. I will state right here that I know there is a debate in this country on the overall financial stability of our financial system, but I, for one, think that we are well on our way to recovery in the financial system. I think the present stock prices of our banks don't accurately reflect the value of those banks. I think the stock prices are too low. The banks are sound, they are solid. I think the stock prices, right now you may have--I think there is a real--it is just a confidence factor. Anyway, we have had a retrenching and a correction, and I do worry about some attempts that we are doing to short-circuit the correction and the period of adjustment. I think long term they can deepen the damage. But, in contrast, there is something that I think we should do, and we can do now, and that is to address high energy prices. High energy prices mean higher production and transportation costs. Those increases are passed on to the consumers, and we saw that this morning, causing inflationary pressures. Particularly hard hit are those Americans, a million-and-a-half Americans, whose adjustable-rate mortgages are adjusting. Those families are facing a double whammy. To sum up, what I believe is needed now is a concerted bipartisan effort by Congress and the Administration to develop and implement a comprehensive energy and conservation initiative. It needs to be done now. It should have been last year or the year before that. I believe until we get a handle on our dependency on foreign oil, we are going to continue to have real severe problems. Thank you.","Speech"," "
"The Chairman","The gentleman from Illinois.","Speech"," "
"Mr. Gutierrez","Thank you, Mr. Chairman. Welcome back, Chairman Bernanke. There is a lot of debate about whether or not we are in the midst of a recession, but to most people out there, it is really a moot question as they look at their bank accounts. And we all know IndyMac went under, and everybody else is really worried. There are a lot of calls at the office, should I check my savings account, my bank account, is it insured, do they have enough money? Then there is word that there might be another 90 banks. Some people say they are small. We don't know. Nobody is ever going to really tell us. So, recession? When gasoline pops up to $4.50 in Chicago, and your real earnings haven't increased, it seems like a recession to them. Most folks say, well, I wasn't in the stock market. Most folks, because we have done so much good work at purchasing homes, have lost a lot of their net value. Their house isn't worth what it was worth last year. It seems like a recession to them. GM is on the verge of bankruptcy. Let's hope it doesn't go under. I don't want to be a pessimist, but things are not good. Tens of thousands of retirees heard from GM yesterday that it is so bad that their health care insurance is being canceled after 35 or 40 years of working at GM. It is bad. I don't know if we are in a recession, but if you came out to my district and saw the foreclosure signs, literally the foreclosure signs everywhere. They say it is really worse on the east or the west coast. I think it is worse in those neighborhoods where people were finally getting a leg under and finally moving forward. So I hope today, as we look at gas prices and food prices and what they really mean, and I know a lot of this is very familiar to you, I would like to know your thoughts on inflation in the current environment. With stagnant wages, we are not entering into a wage spiral, and inflation is running high when measured by personal consumption expenditures, and with gasoline and consumer energies even higher, inflation seems to be a real threat in the near term. I understand the markets need to grow, and that means lower interest rates, but at the same time, specifically with the sharp increases in commodity prices, inflation has had to play a larger role in Federal Reserve decisionmaking. So, Mr. Bernanke, in the past you have discussed inflation targets, and I would like to know if you think such targets might be appropriate in this environment. I am also concerned about the weak dollar. We went to the Middle East on a congressional delegation to look into sovereign wealth funds, and it was suggested by some of these sovereign wealth managers, and I guess they would know since they have so much oil and the petrodollars, they say about 25 percent of it is due to the weakening of the dollar. So I look forward--and I do want to close by saying thank you for allowing the GSEs access to the discount window. I was really happy to read and hear about the decisions you made in terms of stopping predatory lending. I specifically ask you for that as we move forward. Thank you so much, Chairman Bernanke.","Speech"," "
"The Chairman","The gentleman from Texas.","Speech"," "
"Dr. Paul","I ask unanimous consent to submit a written statement at this time.","Speech"," "
"The Chairman","Without objection, it is so ordered.","Speech"," "
"Dr. Paul","Thank you, Mr. Chairman.","Speech"," "
"The Chairman","The Federal Reserve doesn't get to object.","Speech"," "
"Dr. Paul","I think everybody recognizes today that our financial markets are in a big mess, and I have complained for many years about the Federal Reserve System. But I would have to say that Chairman Bernanke himself is not responsible for this mess. Not that I think he has the answers in this deeply flawed monetary system, but obviously the seeds of this mess have been planted over a long period of time. It is more a reflection of the system rather than that of one individual. It is amazing how panicky people have been getting, and how everybody is wringing their hands, and yet our government tells us, well, there is no recession, so things must be all right. A lot of people are very angry. Yet we know there is something seriously wrong, with all the mess that we have in the financial markets. And now we see this morning that inflation is roaring back, yet it is still way below what the private economists are saying about what inflation is really doing. But the consumer knows all about it. It seems like around here, whether it is from Treasury or the Federal Reserve or even in the Congress, all we need now is to have a world-class regulator that is going to solve all our problems, and I think that is so simplistic. From my viewpoint, what we need is a world-class dollar, a dollar that is sound, not a dollar that continues to depreciate, and not a system where we perpetually just resort to inflation and deficit financing to bail out everybody. This is what we have been doing. It hasn't been just with this crisis, but an ongoing crisis. We have been able to pull ourselves out of these nosedives quite frequently. One of the worst with the dollar was in 1979. We patched it together. I think the handwriting on the wall is there is a limit to how many times we can bail the dollar out, because conditions are so much worse today than they have ever been. We talk a lot about predatory lending, but I see the predatory lending coming from the Federal Reserve. Interest at 1 percent, overnight rates, loaning to banks, encouraging the banks and investors to do the wrong things causes all the malinvestment. These conditions were predictable. They were predicted by the Austrian free market economists. It should surprise nobody, yet nobody resorts to looking to those individuals who are absolutely right about what was coming and what we should have done. Even as early as 7 years ago, I introduced legislation that would have removed the line of credit to the Treasury, which was encouraging the moral hazard and the malinvestment. Here, it looks like now we are going to need $300 billion of new appropriations. So we need to look at the monetary system and its basic fundamental flaws that exist there, and then we might get to the bottom of these problems we are facing today.","Speech"," "
