"Speaker","Speech"
"The Chairman","Today's hearing of the Committee on Financial Services will come to order. This is the semi-annual hearing that we have on the Humphrey-Hawkins Act, with testimony by the Chairman of the Board of Governors of the Federal Reserve System, Hon. Ben S. Bernanke. Chairman Bernanke will be testifying on the state of the economy and discussing the Federal Reserve's 2007 Monetary Policy Report to the Congress. Under the procedures, Chairman Bernanke alternates between the House and the Senate. This is done twice a year--once a year, the chairman goes to the Senate first, and once a year, he goes to the House first. Since, in this rotation, he went to the Senate first, one assumes that there will be no opportunities to game the stock market today. Those all happened yesterday, so people can stay through the whole hearing. Reporters won't have to leave to run to report to the wire services so people can hysterically overreact to the Chairman's perfectly sensible statements, which, of course, is the pattern. Although I know people who are in the market explain that they are not overreacting themselves--they are, in fact, reacting to other people's overreaction--the consequences are the same. I say that because, in the interest of being able to have rational policy discussions unconstrained by irrelevant factors, I just would plead with people not to read excessively into what the Chairman says, and not to read excessively into what we say. We ought to be able to have rational conversations about the important topic of today's hearing without the overreactions. And I would say, since that may not be possible, as far as I am concerned, people overreact at their own peril. And I don't think the Chairman or anybody else should be held accountable because people engage in this form of anticipatory hysteria. As to the subject at hand, and under the rules, there will be four opening statements--by myself, the ranking member of the full committee, the chairman of the Subcommittee on Domestic and International Monetary Policy, and the ranking member of the subcommittee--and the Chairman has very graciously agreed to stay until 2 p.m. I am deeply appreciative of this. This is a very large committee. We will take one 15- to 20- minute break, and members can gauge appropriately. And we will be able to accommodate more of the members if we can. Mr. Chairman, again, I appreciate your willingness to do this. I will be asking the Chairman about some of the specifics of his testimony, and of the areas particularly relevant to monetary policy, but I want to begin with an expression of disappointment, not in Chairman Bernanke, but in the business community and many of my conservative colleagues. I believe that we are at a very sensitive point in the making of economic policy in this country. There is, on the part of the business community and many of its supporters, the view that a full embrace of globalization-- of technological change, essentially of public policies that allow capital to be fully mobilized and fully mobile, and able to be employed to its best use--is in the best interests of society as a whole. For some time now, until fairly recently, that was the governing policy in the United States, and in much of the rest of the world. That has now come to an end, I believe temporarily, perhaps for a long temporary period, because increasingly, average citizens, in America and in other countries, have come to doubt that the growth that results from this policy of entirely free capital to move to wherever it finds its best return, people have come to doubt that this is in their interest. Indeed, there are a large number of people throughout the world who believe that they are being hurt by this. And in consequence, we are at a policy deadlock. I think people should understand that the chances of an extension of trade promotion authority going through are quite slender at this point, unless there is some change in the attitude of many who are its advocates. My own view is that if they were, in fact, to come to an agreement in the Doha Round, that the resulting agreement--if they reach it as they currently talk about it--wouldn't pass the House of Representatives. There is resistance, in my view unfortunately, to the general approach that the President took on immigration. In almost all of the important areas in which--and let me just say, this committee reported out earlier this week on a voice vote a bill for foreign investment, and there was a paradox. Because if you talk to the people in the business community, as the ranking member and I, and the former chairman of that subcommittee, and others involved in that, if you talked to them, they were, on the whole, pleased with the result because it was better than they had expected. If you read some of the business press, they were concerned that it was too restrictive. Well, that is an example of where we are. It is a bill that was more restrictive than some might have liked on foreign investment, but better than some people expected reflecting this mood. So I want to reiterate what I said earlier. Many of us are prepared to work towards policies that are pro growth, that do take advantage of what you have when capital is allowed to reach its best level and find its greatest return, when technology can be fully taken advantage of, but only if we put in place public policies that make sure that is more fairly shared, and in particular, that reverse the tendency which the Chairman has acknowledged, and I appreciate that, and which the President has acknowledged, that inequality has been growing. As I said before, inequality is an essential part of a capitalist economy--no one is trying to get rid of it, at least no one sensible. But it can also become excessive to the point where it is socially harmful and economically beyond what is needed for the capitalist system. We are at that point. We are at a point where there is an excessive amount of inequality in this economy. And it is growing, and not just in this economy. I recently read an article which said that in the last set of state elections in India, every chief minister who was seen as pro foreign was defeated in terms of the economy. So there is a worldwide concern. We see in Latin America where an anti-democratic left is threatening the democratic left in part because of this economic unhappiness. I don't see any recognition of that. I regret that. But people who will continue to resist trying to do something about healthcare or trying to do something about the right of employees to join unions, even something as minimalist as the minimum wage should not be surprised when they run into absolute resistance to other things which they will argue are good for the economy. With that, I call on the ranking member."
"Mr. Bachus","Thank you, Mr. Chairman, and I appreciate you holding this hearing. And Chairman Bernanke, thank you for your report. As you can see, on this committee, we share the same concerns, but we have different views on how to address those concerns and different philosophies. And as you come before us today, we are interested in your insights regarding not only monetary policy but also the state of the economy, and as the chairman specifically mentioned, global competitiveness and trade and issues of that nature. Of course, when we talk about differences of philosophy--as the chairman and I have--on how to approach these issues, how one perceives the state of the economy greatly depends on one's point of view. From my perspective, the economy appears strong and vibrant, and absent some unforeseen shock, likely to remain so. When I look at your report and the supporting economic data, I see vigorous 3.4 percent growth. I see low unemployment of 4.6 percent and inflation of 2.5 percent. And in a society where opportunity awaits anyone who uses their talents and efforts to improve the standard of living for their family--opportunities are there, educational opportunities, and work opportunities, that is what I see from your report. I see 7\1/2\ million new jobs created since 2003. I see a structurally sound economy performing as well as it did in the 1990's in what we now know is an artificial economic bubble. Currently, I see strong 2.2 productivity increases and record stock market levels not fueled by unrealistic dot.com speculation, but by globally competitive businesses. I also see most Americans benefiting from the stock market growth through individual stock ownership and retirement funds. In this environment, claiming that record corporate profits do not benefit most Americans--as some on this committee do--is not a valid argument. Others have a different perspective. You have heard the chairman's perspective. And they see another reality. Some on this committee believe that the best way to create jobs and promote economic growth is through aggressive trade restrictions and barriers. While I recognize the need to help those economically displaced or as the chairman says, hurt, by global forces beyond their control, economic experience does not lead me to the conclusion that protectionism or isolationism is an appropriate response. Some think we need to somehow mandate the elimination of income disparities. While I share the exasperation of the chairman over some of the outrageous CEO compensation recently reported, I believe our corporate governance system works and that shareholders will correct these abuses without Government interference. I believe education, not government attempts to redistribute income, is the proven route to improve wages for all workers. Chairman Bernanke, the members of this committee, Republicans and Democrats alike, respect your experience, your judgment and your obvious commitment to keeping America's economy strong and competitive. We all share a goal of doing that and doing what is best for American workers. We appreciate you being here and look forward to hearing your comments."
"The Chairman","The gentleman from Illinois, the chairman of the Subcommittee on Domestic and International Monetary Policy is recognized."
"Mr. Gutierrez","Thank you, Mr. Chairman. And thank you,"
"Chairman Frank","Chairman Bernanke, I think it is safe to say that you and I have different backgrounds and that we bring disparate perspectives to the table when dealing with economic and monetary issues. But after taking over the chairmanship of the Monetary Policy Subcommittee, I am getting a sense of the significant and daunting task that you face. You should rest assured, however, that I will be here over the next 2 years, along with 443 Members of the House and 100 Members of the other body, to second-guess your every move. When it comes to economic and monetary policy, we are entering a very crucial and complex period, especially for the Federal Reserve and its mandate of maximum employment, stable prices, and moderate long-term interest rates. For example, the housing boom has taken a substantial downturn. Energy prices have climbed and we are facing some serious issues about our long term energy security. Some economists warn the threat of inflation is on the horizon. Yet others appear less worried about inflation than the rising mortgage delinquencies and foreclosures effecting a wider economy. The two major Asian currencies are undervalued, and the U.S. trade deficit is at record highs, while accusations of currency manipulations are frequently leveled against both China and Japan. And perhaps most important of all, we face a huge Federal deficit at a time when baby boomers are reaching retirement age and healthcare costs are at an all time high. While I am anxious to hear from you, Mr. Bernanke, what concerns me most is retirement insecurity. When it comes to kitchen table issues, retirement insecurity is the obstacle for many American families. The U.S. economy is now producing over $13 trillion a year. But many American families are struggling just to maintain their living standards and they are up against stagnating wages, diminishing healthcare, and retirement benefits that are just disappearing. More and more families are living paycheck-to-paycheck with very little in their bank accounts or none at all, and paying higher interest rates and more fees than they should. And hanging over their heads is retirement. I know, Chairman Bernanke, that you have publicly addressed the related issues of retirement insecurity, the budget deficit, and the looming retirement of 78 million baby boomers on several occasions. But from what I have heard and read, you have approached the problem only in terms of entitlement reform. Entitlement reform is needed. No question. But this is not just an issue of entitlement reform. The skyrocketing cost of healthcare are not just going to disappear if we reduce entitlement spending. The costs will just be shifted to already strapped family budgets. Many baby boomers are simply not financially ready for retirement. If we substantially cut healthcare, and Social Security spending for the baby boomer generation, many will face healthcare crises that will drive them into bankruptcy. The correlation between rising healthcare expenses and personal bankruptcy filings is well-documented. And merely moving these expenses from the public sector to the American families, in my opinion, is not good for long-term economic growth. We need more than entitlement reform to give Americans retirement security. I would like to hear your views on this today. Clearly, no single political party and no single body, the Fed, the Congress, or the Administration, has the answers to the problems we face. We must work together. And I look forward to an open frank dialogue with the Federal Reserve, my subcommittee counterpart, Dr. Paul, and the Treasury Department on all these issues. And I yield back the balance of my time."
"The Chairman","The gentleman from Texas, the ranking member of the subcommittee."
"Dr. Paul","Thank you, Mr. Chairman, and welcome, Chairman Bernanke. I am very pleased to be here today as the ranking member. In the midst of a great optimism of monetary policy and how the economy is doing, I still have some concerns. And of course, one of my long-term goals has always been to emphasize maintaining the integrity of the monetary unit, rather than looking superficially at some of our statistics. But I also share the concern of the chairman of the committee of our responsibilities for oversight and your interest as well, Chairman Bernanke, on having the transparency that I think we all desire. Transparency in monetary policy is a goal we should all support. I have often wondered why Congress has so willingly given up this prerogative over monetary policy. Congress, in essence, has ceded total control of the value of our money to a secretive central bank. Congress created the Federal Reserve, yet it had no constitutional authority to do so. We forget that those powers not explicitly granted to the Congress by the Constitution are inherently denied to the Congress, and thus, the authority to establish a central bank was never given. Of course, Jefferson and Hamilton had that debate early on and the debate seemingly was settled in 1913. But transparency and oversight are something else, and they are worth considering. Congress--although not by law--essentially has given up all its oversight responsibilities over the Fed. There are no true audits. Congress knows nothing of the conversations, the plans, and the action taken in concert with other central banks. We get less and less information regarding the money supply each year, especially now that we don't even have access to M3 statistics. The role the Fed plays in the President's secretive working group on financial markets goes essentially unnoticed by Congress. The Federal Reserve shows no willingness to inform Congress voluntarily about how often the working group meets, what action it takes that affects the financial markets, or why it takes these actions. But all these actions directed by the Federal Reserve alter the purchasing power of our money, and that purchasing power is always reduced. The dollar today is worth only 4 cents compared to the dollar that the Federal Reserve started with in 1913. This has significant consequences on our economy and our political stability. All paper currencies are vulnerable to collapse and history is replete with examples of great suffering caused by these collapses, especially to the Nation's poor and middle class. This can lead to political turmoil as well. Even before a currency collapses, the damage done by a fiat system is significant. Our monetary system insidiously transfers wealth from the poor and the middle class to the privileged rich. Wages never keep up with profits on Wall Street and the banks, thus sowing the seeds of class and discontent. When economic trouble hits, free markets and free trade are often blamed, while the harmful effects of a fiat monetary system are ignored. We deceive ourselves that all is well with the economy and ignore the fundamental flaws that are a source of growing discontent among the various groups. Few understand that our consumption and apparent wealth is dependent on a current account deficit running at approximately $800 billion a year. This deficit shows that much of our prosperity is based on borrowing rather than a true increase in production. Statistics show year after year that our productive manufacturing jobs continue to go overseas. This phenomenon is not seen as a consequence of the international fiat money system where the U.S. Government benefits as the issuer of the world reserve currency. Government officials consistently claim that inflation is in check at barely 2 percent, but middle class Americans know that their purchasing power--especially when it comes to housing, energy, medical care, and school tuition--is shrinking much faster than 2 percent per year. Even if prices are held in check in spite of our monetary inflation, concentrating on the CPI statistics distracts from the real issue. We must address the important consequences of the Fed manipulation of interest rates. When interest rates are artificially low, below market rates, insidious malinvestment, and excessive indebtedness inevitably brings about the economic downturns that everyone dreads. We look at GDP figures and reassure ourselves that all is well. Yet a growing number of Americans still do not enjoy the high standard of living that monetary inflation brings to the privileged few. Those who benefit the most are the ones who get to use the newly created credit first--"
"The Chairman","The gentleman's time has expired. If the gentleman will come to a conclusion."
"Dr. Paul","I will yield back."
"The Chairman","I will now turn to the Chairman. And he is recognized for his opening statement. Thank you."
