"Speaker","Speech"
"Chairman Shelby","The hearing will come to order. We are very pleased this morning to welcome Chairman Greenspan before the Senate Banking Committee to testify on the Federal Reserve's Semi-Annual Monetary Policy Report to the Congress. Chairman Greenspan, at its meeting earlier this month, the Federal Open Market Committee, FOMC, raised its target for the Federal funds rate by 25 basis points to 2.5 percent, the sixth increase since June 2004, when the FOMC began raising the target rate from a low of 1 percent. The FOMC has been consistent in noting that its policy is one of accommodation and that changing the accommodative stance will be done in a ``measured'' fashion. The U.S. economy, I believe, has responded well, in turn, with a continuing expansion. Real GDP increased 3.1 percent in the fourth quarter of 2004. We can now also point to a strong job growth with payroll employment increasing at an average of 181,000 jobs per month in 2004. On the unemployment front, the unemployment rate decreased to 5.2 percent in January, falling half a percentage point from the previous January. This morning, we will have ample opportunity to discuss in greater detail the Federal Reserve's performance in carrying out monetary policy and its views on the future direction of our Nation's economy. I look forward to raising a number of issues during our discussion. Mr. Chairman, again, we are pleased to have you with us, and we look forward to discussing with you the necessary actions we must take to ensure that our economy grows and prospers in the coming years."
"Senator Sarbanes STATEMENT OF SENATOR PAUL S. SARBANES",""
"Senator Sarbanes","Thank you very much, Chairman Shelby. I am pleased to join you in welcoming Chairman Greenspan before the Committee on Banking, Housing, and Urban Affairs this morning to testify on the Federal Reserve's Semi-Annual Report to Congress on Monetary Policy. Chairman Greenspan's testimony on the Fed's monetary policy report is always widely anticipated by the Congress, the press, the financial markets, and the public, as witness the large crowd in this room this morning. In addition, I believe this is Chairman Greenspan's first testimony this year before any Committee of Congress. So, I suspect that that heightens the expectation. The Federal Reserve Act requires the Board of Governors to submit a report to Congress by February 20 and July 20 of each year on the conduct of monetary policy. It also requires the Chairman of the Federal Reserve to testify before the Congress on both of those reports. Chairman Shelby, I would like, at the outset, to take note of a decision announced by the Federal Open Market Committee, on December 14, to expedite the release of the minutes of the FOMC meetings. Beginning with the December 14 meeting, the minutes of regularly scheduled meetings will be released 3 weeks after the date of the policy decision, as I understand it. The previous policy was to release minutes of the FOMC meeting after the next FOMC meeting, usually a period of 6 weeks or more. This move is consistent with previous actions by the Federal Open Market Committee to announce its policy decisions immediately after its meetings to provide some explanation of the basis for the decision in the announcement. In my view, greater transparency in the FOMC's decisionmaking process is of great benefit both to the operations of the market and to the public. This is an effort which Chairman Greenspan has led during his tenure, and I think it constitutes an important legacy at the Federal Reserve and, Chairman Greenspan, I commend you and your colleagues for this most recent step. Chairman Shelby, I listened to your review of the economy, and it all goes to show whether the glass is half-full or half- empty and how you perceive it. Because I, actually, have concerns about----"
"Chairman Shelby","We are trying to fill it up."
"Senator Sarbanes","Yes. --the outlook for the U.S. economy and, therefore, about our current monetary policy, and I want to raise those just briefly this morning. As you noted, the Federal Open Market Committee raised the Federal funds rate another quarter of a point at its last meeting. This was the sixth consecutive quarter-point increase by the FOMC in less than 8 months. It has now gone from 1 to 2.5 percent. It seems to me that, while the Federal Open Market Committee apparently feels that this pace can be continued, I think there is some cause for concern. The GDP growth in the fourth quarter actually slowed to 3.1 percent, well below the rate most experts consider our potential growth rate. In my view, the labor market remains relatively weak. Employers added 146,000 payroll jobs in January, 157,000 in December, 137,000 in November, all of which are just about enough to keep pace with population growth. Now, while the Labor Department reported last week that the unemployment rate dropped in January to 5.2 percent, from 5.4 percent in December, it was mostly because of a decline in the number of people looking for work. In fact, most of the decline in the unemployment rate over the last year occurred because of a decline in the share of people looking for work not because of a higher share with jobs. Capacity utilization in our Nation's factories remains at low levels. In fact, figures were released this morning that capacity utilization fell to 79 percent. December's level had been reported as 79.2 percent, but had been revised downward by a tenth of a point. Wages are rising more slowly than inflation. The economy is still in the situation of three-quarters of a million fewer private-sector jobs than existed when President Bush took office over 4 years ago. Over 20 percent of those who are unemployed are long-term unemployed; in other words, have been unemployed for more than 26 weeks. This has been continuous now for the last 28 months, that more than 20 percent of the unemployed are long-term unemployed, which sets a record. The Fed said, in its statement, ``Inflation and longer-term inflation expectations remain well contained.'' Given this, it seems to me that the Fed should consider now taking a pause from its policy of interest rate increases to see how the economy develops in the first part of this year. Some expect that economic growth will slow and, given that, it seems to me worth considering, and I commended to the Chairman the possibility of pausing to survey where we are and assuring ourselves that the economy is, indeed, strengthening and can withstand continuing to raise interest rates. And I look forward to pursuing that with the Chairman in the course of his appearance here this morning. Thank you very much, Mr. Chairman."
"Chairman Shelby","Thank you, Senator Sarbanes."
"Senator Bunning STATEMENT OF SENATOR JIM BUNNING",""
"Senator Bunning","Thank you, Mr. Chairman. I appreciate you coming, Chairman Greenspan, for your second-to-last Federal Reserve Semi-Annual Monetary Report. Though some may not believe this, I really do appreciate you coming up here. I am sure coming up here is like going to the dentist for you, and I am probably the dentist. Your testimony is very important before this Committee, and we have a lot of people waiting with bated breath to hear your thoughts about the state of our economy. I hope I will be happy and the people whose lives can be directly affected by your comments are happy when this hearing concludes. I, like most of the people in this room, will be paying particularly close attention to any insight you may give us about whether the FOMC will continue its current tack of ``measured accommodation'' of monetary policy. Of course, that is the $64,000 question, and I am sure you will do your best not to give us a hint of what the FOMC will do at its next meeting. Once again, I will be asking about the persistence and presence of inflation in our economy, the same question I ask you every time you come before us to give your report. If you do not see any evidence of inflation, I would hope you would take that into account, in a big way, during the next FOMC meeting. You do not have to raise rates just because many expect it. Low interest rates are not necessarily a bad thing. I will take this opportunity to bring up one other pet peeve of mine, and I do it a lot. You will be asked a number of questions over the next 2 days that have nothing to do with your job. I know every time you come here, you are asked every question under the sun. Just remember, you do not have to answer those questions. You do not have to testify on subjects that are really not part of the Fed's jurisdiction. We will try to suck you in, but please do not succumb. Once again, thank you, Chairman Greenspan, for coming before us today. I look forward to your response during the question and answer period. Thank you."
"Chairman Shelby","Senator Reed."
"STATEMENT OF SENATOR JACK REED",""
