Speaker,Speech,Type,Comments
"Chairman Johnson","We had a slight delay in timing of this, and I will forego my opening statement in the interest of time. I encourage the others to be brief.",Speech, 
"Senator Crapo","",Speech, 
"Senator Crapo","Thank you very much, Chairman. I have an opening statement that I can submit for the record as well, so following your lead, I will forego my opening statement and just thank you for holding this important hearing.",Speech, 
"Chairman Johnson","Senator Tester.",Speech, 
"Senator Tester","Well, since you guys did not have opening statements, I will take three times as much time.",Speech, 
"Senator Tester","No. I will also forego my time and look forward to see what the panelists say, and I look forward to the questions and answers afterwards. Thank you all for being here.",Speech, 
"Chairman Johnson","I would like to welcome our witnesses to today's hearing. Our first witness is Jack Hopkins on behalf of the Independent Community Bankers of America. Our second witness is Mr. Frank Michael, President and CEO of Allied Credit Union located in Stockton, California, on behalf of the Credit Union National Association. Our third witness is Mr. Arthur Johnson, Chairman and CEO of United Bank of Michigan, from Grand Rapids, Michigan, on behalf of the American Bankers Association. The next witness is Mr. Ed Templeton, President and Chief Executive Officer of SRP Federal Credit Union, in North Augusta, South Carolina, testifying on behalf of the National Association of Federal Credit Unions. Our last witness is Peter Skillern, Executive Director of the Community Reinvestment Association of North Carolina. I will ask the witnesses please limit your testimony to 5 minutes. Your full statements and any additional materials you may have will be entered into the record. Mr. Hopkins, please begin.",Speech, 
"Mr. Hopkins","Chairman Johnson, Ranking Member Crapo, and Members of the Subcommittee, thank you very much for the opportunity to provide you with the community bank perspective on the impact of the credit crisis in rural areas. My name is Jack Hopkins, and I am President and CEO of CorTrust Bank in Sioux Falls, South Dakota. I am testifying on behalf of the Independent Community Bankers of America, and I serve on the ICBA's Executive Committee. I am a past President of the Independent Community Bankers of South Dakota and have been a banker in South Dakota for 25 years. CorTrust Bank is a national bank with 24 locations in 16 South Dakota communities and assets of $550 million. Eleven of the communities we serve have fewer than 2,000 people. In seven of those communities, we are the only financial institution. The smallest community has a population of 122 people. Approximately 20 percent of our loan portfolio is agricultural lending to businesses that rely heavily on the agricultural economy. CorTrust Bank is also one of the leading South Dakota lenders for the USDA's Rural Housing Service home loan program. Mr. Chairman, as we have often stated before this Committee, community banks played no part in causing the financial crisis fueled by exotic lending products, subprime loans, and complex and highly leveraged investments. However, rural areas have not been immune from rising unemployment, tightening credit markets, and the decline in home prices. We believe that, although the current financial crisis is impacting all financial institutions, most community banks are well positioned to overcome new challenges, take advantage of new opportunities, and reclaim some of the deposits lost to larger institutions over the last decade. A recent Aite study shows that even though some community banks are faced with new lending challenges, they are still lending, especially when compared to larger banks. In fact, while the largest banks saw a 3.23-percent decrease in 2008 net loans and leases, institutions with less than $1 billion in assets experienced a 5.53-percent growth. Mr. Chairman, small businesses are the lifeblood of rural communities. We believe small businesses will help lead us out of the recession and boost needed job growth. Therefore, it is vitally important to focus on the policy needs of the small business sector during this economic downturn. As I mentioned earlier, most of my commercial lending is to small businesses dependent on agriculture. The Small Business Administration programs are an important component of community bank lending. SBA must remain a viable and robust tool in supplying small business credit. The frozen secondary market for small business loans continues to impede the flow of credit to small business. Although several programs have been launched to help unfreeze the frozen secondary market for pools of SBA-guaranteed loans, including the new Term Asset-Backed Securities Loan Facility-- TALF and a new SBA secondary market facility, they have yet to be successful due to the program design flaws and unworkable fees. ICBA recommends expanding these programs to allow their full and considerable potential. Several of my colleagues have told us about the mixed messages they received from bank examiners and from policy makers regarding lending. Field examiners have created a very harsh environment that is killing lending as examiners criticize and require banks to write down existing loans, resulting in capital losses. Yet policy makers are encouraging lending from every corner. Some bankers are concerned that regulators will second- guess their desire to make additional loans, and others are under pressure from their regulators to decrease their loan-to- deposit ratios and increase capital levels. Generally, the bankers' conclusions are that ample credit is available for creditworthy borrowers. They would like to make more loans, and they are concerned about the heavy-handedness from the regulators. Finally, Mr. Chairman, community bankers are looking closely at the regulatory reform proposals. ICBA supports the administration's proposal to prevent too-big-to-fail banks or nonbanks from ever threatening the collapse of the financial system again. Community banks support the dual system of State and Federal bank charters to provide checks and balances which promote consumer choice and a diverse and competitive financial system sensitive to the financial institutions of various complexity and size. Washington should allow community banks to work with borrowers in troubled times without adding to the costs and complexity of working with customers. Mr. Chairman, ICBA stands ready to work with you and the Senate Banking Committee on all of the challenges facing the financial system and how we may correct those issues gone awry and buttress those activities that continue to fuel the economies in rural areas. I am pleased to answer any questions you may have.",Statement,STATEMENT OF JACK HOPKINS, PRESIDENT AND CHIEF EXECUTIVE OFFICER, CORTRUST BANK NATIONAL ASSOCIATION, SIOUX FALLS, SOUTH DAKOTA, ON BEHALF OF THE INDEPENDENT COMMUNITY BANKERS OF AMERICA 
"Chairman Johnson","Thanks, Jack.",Speech, 
"Mr. Michael","Chairman Johnson, Ranking Member Crapo, and Members of the Subcommittee, thank you very much for the opportunity to testify at today's hearing on behalf of the Credit Union National Association. My name is Frank Michael, and I am President and CEO of Allied Credit Union in Stockton, California. Allied is a small institution with $20 million in assets and approximately 2,600 member owners. Credit unions--rural, urban, large, and small--did not contribute to the subprime meltdown or the subsequent credit market crisis. Credit unions are careful lenders. As not-for-profit cooperatives, our objective is to maximize member service. Incentives at credit unions are aligned in a way that ensures little or no harm is done to our member owners. Rural credit unions are unique in many respects. There are nearly 1,500 U.S. credit unions with a total of $60 billion in assets headquartered in rural areas. Rural credit unions tend to be small--even by credit union standards. Over half of the rural credit unions are staffed by five or fewer full-time equivalent employees. Even in good times, rural credit unions tend to face challenges in a way that larger institutions do not. Competitive pressures from large multistate banks and nontraditional financial services providers, greater regulatory burdens, growing member sophistication, and loss of sponsors loom large for most of the Nation's small credit unions. A bad economy can make things even worse. Small credit unions come under tremendous pressure as they attempt to advise, consult with, and lend to their members. In addition, all credit unions have suffered as a result of the effects of the financial crisis of corporate credit unions. Despite these substantial hurdles, rural credit unions are posting comparatively strong results, and they continue to lend. Loans grew by 7 percent in the 12 months ending in March compared to a 3-percent decline at all banks. There are several concerns raised by small credit unions, and rural credit unions in particular, that deserve mention. The credit union movement has seen small institutions merge into larger credit unions at an alarming pace. And by far, the largest contributor to this consolidation is the smothering effect of the current regulatory environment. Small credit union leaders believe that the regulatory scrutiny they face is inconsistent with both their exemplary behavior and their nearly imperceptible financial exposure they represent. A large community of credit unions, free of unnecessary regulatory burden, would benefit the public at large and especially our rural communities. As the Subcommittee considers regulatory restructuring proposals, we strongly urge you to continue to keep these concerns in the forefront of your decision making. Moreover, we implore you to look for opportunities to provide exemptions from the most costly and time-consuming initiatives to cooperatives and other small institutions. As noted above, credit unions have generally continued to lend while many other lenders have pulled back. This is certainly true in the business lending arena. Currently, 26 percent of all rural credit unions offer member business loans to their members. These loans represent over 9 percent of the total loans in rural credit union portfolios. In contrast, member business loans account for less than 6 percent of all total loans in the movement as a whole. Total member business loans at rural credit unions grew by over 20 percent in the year ending March 2009, with agricultural loans increasing by over 12 percent. Agricultural loans at rural credit unions now account for over one-third of the total member business loans. This is strong evidence that rural credit unions remain ``in the game'' during these trying times. But more could be done. And more should be done. A chorus of small business owners complains that they cannot get access to credit. Federal Reserve surveys show that the Nation's large banks tightened underwriting standards for the better part of the past year, and SBA research shows that large bank consolidation is making it more difficult for small businesses to obtain loans. The chief obstacle for credit union business lending is the statutory limits imposed by Congress in 1998 under which credit unions are restricted from member business lending in excess of 12.25 percent of their total assets. This arbitrary cap has no basis in either actual credit union business lending or safety and soundness considerations. Indeed, a report by the U.S. Treasury Department found that delinquencies and charge-offs for credit union business loans were much lower than those of banks. While we support strong regulatory oversight of how credit unions make member business loans, there is no safety and soundness rationale for the current law which restricts the amount of credit union business lending. There is, however, a significant economic reason to permit credit unions to lend without statutory restriction, as they were able to do prior to A growing list of small business and public policy groups agree that now is the time to eliminate the statutory credit union business lending cap. We urge Congress to eliminate the cap and provide NCUA with the authority to permit a credit union to engage in business lending above 20 percent of assets if safety and soundness considerations are met. If the cap were removed, credit unions could safely and soundly provide as much as $10 billion in new loans for small businesses within the first year. This is an economic stimulus that would truly help small business and not cost the taxpayers a dime. In conclusion, Chairman Johnson and Ranking Member Crapo, and all the Members of the Subcommittee, we appreciate your review of these issues today.",Statement,STATEMENT OF FRANK MICHAEL, PRESIDENT AND CHIEF EXECUTIVE OFFICER, ALLIED CREDIT UNION, STOCKTON, CALIFORNIA, ON BEHALF OF THE CREDIT UNION NATIONAL ASSOCIATION 
