"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. My apologies to our witnesses and my colleagues. Today is the 200th anniversary of Abraham Lincoln's birthday and I took my daughter up to Lincoln's cottage this morning up at the Old Soldier's Home where there was a ceremony this morning to unveil a wonderful statue of Abraham Lincoln and his horse Old Boy that he used to ride every morning for about a quarter of his Presidency from the White House to the Old Soldiers Home where he lived for a quarter of that Presidency and he wrote the Emancipation Proclamation. So I thought I would take my daughter out of school this morning for a bit of history and I am sorry to be a few minutes late getting back here this morning, so apologies to everybody for being a few minutes late for enjoying a moment of history with a 7-year-old. Well, let me begin with some opening comments, if I can. I will turn to Senator Shelby. We are honored to have such a distinguished panel of witnesses with us this morning on an issue that many of my colleagues know has been a source of interest of mine for literally two decades, the issue of reform of the credit card industry. And so this hearing this morning will give us a chance to reengage in that debate and discussion, and I want my colleagues to know at some point, and I say this to my good friend, the former Chairman of the Committee, at some point, I would like to be able to mark up a bill in this area. I know he knows that, but I wanted to say so publicly. So good morning to everyone, and today the Committee meets to look into an issue of vital importance to American consumers, their families, and to the stability of our financial system, and that is the need to reform the practices of our nation's credit card companies and to provide some tough new protections for consumers. In my travels around my State, as I am sure it is true of my colleagues, as well, we frequently hear from constituents about the burden of abusive credit card practices. In fact, the average amount of household credit card debt in my State is over $7,100. Actually, the number is higher, I think, nationally. Non-business bankruptcy filings in the State are increasing. In the second quarter of last year, credit card delinquencies increased in seven of eight counties in my State. Across the country, cardholders are paying $12 billion in penalty fees annually, every year. It is a major problem throughout our nation. At a time when our economy is in crisis and consumers are struggling financially, credit card companies in too many cases are gouging, hiking interest rates on consumers who pay on time and consistently meet the terms of their credit card agreements. They impose penalty interest rates, some as high as 32 percent, and many contain clauses allowing them to change the terms of the agreement, including the interest rate, at any time, for any reason. These practices can leave mountains of debt for families and financial ruin in far too many cases. When I introduced Secretary Geithner earlier this week as he unveiled the framework of the President's plan to stabilize our financial system, I noted then for too long, our leading regulators had failed fully to realize that financial health and security of the consumers is inextricably linked to the success of the American economy. In fact, for too many years, I think people assumed that consumer protection and economic growth were antithetical to each other. Quite the opposite is true. I noted that unless we apply the same urgent focus to helping consumers that we apply to supporting our banks' efforts to restart lending, we will not be able to break the negative cycle of rising foreclosures and declining credit that is damaging our economy. In this hearing, the Committee examines abusive credit card practices that harm consumers and explores some very specific legislative ideas to end them. These kinds of consumer protections must be at the forefront of our efforts to modernize our financial regulatory system. Why is this both important and urgent? Well, today, far too many American families are forced to rely on short-term, high- interest credit card debt to finance their most basic necessities. And as layoffs continue, home values plunge, and home equity lines of credit are cut or canceled, they are increasingly falling behind. This December, the number of credit card payments that were late by 60 days or more went up 16.2 percent from last year. Banks increasingly worried about taking more debt, bad debt, into their balance sheets are monitoring their credit card portfolios very closely, slashing credit lines and increasing fees and interest rates even more for consumers who have held up their end of the bargain. That puts consumers, including many of my constituents and others around the country, in the worst possible position at the worst possible time. For too long, the use of confusing, misleading, and predatory practices have been standard operating procedures for many in the credit card industry. The list of troubling practices that credit card companies are engaged in is lengthy and it is disturbing: Predatory rates, fees, and charges; anytime, any reason interest rate increases and account charges; retroactive interest rate increases; deceptive marketing to young people; shortening the period consumers have to pay their bills with no warning. Even the Federal financial regulators, of whom I have been openly critical for a lack of appropriate oversight throughout this subprime mortgage market crisis, recognize the harm these sinister practices pose not only to credit card customers, but also to our economy. Last May, the Federal Reserve, the Office of Thrift Supervision, and the National Credit Union Administration proposed rules aimed at curbing some of these practices. These rules were a good step and I applaud them, but they are long overdue. But they fell far short of what is actually needed, in my view, to protect American families. Just as we have seen in this housing crisis, when companies lure people into financial arrangements that are deceptive, abusive, and predatory, it only means mountains of debt for families, bankruptcy, and financial ruin for far too many. It also proved catastrophic, of course, for our economy. Today as the Committee examines how best to modernize and reform our outdated and ineffective financial regulatory system, we have a clear message to send to the industry. Your days of bilking American families at the expense of our economy are over. Today, we will discuss proposals to reform abusive credit card practices that drag so many American families deeper and deeper and deeper into debt, including the Credit Card Accountability, Responsibility, and Disclosure Act, which I recently reintroduced. We must protect the rights of financially responsible credit card users so that if a credit card company delayed crediting your payment, you aren't charged for this mistake. We must prevent issuers from changing the terms of a credit card contract before the term is up. And perhaps most importantly, we must protect our young people who are faced with an onslaught of credit card offers, often years before they turn 18, or as soon as they set foot onto a college campus. These practices are wrong and they are unfair. And mark my words, in the coming months, they are going to end. Of course, we must do all we can to encourage consumers to also act responsibly when it comes to using credit cards. But we should demand such responsible behavior when it comes to the companies that issue these cards, as well. The need to reform credit card practice has never been more important. It is not only the right thing to do for families and our consumers, it is the right thing to do for our economy, as well. I have been working on reforms in this area for many, many years and I am determined to move forward on these reforms. With that, let me turn to our former Chairman and Ranking Member, Richard Shelby. "
"STATEMENT OF SENATOR SHELBY"," "
"Senator Shelby","Thank you, Chairman Dodd. Although problems with mortgage-related assets have taken center stage in our ongoing financial crisis, credit card lending has also rapidly declined as our economy has deteriorated. The securitization market, a key vehicle for financing credit card transactions, remains severely constrained, at its best. The absence of a robust secondary market has deprived many financial institutions of the financing needed to support credit card-based lending. Unable to securitize their credit card portfolios, many banks have been forced to cut back their customers' credit limits or even terminate their customers' credit cards altogether. In the midst of these challenging market conditions, the Federal Reserve, along with the Office of Thrift Supervision and the National Credit Union Administration, finalized new rules last December that will drastically alter the credit card industry. The rules prohibit a variety of business practices and impose a new layer of complex regulation. They also update and enhance certain consumer protections. The new rules will be implemented over the next year and a half, but already, financial institutions are drastically altering their credit card practices, as they should. Recent reports suggest that the new rules will cause a substantial contraction in consumer credit. While I believe that there are many credit card practices that need reforming, as Senator Dodd mentioned, I also believe that regulators need to be especially careful in this time of financial stress not to take actions that unduly restrict the availability of credit. Limiting the ability of consumers of low and moderate means to obtain credit could have unfortunate consequences. If they can't get credit from regulated banks, they may seek it outside the banking system. Regulators must exercise caution to ensure that the appropriate balance is struck between adequately safeguarding consumers, which is important to all of us, while not eliminating access to credit for millions of American families. Regulators also need to make sure that they do not stifle innovation or unduly restrict consumer choice. Many innovative products that have been demanded by and have benefited consumers, including zero percent financing, may be eliminated or severely curtailed because of the recent regulatory rule changes. We can all agree that abusive products should be addressed, and soon, but we should also be careful not to eliminate legitimate products in doing that. An overly broad approach risks giving consumers a false sense of security. Too often, consumers fail to consider whether a particular financial product is right for them because they believe that Federal regulators have already determined which products are safe and which are dangerous. Yet in many cases, whether a financial product is appropriate for a consumer depends on the consumer's own financial position. If the financial crisis has taught us anything, it is that all sectors of our economy, from big commercial banks to retail consumers, need to do more due diligence before they enter into financial transactions. No regulator can protect a consumer as much as they can protect themselves if they have the necessary information, which is why clear, complete, and understandable disclosure, as Senator Dodd has pushed for years, is so critical. Several bills have been introduced that seek to codify the recent rule changes, and in several instances would go beyond those rules to enact even more severe regulations. I believe before we legislate in this area, I think we should be careful. I would prefer that we give regulators the necessary time to implement the rule changes and then we can evaluate how those rules have worked and what changes are needed. In this time of economic turmoil, we need to proceed carefully, but we do need to proceed. We need to be especially careful not to undermine the ability of our financial system to accurately price risk. The advent of risk-based pricing has helped our financial institutions expand the availability of credit. Undermining the ability of banks to employ risk-based pricing could reverse this very positive development. As this Committee begins to consider regulatory reform, I believe it is important to keep in mind the need to balance carefully our strong desire to protect consumers and the absolute necessity of preserving an innovative and diverse marketplace. These are not mutually exclusive concepts and it is our job--our obligation--to craft a regulatory structure that can accommodate them both, and I hope we will."
"Senator Johnson"," The Chairman has stepped out momentarily to confer with Secretary Geithner and Mr. Summers. Does anyone want to comment briefly before we get to the panelists? Senator Reed?"
"Senator Reed","I will pass, Mr. Chairman, and defer to my colleagues if they would like to speak."
"Senator Johnson","Anybody? "
"STATEMENT OF SENATOR BROWN"," "
"Senator Brown","Mr. Chairman, I would like to make a couple of comments. Thank you, Mr. Chairman, Senator Johnson. I think a lot of us--I appreciate the comments both of Senator Shelby and the Chairman. A lot of us are particularly concerned about credit card targeting of young people. Go to any college campus across this country, in my State, Ohio State, the largest university in the country, you will see that college students are inundated with credit card applications. Ohio State's own Web site counsels students to, quote, ``avoid credit card debt while you are a college student.'' We know what kind of debt students face anyway and I think that just paints the picture of how serious this is. There are other examples of what has happened with small business and it is so important. I just underscore how important this issue is and that we move forward on more consumer protections. I yield my time back."
"Senator Johnson","Senator Akaka, you have a comment to make? "
"STATEMENT OF SENATOR AKAKA"," "
