"Speaker","Speech"
"The Chairman","The hearing will come to order. Members of this committee, as well as other Members of Congress, have been urging people in the banking system to increase the volume of loans. We hear from some of our constituents that they are not able to get loans that they think would be very helpful economically. And as obvious as we have said, the economy doesn't recover until the credit system does. Essentially, we have had a situation in which borrowers have complained about some of the banks. Banks have in turn complained about the regulators and we are here in one room sequentially. I would hope that our friends on the regulatory panel will be able to stay themselves, or through staff, hear what some of the bankers have said. And I assume they have read the testimony. You know, I don't think there's a matter of ill will. I call it the ``mixed message'' hearing, because I think it is. We do tell the regulators two things: one, tell people to make loans; and, two, tell people not to make loans. Now, they're not supposed to be the same loans, but there is this tension here. And it's a particularly exacerbated tension now, because I think in normal times, the role of regulators is to make sure that bad loans aren't made or to minimize the likelihood. But, we're not in a normal time now. We're in a time where there is a clear problem making good loans. So it is important that the ongoing important safety and soundness is the role of the regulators, and diminishing the number of imprudent loans coexists with the importance of making sure that loans are made that should be made. Now, part of the mixed message issue--and that is why Mr. Kroeker is here from the SEC--has to do with the effect of mark-to-market accounting. We do not want to be post-cyclical, but we also have that potential with regard, for instance, to assessments at the FDIC. Now, some of that is inevitable. If more banks fail, then the assessments go up. But if the assessments go up, some of the banks, small banks, have less ability to lend. It would be nice if we could simply abolish one or the other of the conflicting objectives. We can't. They are both important. So what we then have to do is to make sure they are done in coordination with each other, and in particular with regard to the question of lending standards, that we avoid the potential of there being compartmentalization, in which some parts of the agencies are urging people to lend, and other parts are urging them not to. We need to make sure that the same people are aware of the importance of both of those. We had a hearing in general on mark-to-market. It is of particular relevance, obviously, to banks, particularly to banks that are holding securities long-term. We had a special problem brought to our attention regarding mark-to-market with a couple of the Federal Home Loan Bank regents. So we want to be able to address that as well, and as I said, the purpose here is to make sure that we can increase loans in an atmosphere of security and soundness. And, I think, most importantly, demonstrate that those two objectives are not in fact in conflict, but that they go together, that we are capable of a sound banking system that produces an appropriate flow of credit without endangering the safety of the system."
"The Chairman","The gentleman from Alabama."
"Mr. Bachus","Thank you. I am going to yield to the gentleman from Delaware."
"The Chairman","The gentleman from Delaware is recognized for 1\1/2\ minutes."
"Mr. Castle","Thank you, Mr. Chairman, and thank you for your opening statement, with which I agree. And, I agree that we need to be careful about giving mixed messages, especially to our smaller banks. I recently heard, in fact it was yesterday, from a bank in my State which has heard firsthand from leaders at the Federal Reserve encouraging them to continue lending, but they indicated in real practice as regulators come around, they are actually being discouraged from doing so for capital reasons, or whatever it may be. I am particularly interested in helping banks in my State-- I am from Delaware--get the word out that they are open for business and able to lend to responsible borrowers. I think a lot of this issue is local. We need to handle it that way. We need to be extremely careful in our efforts here in assisting these institutions on one hand, and then putting restrictions on their ability to conduct their business with the other hand. And I think that applies to some of the things we are doing in Congress as well, I might add. Ultimately, I believe that this committee, Congress, and the Administration share the goal of doing everything possible to restore economic health, and this cannot be done without our financial institutions. We are all in this together, and I think we need to work on it. I yield back the balance of my time."
"The Chairman","Next, I would take the gentleman from Florida, Mr. Posey, for 1\1/2\ minutes."
"Mr. Posey","Thank you very much, Mr. Chairman. And if you don't mind, I would just like to echo a little bit of your comments that you made when you opened. Many borrowers are having their credit severely restricted, not because of any past history they had or failure to repay it, and you know, really obvious apparent or greatly increased risk, we would see to the lender. We are talking about, you know, auto dealers throughout the country. We are talking about the attractions industry, which is very important in our part of the country. We are talking about people's personal lines of credit, not just business models that rely on these business loans, but personal lines of credit being apparently arbitrarily reduced that are putting people in an unintended lurch. And I understand there is an uncertainty in the market until we get this thing road-mapped out. And there is a way to measure and put accountability into recovery program. But, I hope in your remarks as you address here today that you will address these issues and what you think needs to be done to loosen that credit up. I have heard the numbers, that sitting on an extra $800 billion, a lot of bail-out money has not been used. It's sitting there, and I can understand that if I was on the sidelines and I was uncertain as to how I might be injured in this policy or by this policy, I might be just a little bit reluctant to be any less liquid than absolutely necessary. But, nonetheless, it's incumbent on us as the chairman mentioned, to do something to loosen that market up, because it exacerbates the problem. It doesn't help the economy. It doesn't help the problem; and, ultimately, it doesn't help the bankers. I mean, I know you don't make any money if you're not using it to make money. And so that goes for our businesses and our families back home. So I would appreciate it if when you make your presentations, you would each be kind of enough to touch on that so we don't need to ask for written responses from you later. Thank you."
"The Chairman","The gentleman from Alabama."
"Mr. Bachus","Thank you, Mr. Chairman. Mr. Chairman, I think my major concern is the same as Mr. Castle and others have expressed, and that I have heard from many constituents who are current on their loans but have had their lines of credit cut or their fees increased, or their interest rates. Today's hearing, I hope, will help us understand why this is happening. Their bankers are on occasion saying that the regulators are encouraging them to pull these loans back. In one instance I have heard of a businessman in Tuscaloosa, Alabama, who had never defaulted on a loan, and had done business with a bank for 30 years. He was not behind on any of his payments, yet he was told that he was going to have to reduce his line of credit by either 10 or 20 percent. We hear this almost on a weekly basis. These people have not defaulted, and what that does is it causes further disruption, because they have to go out some time and liquidate properties or assets at a loss. And there is actually a growing anger from these same people; and, this is Main Street, that they see our Federal Government spending billions and hundreds of billions of dollars through the Fed and the Treasury to bail out or intervene on behalf of some of our too-large-to-fail institutions. And this really, I think, makes a lot of us angry and frustrated, that at the same time as we see our government and our Federal agencies intervening to prop up some of our too- big-to-fail institutions, because we are told there is a systemic threat to our economy--their having bank loans who are current or lines of credit who are current, or even interest rates increased when they are current--and they are not failing. And, let me tell you there is a systemic risk, because that is occurring every day across America in almost every town. There is also a growing perception, I think much of it justified, that the larger institutions are being favored over the smaller institutions. Chairman Frank and I were some of the first who proposed the capital injections. At the time we did that, we said we wanted it to go to healthy institutions. We wanted the focus to be on rewarding those institutions that had not endangered the economy, were not at risk. We wanted our healthy institutions to participate, not just failing institutions or institutions that were having extreme liquidity problems. The capital injection program, I think, has been tremendously biased against our smaller institutions. At the same time we are giving money to AIG, or giving money to a large institution because it's having solvency problems, we are telling our smaller institutions that they are not stable enough to receive money. Now, the large institutions get it because they are failing. The smaller institutions, which are better off and sometimes are being told that they cannot get the money, or small institutions which are not failing are still waiting in line. We started with the largest institutions and we are still moving down. And what I am hearing is that some of that money is still being kept back, because it may be needed on an ad hoc basis to save some large institution. When it seems to me like the regulators are finding reasons to say no to our smaller institutions and our regional banks, I believe it is time for the Federal regulators to turn a lot of their attention to helping our regional or small institutions when 95 percent of the effort is made on a few, too-big-to-fail institutions and also mark-to-market. I am very interested in that. That doesn't require government funding or government intervention. I hear every day from small, medium-sized, and large banks, and even executives of large insurance companies, the biggest insurance companies in this country, that it is a problem. And I hope the regulators will continue to work with us and the SEC to get FASB to give the relief that all of us have recommended to them. Thank you."
"The Chairman","Thank you. And, like you said, they had one particular issue. Several of us were in Massachusetts on Monday on a similar-type hearing. We heard about it a couple of nights ago. It is in Massachusetts, New York, and some other places. We have the mutual savings bank form; and, to date, there is not even a term sheet for them to be able to get funding. And if you have seen this morning's ``Washington Post,'' Business Section, there is a picture of me showing something to Secretary Geithner. It is a memo saying that it really is important that the term sheet be out from mutual savings banks, and we believe that will be happening soon. With that, we will proceed now with our panel, and we will begin with a frequent and always welcome witness who has always been very cooperative, and someone who brings her own private banking experience to her current position as a member of the Board of Governors of the Federal Reserve. And I think for fans of ``Doonesbury,'' it's always interesting when we introduce Governor Duke.  "
