"Speaker","Speech"
"The Chairman","Will the photographers please stand down? The only thing we could see was Mr. Volcker. Now, we can see everybody. This hearing will come to order. It is an important hearing that is relevant to the legislative task before us. As members know, the Senate had been considering very much the question of what the supervisory reach of the Federal Reserve should be. We obviously dealt with it in the bill that passed the House. We will, I believe, now be going to conference some time in April or early May, and one of the questions will be the appropriate role for the Federal Reserve. This is a subject which the chairman of the Subcommittee on Domestic Monetary Policy, the gentleman from North Carolina, has given a great deal of attention to. Obviously, it is clear to people that many of us felt that the Senate's initial instincts here were insufficiently recognizing the importance of a role for the Federal Reserve. There has been some movement. The differences are less than they were. I now believe, as with the legislation in general, we are entering a range where the desire and the need for a bill will be greater than any individual differences. An important part of this will be how should the supervisory role of the Federal Reserve be structured, and that is why we are very pleased to have the Chairman and the past Chairman of the Federal Reserve with us to talk about this. While I have the microphone, let me just say I want to make a couple of announcements that are relevant. This morning, I received letters, first from our colleague from Ohio, Ms. Kilroy, and then from Ranking Member Bachus asking for hearings into the information that was contained in the examiner's report on Lehman Brothers, and that is obviously something we should do. It is something I believe we address in our legislation, this whole question of off balance sheet activity; that is important. We will have a hearing on that in April. Our hearing schedule has gotten pretty crowded. In April, as I told Ms. Kilroy and Mr. Bachus, we will be having a hearing. It will be a full committee hearing because the people involved include some people at the Department head levels and those have to be at the full committee. We will be having that hearing. We will proceed today with this hearing on the question of how to do the regulation. I am going to yield back the balance of my time so that it can be made available to the chairman of the subcommittee. I am going to now recognize the ranking member, but the driving force here, and the member who has put the most effort and considerable thought into this, is the gentleman from North Carolina. I am now going to turn the gavel over to the gentleman from North Carolina, and he has my remaining 3 minutes, plus his own time to allocate as he chooses, and the gentleman from Alabama is now recognized for 5 minutes."
"Mr. Bachus","Thank you, Mr. Chairman. As Congress looks at ways to reform the country's financial infrastructure, we need to ask whether bank supervision is central to central banking. It is worth examining whether the Federal Reserve should conduct monetary policy at the same time it regulates and supervises banks or whether it should concentrate exclusively on its microeconomic responsibilities. It is no exaggeration to say the health of our financial system depends on getting this answer right. Frankly, the Fed's performance as a holding company supervisor has been inadequate. Despite its oversight, many of the large complex banking organizations were excessively leveraged and engaged in off balance sheet transactions that helped precipitate the financial crisis. Just this past week, Lehman Brothers' court-appointed bankruptcy examiner report was made public. The report details how Lehman Brothers used accounting gimmicks to hide its debt and mask its insolvency. According to the New York Times, all this happened while a team of officials from the Securities and Exchange Commission and the Federal Reserve Bank of New York were resident examiners in the headquarters of Lehman Brothers. As many as a dozen government officials were provided desks, phones, computers, and access to all of Lehman's books and records. Despite this intense on-site presence, the New York Fed and the SEC stood idle while the bank engaged in the balance sheet manipulations detailed in the report. This raises serious questions regarding the capability of the Fed to conduct bank supervision, yet even if supervision of its regulated institutions improved, it is not clear that oversight really informs monetary policy. If supervision does not make monetary policy decisions better, then the two do not need to be coupled. Vince Reinhart, a former Director of the Fed's Division of Monetary Affairs and now a resident scholar at the American Enterprise Institution, said that collecting diverse responsibilities in one institution is like asking a plumber to check the wiring in your basement. It seems that when the Fed is responsible for monetary policy and bank supervision, its performance in both suffers. Microeconomic issues cloud the supervisory judgments, therefore impairing safety and soundness. There are inherent conflicts of interest where the Fed might be tempted to conduct monetary policy in such a way that hides its mistakes by protecting the struggling banks it supervises. An additional problem arises when the supervision of large banks is separated from small institutions. Under Senator Dodd's proposal, the Fed would supervise 40 or 50 large banks, and the other 7,500 or so banks would be under the regulatory purview of other Federal and State banking agencies. If this were to happen, the Fed's focus on the mega banks will inevitably disadvantage the regional and community banks, and I think on this, Chairman Bernanke, you and I are in agreement, that there ought to be one regulator looking at all the institutions. H.R. 3311, the House Republican regulatory reform plan, would correct these problems. It would refocus the Fed on its monetary policy mandate by relieving it of its regulatory and supervisory responsibilities and reassign them to other agencies. By contrast, the regulatory reform legislation passed by the House in December represented a large expansion of the Fed's regulatory role since its creation almost 100 years ago. Senator Dodd has strengthened the Fed even more. His regulatory reform bill empowers the Fed to regulate systemically significant financial institutions and to enforce strict standards for institutions as they grow larger and more complex, adopts the Volcker Rule to restrict proprietary trading and investment by banks, and creates a new consumer financial protection bureau to be housed and funded by the Fed. In my view, the Democrats are asking the Fed to do too much. Thank you again, Mr. Chairman, for holding this hearing. I look forward to the testimony."
"Mr. Watt","I thank the gentleman for his opening statement. Let me see if I can try to use some of the chairman's time and my time to kind of frame this hearing in a way that we will kind of get a balanced view of what folks are saying. The Federal Reserve currently has extensive authority to regulate and supervise bank holding companies and State banks that are members of the Federal Reserve System, and foreign branches of member banks, among others. Last year, the House passed our financial services reform legislation that substantially preserved the Fed's power to supervise these financial institutions. The Senate bill recently introduced by Senator Dodd, however, would strip the Fed's authority to supervise all but approximately the 40 largest financial institutions. This hearing was called to examine the potential policy implications of stripping regulatory and supervisory powers over most banks from the Fed, especially the potential impact this could have on the Fed's ability to conduct monetary policy effectively. Proponents of preserving robust Fed supervision authority cite three main points to support their position that the Fed should retain broad supervisory powers. First, they say that the Fed has built up over the years deep expertise in microeconomic forecasting of financial markets and payment systems which allows the effective consolidated supervision of financial institutions of all sizes and allows effective macro prudential supervision over the financial system. Proponents of retaining Fed supervision say this expertise would be costly and difficult if not impossible to replicate in other agencies. Second, the proponents say that the Fed's oversight of the banking system improves this ability to carry out central banking responsibilities, including the responsibility for responding to financial crises and making informed decisions about banks seeking to use the Fed's discount window and lender of last resort services. In particular, proponents say that knowledge gained from direct bank supervision enhances the safety and soundness of the financial system because the Fed can independently evaluate the financial condition of individual institutions seeking to borrow from the discount window, including the quality and value of these institutions' collateral and their overall loan portfolio. Third, proponents say that the Fed's supervisory activities provide the Fed information about the current state of the economy and the financial system that influences the FOMC in its execution of monetary policy, including interest rate setting. On the flip side, there obviously are many critics of the Fed's role in bank supervision. Some of these critics blast the Fed for keeping interest rates too low for too long in the early 2000's, which some say fueled an asset price bubble in the housing market and the resulting subprime mortgage crisis. Consumer advocates and others accuse the Fed of turning a blind eye to predatory lending throughout the 1990's and 2000's, reminding us that Congress passed the HOEPA legislation in 1994 to counteract predatory lending, but the Fed did not issue final rules until well after the subprime crisis was out of control. Other critics accuse the Fed of ignoring the consumer protection role during supervisory examinations of banks and financial institutions across a wide range of financial products, including overdraft fees and credit cards and other things. Perhaps the appropriate policy response lies somewhere between the proponents and critics of the Fed bank supervision. I have tried to keep an open mind about the role of the Fed going forward, and hope to use today's hearing to get more information as we move forward to discussions with the Senate, if the Senate ever passes a bill. We are fortunate to have both the current Chairman and a former Chairman who are appearing today to inform us on these difficult issues, and with that, I will reserve the balance of our time and recognize Dr. Paul, my counterpart, the ranking member of the subcommittee."
"Dr. Paul","I thank the chairman for yielding. Yesterday was an important day because it was the day the FOMC met and the markets were hanging in there, finding out what will be said at 2:15, and practically, they were looking for two words, whether or not two words would exist: ``extended period.'' That is, whether this process will continue for an extended period. This, to me, demonstrates really the power and the control that a few people have over the entire economy. Virtually, the markets stand still and immediately after the announcement, billions of dollars can be shifted, some lost and some profits made. It is a system that I think does not have anything to do with free market capitalism. It has to do with a managed economy and central economic planning. It is a form of price fixing. Interest rates fixed by the Federal Reserve is price fixing, and it should have no part of a free market economy. It is the creation of credit and causing people to make mistakes, and also it facilitates the deficits here. Congress really does not want to challenge the Fed because they spend a lot. Without the Fed, interest rates would be very much higher. To me, it is a threat to those of us who believe in personal liberty and limited government. Hardly does the process help the average person. Unemployment rates stay up at 20 percent. The little guy cannot get a loan. Yet, Wall Street is doing quite well. Ultimately, with all its power, the Fed still is limited. It is limited by the marketplace, which can inflate like crazy. It can have financial bubbles. It can have housing bubbles. Eventually, the market says it is too big and it has to be corrected, but the mistakes have been made. They come in and the market demands deflation. Of course, Congress and the Fed do everything conceivable to maintain these bubbles. It is out of control. Once the change of attitude comes, when that inflated money supply decides to go into the market and prices are going up, once again the Fed will have difficulty handling that. The inflationary expectations and the velocity of money are subjectively determined, and no matter how objective you are about money supply, conditions, and computers, you cannot predict that. We do not know what tomorrow will bring or next year. All we know is that the engine is there, the machine is there, the high powered money is there, and of course, we will have to face up to that some day. The monetary system is what breeds the risky behavior. That is what we are dealing with today. Today, we are going to be talking about how we regulate this risky behavior, but you cannot touch that unless we deal with the subject of how the risky behavior comes from easy money, easy credit, artificially low interest rates, and the established principle from 1913 on that the Federal Reserve is there to be the lender of last resort. As long as the lender of last resort is there, all the regulations in the world will not touch it and solve that problem. I yield back."
"Mr. Watt","I thank the gentleman for his opening statement. I think we have about 1 minute and 30 seconds left, which is yielded to Mr. Sherman."
"Mr. Sherman","Thank you, Mr. Chairman. ``Too-big-to-fail'' is ``too-big-to-exist.'' As we examine the power of the Fed, it begs the question, what about the provisions that prevent an audit of the Fed? The Fed is exempted from audits, not only in the area of monetary policy but also foreign agreements. All of the efforts by the Fed to defend their exclusion from audit have focused on well, that could affect monetary policy, which begs the question, why is the Fed demanding an exemption or continuation of an exemption of its foreign agreements from the audit process? If supervision informs monetary policy, then we have to ask why the other bank supervisors are unwilling to share information with the Fed and why economic statistics are not being shared, not only with the Fed but with the American people. Finally, as the Supreme Court decides that corporations who hold government posts by spending unlimited amounts of money on campaigns, at least there in order to get a particular person selected for governmental authority, they have to convince humans to vote for them. The one exception to that is the Fed regional boards where corporations get to select who sits on these boards and who exercises governmental power without them being responsible to the voters at all. In a democracy, every agency of governmental power should be responsible for the electorate. I yield back."
"Mr. Watt","I thank the gentleman for his opening statement. We are fortunate to have the Chairman of the Board of Governors of the Federal Reserve, the Honorable Ben Bernanke, and the Chairman of the President's Economic Recovery Advisory Board, and former Chairman of the Federal Reserve, the Honorable Paul Volcker. We will recognize the Chairman first, and then, Mr. Volcker. "
"STATEMENT OF THE HONORABLE BEN S. BERNANKE, CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE"," "
"Mr. Bernanke","Thank you, Chairman Watt, Ranking Member Bachus, and other members of the committee. I am pleased to have the opportunity to discuss the Federal Reserve's role in bank supervision and the actions that we are taking to strengthen our supervisory oversight. Like many central banks around the world, the Federal Reserve cooperates with other agencies in regulating and supervising the banking system. Our specific responsibilities include the oversight of about 5,000 bank holding companies, including the umbrella supervision of large complex financial firms, the supervision of about 850 banks nationwide that are both State chartered and members of the Federal Reserve System, so-called ``State member banks,'' and the oversight--"
"Mr. Watt","Will the gentleman pause for just a second? Ma'am, you are going to have to take that sign out of here. I am sorry. You are breaking the rules. You are either going to have to leave or we will have to have you removed or you will have to take the sign out. Any time today would be nice, ma'am. Thank you. Chairman Bernanke, you can resume."
