Speaker,Speech,Type,Comments
"The Chairman","The hearing will come to order. The purpose of this hearing is to continue to focus even more on a very broad question, the importance of an effect that has been undermined by recent events and by the considerably larger crowd we will have here tomorrow when we deal with the apparently three most fearsome letters in the English language: ``AIG.'' We will deal with that tomorrow. But what we need to do is to figure out how we avoid ever again being in this situation. ``Ever again'' overstates it. How do we make it much less likely that we are not again in this situation? So this begins a set of hearings that we are going to be having on what, if anything, should be done at the legislative level and then carrying through obviously to the executive level to prevent some of the problems that we are now dealing with from recurring. There will be a series of hearings. As you know, the Secretary of the Treasury will be testifying at our hearing on March 26th. But we want to hear from a wide range of people on the consumer side, on the labor side, and on the financial industry side, former regulators, other commentators, and people in the industry. We will have a series of hearings on this. We have several hearings planned between now and the break. We will resume and continue the hearings, and it is my hope that we will be able to begin the drafting of legislation sometime in early May. That is when we come back and have a couple more weeks of hearings. I urge people to be thinking seriously about what we are doing. This will be a lengthy process. It will go through all of the regular order. The Senate also is engaged in this. The White House and the Treasury are engaged in it. It is a very important task, and we will be addressing it with great seriousness and with full input. I am not at this point going to get into anything substantive because I really hope that we will have a full and unfettered conversation with a variety of people about this, and I would hope people would feel totally free to make whatever recommendations they may have. Everyone who is here will, I am sure, be asked again to comment on this, but you don't have to wait to be asked. We have as important a task as we have had in this general area, I believe, since the 1930's. But I will just say briefly what seems to me to be the situation. We are a society that understands the value of free enterprise in a capitalist system in creating wealth. Some political rhetoric to the contrary, that is not in question now, and won't be in question in the future. No one is seriously talking about diminishing the role of the private sector as the wealth creator, and for this committee's jurisdiction of the financial services industry as the intermediary, as the entity that helps accumulate wealth from a wide variety of sources and makes it available for those who will be taking the lead in the productive activity, that is the intermediation function, and it is a very important one. From time to time in economic life, the private sector, which is constantly innovating, but achieves the level of innovation that is almost a qualitative change when a very new set of activities comes forward. Now, by definition, if those activities do not provide value to the society, they die of their own weight. Only those that are in fact genuinely adding significant value thrive. But also by definition because they are innovative, as they thrive they do a lot of good, but there is some damage because they are operating without rules, they are new, and that is why I think the problem here is not deregulation, but nonregulation. It is not that rules that had been in place were dismantled, it is that as new activities come forward there need to be new rules that are put in place that to the maximum extent possible provide a structure in which the value of these innovations can continue but some of the abuses are restricted. I will give two examples where it seems to me we went through that process. In the late 19th Century, the formation of the large industrial enterprises, then called trusts. This country could not have industrialized. The wealth could not have spread to the extent that it has here or elsewhere without large enterprises. But because they were new, there were not rules. So while they were formed and thrived in the late 19th Century and on into the next century, the presidencies of Theodore Roosevelt and Woodrow Wilson were aimed at preserving the value while containing the damage that could be done. The antitrust acts, the Federal Trade Act, even the Federal Reserve Act itself came out of that situation. Because you had the large enterprises you then had the stock market become so important, because you had now gone beyond what individuals could finance. And the stock market obviously provided an important means of support for this process, but with some abuses. So in the New Deal period and then after we had rules adopted that gave us the benefits of this finance capitalism but tried to restrain some of the abuses, the SEC and other factors. I believe that securitization, the ability to use pools of money not contributed by depositors, and are therefore relatively unrestricted, to finance activities and to sell the right to be repaid, obviously has a lot of advantages. If mortgage loans can be made, securitized, and remade, that money can support a lot more activities. Securitization greatly increases the ability to use the money. But like these other innovations it comes in an area without regulation. And our job now I believe is in some ways comparable to what happened under Franklin D. Roosevelt or Theodore Roosevelt and Woodrow Wilson, to come up with a set of rules that create a context in which a powerful, valuable tool can go forward in its contributions but with some restriction on the negative side. And that is never easy to do and you never do it 100 percent. I regard it, by the way, as very much a pro-market enterprise, because one of the problems we have now is an unwillingness on the part of many who have the money to make it available. We have investors who are reluctant to get involved. That is a great problem. It is nice from the standpoint of calculating our interest costs to have Treasuries be so popular. But it is not healthy for the economy for Treasuries to be disproportionately the investment people want to make. One of the advantages of this being done properly is to get a set of rules that will tell investors that it is safe to get back into the business of investing. So we regard this again as very pro-market, of taking a market-driven innovation, in this case securitization, and trying to preserve its value while limiting some of the harm that comes when it acts in a totally unregulated atmosphere and in a manner that will give a great deal of confidence to investors so that we can resume this function of intermediation of gathering up resources and making them available for productive uses. The gentleman from Alabama.",Speech, 
"Mr. Bachus","Thank you, Mr. Chairman. I yield 1\1/2\ minutes.",Speech, 
"The Chairman","I am sorry. Whatever time you want; 1\1/2\ minutes.",Speech, 
"Mr. Bachus","Thank you. Mr. Chairman, done in the right way, a systemic risk entity can be a positive step. However, if done in the wrong way, it can be a very bad idea. Let me be very clear. It is time that we extricate ourselves from the cycle of multi-billion dollar taxpayer-funded bailouts. Before we agree on the creation of a systemic risk regulator or observer, we need to agree on one important precondition, and that is that this so-called systemic risk regulator should not have the power to commit or obligate billions or hundreds of billions of dollars of taxpayer money to bailing out the so-called ``too big to fail'' institutions. If it does, I can't support it. In the event of a failure of one of these too big to fail institutions, I believe that this newly created entity's role should be to advance an orderly resolution, not to add taxpayer funding. If we have learned one lesson in the last year it is this: When the government tries to manage and run these large corporations, no one wins. Government ownership and management of the private sector didn't work in Russia, it didn't work in China, it is not working in Cuba, it is not working in North Korea, and it is clearly not working here. Thank you, Mr. Chairman.",Speech, 
"The Chairman","Does the gentleman have a second member, because I did 5 minutes? You have a minute-and-a-half. The gentleman from California, Mr. Royce, for a minute-and-a-half.",Speech, 
"Mr. Royce","Thank you, Mr. Chairman. I would like to thank our witnesses for coming and also, considering the topic of today's hearing, systemic risk, I would like to briefly welcome Mr. Wallison from AEI who for years warned and wrote about the systemic risk posed by Fannie Mae and Freddie Mac to our system. And with trillions of dollars being allocated to prop up our financial system we must begin to rethink, I think, the relationship between the Federal Government and private companies. If we allow this line to be permanently blurred, the invitation for political and bureaucratic manipulation will remain, as we saw with the GSEs. Further, the market distortions caused by the implied government guarantee of Government-Sponsored Enterprises allowed them to operate as a duopoly, walled off from forces such as market discipline that would have significantly lessened the ability of these firms to play their part in inflating the U.S. housing market and allowed them eventually to overleverage by over 100 to 1. With that said, I believe that we have to reevaluate our financial market's regulatory structure. That is what this hearing is about. We need a thoughtful reevaluation. We have a patchwork system put together over the last 75 years in this country, and we cannot discuss systemic risk regulation in a vacuum. Duplicitous and ineffective regulatory bodies must be consolidated or eliminated, and gaps exploited in recent months by AIG must be filled. Thank you, Mr. Chairman.",Speech, 
"The Chairman","The gentleman from California for 2 minutes.",Speech, 
"Mr. Sherman","Thank you. I think the ranking member points out something interesting, and that is if the Fed is the systemic risk regulator, or any kind of regulator, they could see their regulation called into question, ``Oops, you made a mistake.'' And they could cover themselves by using their powers under section 13(3) to make unlimited loans from the Fed. I think we need to divorce the rescue authority from the regulatory authority or a regulator may do a rescue in order to cover up the fact that their regulatory authority was not used all that prudently. Secondly, if the Fed is going to be a systemic risk regulator we ought to make sure that all of its officers and decisionmakers are appointees of the President or appointees of appointees of the President, that none are appointed by committees of private bankers. The Fed needs to be clearly just a government agency and not also an association of banks. As to systemic risk, it can be prevented perhaps by higher capital requirements, but when we do confront systemic risk that has to be acted, this systemic risk regulator needs to be respond with receiverships, not with bailouts. Never again should the taxpayer be called upon to bear risks or to bear costs. And no activity which is too big to be covered by a receivership should be allowed because nobody should be allowed to bet if the taxpayer is going to be called upon under the theory of systemic risk or any other theory to bail them out. No casino should be too so big that we can't let those who break the bank deal with it in the private sector. Finally, and this is off point, I look forward to working with other colleagues on a tax law that would impose a substantial surtax on excessive compensation paid to executives at bailed-out firms, especially AIG. It is clear that we have until April 15, 2010, to act on the 2009 Tax Code, and I think we could act on 2008 as well.",Speech, 
"The Chairman","The gentleman from Illinois for 1\1/2\ minutes. I apologize. The gentleman from Texas for 1\1/2\ minutes.",Speech, 
"Mr. Hensarling","Thank you, Mr. Chairman. No doubt we would all love to figure out a way to properly end systemic risk, but it kind of begs the question who, what, how, and at what cost? I have a number of questions. Number one, do we have any other examples where this has been tried before and tried successfully? Has it worked? And if not, why not? Who are the so-called experts on the subject? Second of all, what is our accepted definition of systemic risk? Is it too big to fail, too interconnected to fail? I note that mutual funds have worldwide assets of $26.2 trillion at the end of the last fourth quarter. Are they too big to fail? Are they representative of systemic risk? Next, which of our regulators is to be trusted with this responsibility? Should it be the Federal Reserve that many economists view helped lead us into this housing bubble in the first place? Perhaps it should be the SEC, who apparently knew about the Madoff fraud and did nothing about it. Perhaps OTS, who is responsible for IndyMac, the largest bank failure in American history. If not them, who? The next question is to what extent does this become a self-fulfilling prophecy? Once you designate a firm too big to fail, then is this not Fannie and Freddie revisited with only the taxpayers left to pick up the tab? There are many questions to be asked. I look forward to hearing from our witnesses, and I yield back the balance of my time.",Speech, 
"The Chairman","The gentleman from New Jersey, Mr. Garrett, for 1\1/2\ minutes.",Speech, 
"Mr. Garrett","Thank you, Mr. Chairman. And while we look at systemic risk, and there are some who are calling for consolidating even more regulator power and risk within the Fed to look at systemic risk, I find myself on the other side increasingly adverse to the idea. Now, the Fed has already been the de facto systemic regulator for at least much of our banking sector, which by the way is already the most regulated portion of our economy. Institutions like Citigroup and other large banks have some of the thorniest problems that we are facing in our financial markets. So instead of giving Fannie even more problems, despite its regulatory failures, I am convinced that we should actually reduce the regulatory powers and maybe at best let it concentrate on its monetary policy. The Fed's regulatory role, if it were to be increased, compromises its independence and threatens to undermine the value of the dollar. The reason for the Fed's independence in the first place is its monetary policies duties, not its regulatory role. It is difficult to see a scenario where the Fed is responsible for the health of our Nation's largest financial institutions would be reluctant to raise interest rates in order to assist financial institutions under its regulatory purview. Furthermore, in addition to my concerns about the conflictive nature of the Fed's role, as I mentioned at last week's hearing, I also have concerns about consolidating so much additional power in any entity that does not have to answer to the American people. Finally, beyond my specific concerns about the Fed, I have broader concerns, as Mr. Hensarling raises, about a new systemic regulator. What powers would it have? Would it be able to say what it is and what it is not allowed to invest in? And in its zeal to eradicate risk, and remember, this is a capitalist economy, would it fundamentally alter the nature of the American economy, the greatest economic engine in the history of the world by doing so? I thank you, Mr. Chairman.",Speech, 
"The Chairman","The gentleman from Massachusetts is recognized for 2 minutes, Mr. Capuano.",Speech, 
"Mr. Capuano","Thank you, Mr. Chairman. Mr. Chairman, I was going to comment on your comment about AIG being the word of the week, and you are right about that, but that is short term. The biggest word we dealt with for 30 years, and I think the reason you are here, is the word ``regulation.'' It has been a swear word in Washington for 30 years. We don't regulate anything. We haven't overseen anything or anybody, and the few regulators we have have chosen not to do anything with the powers they have. Yet I have to be honest; I think you just heard the major problem that we in Congress will have. I don't think anybody in America today thinks there is too much regulation in the financial services industry except some of my friends on the other side of the aisle. And I have to be honest, I thought that debate was over. I think it is over for most of us and for most of America. What I want to hear today and what I want to hear from the next point forward is not whether regulation is a swear word, but how do we do it? Who should be included? Who should be excluded, if anyone? I can't imagine any arguments why anybody would say that bank SIVs, Special Investment Vehicles, should be excluded from regulation where the bank isn't. I can't imagine anybody today telling me that hedge funds should have absolutely no regulation. I can't imagine anybody today telling me that private equity firms should have absolutely no regulation. I can't imagine anybody today certainly not telling me that credit rating agencies shouldn't be regulated by anybody. Those things are past. The lack of regulation is unequivocally, clearly, undebatably the reason that we have the economic crisis we have today. The fair and only question left is, how do we regulate in a reasonable and thoughtful manner? No one wants to overregulate, but no one in their right mind wants to under regulate anymore. It is a fair question and a moving question as to how to do it in format, how to structure this, and who should be included, and to what degree. Those days of lack of regulation, of somehow the government is always the problem, always in the way, are over, and I would suggest that anybody who doesn't get that should just read any paper any day anywhere in America today. Mr. Chairman, I yield back. Thank you.",Speech, 
"The Chairman","The gentleman from South Carolina for 1\1/2\ minutes.",Speech, 
"Mr. Barrett","Thank you, Mr. Chairman. Panel, recently we have been hearing a lot about a systemic risk regulator, but it is the details, guys, that matter. Before evaluating any proposal we need to know who that regulator will be, what the regulator will do, and who or what the regulator will oversee. We need reform, not more regulation. And we need to ensure that our current regulators are fulfilling their current mandates before we assign them new duties. I look forward to hearing your insights on how we can ensure that any changes to the regulatory system can bring certainty and trust back into the economy, but do not prevent American families and small businesses from getting the capital that they sorely need. I yield back, Mr. Chairman.",Speech, 
"The Chairman","The gentleman from Georgia, Mr. Price, for 1\1/2\ minutes.",Speech, 
"Mr. Price","Thank you, Mr. Chairman. I am struck by the certitude of some of my friends on the other side of the aisle that may only be exceeded by their potential lack of appreciation for the dangers of a political economy. I would ask all of us to think about what industry is more regulated than the U.S. financial industry. Despite layers of regulation, we still find ourselves in the midst of a major economic contraction. We ought not lose sight of that fact. I am extremely concerned with the idea of a systemic risk regulator. If a specific institution is designated as ``systemically significant,'' it certainly sends the message that the government will not let it fail. This clearly gives these institutions a huge competitive advantage over nonsystemically significant institutions. This classification takes us even further into the realm of a political economy, and I would suggest that is the wrong road. A market-based economy allows institutions to fail for a number of reasons. Allowing the government to prop up systemically significant institutions that would otherwise fail doesn't improve competition or efficiency in our financial system. This reminder should caution all of us as we consider a proposal that might potentially completely change the way our financial system operates, who wins, who loses and who decides. I yield back.",Speech, 
"The Chairman","The gentleman from Texas, Mr. Green, for 1\1/ 2\ minutes.",Speech, 
"Mr. Green","Thank you, Mr. Chairman. Mr. Chairman, I believe that our affair with invidious laissez-faire is over. We don't expect football teams to regulate themselves, we don't expect self-regulation in basketball. I don't think that we can expect it in the economic order with reference to economic institutions. I believe that too big to fail is just right to regulate, because when we don't regulate too big to fail, the potential to decimate society exists. We have to have an Office of Systemic Risk Analysis if for no other reason than to identify institutions that are too big to fail so that they can be properly and positively regulated. I yield back the balance of my time.",Speech, 
"The Chairman","And finally, the gentleman from Texas, Mr. Neugebauer, for 1\1/2\ minutes.",Speech, 
"Mr. Neugebauer","Thank you, Mr. Chairman, for holding these hearings. A lot of changes are being proposed in the regulatory structure in our country, and we have to be very careful that we get this right. One of the questions that comes up is, did we have systemic risk because we didn't have the proper regulatory structure in place and the fact that there were holes in that system created systemic risk within our economy, or did we have systemic risk because we didn't have a systemic risk regulator? I will tell you that I believe that we have a regulatory structure that allowed systemic risk to begin to transpire in our economy. But quite honestly, I believe that the actions that we are taking today, unprecedented actions, are also creating major systemic risk in our economy. What does this all point to? It all points to the fact that we must go very carefully and very slowly here as we look at reforming our financial markets because we have to get this right. Because some people believe if we get this right we will take risk out of the market. It is not the role nor can government take risk out of the market. But we can make sure that there is integrity and transparency in the market as we move forward. And so, Mr. Chairman, I would hope that as we move down this road of regulatory reform, that we will be extremely careful here. It is not going to be the speed at which we do our work, but the quality of the work we do, because it is important to the American people that we get this right.",Speech, 
"The Chairman","We will now begin the testimony in the order in which they are printed here, which is probably random, unlike the testimony. We will begin with Mr. Bartlett, Steve Bartlett, President and Chief Executive Officer of the Financial Services Roundtable, and a former member of this committee.",Speech, 
