Speaker,Speech,Type,Comments
"Chairman Dodd","The Committee will come to order. If I had known the interest, I would have held this at RFK. Well, listen, thank you all for coming this afternoon, and I appreciate the participation of our witnesses and our colleagues as well. Momentarily, we will be asking our colleague Senator Stabenow to share some opening comments. I would point out that Carl Levin, the senior Senator from Michigan, is unable to be with us this afternoon, but has submitted testimony and obviously has a very strong interest in this subject matter. And I have had numerous conversations with him over the past number of days, and so we appreciate his contribution to this afternoon's proceedings as well. Let me just briefly say how we are going to proceed here. I am going to make some opening comments. My friend and colleague from Alabama will make some opening comments, and then I will ask my colleagues here if they would please be brief, if you could. I know everyone wants to be heard on this subject matter, at least a couple of minutes. We will then turn to you, Senator Stabenow, and then we will invite our witnesses up for their testimony here this afternoon. This afternoon's hearing is on ``Examining the State of the Domestic Automobile Industry.'' This afternoon the Committee examines the condition of this important domestic industry to our country, and I want to thank Senator Shelby and our other colleagues for accommodating their schedules to allow us to have this hearing scheduled on such short notice. And although we may have different views on the ailments of the auto industry and the remedies for them, I think we can all agree that its fate is a very important subject matter for this Committee's consideration. Our Banking Committee jurisdiction, I would point out to those who may not be aware, extends to matters pertaining to economic stabilization and financial aid to commerce and industry. As such, today's hearing is very timely and appropriate. The automobile industry, of course, has made an urgent request, as we are all aware, that Congress provide some emergency assistance to their companies. Without that assistance, we are told that one or more of the Big Three automobile makers could become significantly impaired or collapse altogether. Were that to happen, the repercussions, of course, would be severe. Hundreds of thousands of people who assemble these automobiles would lose their jobs. Many more who supply auto parts would face layoffs. As well, automobile dealers would be shuttered, and countless others who rely on the auto industry for their livelihoods, from the people who work in restaurants near these auto factories to those who, in fact, clean the offices of these executives, could find themselves without a job. There are those who believe that the partial or total collapse of the domestic automobile industry would have repercussions far beyond those whose work is directly or indirectly connected to that industry. They argue that if this major industry goes down, it could take down huge sloughs of the Nation's economy with it; and in so doing, it could create new and profound risks to the stability of our entire economy, which, as we all know, is already in a very precarious state. None of us relishes being here today to consider these prospects. That goes for our company and labor witnesses who are going to be testifying later this afternoon. Their discomfort in coming to the Congress with hat in hand is only exceeded by the fact they are seeking treatment for wounds that I believe to a large extent were self-inflicted. No one can say that they did not see this coming. Their companies have been struggling for years. They are hemorrhaging jobs; 450,000 have been lost in the last 8 years alone. They are losing market share. For the first time, the domestic auto share for Ford, Chrysler, and GM has slipped below 50 percent, going from 66 percent in 2001 to just 47 percent today. Their boardrooms and executive suites, in my view, have been famously devoid of vision. Certainly there have been exceptions. Ford was arguably ahead of the market when in the early years of this decade, they saw a big future in the fuel-efficient and alternative energy vehicles. But for the most part, the top echelons, in my view, of the Big Three turned a blind eye to such opportunities. They have been content, in my view, to not only satisfy but in too many respects drive the demand for inefficient gas-powered vehicles that Americans have been going broke to gas up. They derided hybrid vehicles as making ``no economic sense.'' They have dismissed the threat of global warming, the role played by their products in creating it, and the strong desire of the American people to do something to stop it. The prices of GM and Ford shares have declined steadily and have now reached historic lows. In short, the auto makers have failed to adapt to change, in my view, and the shareholders are rendering judgment for that fact. They have approached 21st century challenges with decidedly a 20th century mind-set, and we are all paying the price for it. This is not the first time that the leaders of our automobile industry have presented Congress with a doomsday scenario in connection with a cry for help. It happened in the late 1970s as well. At that time this Committee, under different leadership, and the Congress responded with the Chrysler Loan Guarantee Act. The law provided $1.5 billion to Chrysler in loan guarantees to help it avoid bankruptcy. But it did so with several very tough conditions. It created a Federal oversight board to review and approve funding decisions. It required Chrysler to become energy efficient. It prohibited the company from paying dividends on its common or preferred stock. It required buyouts that resulted in the loss of thousands of jobs, and the company was required to come up with a nearly dollar-for-dollar match in private funds in order to qualify for Federal guarantees. Unlike 1979, however, today the tools already exist to provide meaningful and appropriate assistance to the industry. I am referring to the Emergency Economic Stabilization Act, which was signed into law barely 6 weeks ago. This legislation confers broad authority on the Secretary of the Treasury, including, in my view, the authority to purchase ``any financial instrument,'' such as stock from any institution, if necessary, to promote financial market stability. The Secretary of the Treasury has until now declined to use that authority, and I regret that, focusing the resources of the act on financial companies. It is hard to explain how you can provide massive assistance to AIG, but manage to find no room at all for assistance for our three major automobile manufacturers. Similarly, the Federal Reserve has declined to use its authority under Section 13-3 of the Federal Reserve Act to assist the auto industry. That provision allows the Fed to lend to any individual, partnership, or corporation if, due to unusual or exigent circumstances, that person, partnership, or company is unable to secure adequate credit. I support efforts to assist this industry, not because their leaders necessarily deserve taxpayer help--on the contrary, deserve no more help than do the leaders of the financial companies that created the subprime mortgage mess that has exploded into the global financial crisis. Rather, I support action as a way to minimize the possibility of such a destabilizing event in our overall economy. At a time like this, when our economic future is so tenuous, we must do all we can to ensure stability. None of us wants to look back and ask if we were penny-wise and pound-foolish at a moment of great peril economically. That said, I am only one of 100 Members of this body. It will take more than my support to pass meaningful legislation this week or next week, and by ``meaningful,'' I mean legislation that would provide not only necessary financing to sustain operations; I also mean legislation that imposes tough conditions on the companies to sustain our planet and to maintain strict accountability to the taxpayers who are once again being asked to make extraordinary sacrifices for those whose actions are costing our Nation dearly. My view is that this moment presents not only a challenge but also an opportunity--an opportunity to reject the subsidy for failed business practices, instead to generate meaningful, lasting change that transforms a key piece of our manufacturing base for success in the 21st century. Whatever path we ultimately choose--and we will have differences about what it is--that ought to be our shared goal. So in a few minutes, I will be asking our friend and colleague from Michigan to share her thoughts with us, but before I do that, let me turn to my colleague from Alabama, Senator Shelby.",Speech, 
"Senator Shelby","Thank you, Mr. Chairman. Only 6 weeks ago, Congress hastily passed a bill that gave the Secretary of the Treasury authority to spend $700 billion to address the credit crisis. The key component of the Treasury plan was the purchase of so-called troubled assets held by financial institutions. At that time I expressed grave concerns with the wisdom of the approach and questioned whether it would be an appropriate use of taxpayer dollars. Instead, at that time I called for a serious examination of the origin and scope of the ongoing financial crisis so that we might then craft a thoroughly considered and narrowly tailored solution. Unfortunately, we, the Congress, skipped that step. The Treasury Department has since abandoned the plan, as you all know, to purchase troubled assets and is now using the funds to purchase direct equity stakes in financial institutions. We were told that this would be the best way to stabilize faltering institutions and stimulate lending. Although interbank lending has improved slightly in recent weeks, the series of ad hoc Government measures intended to relieve stress in the credit markets have actually increased mortgage rates and placed additional strains on demand. This has occurred despite intentions to the contrary. Today, as we consider altering the Treasury bailout program to provide cash assistance to the domestic auto manufacturers, I am concerned that once again we are about to employ the ``ready, fire, aim'' approach to problem solving. Before we take that step, I believe we need to determine a number of things. First, we must examine whether diluting the TARP program will fatally weaken an already flawed construct. Second, I believe we must determine the current financial condition of the domestic auto manufacturers and how they got that way. Finally, Mr. Chairman, I believe we must determine both the short- and long-term outlook for these firms. These are all fact-based considerations, and we should look at the facts. Therefore, we can and I think we must build a thorough record so that we can make fact-based decisions here in the Congress. And while I recognize that the current economic situation has exacerbated the problems of the Detroit auto makers, I think we in the Congress must examine in greater detail the causes of their longstanding problem. For example, industry analysts contend that the firms trail their major competitors in almost every category necessary to compete and make a profit. In fact, even when the firms were setting record sales records, they were barely making money. I believe we need to understand why this has been the case. We need to know what the firms are doing to enhance their ability to compete in the future. How do they plan to deal with current management, labor, cost and quality control, and product development shortfalls, which they know they have? How do they plan to address changes in the marketplace such as long-term reductions in annual sales? How do they intend to reverse the continued loss of market share to foreign car companies? Yes, and how are they going to adapt to an international market that demands greater efficiency and flexibility? I also, Mr. Chairman, have questions about the amount of resources needed to address the current situation. Is $25 billion--a lot of money to me--is that enough? Is this the end or just the beginning? Some reports state that the firms appearing today may each need at least $20 billion, some $50 billion apiece. If that is true, we should be told that today. Finally, how is the money going to be used? That is a good question. Will it be used to improve their business model, which has been a failure, and product lines? Or is this just life support? I understand that each firm may use their entire share to pay preexisting claims to stay afloat. In other words, the money would be used just to keep the lights on. If that is the case, there would be nothing left to make changes that might actually help turn the firms around. I believe this begs the question: Are we here in the Senate being asked to facilitate a stronger, more competitive auto manufacturing sector or to perpetuate a market failure? Today's witnesses need to assure this Committee and the American people that they are able to do what they have failed to do in the last 10 years. I look forward to their answers.",Statement,STATEMENT OF SENATOR RICHARD C. SHELBY 
"Chairman Dodd","Thank you very much, Senator.",Speech, 
"Senator Johnson","Mr. Chairman, thank you for calling today's hearing to examine the condition of the domestic auto industry and the effects of interest rate turmoil on job creation and economic growth. As you know, I did not support the $700 billion bailout, in part because I did not believe that the conditions set for bailout monies for Wall Street firms were strong enough. I expect that if help is extended to the auto industry, these companies and their executives will be held to very high standards of accountability and that the taxpayer protection remains a top priority. Going forward, Congress must focus on how to secure the hundreds of thousands of jobs connected to the auto industry and also ensure that this industry makes dramatic improvements to innovate and reflect consumers' changing tastes for fuel- efficient vehicles, including flex-fuel vehicles and alternative-fuel vehicles, cars, and trucks. The U.S. has the ability to lead the world powering vehicles on renewable fuels. What is lacking has been the domestic auto industry's embrace of policies and misallocations of resources, resulting too often in an inferior product. I am keenly interested in learning from today's witnesses as to how additional investment of taxpayer dollars to this interest would not repeat these missteps. Thank you, Chairman Dodd.",Statement,STATEMENT OF SENATOR TIM JOHNSON 
"Chairman Dodd","Thanks very much.",Speech, 
"Senator Enzi","Thank you, Mr. Chairman. I am disappointed that we are here today to consider another financial rescue package. While I agree that this topic deserves the deliberate consideration of the Senate Banking Committee, I have to note that this Committee will not actually be approving any legislative proposals related to the auto rescue package through the regular order, through deliberation, which is the only way that we get good legislation. The Committee process is the method by which we consider legislative proposals, weigh alternative ideas, and build coalitions through the process of deliberation. Unfortunately, that process has not been relied upon during the debate on the Emergency Economic Stimulus Act, and it is not the process we are using right now. I opposed passage of the Emergency Economic Stabilization Act in October because, in Congress' rush to pass an expensive solution to our financial crisis, we did not carefully consider the impact such a proposal would have on our markets and honestly weigh all available alternatives. As evidenced by the financial markets since October 3rd, the EESA has made little progress in bringing prosperity and consumer confidence back into the markets. Even though there is a lot more flexibility there than I think any of us dreamed of, I have serious doubts that this rescue package will be any different. The auto manufacturing industry is telling us today they need a $25 billion rescue package as a result of the financial crisis and the public's inability to find credit to buy their products. This is not the only reason why the domestic auto industry is in trouble. Labor costs, enormous legacy liabilities, and inefficient production have also contributed to the current crisis in the auto industry. Isn't it prudent for us to consider how the taxpayers' $25 billion will go to addressing these issues before we authorize the spending? For example, General Motors' direct labor cost is reportedly $71 an hour while Toyota pays only $47 per hour. Indirect costs resulting from union labor agreements only add to this cost differential. Ford and GM both spend much more time to produce a vehicle than either Toyota or Honda, and fixed costs keep domestic manufacturers from competing with more nimble overseas competitors. Unfortunately, the auto package being considered by the Senate this week is completely silent on these issues. When the Senate votes on the bailout on Wednesday, the $25 billion bailout will not be attached to any larger proposal to reform contractually imposed costs incurred each year by domestic auto makers. The bill will not include reforms to address the industry's crippling legacy costs or enormous and costly infrastructure. Instead, it will be another check issued by the taxpayer to solve a long-term problem with a short-term solution. I am pretty sure whatever the bill is, if you took it to your banker and asked for $25,000, he would send you back for more work. Under the terms of the proposal, I would not be surprised if we find ourselves and the domestic auto industry in the same situation 6 months or a year from now. There is nothing in the proposals that I have heard to prevent the same problems from returning to the industry in the future. We have little evidence that this $25 billion will do anything to promote the long-term success and competitiveness of domestic auto manufacturers. However, this body is under enormous pressure from that industry to provide the money with no strings attached. Instead, I ask my colleagues to resist the illusions of pending economic disaster and carefully consider the proposal. This Committee should also examine ways to modify existing proposals to make it more taxpayer friendly. We could secure this $25 billion loan with unencumbered assets of the participating auto companies. We could boost private sector investment through a matching program similar to the one proposed by Secretary Paulson. These ideas are worthy of consideration and deliberation and should be a part of the debate. I thank the Chairman.",Statement,STATEMENT OF SENATOR MICHAEL B. ENZI 
"Chairman Dodd","Thank you.",Speech, 
"Senator Schumer","Thank you, Mr. Chairman. I thank you and Senator Shelby for holding this obviously very timely and important hearing. Survival of the auto companies is imperative for America's ability to remain the global economic leader in innovation. At a time when there are tremendous horizons of opportunity in the auto sector, helping the industry meet its challenges is very important. We should not drop out of the race before we have had a chance to compete. And given the fragility of our economy today, ignoring the plight of the auto industry would only accelerate an economic downturn and make it more difficult for our Nation to return to prosperity. Bankruptcy of one or more major companies at this point in time in our economy would have far more severe effects than during a time of relative prosperity or stability. The auto industry is a bedrock of our economy. Almost 4 percent of the Nation's GDP comes from autos. That is 10 percent of our industrial production by value. What is more, the industry supports 3 million ancillary jobs--jobs we must preserve when employment is decreasing by over 200,000 jobs a month, and more massive layoffs are expected as a result of the credit crisis. And thousands of these jobs, Mr. Chairman, are in my State of New York, where the auto industry has been an important part of the local economy for decades. Large portions of the economies in western New York, the Rochester area, Syracuse, and other places depend on the auto industry. So, while I believe that the auto industry is too vital to let fail, I do share many of my colleagues' concerns that what we are being asked to do is not the end but the beginning, and that you will be back before us in a matter of months. We must be assured that whatever aid we give you is accompanied by a real plan that shows you recognize the direction that this industry must take in order to not to survive but to thrive. I believe we must take action in the short term to save the industry, but we also need to hear a plan from the auto executives sitting here today. We need them to reassure us they will not come back again in 6 months in the same sinking boat asking for another $50 billion to plug more holes. A business model based on a gas-guzzling past is unacceptable. We need a business model based on cars of the future, and we already know what that future is: the plug-in hybrid electric car. We need to know that you will be committed to building the cars that will make America a leader in automotive innovation and are committing the appropriate resources to get this done, even if it means sacrificing some short-term income for your long-term investment in the future. I am hopeful that our Republican colleagues will recognize the urgency of this situation and join us in this critical investment in our future. Thank you, Mr. Chairman.",Statement,STATEMENT OF SENATOR CHARLES E. SCHUMER 
"Chairman Dodd","Thank you, Senator. Senator Hagel, any comments?",Speech, 
"Senator Hagel","No, Mr. Chairman.",Speech, 
