"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Let me thank our witnesses in advance of their participation in this morning's hearing, and as is the normal practice, I will begin with a brief opening statement. I will then turn to--I believe Senator Crapo is going to be making an opening statement, and then to my colleagues who are here for any comments they may have as well on the subject matter of today's hearing, or any other matter related to the issue before us. This hearing is the third hearing we have had in as many weeks on the oversight of the economic stabilization act that was adopted in the waning days of this Congress, and we did not have a hearing during the election week, but we have had oversight hearings every other week during that period of time on a variety of subject matters. And I fully recognized at the time that because of the election cycle, not all of my colleagues could be here for those hearings, but I appreciate very much those who were able to attend and participate, as well as the witnesses who came before us. So today is our fourth hearing, and we will continue, by the way, through the month of November, into December if necessary, to follow up. Obviously, this matter requires our ongoing attention, as all in this room certainly fully understand. And so I would just advise my colleagues to fully expect a very active Committee during these weeks, as well as, obviously, beginning in January, I presume even before the Inauguration on the 20th, to have an active period of time, whether it is confirmation hearings or continued oversight of the subject matter that is, of course, our financial situation in the country. Today's hearing is entitled ``Examining the Financial Institution's Use of Funding under the Capital Purchase Program,'' and so I welcome all who are here. Today the Committee continues its oversight of the implementation of the Emergency Economic Stabilization Act of 2008, known as EESA. Three weeks ago, we heard from the administration witnesses about what steps they were taking to implement this important legislation. Today we hear from four of our largest firms that have received assistance pursuant to that law. We are also joined by three very distinguished witnesses who will share their views on the effectiveness of recent actions by lenders and regulators and on what additional steps would be appropriate in order to help stabilize and strengthen our economy. Forty-one days ago, President Bush signed into law the $700 billion EESA bill. Ten days later, on October 13th, the Secretary of the Treasury announced that nine of the largest financial institutions in our Nation, including the four who are with us today, would receive a total of $125 billion of EESA funds in the form of direct equity investments by the Treasury Department. These investments of taxpayer dollars are not the only taxpayer-backed benefits that have been made available to these and other financial institutions. On the contrary, they amount to just a fraction of the approximately $5 trillion taxpayer dollars that have been put at risk in recent weeks and months for the benefit of our Nation's financial institutions. And I want to enumerate those because it is the subject matter of the hearing today to understand what the expectation is coming back as a result of those kinds of commitments. Those $5 trillion have been committed in several forms, and let me enumerate them for you: one, the guarantee of all non- interest-bearing deposit accounts at federally insured banks and thrifts; the increase in deposit insurance for interest- bearing accounts to $250,000 per account; the guarantee of senior unsecured bank debt for a period of 3 years, which financial institutions may opt out of; the decision to place Fannie Mae and Freddie Mac, whose mortgage financing is used by virtually every home lender in the country, into conservatorship and provide them with a $200 billion Federal backstop; the guarantee of hundreds of billions of dollars in money market funds; the decision by the Treasury to reverse over two decades of tax law to allow companies, including financial institutions and banks, to write off their taxes the losses of companies that they acquire; the guarantee of major segments of the commercial paper market; and, last, the creation by the Federal Reserve of numerous facilities and special purpose vehicles for bank holding companies, primary dealers, and commercial firms so that they can find sources of reliable, affordable financing for their business activities. The Fed alone has committed $1 trillion in tax dollars so far to the recovery effort. By any measure, these actions amount to an extraordinary commitment of public resources. On some level, all of us, including members of the public, expect that this extraordinary commitment befits the extraordinary financial crisis now facing our Nation. It is an unprecedented sum for these unprecedented economic times. It is no secret that some who have received funds under EESA, including some of the institutions represented here this morning, did not ask for this funding. Nevertheless, they accepted it. Indeed, given the irrationality of the markets that seemed to target and take down one renowned firm after another, these public investments serve as a seal of approval. That explains why so many other firms are quickly lining up for their capital injections. Given that fact, it is reasonable, I think, for us to ask, now that they have the money that they have received, what are they going to do with these resources. What is their responsibility to the citizens of our country who are making enormous sacrifices to support the financial sector and the economy as a whole? The acceptance of public funding carries with it a public obligation, in my view. One cannot benefit from taxpayer support in all of its many forms and assume that one has no duty to serve that same taxpayer. The people of this great country of ours are generous and understanding, but they are entitled, in my view, to expect that those who benefit from their sacrifices will act with appropriate restraints and purpose. In my view, lenders who enjoy benefits conferred by taxpayers owe those same taxpayers consideration that includes the following: First, that they preserve homeownership. This Committee has said this over and over and over again, beginning with the very first hearing almost 2 years ago, over and over again. In fact, one of our witnesses here today was a witness 2 years ago before this Committee and predicted some 2 million foreclosures. It now seems quaint, that number. And yet at the time, it was suggested that somehow he was exaggerating and engaging in hyperbole. We now know the numbers this morning indicate how bad that situation is, and I am going to continue on this. It is still confounding to me why the Secretary of the Treasury and others refuse to understand this is the heart of the problem. And until we address this, this problem is not going to go away. So the first issue is preservation of homeownership. The foreclosure crisis is the root cause of the larger financial crisis, and the root of the foreclosure crisis, of course, was bad lending practices in which many of the well-known lending institutions engaged. Until we solve the foreclosure problem, we will not have any hope of solving the larger economic issues. Now, I appreciate the efforts that numerous lenders have started to make in this area, including some who are here today, and I appreciate that very much. But more, much more, must be done on a lender-by-lender as well as on an industry- wide basis to address the foreclosure crisis. Even lenders who have modified a relatively large number of loans are doing so in a manner whereby many of those loans default or redefault. That does not seem to be good for anyone, borrowers or lenders. Now is the time to utilize Hope for Homeowners and other initiatives designed to truly preserve homeownership and stabilize the economy. Second, lenders who receive public funds should use those funds to lend. Many are failing to do that. CEOs have been directly quoted as saying they intend to use public dollars to acquire other financial firms and widen their capital cushion. Let me say as clearly as I can this morning, hoarding capital and acquiring healthy banks are not, I repeat not, reasons why Congress authorized $700 billion in emergency funding. The core purpose of this law and the purpose of virtually every other action taken during this crisis is to get lenders back into the business of lending. Credit is the lifeblood of the economy, and it is absolutely essential to businesses and consumers. Lenders have a duty to use these funds, in my view, to make affordable loans to creditworthy borrowers on reasonable terms. If they do not, then in my view they are acting outside the clear intent of the statute and should reform their actions immediately. Third, and last, lenders who are eligible for EESA funding and for other items on the smorgasbord of Federal assistance to financial firms would do well to examine their executive compensation policies. EESA sets forth clear, if modest, I might add, restrictions on executive compensation for companies that receive financial assistance under this act. I would suggest that these restrictions serve as a beginning, not an end, to the restraint firms should show in compensating their most highly paid employees. Our Nation clearly is in a crisis. We all know this. We are at war in two distance countries. Our financial markets remain uncomfortably close to the precipice of collapse. Working Americans have been forced to cut back in their personal lives, even as they have been asked to shoulder the enormous burden of propping up the financial sector. At this time of austerity and apprehension, it would be regrettable if some carried on as if they do not owe a duty of restraint and modesty to those countless Americans whose sacrifice helps make your viability and prosperity possible of national economic peril. For those tempted to conduct business as usual with respect to their compensation policies, I would simply ask: Where would your company and your industry be today without taxpayer-backed deposit insurance, without taxpayer-backed guarantees of your bank debt, without taxpayer-backed special lending facilities at the Federal Reserve, and without all of the other special benefits that your industry is receiving courtesy of the American taxpayer? If you believe that you would be no worse off than you are today, then I invite you to return to the Treasury the billions of dollars in taxpayer investments, guarantees, and discounts that you currently receive. And I wish you well as you try to make it on your own. Until that happens, I think I speak for many Members of this Committee and the Senate in saying that we want to see more progress, and your friends in the financial sector, more progress in foreclosure mitigation and affordable lending and in curbing excessive compensation. And if that progress is not forthcoming, then we are prepared to legislate--now if possible, but next year if necessary. With that, let me turn to Senator Crapo for any opening comments he may want to make. "
"STATEMENT OF SENATOR MIKE CRAPO"," "
"Senator Crapo","Thank you very much, Mr. Chairman, and, again, I appreciate the attention you have given to the need for strong and continuous oversight by this Committee after now seeing the extreme and serious repercussions throughout every aspect of our economy as a result of the credit crisis. According to one study, for every dollar of net losses on loans and securities, there is a multiplier of 10 in the reduction of credit. If we use the most recent number of $1 trillion in writedowns and credit losses and take into consideration the fact that the banks have raised $350 billion in new capital, there would be a $650 billion net loss and, using that formula, a $6.5 trillion loss in credit available in the market. I am not sure whether these are the right numbers or whether we actually know what they are or what the deleveraging is. But it is clear that we are facing a significant credit loss, and it has the potential to become even worse. Secretary Paulson's announcement that Treasury is not planning to buy toxic assets and that there are more effective ways to use the taxpayer dollars that have been provided provides a perfect opportunity to assess the results of the rescue package and to consider other directional changes. As you know, Mr. Chairman, I was not one of those who supported the notion of purchasing these toxic assets and have been very concerned that not only was the taxpayer not adequately protected, but that Treasury's proposal to buy toxic assets created an incentive for investors to stay on the sidelines and watch what the Government would do to then step in at a later date and either buy or purchase or finance purchases from the Government at a discount. I am very interested in what ways our witnesses believe these taxpayer dollars should be used and in what direction we should go. I have always believed that the direct utilization of our resources to increase liquidity with specific actions was a more appropriate direction that we should take, and I am hopeful to hear the witnesses' advice on those matters as well. In addition, Mr. Chairman, I hope that we can get into a strong discussion about some of the broad regulatory, structural reforms that we need to consider. Again, as you know, I have strongly argued for regulatory reform of our financial institutions, and this is an opportunity now for us to evaluate just exactly what is the regulatory structure our Nation should have. This week, the head of the CFTC said that he believes the United States should scrap the current outdated regulatory framework in favor of an objectives-based regulatory system consisting of three primary authorities: a new systemic risk regulator, a new market integrity regulator, and a new investor protection regulator. The risk regulator would police the financial system for hazards that could ratchet across companies to have broad economic consequences. The market integrity regulator would oversee safety and soundness of exchanges and the key financial institutions, effectively acting as a replacement for existing bank regulators and the SEC's function of regulating brokerages. The investor protection regulator would protect investors and business conduct across all firms. This is a similar idea to the outline provided in March by Secretary Henry Paulson of the Treasury, and I for one believe we should evaluate these kinds of proposals. I hope we also evaluate the potential for a single regulator, as has been done in other parts of the world where we have seen some significant effectiveness. But whatever our new regulatory structure is, I think it is important that we move from the outdated regulatory structure that we have now into one that still protects a strong, viable market, but allows for the consumer protections and the other protections against the systemic risks that we are seeing today that the Chairman has described. And I look forward to working with you closely as we evaluate this important part of our regulatory system. Thank you, Mr. Chairman."
"Chairman Dodd","I thank you, Senator, very much. Let me just say to you very quickly here, it is my intent as Chairman of the Committee that we are going to examine thoroughly the whole issue of modernization of financial regulations. And these suggestions you have made this morning, among others, will certainly be a part of the Committee's deliberation. It is maybe the most important issue for us in the long term for this Committee to address and make recommendations to the full Senate."
"Senator Crapo","Thank you, Mr. Chairman. As we do that, we have got to be sure we get it right, and I look forward to working with you."
"Chairman Dodd","Senator Johnson. Congratulations, by the way. Welcome back. "
"STATEMENT OF SENATOR TIM JOHNSON"," "
"Senator Johnson","Thank you, Mr. Chairman, for holding this hearing today. Since the passage of the bailout, which I voted against, this Committee has talked with the regulators regarding the implementation of the $700 billion package. While there are clearly some concerns about implementation, it is moving forward. I think it is equally important that this Committee talk with the institutions that are receiving this money, and I thank the witnesses for being here today. I have been concerned in past weeks with reports of continued executive compensation, expensive trips, and other benefits for CEOs of some companies receiving Government help, and reports that over one-half of Capital Purchase Program funds will be used to pay investor dividends. In a business environment where accountability has clearly been lacking and contributed to our current economic situation, I want assurances from financial organizations using Treasury funds that they will not misuse the taxpayers' money and that there will be punitive actions by Members and regulators if funds are misused. I have a problem with the funds being used for executive compensation and dividends. Both of these should be rewards for a job well done, and that is currently not the case for many in this industry. The intent of the bailout was to stabilize troubled financial institutions and help those businesses and individuals on Main Street affected by the credit freeze--a freeze resulting from poor decisions in the subprime mortgage market. Those making the decisions on how to spend the $700 billion and those receiving the funds must remember this intended use. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you very much, Senator."
"Senator Martinez"," "
