"Speaker","Speech"
"The Chairman","The hearing will come to order. We are going to begin right away. There is--and I apologize for the schedule conflict--going to be a Republican Conference today, so we are going to accommodate our Republican colleagues. The ranking member is here. He is needed at his conference. I notice Mr. Upton has come to testify. I am going to take the Republicans right away because they do have their conference to go to. So I am now going to recognize for his opening statement the ranking member of the committee."
"Mr. Bachus","Thank you, Mr. Chairman. If the U.S. automakers didn't play such a central role in the American story we wouldn't be here today. But the Big Three stand as emblems of the American dream. And they have been an integral part of the American economy for generations. Because of that, they are special to all Americans. GM, Ford, and Chrysler have hit hard times. They are now asking for taxpayer help. Even though all Americans, I would hope, want this industry to succeed, and the workers who work at those factories, I cannot support a plan to spend taxpayer money to bail them out. My initial problem justifying these loans to the Big Three is when I speak to my constituents, and it is a fairness issue. The vast majority of my constituents are not making anywhere near what General Motors, Chrysler, and Ford pay their employees. Even with recent changes, the average hourly wage at General Motors is still $75 an hour. That is 50 percent, 100 percent, or in some cases, 3 or 4 times what my constituents are making. My constituents do not understand why their taxpayer dollars should go to support what they consider less efficient businesses. And that raises a second issue, which is that a bailout is not a solution to the fundamental problems of the Big Three automakers. A bailout of the auto industry would just push the problem further down the path. To survive, the Big Three are going to have to change and become more efficient and competitive. I am not sure that management and labor are willing to make that sacrifice. Both management and labor at the Big Three have pay and wage scales that are substantially higher than their competitors. That is not being anti-management or anti-union; it is just being truthful. A bailout to me raises fairness issues, and does not solve the problem. Additionally, a bailout is not good economics and is not the American way. We believe in fair competition and free markets. The markets are unforgiving and they can be hard, but they are very good at showing business the path to long- term success. The American way to solve this problem is not to depend on the government for a solution. The government handing them taxpayer money and telling them how to run their business is also not the American way, and will only lead to prolonged pain. The American way to solve this challenge, and it is a challenge for all of us, is for all the parties involved to sit down at the table and hash out a solution that will make these companies competitive in the long term and assure their survival. Once they have done this, and not until they have, I believe they should not come to Congress and the American people and ask them to sacrifice. Once they have made this sacrifice, I believe the American people and this Congress will be more receptive. Unfortunately, the parties have not had the fortitude and foresight to make admittedly difficult decisions that needed to be made. They have made some. They made them last year in some wage issues. But it is not enough. Unfortunately, in the case of the Big Three, the parties have been unable to make the difficult decisions that could be made to strengthen their businesses. It is important that management and the union stop kicking the can down the road, sit down, and resolve these important issues. Sacrifices will be required, as in the case of all challenges and changes. Now, let me conclude by saying if we continue down the path of taking money from more efficient and competitive companies and giving them to companies with less efficient models and those that are in trouble because of bad management and bad decisions, even with good intentions, our overall productivity as a country will continue to suffer. While we will avoid a certain amount of pain in the short term, we make the situation far worse in the future. By rewarding failure, we send a signal to the marketplace that we would live to regret. Finally, we need to protect the taxpayer. The American people have bailout fatigue. During hearings last week and again yesterday I said we needed an exit strategy from the string of bailouts. We still do. I yield back the balance of my time."
"The Chairman","We will now go to our congressional witnesses. And again given the Republican Conference going on, I will begin with the gentleman from Michigan, Mr. Upton. "
"STATEMENT OF THE HONORABLE FRED UPTON, A REPRESENTATIVE IN CONGRESS FROM THE STATE OF MICHIGAN"," "
"Mr. Upton","Thank you, Mr. Chairman. I appreciate your willingness to go out of regular order to allow us to do that as we are expecting votes perhaps as early as 10:30 within our Republican Conference. Our economy is in trouble. That is not news. There is uncertainty in the market, and job losses are mounting. It is our responsibility as lawmakers to act decisively to reverse this economic downturn and save millions of American jobs. We all know what is at stake. The financial rescue plan that Congress passed just before the election was for a large part opposed by many of our constituents. Most Americans saw that bill as a bailout for Wall Street, when help is desperately needed for Main Street. I opposed the Administration's initial proposal, and later pressed Secretary Paulson to use the authority granted under the measure to help average citizens, not just $147 billion for AIG, especially as AIG's execs were holed up in a posh resort on Uncle Sam's dime. My concerns were answered with a plan that I supported containing stronger oversight and a variety of positions intended to help Main Street. They have failed in meeting that congressional intent, and Secretary Paulson said of the vote, ``This was obviously a very important vote. It was a vote to protect the American people, protect their jobs, their economic well-being. It was to protect the small businesses, people's savings.'' That is what he said. Well, I ask Secretary Paulson, does allowing the U.S. auto industry to die and losing millions of jobs supported by this vital industry fulfill his definition of protecting American jobs or small businesses? Denying support to the auto industry, losing millions of jobs across the country, runs counter to the initial intent of Congress in passing a rescue package. That is completely unacceptable. President Bush and Secretary Paulson should know that the U.S. auto industry is Main Street. The auto industry is American jobs. The auto industry supports countless small businesses all across the country, and the U.S. auto industry created the middle class and the manufacturing sector, the backbone of our very economy. You don't get more Main Street than the U.S. auto industry. And turning our backs at this time would be a disaster for our economy. Earlier this week, everyone in the financial sector cringed when Citibank announced the layoffs of over 50,000 employees. Now imagine the economic impact of multiplying those job losses by 50; that is the magnitude of what is at stake today. If we lose one of the Big Three, we will lose literally perhaps as many as 2\1/2\ million jobs almost overnight, and the ripple effect will be devastating on the national scale. Not only will we lose those jobs, we will also lose over $100 billion in tax revenue and $275 billion in middle class income over the next 3 years. So let's look at what we are talking about here: $25 billion in loans that is going to get paid back versus $100 billion in lost tax revenue; millions of jobs lost in a prolonged economic crisis. There is vast support for helping automakers and their millions of employees survive this crisis. There is fear out there, not just in Michigan, that the collapse of GM, Ford, and Chrysler could and would trigger an economic depression. Americans understand that the auto industry is extremely important to the U.S. economy, not just for Michigan. The legislation that we passed wasn't supposed to be about bailing out Wall Street, but rather protecting working families, students, retirees, and all taxpayers, every one of them, from the consequences of a financial meltdown. If the White House won't use its existing authority to protect Main Street jobs, then Congress must act again to ensure that they do. The people of Michigan are suffering tremendously, big time, with the highest rates of unemployment and home foreclosures in the country. And while there is plenty of blame to go around, we cannot stand idly by as the pillar of our economy collapses, the aftershocks of which would further damage our Nation's economy. The State of Michigan already has an unemployment rate of nearly 10 percent. To do nothing and watch the domestic manufacturing sector crumble would further fan the flames of unemployment on a national scale in a way which we haven't witnessed in our lifetimes. I yield back the balance of my time. Thank you, Mr. Chairman."
"The Chairman","Next, we will go to the Levin of your choice. Who goes first? Are we going by age or branch? Senator Carl Levin. We have never disagreed on anything in our entire lives, and we are not disagreeing on this one."
"The Chairman","Our colleague. We will go by age. Our colleague from the House. Senator Carl Levin. That is the one thing we disagree on as a matter of fact. Mr. Sander Levin. If you are going to go by age, the Senator goes first. "
"STATEMENT OF THE HONORABLE CARL LEVIN, A SENATOR FROM THE STATE OF MICHIGAN","  Senator Carl Levin. Mr. Chairman, members of the committee, thank you so much for the opportunity to testify this morning. When today's hearing is over and our witnesses go back to the challenges they face to save their companies and to save this economy, the spotlight is going to be on Congress. It is going to be on what is our response to the plight of an industry which results from an economic downturn not of their own making. The collapse of our domestic automobile industry would be, in the words of President-elect Obama, a disaster for the entire economy. The auto industry is like no other industry in this country. Ten percent of the Nation's jobs relate to this industry. The industry accounts for 20 percent of our retail sales. Their dealers are on every Main Street in America, and their suppliers exist in most of our States. So where are we in Congress today? Where is the Congress? The President says that he supports bridge loans. The President-elect says that he supports bridge loans. The Speaker supports bridge loans. The majority and minority leaders in the Senate support bridge loans to the auto industry. So where is the problem? What are the barriers when that leadership supports bridge loans for the auto industry? Well, there is no disagreement over the fact that conditions need to be attached to the loans. Everybody who supports the loans agrees that these loans must be accompanied by strong oversight, taxpayer protections, and a financial plan which outlines the companies' steps to produce energy efficient, advanced technology vehicles and to achieve financial recovery. There is agreement that there should be a limit on executive compensation, bonuses, and golden parachutes. The problem now is that there is no agreement on the source of the funds for the bridge loans. My preferred course is contained in legislation that Senator Reid introduced Monday to provide bridge loans to the auto industry. That approach would take just 4 percent of the $700 billion made available by the Emergency Economic Stabilization Act, which after all was enacted to try to restore stability and assure stability in this economy. But the White House says no. They don't like that source of the funds although it is only 4 percent, and the failure of this industry would have this kind of a destabilizing impact. What the White House wants is to use the so-called Section 136 Energy Department funds, which we provided earlier to support development of energy efficient, advanced technology vehicles. Now, some of the Section 136 supporters say no to that source of funds. Time is shorter than short. People in communities across this country are anxiously awaiting what Congress is going to do when there appears to be so much support, at least among the leadership here and between the President and President-elect. Where there is that kind of support, are we going to permit a difference over the source of funds for these loans to destroy an opportunity to help an industry so essential to this economy? Now, I know there is frustration with past actions of the U.S. auto companies. Blame them if you want for quality problems in the 1970's, or for paying their executives and their workers too much, or for not moving aggressively enough to produce advanced technology, fuel-efficient cars. But don't throw millions of jobs and a vital segment of this industrial and defense economy overboard in that frustration. There was an article in this morning's paper which to me was the most important of all the articles in the papers this morning, as important as our hearings were yesterday in the Senate and your hearings are here. This article is headlined the following: ``Facing a slowdown, China's auto industry presses for a bailout from Beijing.'' This is not just the domestic automobile industry which has problems because of this global economic slump. This is a worldwide problem. And the question is: Will we have an auto industry when this slump is over? China is going to have an auto industry. Germany is going to have an auto industry--Read what Chancellor Merkel said: She is going to make sure Opel gets enough money, if necessary, to keep going. European automakers have asked for $56 billion in loans. No auto-producing company in the world will permit their industry to go under. They are being asked for and will provide loans for those industries. We can do no less. Thank you, Mr. Chairman."
"The Chairman","Thank you. I just want to acknowledge that this is a matter of great interest, and while we have a number of Michigan representatives here, we have been joined by the gentlewoman from Ohio, Ms. Kaptur, who is here because of the importance to the State of Ohio, and also the gentlewoman from Texas, Ms. Jackson Lee. Any members who want to sit up here-- and of course our very distinguished colleague from Michigan, Mr. Kildee, whom I think is waiting a chance to get there. I wonder if it would be all right with Ms. Kilpatrick and Mr. Levin, there is the Republican Conference, could I go now to Mr. Hoekstra, to Ms. Miller and Mr. Hoekstra? Are you in a great hurry if I could get them? Let me also say to Mr. Upton, I consulted with the ranking member. I believe we could save our questions for later. If we have questions, we will get to you on the Floor. We know where to find you. So having testified, feel free to leave. I know you have your conference. It is not a sign of your lack of interest. I will go first to Mr. Hoekstra, then to Ms. Miller, and then we will continue with the others, for 5 minutes, please. "
"STATEMENT OF THE HONORABLE PETER HOEKSTRA, A REPRESENTATIVE IN CONGRESS FROM THE STATE OF MICHIGAN"," "
