"Speaker","Speech"
"The Chairman","The hearing will come to order. As people know, we are in a very, very serious examination of the financial regulations of the country. It is the intention of myself as Chair to--that is pretty pompous--it is my intention to begin marking up a couple of aspects of this. Most of the complex, systemic ones will be coming in September. But we do have a very heavy schedule of hearings, and I want to invite anyone listening in the audience today or through any other means, please feel free to submit information. We have a serious set of issues here. They are interconnected. We really do welcome information. The hearing today is to receive the views of people in the financial services industry on various regulatory proposals. And I invite people to talk about the full range. Obviously, there is a certain amount of concern about the proposal for a financial customer protection agency, but we also are going to be dealing with the questions of systemic risk for those institutions which are not banks, the question of the resolving authority and how we can extend that. We did have a separate hearing on compensation, but that will be one of the topics. We obviously will also be dealing with questions of derivatives and how much we are going to tighten regulation on that, and the answer is a significant amount. And I do want to note that on this coming Monday, after the Chairman of the Federal Reserve testifies, we are going to have a hearing specifically on the question of ``too-big-to-fail.'' That has become a very important issue that people are concerned about. My own view is that the Administration's approach deals with that in a reasonable way, but it is important that we both be doing it right and be seen to be doing it right. And so on Monday, we are going to be having a hearing specifically to address how we can avoid the danger of a too-big-to-fail regime. How do we have a situation--obviously, the hope is you want to keep them from getting too big and, particularly, you hope to keep them from failing. But how do you deal with that if it happens? So I do recommend to anyone--and I almost want to have an essay contest, except we are not allowed to give anybody anything except through an appropriations bill, and that has gotten tougher than it used to be. But anyone who has any proposal for what we should be doing to substantially diminish the likelihood of any institutions being treated as too-big-to- fail--I am serious--please feel free to let us have them, in writing in particular, because I think there is a general consensus that one of the things we want to come out of this with is a substantial diminution, at the very least, of that problem. Now let me begin my statement. Today's hearing is about the whole set of issues. Obviously, the financial consumer protection issue has attracted a lot of attention, and that is the one that I believe we will be able to mark-up before we go. I just want to read a memo I got from my staff. It is a memo summarizing the large number of complaints we have received both directly from consumers and from Members on both sides of the aisle who have heard from their constituents objecting to practices that the credit card companies are engaging in now that we have passed the bill. Essentially, the argument is that in anticipation of the legislation, a number of things are happening. Senator Dodd, in fact, sent a letter to the Chairman of the Federal Reserve talking about this. As you know, in a compromise with people in the banking industry, we agreed to hold off the effective date. But we were concerned that the effective date being held off might lead people to kind of flood the zone before we could get there. We have had complaints about significant increases in the monthly minimum payment, for example, from 2 percent to 5 percent on existing balances. Again, I want to make clear, in my own mind, there is a distinction between what you do with existing balances and what you do going forward. And I don't think an increase in the minimum monthly payment is a bad thing in every case; and maybe it discourages people from getting too deeply in over their heads. But to raise the monthly minimum on an existing balance is changing the rules after people have started playing. And people could rightly say, ``Well, if I had known that, I would have altered my behavior at the outset.'' One of my colleagues told me that he had people complain that JPMorgan Chase had told him that it was Federal law requiring such increases. That is, of course, not true; and I have no reason to disbelieve people saying that is what they were told by various bank employees. We have other changes being made, some of which are within the law, some of which I think would be prevented by the law. But that, I must tell you, is what strengthens the case for this Agency. We cannot and should not try to pass a law every time there is a set of complaints. What we need is for there to be rules. And it is not our experience that the existing regulators have used statutory authority given to them very vigorously. But this, this flood of complaints--and I must tell you the complaints about the credit card issuance, the credit card- issuing banks--has become a very significant one. There are a couple other points I will make with regard to financial customer protection. I know there will be people who won't want it in any case. I certainly agree that it should not be a situation in which any bank could ever be given contradictory orders. We can guarantee that this law will be written, if it becomes law, to prevent that. I previously expressed my view that the Administration made a mistake in including the Community Reinvestment Act here. I think that is a different order of activity. One other concern that came because, as the Administration sent it, they, of necessity, talked about their plans to abolish--well, to merge the OTS and the OCC and to--I know there are people who think merging the OCC and the OTS is kind of like merging Latvia with the Soviet Union, but we do really see this as a merger because we think there is a very important thrift function that has to be preserved. And in that conjunction, I do not think this committee is going to abolish the thrift charter. I think it is important that we preserve the thrift charter. The problem with the thrift charter is that it is both a charter to engage in thrift activity and, to some extent, a hunting license to go and do other things with less regulation. I believe we are capable of rewriting that so that it is a thrift charter and a thrift charter only and will not get into that. And while I am on thrifts, I just want to have one--we are often criticized, and good things happen and people don't notice, I was pleased to read in the report of the Federal Home Loan Banks, not that they had lost money; they lost money, as we expect for people in the housing business, but they made a point of noting that their losses were significantly less than they would have been had it not been for the alterations that had been made in the mark-to-market rules; that their ability to distinguish between instruments held for trading and instruments that they plan to hold until maturity, which are fully paying, minimize their losses. When you minimize the losses of the Federal Home Loan Banks, you increase their ability to make home loans at a time when we need them. So I do want to take credit, because this committee had a major role in an advocacy capacity on both sides in urging that change in mark-to-market. And we have just had some evidence that it was the right thing to do. The gentleman from Alabama is recognized for how much time?"
"Mr. Bachus","Actually, Mr. Chairman, I don't have an opening statement. I do want to respond to something in your pre-opening statement."
"The Chairman","Sure."
"Mr. Bachus","The chairman invited you to submit essays. And I would simply say that they need to be plain vanilla essays. And if they are not, you need to get Elizabeth Warren's okay before you submit them."
"The Chairman","That sounded like an opening statement to me, but all right. The gentleman from Texas, Mr. Neugebauer, is recognized for 2 minutes. And then I will go right to the gentleman from California for 2 minutes. We split that up."
"Mr. Neugebauer","Thank you, Mr. Chairman. As we continue to assess the Administration's and the chairman's proposal for regulatory restructuring, we need to take more time to understand the impacts. And I think we just heard the chairman say, there are consequences when we pass legislation. And we heard some of that today. How will these proposals affect the cost of credit for those whom we represent? What are the impacts on the community lender and the constituents and small businesses in our hometowns who count on that credit? At a time when our economy has slowed, and lenders are hesitant to lend, a new regulator would further limit the available credit. New fees to fund this agency mean added costs for consumers at a time when they can least afford it. What do consumers get for this new tax? They get a massive Federal agency to substitute the government's judgment for theirs about what financial products and services best fit their needs. Taxpayers I represent are getting tired of the Federal Government dictating what kind of energy they are going to use, who is going to provide their health care, what kind of credit card they can have, what kind of a mortgage is appropriate for them, even what kind of car they can buy. Our Republican plan is better for consumers. We keep safety and soundness regulation and consumer protection regulation under the same roof, because this structure holds regulators accountable. Our plan requires better disclosure and antifraud enforcement. When the American people receive good information about their financial products and services available and know that the fraudulent behavior will be stopped and punished, we think they are smart enough to make decisions about what products are best for them to use. The problem I have had with this whole process is that we had a lot of legislation on the books. We had regulators in place who were supposed to be doing their job. The problem is that regulators, in many cases, didn't do their job. And so now our answer, rather than going back and holding those people accountable for their action, is to throw a whole new blanket of regulation over the markets to somehow give some indication that is going to fix the problem. What we don't need is more regulation. We need better regulation, we need smarter regulation, and we need regulators doing their job. And I hope to hear from our witnesses today on some commonsense approaches to this so that we can continue to provide credit and not limit the choices of the American people. I don't think the American people are going to be overly excited about their choices being limited. So I thank you, Mr. Chairman, for holding this hearing."
"The Chairman","The gentleman from California for 2 minutes."
"Mr. Royce","Thank you, Mr. Chairman. A major component of the Administration's regulatory reform proposal is the creation of a Consumer Financial Protection Agency, which would separate safety and soundness regulation from consumer protections. This idea of separating the two has been around for some time. In fact, we saw that very structure over the GSEs. A weak safety and soundness regulator, OFHEO, was competing with HUD, who subjected Fannie Mae and Freddie Mac to ever-increasing affordable housing goals. And we know how that ended. The affordable housing goals of Fannie and Freddie, enforced by HUD, were the main reason behind the GSEs loading up on junk bonds, which ended up accounting for roughly 85 percent of their losses. Clearly, the goals were at odds with the long- term viability of these firms, and ultimately led to their demise. We are now looking at applying that regulatory framework to the entire financial services sector. As the GSEs have shown, there is an inherent conflict in separating these two responsibilities. And there is also a reason why regulators like James Lockhart, who heads up the FHFA, and Sheila Bair, head of the FDIC, have expressed concern over such a proposal. I think, long term, this Agency will do more harm than good, and based on the GSE history and political interference at the expense of safety and soundness, it should be avoided at all costs. I yield back, Mr. Chairman."
"The Chairman","The gentleman from Kansas is recognized for 2 minutes. Mr. Moore of Kansas. Thank you, Mr. Chairman, and I thank you for your work to introduce H.R. 3126 to create the Consumer Financial Protection Agency. I look forward to working with you and members of this committee to ensure that we have oversight of any new agency and the regulatory structures. I will be working to add an independent Office of Inspector General to the CFPA, as well as increasing the coordination between all financial IGs to ensure regulatory gaps are identified and addressed. The financial meltdown last year made it very clear that our financial regulatory structure has problems that need to be fixed. We need to make sure that we have a system that protects consumers, investors, and taxpayers. I thank the witnesses for their views on the Administration's proposal. We need to act thoughtfully and carefully, but quickly, to repair the gaps identified in our regulatory system. We also need to make sure that community banks that did not create this crisis are fairly treated under the new system. Thank you, Mr. Chairman, and I yield back."
"The Chairman","The gentlewoman from Illinois, Mrs. Biggert, for 2 minutes."
