Speaker,Speech
Chairman Peterson," Good morning everybody, and welcome to today's hearing. I want to welcome Treasury Secretary Geithner, and thank him for his time, and I want to thank Financial Services Chairman Frank and his staff for working with me and my staff to have this joint hearing today.
    In the interest of time, I will submit my full statement for the record, we have 111 Members of Congress who serve on these two Committees. And I know many of my colleagues who are attending today's hearing have questions for the Secretary.
    Last month, the White House presented broad reform proposals to overhaul the financial regulatory system. I am pleased to note that several key provisions regarding over-the-counter derivatives are similar to what the House Agriculture Committee passed this year as part of a bipartisan bill H.R. 977, which would strengthen oversight of futures, options and over-the-counter markets. However, the devil is always in the details and I look forward to hearing additional details today about the Administration's reform ideas. And I hope Secretary Geithner's appearance today will get us into the weeds on how this will work.
    [The prepared statement of Mr. Peterson follows:]  Prepared Statement of Hon. Collin C. Peterson, a Representative in 
                        Congress from Minnesota
    Good morning, and welcome to today's hearing. I want to welcome, and thank, Treasury Secretary Geithner for his time, and I want to thank Financial Services Chairman Frank and his staff for working with me and my staff to have this joint hearing today.
    In the interest of time, I will submit a full statement for the record. We have 111 Members of Congress who serve on these two Committees and I know many of my colleagues who are attending today's hearing have questions for the Secretary.
    Last month, the White House presented broad reform proposals to overhaul the financial regulatory system. I am pleased to note that several of their key provisions regarding over-the-counter derivatives are similar to what the House Agriculture Committee passed earlier this year as part of a bipartisan bill, H.R. 977, which would strengthen oversight of futures, options, and over-the-counter markets.
    However, the devil is always in the details. I look forward to hearing additional details today about the Administration's reform ideas, and I hope Secretary Geithner's appearance today will help get into the weeds on how this will all work.
    I now want to yield 2 minutes of my opening statement time to a Member of both the Agriculture and Financial Services Committee, who has some knowledge about this area, the gentleman from Idaho, Mr. Minnick.
"
Chairman Peterson," I now want to yield 2 minutes of my opening statement to a Member of both the Agriculture and Financial Services Committee who has done a lot of work and has some knowledge in this area, the gentleman from Idaho, Mr. Minnick for 2 minutes.  OPENING STATEMENT OF HON. WALT MINNICK, A REPRESENTATIVE IN 
                      CONGRESS FROM IDAHO
"
Mr. Minnick," Chairman Peterson and Chairman Frank, I am a farm boy who grew up skeptical of Wall Street wondering how a loaf of bread could cost a dollar when it contained only a few cents worth of wheat. I also spent over 20 years as the CEO of substantial companies which relied on Wall Street and used customized derivatives to hedge currency and interest rate risk. I learned that these financial instruments are essential to the proper functioning of our 21st century economy.
    I have listened to many experts and studied the Administration's 84 page concept paper. If we are to craft a regulatory structure which can keep our nation from ever again repeating the financial excesses which have brought today's economy to its knees, we need to give serious consideration to the following reforms which go beyond those proposed by the Administration.
    First, we should merge the SEC and the Commodity Futures Trading Commission. Financial derivatives whether they originate----
"
Chairman Frank," Mr. Minnick, one of the Members on the Republican side just pointed out the acoustics in this room are terrible. Now, when Ways and Means holds forth in this room, this is their room, they consider that an advantage. But we are here not marking up a tax bill but having an important public hearing so we are going to ask everybody to speak fairly loudly, particularly you, Mr. Secretary, because while I can't see you, I would like to be able to hear you. Mr. Minnick may resume.
"
Mr. Minnick," First we should merge the SEC and the Commodity Futures Trading Commission. Financial derivatives whether they originate in a commodity, a security, or neither, like weather futures are functionally identical and must be traded, cleared and settled subject to the same rules.
    Bifurcated responsibility might be made to work temporarily, but is a poor long-term solution which will discourage bold action when crises arise and will encourage regulatory arbitrage.
    Second, banking regulation should be removed from an already overburdened Federal Reserve and the remaining three Federal depository institution regulators, the OTS, the FDIC and the OCC should be combined into a single Federal bank regulator; which should also be given broad consumer protection responsibility and resolution authority for both banks and all other entities deemed systemically risky.
    Powerful global institutions like Citibank, Bank of America, or AIG should not be allowing to shop for the weakest Federal regulator. Finally, the proposed systemic risk oversight counsel should have the highest quality permanent staff if it is to respond appropriately as future dangers arise. Because the Federal Reserve is the more institutionally independent Executive Branch agency, and has increasing global responsibilities, that staff should be housed in the Fed and the counsel should be chaired by the Fed Chairman. I thank both chairs and yield back.
"
Chairman Peterson," I thank the gentleman and just for clarification, the gentleman spent a lot of time looking at this, but Mr. Frank and I, at least the two of us, have come to the conclusion that we are not going to be merging the SEC and CFTC, but we appreciate the gentleman's comments.
    Now, I want to recognize the Chairman of the Financial Services Committee, Mr. Frank. He and I have gotten together and we have a good working relationship, and we think we are close to having a consensus on where to move with this. You can see by this hearing today that we have a good cooperation going on between the two Committees. Mr. Frank. Oh, excuse me, I am sorry, I screwed up. I am supposed to recognize Mr. Lucas, I am getting ahead of myself. I didn't mean to overlook you, Mr. Lucas, my good friend from Oklahoma, who worked with us to get H.R. 977 out of the Agriculture Committee last February. Mr. Lucas is recognized. And by the way, we are going to limit people to 4 minutes because of all of the Members that are involved, so we would hope that everybody would abide by that.
    Mr. Geithner, we are not going to hold you to 4 minutes, we want to hear what you have to say. Mr. Lucas. OPENING STATEMENT OF HON. FRANK D. LUCAS, A REPRESENTATIVE IN 
                     CONGRESS FROM OKLAHOMA
"
Mr. Lucas," Thank you, Mr. Chairman and thank you to both Chairmen for holding this joint hearing to hear the Treasury's proposal to regulate over-the-counter derivatives, as well as examine the legislation that the House Agriculture Committee passed a few months ago. I, as Ranking Member of the House Agriculture Committee and senior Member of the Financial Services Committee, I would like for this occasion to examine the issue from two different perspectives. The Agriculture Committee has been very active in exploring the role derivatives play in the marketplace, and in the overall economy.
    The Committee has held numerous hearings to gain further information and insight into the complex nature of credit default swaps and how they should be regulated. In February of this year, as the Chairman noted, the Agriculture Committee passed H.R. 977, the Derivatives Markets Transparency and Accountability Act.
    No one can argue that the concepts of transparency and accountability are wrong, but we must make certain that our actions call for an appropriate level of regulation that will respect the nature of the marketplace and encourage product innovation and economic growth. Derivatives do serve a valid purpose in the marketplace when used with judgment. They are essential for managing risk. We must consider that there are numerous industries that have legitimate price risk and there must be a way to mitigate that. Derivatives provide a legitimate means for managing that risk. The financial problems that we have seen recently are not the result of merely the existence of derivatives, but rather because there are problems in measuring their true performance, or knowing with certainty the depth and breadth of the over-the-counter market, or knowing with confidence the creditworthiness of the counterparty.
    Simply put, the marketplace can be protected from market failures if regulators are fully aware of the threat. Ignorance of this relatively new financial instrument caused much of the financial failures. We now know that these complex markets need better models and methods for oversight and transparency. However, we must be careful not to overreach and force businesses into very expensive clearing operations that cost capital that they do not have, or force them out of risk mitigation all together. Business will then be forced to manage risk with higher prices, which will ultimately be passed on to consumers. The need to avoid artificial costs for business was the reason I opposed the clearing requirement in H.R. 977. There is considerable concern that section 13, as currently drafted, which relates to the clearing requirement will stifle invasion in the over-the-counter market.
    CFTC needs more authority to waive the clearing requirements in section 13 so new and safer products can get to the market in a timely fashion. This would recognize the fact that not all contracts can be cleared and that there is a need for customized contracts. These are just a few of the concerns I have on my part as we move forward today.
    Again, I thank you for the opportunity to discuss the issues regarding these important financial institutions. And Secretary Geithner, I look forward to your testimony and the answers to the questions posed by the panel. Thank you, Chairman.
"
Chairman Peterson," I thank the gentleman, and now I am pleased to recognize my good friend the Chairman of the Financial Services Committee, Mr. Frank.  OPENING STATEMENT OF HON. BARNEY FRANK, A REPRESENTATIVE IN 
                  CONGRESS FROM MASSACHUSETTS
"
Chairman Frank," Thank you, Mr. Peterson and I begin with an apology to our friends in the media, there is no fight to cover between these two Committees. I know that that is an easier topic than the complexities of how to actually do something. But I believe that the besetting sin of the House of Representatives is jurisdictional fights, in which our egos get in the way of good public policy. I am very proud that Chairman Peterson and I and other Members of our Committee, as well as Chairman Gensler and Chairwoman Shapiro have made very extra special efforts to avoid that. And I believe we have achieved that. And there will be some disagreements, but they will be based on substance.
    There are some areas where there are no disagreements. Clearly we will be significantly expanding the regulation of derivatives. And I want to address the issue that was raised by the very thoughtful gentleman from Idaho, with whom I agree on most issues, but not on the question of the merger. I will say that if we were starting from scratch, I don't think we would have the current organizational structure. But we are not starting from scratch, and I don't think it is practical to talk about making those major changes. But I will also say this, there have been some complaints that what the Obama Administration has proposed, and they have a great deal of credit coming to them for the initiatives they are taking, the a broad range of financial restructuring, and some of what we are talking about. Some people have complained there is not enough structural change.
    Frankly, I think that is the wrong issue. What we should be held accountable for is making substantive changes in the rules. Who does these things is less important to me than what is done. And by the time we are through in the collaboration between these two Committees, in the work of the Congress as a whole, and in the work that the Financial Services Committee will do, we will, I believe, have substantially increased the authority of regulators to deal with these things. We have within our jurisdiction the question of hedge funds. I believe that hedge funds should be required to register. We will be talking about further expansion derivatives and undoing some of the decisions not to deal with them in the past. We will be talking about a number of other areas where we will be making some important substantive changes and giving the regulators the authority to do things.
    With regard to derivatives, clearly the gentleman from Oklahoma is correct, they play an important role. The problem we have is this: the role of the financial sector is to be an intermediary between people who are engaged in the productive activity of the economy, and people who have the money that they need to do that. The role of the intermediaries is to gather up money in reasonably small amounts from large numbers of people and have them available to those people who will do productive activity.
    I believe that one of the problems that we have seen in the past couple of decades is that there has become a confusion between ends and means, that is activity that is a very important means to the end of productive activity has become for some in our society an end in itself. Our job is to try and separate those things out. Where we have instruments, activities, entities that are an important means to gathering the funds that our private sector economy needs to do productive activity, we need to protect that.
    We need to make sure it is done with integrity, we need to give encouragement to investors who may be afraid to invest, that is why I regard sensible regulations of the market as very pro-market. You protect the people with integrity from those who might try to cut corners. You give some encouragement to those who should be investing.
    Our job is to reduce the extent to which there are things that go on for their own sake. I believe we are capable of doing that, and I am very pleased, Chairman Peterson and I, and our Committees are well on the way in cooperation with the Administration to adopting such rules.
    And I now recognize the Ranking Member of the Financial Services Committee, the gentleman from Alabama, Mr. Bachus. OPENING STATEMENT OF HON. SPENCER BACHUS, A REPRESENTATIVE IN 
                     CONGRESS FROM ALABAMA
"
Mr. Bachus," Thank you, Mr. Chairman. As the Chairman and the Ranking Member of the Agricultural Committee have said, derivatives serve an important function in the market, they allow--they allow thousands of companies--I am going to start over.
    Thank you. Does that work? All right.
    As the three gentlemen before me said, derivatives serve an important function in the market. They allow companies to hedge against risk, to deploy capital more effectively, to lower their costs and to offer protection against fluctuating prices. Derivatives are about shifting risk, and my greatest concern is that we do not want a system, and I fear that the Administration is going down the path of shifting that risk, not to the investors or to the dealers, but ultimately to the taxpayers. The companies, the four companies that will deal in these derivatives--over-the-counter derivatives--the most will be four or five of the largest companies, financial companies in America. All of them will be deemed to be systemically significant.
    Part of the Administration's proposal is for when these companies get in trouble, and one reason they could get in trouble is trading in these over-the-counter derivatives, because they can protect against risk, they can lower costs. But as we saw with, I guess, Enron as a great example, they can take both dealers and investors down. And when that happens I would like some assurance that the taxpayers are not going to ultimately be the ones who assume that risk, that is not what we ought to be about.
    Now, leading up to last September, a lot of people made investments, they wrote over-the-counter derivatives, they made billions of dollars, profits on the way up, but when things turned down who was asked to come in and backstop them? Who was asked to take the risk, to suffer the loss? It was the taxpayer.
    Now I personally believe that we ought to allow corporations to continue to write customized derivatives and that yes, the government can look at them. But another thing that we ought to consider is whether the government is the best party to judge risk? And I say, no. I think the government has a very poor track record of regulators in identifying risk. Are we going to leave--when we start having standardized trading of over-the-counter derivatives, particularly the more complex ones and the regulators bless those trades, or say that they are safe, are we going to attract a whole new generation of investors who think that they are investing in a safe security or future.
    We found out with Fannie and Freddie that people began to think it was an implied government guarantee and they invested in those stocks. We need to totally avoid any implication that just because the government is going to regulate these markets they are going to insure these markets or backstop these markets. And I would like some assurance from the Secretary of the Treasury that however we ultimately decide the level of regulation--I look forward to the Memorandum of Understanding between the Fed, the CFTC and the SEC--that ultimately the taxpayers do not come in and take the burden, the risk, and the cost of over-the-counter derivatives gone bad. Thank you, Mr. Secretary.
"
