"Speaker","Speech"
"The Chairman","The hearing will come to order. We will need the photographers to stop obstructing. I have a great belief in the freedom of information, but I think America is fully informed as to what these two gentlemen look like, so I don't feel like I am interfering with First Amendment rights if I ask you to let us get on with the hearing. This hearing is called to do oversight on one of the most important pieces of legislation this current Congress has adopted and one of the most important, in many ways, that I think any Congress has ever adopted. We were asked last September by the Secretary of the Treasury, supported by the Chairman of the Federal Reserve, to pass a very extraordinary piece of legislation, putting potentially at risk, although we hope in the end not, $700 billion of public money for purposes that go beyond what government has ordinarily done and what almost everybody--myself included--believe the two gentlemen at the table think government should do. But it was a necessary response to a crisis. Some questions have arisen about decisions that have been made with regard to the expenditure of those funds. We certainly want to hear from the Secretary and the Chairman their assessment of what has happened so far. And let me say at the outset, we do have a problem with all of us that there tends to be a focus on those areas of disagreement, and so accomplishments, areas of agreement, things which worked well tend to not get a lot of discussion. It is important, so that we can understand what has happened and evaluate what we did, that there be a full discussion today both of the successes of this program, and I believe there have been significant successes, and also of the concerns many of us have. There are two that I hope we can address, and we have talked about these in a variety of ways, both publicly and privately, with these two officials. One, there is concern that the banks which were the recipient of capital infusions under the Capital Purchase Program have not used the funding entirely for re-lending, which many people here understood would be the purpose. There is both unhappiness at what would appear to be on the part of some financial institutions excesses in use of the money, although AIG attracted the most attention there, and that was initially not out of the $700 billion program. But even more substantively, there is concern that, and we hear this anecdotally from people we represent, that credit is still tighter than it ought to be and that the banks which received the money have not yet begun to lend it out. The second major concern is over foreclosure prevention. And here I believe there is a very fundamental disagreement on the part of a lot of Members with the decision recently made. But we understand that decisions are subject to reexamination, etc. When the program was passed, very explicit language was included to provide for mortgage foreclosure and mortgage foreclosure diminution as one of the purposes. There is very specific language in there. And the question was, well, investment versus spending? The bill itself specifically says that we should, as we buy up mortgage assets, reduce the amount that has to be paid to a reasonable level to avoid foreclosure, so no one can argue that it was not contemplated. Indeed, it was a very important part of, frankly, the effort to get votes for this bill that we would do mortgage foreclosure reduction. The Secretary's recent announcement was that none of these funds would go towards mortgage foreclosure reduction, although there are other programs on which we are working to do that. And I welcome recent evidence by several of the largest banks, all of whom were recipients of the capital funds and there is no direct connection, but it is true; several of the largest banks have now begun to get active. We also received an announcement by Fannie Mae and Freddie Mac of movement, although we have some concerns about how far they go and why they lag the programs that the FDIC has put in. But the fundamental policy issue is our disappointment that funds are not being used out of the $700 billion to supplement mortgage foreclosure reduction. It is unfortunately not the case that all of our other efforts have been fully successful. I was a strong proponent of our HOPE for Homeowners bill. I now believe that if we were redoing that, we would do it differently in some ways. We learn from experience. There is, I believe, an overwhelmingly powerful set of reasons why some of the TARP money must be used for mortgage foreclosure. First of all, mortgage foreclosures continue at an excessive pace from the standpoint of the economy. The negative effects of this cascade of foreclosures go far beyond the individuals who lose their homes. It has to do with neighborhood deterioration. It has to do with municipal inability to make their governments work. And it impacts, obviously, the macro economy. Second, there is a matter of public confidence. A number of things need to be done to get us out of this recession, in my judgment: Fiscal stimulus; increased lending, which I talked to first; and foreclosure reduction. It may well be that further action has to be taken. I have to say at this point that public confidence in what we have done so far is lower than anybody would have wanted it to be to the point where it should be an obstacle to further steps. So because I want to keep strictly to the time for everybody, I would just reiterate that it is essential that we do something to use some of the TARP funds for the diminution of the rate of mortgage foreclosures, and the Chair of the FDIC, whom we have invited, has been very much in the lead on this. No one here is endorsing any specific plan, but the need to use TARP funds as the bill contemplates to reduce foreclosures is paramount. The gentleman from Alabama."
"Mr. Bachus","Thank you, Mr. Chairman, for holding this hearing. I welcome Secretary Paulson, Chairman Bernanke, and Chairman Bair, and I appreciate your service to the country. There have been some reports in the press recently that the use of the TARP funds for direct injection of capital into the financial institutions is somehow contrary to the intent of Congress. I actually think that is not correct. The legislation that we passed specifically authorized direct injection of capital into the financial institutions through the purchase of equity or shares. As I think the panel realizes, there was a debate during the entire legislative process in exactly how the situation would be addressed, and the final legislation it passed authorized both the purchase of distressed assets and capital injections. And I think what happened--I think we would all hopefully agree on this--is we simply found that it was quicker, simpler, and I think safer for the taxpayers to purchase shares of stock. I have always had objections or at least reservations about the government purchasing what has been called troubled or toxic assets and having to manage them. So I for one, Secretary Paulson, applaud you for--and I think most economists applaud you--for actually being flexible and taking an approach which was clearly authorized by the legislation. As the chairman said, confidence is critically important to the financial markets and to the overall economy. And it is in the best interest of not only the economy but also of the public that, as we shift and improvise on occasions, we clearly communicate the objective and the basis for what we are doing. I think we all agree on that. Conditions on the ground change. You must be agile and adjust, and I hope we all understand that. I have a particular concern, which is that we don't appear to have an exit strategy. We continue to purchase assets and bring them onto the books of the government in the neighborhood of $1 trillion. And most of us, I think, on the Republican side have been troubled since day one about government intervention into the private markets. One of our concerns has been that we are taking capital that could be used by more efficient, more successful companies and enterprises with better business models, and we are shifting that money to companies that are less efficient and whose business models need changing. And by putting capital into those companies, we almost enable them or allow them not to confront some of the inefficiencies in their own enterprises. Let me close by saying this: There has been a lot of discussion about the greatest economic challenge since the Great Depression. One thing that I have tried to do is go back and look at the 9 or 10 recessions we have had since World War II. What at least I find--and you may tell me that I am wrong-- is that the GDP in all but the last two of those recessions dipped by as much as 5 percent in at least one quarter. In this quarter, which many people are saying is the worst quarter, we expect maybe a 4 percent dip in GDP. So, at least when you look at the history of the recessions since World War II, you find that this recession may, in fact, not be any greater, at least now. I don't know if something in the future, but at least right now, this recession as far as the loss of GDP is no greater than at least 8 of our 10 recessions since World War II. So the question that I would ask is--and I will close with this--if we are in a recession that is, at least from a GDP standpoint, no greater than 8 of the last 10, why are we, in this recession, having so much government intervention? Thank you, Mr. Chairman."
"The Chairman","The gentlewoman from New York is recognized for 3 minutes. We are under the rule for Cabinet officials of two 5-minute statements and two 3-minute statements. The gentlewoman from New York."
"Mrs. Maloney","Thank you, Mr. Chairman. I welcome our distinguished guests and thank you for your leadership. I particularly would like to commend Chairman Bair for her leadership in foreclosure prevention and particularly for developing a new loan modification guarantee program to refinance on a large scale, which would help us to save millions of people and help them to stay in their homes. And I would like to be associated with the comments of both the ranking member and the chairman that our intention was to use some of the TARP money to invest in our economy and to get it moving in the right direction. Certainly stabilizing housing, as Chairman Bernanke has said repeatedly, that we must fix the housing crisis before we can get the economy back on track. So whatever the model, I firmly support using TARP money to stabilize housing and our economy. Secondly, my constituents are telling me that many of them still cannot get access to credit. Given that bank lending is still basically shut down, we need to be asking whether and when we should expect at least some fraction of TARP funds injected into banks to be lent. After all, one of the primary purposes of the TARP program was to get credit moving. I have nonbank lenders who are my constituents who lend money to small businesses and want access to the TARP to increase that activity. Today's Wall Street Journal talks about insurance companies that are buying up banks just to get access to the TARP money. And we then read many articles that banks are using TARP money for buying other banks. So we are basically funding mergers and acquisitions, not lending. My basic question is, why shouldn't we be giving TARP money out based on the activity it funds? Why don't we fund organizations that will lend it, whether it is a bank, an insurance company, so that we will be getting the credit out into the communities which was the purpose of the TARP program? Again, every article talks about how it is being used for capital formation, mergers, acquisitions, other activities, buying up swaps, buying other things instead of getting the credit out into the communities. So there are many questions before us today, but those are two of my prime focuses, that we should be helping people stay in their homes, and we should be working harder to get credit out into the communities. Thank you."
"The Chairman","The gentleman from Texas is recognized for 3 minutes."
"Mr. Hensarling","Thank you, Mr. Chairman. Thank you for holding this hearing. It is certainly better late than never. It appears that 80 percent of the funds that are currently available under the TARP program have already been committed. So I am glad we are at least holding the hearing today. The Washington Post reported last week that, ``no formal action has been taken to fill the independent oversight post established by Congress when it approved the bailout to prevent corruption and government waste.'' So I believe there is sufficient work for this committee at this time. As many in this room know, I did not support the original Emergency Economic Stabilization Act. Clearly, as most, I recognize that we do have a legitimate crisis as opposed to those that occasionally get manufactured around here. I embraced an idea I thought I would never embrace, and that was a government-insured model for mortgage-backed securities. I also preferred a secured loan model. My ideas and those of other conservatives did not carry the day. This is the law of the land. We want to make sure that it works. I had many reservations about the toxic asset purchase model, not the least of which was my belief that the Federal Government ultimately was not institutionally competent to purchase the right assets at the right price, much less manage them in a proper fiduciary fashion. But I recall being told at the time that this model had been studied at Treasury for a number of months and that the other alternatives, for a number of reasons, were discounted. On October 3rd when the law was passed, the Dow closed at 10,325; yesterday it closed at 8,273. To the best of my knowledge, any data that has come across my desk shows that consumer confidence remains low. So, clearly, we have a ways to go. I will be curious in this hearing to understand the reasons why the toxic asset purchase model has apparently been abandoned. If that is true, I for one applaud it and always thought the direct equity infusion model would be a preferred model, although I prefer debt as opposed to equity. I fear, though, that some view it as a bait and switch, and I am curious as to what extent regulatory and programmatic uncertainty are leading or exacerbating the economic woes that we face today as people wait to see what portion of the money they may be able to apply for. I hope going forward that, number one, we measure the program by, is it working? Number two, $700 billion is a lot of money. I haven't found anybody who doesn't want a piece of it as of yet. I hope that we look upon the program as something that the recipients will be chosen by how it could impact our macro economy and not a politically-driven process picking winners and losers. And last but not least, taxpayer accountability and transparency must be paramount. Thank you, Mr. Chairman. I yield back."
"The Chairman","Mr. Secretary, let me explain to the members, we have, I believe, until noon. We will obviously not be able to accommodate all the members. I am going to hold very strictly to time limits for all of us."
"STATEMENT OF THE HONORABLE HENRY M. PAULSON, JR., SECRETARY, U.S. DEPARTMENT OF THE TREASURY",""
"Secretary Paulson","Thank you very much, Mr. Chairman. Mr. Chairman, Congressman Bachus, and members of the committee, thank you for the opportunity to testify this morning. Six weeks ago, Congress took the critically important step of providing important authorities and resources to stabilize our financial system. Until that time, we faced a financial crisis without the proper tools. With these tools in hand, we took decisive action to prevent the collapse of our financial system. We have not in our lifetimes dealt with a financial crisis of this severity and unpredictability. We have seen the failures or the equivalent of failures of Bear Stearns, IndyMac, Lehman Brothers, Washington Mutual, Wachovia, Fannie Mae, Freddie Mac, and AIG, institutions with a collective $4.7 trillion in assets when this year began. By September, the financial system had seized up, presenting a system-wide crisis. Our objectives in asking Congress for a financial rescue package were to, first, stabilize a financial system on the verge of collapse and then to get lending going again to support American consumers and businesses. Over the next few weeks, conditions worsened significantly. Confidence in the banking system continued to diminish. Industrial company access to all aspects of the bond market was dramatically curtailed. Small- and middle-sized companies with no direct connection to the financial sector were losing access to the normal credit needed to meet payrolls, pay suppliers, and buy inventory. During that same period, the FDIC acted to mitigate the failure of Washington Mutual and made clear that it would intervene to prevent Wachovia's failure. Turmoil had developed in the European markets. In a 2-day period at the end of September, the governments of Ireland, the U.K., Germany, Belgium, France, and Iceland intervened to prevent the failure of one or more financial institutions in their countries. By the time legislation had cleared Congress, the global market crisis was so broad and severe that powerful steps were necessary to quickly stabilize our financial system. Our response, in coordination with the Federal Reserve, the FDIC, and other banking regulators was a program to purchase equity in banks across the country. We have committed $250 billion to this effort. This action, in combination with the FDIC's guarantee of certain debt issued by financial institutions and the Fed's commercial paper program helped us to immediately stabilize the financial system. The Capital Purchase Program for banks and thrifts has already dispersed $148 billion, and we are processing many more applications. Yesterday, Treasury announced the terms for participation for nonpublicly traded banks, another important source of credit in our economy. We have designed these terms to help provide community development financial institutions and minority depository institutions with capital for lending to low-income and minority populations. These institutions have committed to use this capital for businesses and projects that serve their communities. In addition, we are developing a matching program for possible future use by banks or nonbank financial institutions. Capital strength enables banks to take losses as they write down or sell troubled assets. Stronger capitalization is also essential to increasing lending, which although difficult to achieve during times like this, is essential to economic recovery. We expect banks to increase their lending over time as a result of these efforts and as confidence is restored. This lending won't materialize as fast as any of us would like. But it will happen much, much faster having used the TARP to stabilize our system. As we continue significant work on our mortgage asset purchase plan, it became clear just how much damage the crisis had done to our economy. Third quarter GDP growth showed negative three-tenths of a percent. The unemployment rate rose to a level not seen in 15 years. Home price status showed that home prices in 10 major cities had fallen 18 percent over the previous year, demonstrating that the housing correction had not abated. The slowing of European economies has been even more dramatic. We assessed the potential use of remaining TARP funding against the backdrop of current economic and market conditions. It is clear that an effective mortgage asset purchase program would require a massive commitment of TARP funds. In September, before economic conditions worsened, $700 billion in troubled asset purchases would have had a significant impact. But half of that sum in a worse economy simply isn't enough firepower. We have therefore determined that the prudent course at this time is to conserve the remaining funds available from the TARP, providing flexibility for this and the next Administration. Other priorities that need to be addressed include actions to restore consumer credit. Treasury has been working on a program with the Federal Reserve to improve securitization in the credit marketplace. While this would involve investing only a relatively modest share of TARP funds in the Federal Reserve liquidity facility, it could have substantial positive benefits for consumer lending. Finally, Mr. Chairman, Treasury remains committed to continuing to work to reduce avoidable foreclosures. Congress and the Administration have made substantial progress on that front through HUD programs, the FDIC's IndyMac approach, our support and leadership of the HOPE NOW Alliance, and our work with the GSEs, including an important announcement they made last week establishing new servicer guidelines that will set a new standard for the entire industry. Our actions to stabilize and strengthen Fannie Mae and Freddie Mac have also helped mitigate the housing correction by increasing access to lower- cost mortgage lending. As some on the committee know, I have reservations about spending TARP resources to directly subsidize foreclosure mitigation because this is different than the original investment intent. We continue to look at good proposals and are dedicated to implementing those that protect the taxpayer and work well. Mr. Chairman, the actions of the Treasury, the Fed, and the FDIC have stabilized our financial system. The authorities in the TARP have been used to strengthen our financial system and to prevent the harm to our economy and financial system from the failure of a systemically important institution. As facts and conditions in the market and economy have changed, we have adjusted our strategy to most effectively address the urgent crisis and to preserve the flexibility of the President-elect and the new Secretary of the Treasury to address future challenges in the economy and capital markets. Thank you again for your efforts and for the opportunity to appear today. I would like to just make one last comment in response to a question that Congressman Bachus asked because it is one I hear a lot, the distinction between the financial markets and the economy. So when we have talked about the crisis and the financial markets and being unprecedented and having to go back to the Great Depression to see anything of this magnitude and be presented with this amount of difficulty, we are talking about the financial markets. Now, when the financial markets have problems, they hurt the economy. So the reason that it was very important to get in quickly and stabilize it was to mitigate damage to the economy. When we were here before you, we saw what was happening to the economy. We talked about it. We took the steps. The economy has continued to get worse. The American people look at the worsening economy. And as your chairman said to me yesterday, in politics, you don't get much credit for what might have happened and didn't happen. What the American people see is what is happening to the economy. But again, our purpose in coming to you was to take--"
"The Chairman","Mr. Secretary, the gentleman will have his 5 minutes. I appreciate that."
