"Speaker","Speech"
"The Chairman","The hearing will begin. We have an overflow room, I believe. Is that true?"
"The Clerk","Yes, sir."
"The Chairman","Okay, so there is an overflow room for people who can't find seats. We have gotten the agreement of the Chairman and the Secretary, preliminary to any opening statements, to stay until 1 p.m. We will probably have some votes, so we will maximize our time. Let me remind the members that Chairman Bernanke will be before this committee next week for the Humphrey-Hawkins hearing on the economy. Members are obviously free to raise anything they want today, but it is my hope that we would focus on these very important questions of financial regulation. I know there are members who want to review what happened with Bear Stearns and then what we do going forward, but I personally believe the best use of the committee's time today would be to focus on those structural questions and regulatory questions. We will have the Chairman before us for 3 more hours next week to talk about the economy and Humphrey-Hawkins; and, again, I would urge members to do that. All members are free, as we know, to bring up whatever they want, but that would be our hope, because I did note that some of the members of the committee had asked previously for a hearing to look into what happened with Bear Stearns. And I said at the time that I thought that was very important. I believed it was best to do that in this broader context. Members want to get a new context because the experience regarding Bear Stearns is clearly the context in which much of this hearing is and much of what we will be talking about is what happens if that should occur. So those are the parameters. Given the importance of this, and given the interest of members in speaking, we are going to hold pretty firmly to the 5-minute rule. And, obviously, we are not going to completely finish in 5 minutes, but no question can be asked after the 5 minutes have expired. We will allow the answers to conclude. But I am going to have to restrain myself and others from asking any questions after the 5 minutes. Under the rules that apply when we have cabinet and cabinet-level officials, there are two opening statements on each side, the chairs and ranking members of the appropriate subcommittees. In this case, it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee so that is how we will proceed. The official part of the hearing will now begin and I will recognize myself for a fairly strict 5 minutes. When I was about to become chairman of this committee in 2006, I was told by a wide range of people that our agenda should be that of further deregulating. I was told that the excess regulation in America from Sarbanes-Oxley and other acts was putting American investment companies and financial institutions at a competitive disadvantage and that people much prefer the softer touch of the financial services authority to the harshness of the American regulatory structure. Things have changed. Where there was a strong argument as recently as November of 2006 that we had been over-regulating the financial system, I believe the evidence is now clear that we are in one of the most serious economic troubles that we have seen recently, in part because of an inadequacy of regulation. Clearly, that has been the case with regard to subprime mortgages, but what has been striking is not simply that we had the problems with subprime mortgages, but that those problems infected so much of the financial system, including, I must say, many in Europe. One of the things though that I do take away from that set of conversations, and then it's a fairly clear one is that what we do, and I believe there is a consensus now among people in the Administration, among many of us in Congress, and among people in the financial industry, that an increase in regulation is required. It must be done sensibly. It must be market sensitive. But I believe we have seen a significant shift from the notion that the most important issue was to deregulate further to one recognizing the need for more sensible regulation, but more regulation. It is clear that this needs to be done in the context of international cooperation, and I am encouraged to believe, and the first trip this committee took when I became chairman was to Belgium and London to meet with people from the European Union and Great Britain in terms of their financial regulation. This needs to be done with international cooperation and I think the prospects of that are very good. I think there was a broad international recognition that some form of increased regulation was necessary. And the form we are talking about is regulation of risk-taking outside the very narrowly defined commercial banking. Innovation is very important, and an innovation that has brought a great deal of benefit during the last few decades is securitization. Securitization replaces the lender-borrower relationship and the discipline that you have in the lender-borrower relationship. A very large part of our problem is that we have not yet found sufficient replacement for the discipline of a lender not lending to a borrower unless the lender is sure that the borrower will be able to repay. Something that simple causes problems in subprime, and it has caused problems elsewhere. We have had too many loans made without sufficient attention to whether or not the loans could be repaid. And, what we now have is a contagion, because people who bought loans in various forms that they shouldn't have bought are now resistant to buying things that they should buy. That is why I believe regulation properly done, regulation of risk that is too unconstrained today, because the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful. Diversification and quantitative models and the rating agencies, we have not yet replaced them. Some form of regulatory authority is necessary. If properly done, a market sensitive regulatory authority not only prevents some of the problems, but is pro-market, because we have investors now who are unwilling to invest even in things they should. Many of our nonprofit institutions and our State and local governments have been the victims of this. So our job, I believe--and I congratulate the officials of this Administration for having done a good job in the current legal context of dealing with these problems--is to look at what happened, to look at what is now going on, and to decide what should be done to provide a better statutory framework for the increase in regulation that I believe people agree should happen. The gentleman from Alabama."
"Mr. Bachus","I thank the chairman for holding this hearing on systemic risk and the appropriate regulatory responses to managing that risk and I know there will be short-term responses, and at some time in the future maybe a new regulatory structure which will take time. The two public servants before us today I think are eminently qualified to speak to these issues and we welcome Secretary Paulson and Chairman Bernanke. They had agencies whose mandates and responsibilities are broad and are deep, but the issue of systemic risk also requires the involvement of other significant and capable regulators, including particularly the SEC and the Federal banking regulators. It is my expectation that the leaders of these agencies will appear at a subsequent hearing with their comments and that will supplement our understanding and the testimony we gather today on this difficult issue, and I trust that Secretary Paulson and Chairman Bernanke agree that a collaborative effort that includes these agencies is going to be needed if we are to have a successful outcome. To say we are living through interesting times in our financial markets is to state the painfully obvious. We have seen a run on what was then the Nation's 5th largest investment bank, Bear Stearns. We have seen the Federal Reserve intervene in order to avoid a cascading effect from Bear Stearns's collapse that could have spread throughout the financial system with what I believe would have been decidedly negative implications for the larger economy. And we have seen the Federal Reserve take steps or a series of steps that in the short term at least have brought a measure of confidence and stability to the financial markets. But now that the immediate crisis created by the run on Bear Stearns has passed, we face some difficult, long-term policy questions. Perhaps the most critical question is, have we arrived at the place where virtually every primary dealer is considered too big or too interconnected to fail? The logical extension of this too big to fail perception is that markets no longer work and that the government must not only exercise greater control of our capital markets, but also be the ultimate guarantor of financial solvency; that would be a conclusion I could not endorse. And in reading over the remarks of Secretary Paulson in London, I see that you did not endorse it, either. A far better alternative is to restore market discipline within appropriate regulatory bounds. I believe we have reached a consensus that we must establish a modern, regulatory structure to strengthen the safety and soundness of our institutions and discourage unsound practices and conduct. However, these regulations should not and cannot ensure that institutions will never fail. And if one does fail, we must ensure that taxpayers are not left holding the bag. Thanks to the fast action of the Federal Reserve in cooperation with the SEC and the Treasury, we dodged a bullet when Bear Stearns collapsed. We may not be so lucky next time. For that reason, I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails. The regulatory regime we establish and follow must accomplish three things: ensure market discipline; provide a shock absorber against systemic risk; and, first and foremost, protect the taxpayer. To preserve market discipline and discourage moral hazard, we must see to it that no firm should be considered too big or interconnected to fail. To protect against systemic risk, we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation. And to protect the taxpayer, we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public. In conclusion, of necessity we have to plan for how to handle the failure of a major institution. It is important, however, that we create a system focused not on failure, but on success. In doing so, we must also resist the temptation to over-regulate in our zeal to discourage practices such as overleveraging an excessive risk-taking that put institutions at risk of failure. This is a tall order. Thank you, Mr. Chairman, for holding this hearing, and thank you to our witnesses."
"The Chairman","The gentleman from Pennsylvania is now recognized and will temporarily preside."
"Mr. Kanjorski","Mr. Chairman, this hearing comes at a critical juncture. As the economy reels from a widespread, far- reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, we must simultaneously look to the future to determine how to prevent or at least mitigate future crises. Financial innovation and the proliferation of complex and exotic financial instruments are probably inevitably going to occur under our capitalist system. But we must develop innovative, regulatory and oversight responses to keep pace as these market transactions evolve. One such proposal worth considering is the Systemic Risk Reduction Act of 2008 put forth by the Financial Services Roundtable. This bill seeks to make regulation more efficient by closing gaps in our regulatory structure and by promoting consolidation and cooperation among regulatory agencies. Their proposal includes a provision of particular interest to me; namely, it proposes establishing a bureau similar in concept to the Office of Insurance Information which passed the Capital Markets Subcommittee yesterday. Without a Federal repository to collect and analyze information on insurance issues, we cannot fully understand and control systemic risk. The Roundtable proposal would also expand the authority of the Federal Reserve so that investment banks who borrow from the Fed's discount window in various facilities do not get a free pass. No one else can borrow money without conditions, and the American people do not expect that the investment bank be allowed to do so. Chairman Bernanke spoke 2 days ago and raised many of these issues and offered ideas for consideration, noting that the financial turmoil since August underscores the need to find ways to make the financial system more resilient and more stable. I whole-heartedly agree. He further stated that the Fed's powers and responsibilities should be commensurate. It is the job of Congress to strike that proper balance. While many concur that the Federal Reserve's move to bail out Bear Stearns in March of this year was necessary to prevent a financial meltdown, most also agree that we should be concerned about setting precedents with broad ramifications down the road. Taxpayers cannot be asked to bail out financial institutions, and we should look for ways to prevent such dire situations from arising in the future. Another area germane to today's discussion is speculation. Specifically, we must determine to what extent speculation in commodities futures has hurt American consumers by artificially inflating the price of oil, energy, and other goods. I appreciate the ongoing debate on speculation with economists, traders, pundits, and politicians staking out various positions on the issue. To the extent that we can glean further insight from our panelists today, that would be of tremendous help, for it is true that speculators bear blame. Then congressional action in the form of increased oversight in authority is warranted. on a related note, I am very interested in consolidating the regulation of our securities and commodities markets. While the CFTC currently has jurisdiction of this market, the Treasury's recommendation to merge SEC and FCTC seems a sensible course of action for Congress. We need to take this action now and I look forward to working with the Administration."
"The Chairman","The gentlewoman from Illinois."
"Mrs. Biggert","Thank you, Mr. Chairman, and thank you for holding today's hearing on systemic risk. Your responsiveness to the letter submitted in April by Mr. Garrett, Ranking Member Bachus, and more than a dozen of us on this side of the aisle is very much appreciated, and I would also like to thank Congressman Garrett for his leadership on this issue. I welcome our distinguished witnesses today: Federal Reserve Chairman Bernanke; and Treasury Secretary Paulson. Your steady leadership is helping us weather the storm that our markets and our economy are experiencing. As a side, Secretary Paulson, I would like to specifically thank you and your staff, as well as the public and private sector partners for organizing the HOPE NOW Alliance, which has helped to keep hundreds of thousands of families in their homes. And Chairman Bernanke, the Federal Reserve's actions continue to help preserve confidence and bring stability to our financial markets and institutions. Infusing liquidity into the marketplace has prevented the credit crunch from seizing the system, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm. What brought us here today are these specifically and the latter actions on the part of the Fed, actions that begged the question, what can the Federal Government do to prevent future, similar bailouts that can put taxpayer dollars at risk? Is the Federal Government prepared for another Bear Stearns? Can a Federal regulator or regulators monitor specific indicators that will flag weaknesses within individual, financial institutions and prevent another Bear Stearns? And can they do so without unnecessarily increasing regulatory burdens that would diminish the competitiveness of the U.S. financial institutions in the global marketplace? It is vital that we closely examine the capacity of the Federal Government to monitor the large financial institutions like Bear Stearns, which represent not only American innovation and financial strength, but also our great vulnerability with respect to systematic risk in the financial system. I think without delay, we need to strike the right balance and create a simpler, stronger, regulatory system that preserves the resilience of our economy, protects taxpayers, and maintains the position of our financial system as the envy of the world. I look forward to the testimony and I yield back."
"The Chairman","I think the gentlewoman. We will now go to the opening statements, and a subject to which I sometimes pay insufficient attention is protocol. We don't usually have two such distinguished witnesses. The question is, who goes first? I think the order, certainly, of succession to the Presidency is which Department was established first. And, I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke, so we will begin with you. "
"STATEMENT OF THE HONORABLE HENRY M. PAULSON, JR., SECRETARY, U.S. DEPARTMENT OF THE TREASURY"," "
