"Speaker","Speech"
"The Chairman","The hearing will come to order, and members will be seated. This is a very important public hearing. It will not be disrupted. There will be no distractions. This is a chance for us to have a thoughtful public discussion, both critical and negative and positive. And there will be no disruption. If behavior becomes disruptive, I will ask the people who are causing the disruption to leave. I hope that is understood. I will say that my own view is that critical conversation questions, indeed whole sentences and even paragraphs, advance even a negative view more than bumper stickers, no matter what sort of bumper those stickers are worn on. And I will enforce those rules. We--I will just announce before we start with the time-- have two hearings this week. This hearing is a special hearing, an ad hoc hearing, called as the second half of our conversation about the question of bonuses paid to the AIG, but it is also open to questions on other matters. And, on Thursday, the Secretary of the Treasury will be here again. So members will have a chance to question the Secretary again on Thursday as part of the series we are having on the question of regulatory reform--a process, I will remind members, that really began in April of last year, when Secretary Paulson made a very sweeping proposal for an increased degree of regulatory authority. And we have been in a conversation since then, and we will be continuing that. Today's hearing deals with AIG. And I, in particular, want to emphasize the importance of looking both backwards and forwards. As we look back at what happened with AIG, the context should be clear. And, as I have said, I know there are people in the society, with whom I disagree scientifically, who believe in a theory that says the world was created some 4,000- plus years ago. That is not an issue today, but I do think it is important to remember that the world was not created on January 20, 2009, and there is an historical context. The historical context goes back at least as far as the Bear Stearns issue. And I think we need to set the stage. Bear Stearns was failing, and the Secretary of the Treasury and the Chairman of the Federal Reserve last year, Mr. Paulson and Mr. Bernanke, together worked out an arrangement so that the creditors of Bear Stearns--not Bear Stearns shareholders-- but that the creditors of Bear Stearns were compensated, for fear that a failure to compensate them would have severe negative consequences in the economy. Then Lehman Brothers found itself in the same situation. And when efforts to find another private party to step in failed, the Bush Administration made the decision at the time, I think in part in the context of criticism that had come from the intervention with Bear Stearns' creditors, to allow it to fail, so that Lehman Brothers failed and none of the creditors of Lehman Brothers were aided. I recently was visited by two Members of the House, our colleague Ms. Speier, and our colleague Ms. Eshoo, because the county they represent in California lost a lot of money when Lehman Brothers went under. And we have others--we have many, many other municipalities that are suffering from that. But the decision was made not to intervene in Lehman Brothers. And I think it was fueled in part by the view that there had been too much intervention in Bear Stearns. People said, ``Let's have free enterprise. Let's let it work.'' ``Free enterprise'' means the right to fail with no safety net, so Lehman Brothers was allowed to fail with no safety net. A consensus formed, I believe, fairly soon after that, that allowing Lehman Brothers to totally fail had severe negative economic consequences. And that is the context which needs to be remembered when we think about what was done by the Federal Reserve, with the support of the Treasury, in 2008, with regard to AIG. My own view is that the negative example of Lehman Brothers--and that included a number of political criticisms-- as well as a view that it had a severe economic negative effect was, I believe, behind the decision to intervene for AIG. I will remind people the decision to intervene on behalf of AIG was a decision the Federal Reserve took under its statutory authority. Unlike the subsequent vote in the House to create the Troubled Asset Relief Program, there was no congressional involvement, except you might say it was congressional involvement when we sit in a room and are told something and we say, ``Wow.'' That was the congressional involvement with regard to that. We did raise some questions, but we were being informed. I cite that because the going-forward part--people talk about the bonuses, but the going-forward part is this: I believe we have two very important negative examples before us of how not to proceed. One was the Lehman Brothers example, where they were allowed to totally fail and there was no help to any of the creditors. The other is the AIG example, where there was help for all of the creditors. Neither one is what we should be doing going forward. The problem is--and I would contrast what we saw with Lehman and with AIG with what we saw with Wachovia, IndyMac, WaMu, and Countrywide. Banks also failed in 2008. And that was not a happy occasion in every case, although those of us who will mourn Countrywide are a very small number. But the fact is that we have in place mechanisms involving a very well-run FDIC, with the cooperation of other financial regulators, that contained the damage. So when these banks failed, it was neither a Lehman Brothers total negative on the economy or an AIG excessive intervention in the minds of some on behalf of creditors. Our job--and, again, this was first raised by Secretary Paulson last year and Mr. Bernanke, and we are now at the point where we will be addressing that--is that when nonbank major financial institutions need to be put out of their misery, we need to give somebody the authority to do what the FDIC can do with banks. It is called ``resolving authority.'' But it is giving somebody--and it is, as people should understand, a form of the bankruptcy power given under the Constitution. It allows us to avoid the choice of all or nothing--nothing, in the case of Lehman Brothers; all, in the case of AIG--equally unacceptable alternatives, and our job is to work together to try and find some other way. The gentleman from Alabama is recognized for 5 minutes."
"Mr. Bachus","Thank you, Mr. Chairman. Mr. Chairman, I am going to distribute our time as follows: 3 minutes to the gentleman from New Jersey, Mr. Garrett; 3 minutes to the gentleman from Texas, Mr. Hensarling; and 2 minutes to the gentleman from Delaware, Mr. Castle."
"The Chairman","The gentleman from New Jersey is recognized for 3 minutes."
"Mr. Garrett","I thank you, Mr. Chairman. You know, today I look forward to hearing all the testimony, as well as the answers to many questions that Americans have, I believe, for this panel. Indeed, like many of my colleagues, I have questions to pose to our witnesses. To Chairman Bernanke, I am interested in hearing more about the Fed's ongoing relationship with AIG's leadership as they work together in running and also dismantling this entity on behalf of its largest shareholder, the American taxpayer. I am also concerned, though, about the Fed's transparency and its independence in regards to publicly releasing details about AIG's counterparties. As the chairman knows, back in December, I sent a letter asking for specific counterparties to AIG and who would benefit from that if they went insolvent. In a reply I received on March 4th, I was told that, ``In keeping with normal business practices, CDS contracts had not been made publicly available because counterparties and AIG considers this information to be commercially sensitive and nonpublic information,'' endquote. Then, lo and behold, just less than 2 weeks later, this information was released, and we found out just who those counterparties were, some being foreign banks. So, since it is my understanding that AIG doesn't do anything without the approval of the Fed these days, why, then, did the Fed basically do an about-face on its policy of disclosing AIG counterparties? Was it, in part, due to bowing to pressure from the Administration in what many would say are politically difficult times? And do you feel that there is pressure in performing these regulatory functions and that those pressures undermine your independence in performing your monetary functions? But probably more important than that whole issue is, why didn't the Fed insist on negotiating with foreign and also domestic counterparties for a more reasonable resolution to these contracts instead of paying dollar-for-dollar, especially when we learned after the fact that many of these counterparties had themselves hedged their bets or hedged their exposures with AIG anyway? Next, I would also like to revisit Chairman Bernanke's assertion the AIG problems originated, as he said, with unregulated portions of its holding company. But, you know, we heard testimony last week from OTS Acting Director Polakoff that seems to contradict this assertion. Mr. Polakoff explained that OTS was actively regulating that division and was aware of AIG's CDS dealings and that they did raise concerns with AIG back in 2005. From Secretary Geithner, many members of this committee, as well as the American people, would like a straight answer on the handling of the AIG bonus fiasco. The Secretary has been referred to as, ``the original architect'' of the AIG bailout. There have also been some questions as to the extent of the Treasury Department's involvement in altering provisions in the so-called stimulus package, ensuring that the bonuses would, in fact, be honored. Moreover, we are told he was informed about the bonuses at least a week-and-a-half before they were paid out. We also know the Secretary had specific conversations with AIG's CEO, Mr. Liddy, about it just a few days before. So, as Secretary Treasurer and a representative of the United States and the people, which is the largest shareholder, again, at AIG, I would like to hear from the Secretary his recollection of that conversation with Mr. Liddy, and the letter as well, and would like to know if he raised these issues with the President before the bonuses were paid and did the President sign off on them?"
"The Chairman","The gentleman from Texas for 3 minutes."
"Mr. Hensarling","Thank you, Mr. Chairman. And thank you, Mr. Secretary, and thank you, Chairman Bernanke, for joining us today. Bonuses paid out by profitable companies to outstanding employees make sense. Taxpayer-funded bonuses paid out by failing companies who owe taxpayers money makes no sense. The close to $200 million in bonuses paid out to AIG's employees was merely last week's TARP outrage of the week. The outrage, however, pales in comparison to the outrage that taxpayers have now seen in 4 different bailouts and have pumped $173 billion into a failed company with no apparent end in sight. It pales in comparison to the outrage that taxpayer money is being used to make counterparties whole, many of which are foreign financial institutions. They assumed a risk that the school teacher in Mesquite, Texas, who is now helping make those counterparties whole, did not take. It also pales in comparison to the outrage that we have seen no convincing plan of sustainability, profitability, or taxpayer recoupment that has been presented to us, this committee, or the Congress, much less the American people. And finally, it pales in comparison to the outrage that we should have that the Democrat leadership in Congress and the Obama Administration either knew about these bonuses or should have known about these bonuses and could have stopped them. After we learned a provision in the so-called stimulus legislation--which, as a practical matter, the Republicans were not permitted to read--ensured that these bonuses would be paid out, we witnessed the spectacle of Speaker Pelosi pointing a finger at Senator Dodd, Senator Dodd pointing a finger at Secretary Geithner, and Secretary Geithner and the Treasury staff seemingly pointing a finger at Senator Dodd. In a town where few are loathe to brag about legislation they authored, this bonus-enabling provision appears to be one of a kind, in that it is an apparent orphan. The House went to great lengths to cover up this embarrassment, passing what many believe to be an unconstitutional tax to punish action with which Congress did not agree. We could have simply required AIG to pay back 100 percent of the bonuses before they receive another bailout, which we all know is coming. But the majority insisted on setting the dangerous precedent of punishing people after the fact who engaged in conduct with which they did not agree. Secretary Geithner, I hope this legislation has not jeopardized your efforts to attract the private portion of your public-private investment partnerships. There is something else that is needed, Mr. Secretary. The public needs a straight answer: What did the Obama Administration know, and when did they know it? For your plan to succeed, it needs confidence. And for there to be confidence restored, there must be openness, accountability, and honesty. As one of my colleagues told me last evening, if you like the way the government has been running AIG, you are going to love socialized health care."
"The Chairman","The gentleman from Pennsylvania is recognized for 3 minutes."
"Mr. Kanjorski","Good morning, Mr. Chairman. Thank you for working with me to schedule this important hearing to hear directly and publicly from those Federal entities now responsible for overseeing American International Group, or AIG. As I said last week, the Treasury Department and the Federal Reserve have much to explain not only to us, but also to the American people. Since last fall when it received governmental assistance for the first time, I have maintained an active, ongoing, and strong interest in AIG. Early on, I wrote to the Federal Reserve to inquire about its oversight of AIG. I have contacted them regularly since then. After AIG's TARP investment, I also contacted the Treasury Department about these matters. Taxpayers now own 80 percent of AIG. Today, I therefore hope that we can learn more about how Federal officials are protecting the taxpayers' interest in AIG. I also want to learn more about the plan, the people, and the resources dedicated to AIG oversight. Additionally, because the Federal Reserve was the first to intervene in AIG, I would greatly appreciate an explanation from them on how and why they made the decision to get involved. Further, I want to know the plan to recover the loans from AIG so that taxpayers can be paid back in full with interest, as quickly as possible. During the last week, the American people have rightly expressed outrage about the sizable retention bonuses given to workers at the very unit that caused AIG to seek Federal aid. If Federal officials had exercised effective, proactive oversight at the company, we could have prevented this problem. Going forward, I would like the Federal Reserve and Treasury to be more active and transparent in their oversight of AIG. That said, Mr. Chairman, we are in the midst of an economic crisis. As a result, the Treasury Department and the Federal Reserve have assumed an extraordinary amount of responsibility, and they have worked to develop and implement a broad array of innovative programs. As such, they may lack the resources and attention needed to properly oversee all aspects of AIG. During the WorldCom bankruptcy, however, the Securities and Exchange Commission and WorldCom agreed to a private, corporate monitor to oversee compensation at WorldCom. I would welcome the views of our witnesses about whether the Congress should consider a similar appointment with respect to AIG now. Moreover, I want us to focus our deliberations today on whether powers exist in the Federal Government to unwind AIG in an orderly manner, if necessary. If not, I would like to learn about the powers the government needs to disband and dissolve nondepository Federal institutions. In sum, Mr. Chairman, I look forward to hearing from our witnesses about these important matters, and I yield back the balance of my time."
"The Chairman","The gentleman from Delaware for 2 minutes."
"Mr. Castle","Thank you, Mr. Chairman. We talk about transparency a lot, and I just don't see the transparency here. And I still have a lot of questions about all this, some of which relate to the Secretary, and some of which relate to the Federal Reserve. But we know, Mr. Secretary, that you were very involved in the AIG business back in the fall of 2008. In fact, when you were head of the New York Fed, that is where the first tranche, the first loan came from. And we don't know what you knew at that point, but, according to a spokesman for the Federal Reserve, the Federal Reserve, the Treasury, and the New York attorney general knew about the AIG bonuses in the fall of 2008. I would assume, with that knowledge, you would have known it all the way up until you eventually, apparently, told the President. Then we have the whole business with Senator Dodd and the language change. I don't know who was in the room or who got that language changed in the stimulus program, but the new language was the prohibition required under clause (i), ``should not be construed to prohibit any bonus payment required to be paid pursuant to a written employment contract executed on or before February 11, 2009.'' To me, that is a place where it could have been stopped. And I don't know who was in that room when that was done or who drafted that language. Senator Dodd, I think, originally said he did it, and then he pointed the finger at others, not at you necessarily, but at others, and that is a matter of some concern. Also, I have seen and read anecdotally, at least, that the Federal Reserve shared with Treasury all the discussions they had since you left, Mr. Secretary, and went on to the position of being the nominee and then the Secretary of the Treasury, which would raise a concern of when were you reminded about these bonuses. And we raise all these questions because, could something have been done before we passed legislation that probably nobody really wanted to vote for last week that may be leading to the fact that these bonuses are now being repaid? But the bottom line is maybe there wasn't transparency, maybe it could have been prevented, and I hope we can get some of those questions answered today. I yield back."
