"Speaker","Speech"
"Chairman Dodd","The hearing will come to order. Let me thank all of our colleagues and others who have made it in this morning to participate in this hearing on our first true winter morning this year. Mr. Chairman, we thank you for being with us as well, and we appreciate your testimony before the Committee. What I will do is open up with a brief opening statement. I will turn to my colleague, Senator Shelby, and then any of our other colleagues who would like to make some brief opening remarks. Your full statements, I will guarantee you, will be included in the record, as will yours and any supporting documentation, Mr. Chairman, you would like to be a part of this record this morning. We will try and move along so we can get to the question and answer period with you as quickly as possible. This morning, the Committee is pleased to welcome Federal Reserve Chairman Bernanke to deliver the Fed's Semi-Annual Monetary Policy Report. I want to congratulate you, Mr. Chairman, for completing your first year as Chairman. Following in the footsteps of a very successful Chairman can be difficult, and it is something that I can certainly relate to, sitting in this chair and sitting next to my friend from Alabama. But I believe that you have done a very good job in gaining the respect and confidence of the markets and your colleagues on the Federal Reserve Board. The Fed's monetary policy--most notably, its decision to stop rising interest rates in June--has played a very important role in some recent positive economic developments. During 2006, the economy grew at a sustainable rate and unemployment was kept to under 5 percent. While this is not quite as strong as it was in the late 1990's--when growth was higher and unemployment fell below 4 percent, with much higher labor force participation--this economic news is welcome. Long-term interest rates have remained at modest levels, despite a large Federal budget deficit, a historic current account deficit, and the cumulative effect of the Fed's 2-year cycle raising the interest rates that ended in June. While these developments are, as I said, positive, there are other facts that, in my view, raise some very important questions about our Nation's long-term ability to provide economic security, opportunity, and prosperity to the people of this country. As I travel around these days and talk to many people from all walks of life, I am confronted by people who are concerned about the future, whether or not we will have the kind of stability and long-term growth necessary for our success. What I am hearing from people is that they are concerned about many of the same things. Health care costs are rising at a rate that is unsustainable for businesses and employees. Over the past 6 years, health care costs have increased by 30 percent. More than 46 million Americans have no health insurance at all today, as we all know. That is an increase of 6 million people over the past 6 years. The price of gasoline, home heating oil, and other forms of energy has skyrocketed over the past years. This past summer, gasoline cost over $3 per gallon in many parts of the country. And while it is much lower today, it is still twice as high as it was 5 years ago. Families are concerned as well that they cannot afford to send their kids to college. My colleague from New York, Senator Schumer, has spent a lot of time on this issue. College tuition has risen by more than twice the rate of inflation over the past 20 years. Room, board, and tuition at many private universities now cost well over $50,000 a year. As these costs rise, working Americans are experiencing more and more uncertainty about their future. People are wondering whether their home is losing value as they see houses in their neighborhood sell for less today than they did a year ago. And millions of Americans are in exotic and subprime mortgages while the potential for sharp increases in monthly payments is right around the corner. Several credible reports say that we are facing a tidal wave of defaults and foreclosures, which could strip these families of their major, if not their only, source of wealth and long-term economic security. Despite some recent gains in household incomes, the real median family income, what a family right in the middle of the middle class earns in a year, is lower today than it was 6 years ago. People are working longer and harder, and many are not bringing home enough money to keep pace with what they need. And for those who lose their jobs, the prospect of falling out of the middle class is far greater today. Americans are more than twice as likely to experience a precipitous drop in income as Americans of a generation ago, according to a recent research study by Jacob Hacker at Yale University. As we worry about some Americans falling out of the middle class, we must also be concerned about those working hard to climb into the middle class. Over 10 million Americans today do not have access to mainstream financial institutions, such as a bank, a credit union, or a thrift. For these entrepreneurs and workers, affordable credit and capital services are scarce, if not impossible to find. And as a result, millions of our fellow citizens lack the financial tools that they need to build more secure and prosperous futures for themselves and their families. Finally, Mr. Chairman, our Nation finds itself with trade policies that are unsustainable, as well, in my view. We have learned this week that last year, we ran a record trade deficit of $763 billion. Our Nation's current account deficit will approach 7 percent of our GDP. We are relying on over $2.4 billion a day from foreign investors, who are increasingly foreign governments, to finance our economic growth because of the lack of savings here at home. The Administration has an official trade policy that is, in key respects, out of touch with reality. For instance, it is widely believed that China manipulates its currency. We had a very good hearing, as you may know, with Hank Paulson before this Committee a week or so ago on the exchange rate issue. Yet, the Administration refuses to officially recognize that fact. When Chairman Bernanke was in China, as part of the Strategic Economic Dialogue, he gave a speech that pointed out, ``effective subsidy that an undervalued currency provides for Chinese firms that focused on exporting.'' While this subsidy is not the sole cause of either our record international trade deficit or our loss of over 3 million manufacturing jobs, including about 1 million of those jobs in critical national defense-related industries, the distortion of Chinese currency manipulation is having a very significant negative impact on American manufacturing jobs. As policymakers, I think we need to ask ourselves a very fundamental question: Are we satisfied with America's place in the world at the beginning of this new century? I do not think that any one of us can look at all the facts and reach any conclusion other than that we can do a lot better than I think we are. And for the sake of the people we serve and generations coming after them, I think all of us would agree we have to do better. There are steps we can and should take, in my view, to build a stronger foundation for a more secure and prosperous future. Today's hearing provides the Committee with an opportunity to discuss some of these steps. We can start by keeping interest rates at modest levels, and, again, I congratulate the Fed on doing that since last June. Certainly, monetary policy is obviously an important component of our economic future. The Fed's dual mandate is to promote full employment and price stability. This is a vital and difficult mission, and we look forward to hearing from the Chairman about the steps the Fed has taken since its last report to fulfill that statutory mandate. In addition, we need our Federal financial regulatory agencies to be vigilant in assuring not only the safety and soundness of our financial institutions, but also that those institutions are serving, not thwarting, the aspirations of Americans to build a more secure and prosperous life for themselves and those families. I look forward to discussing the aspects of the Fed's mission as well as with you today, Mr. Chairman, and I will turn to my colleague from Alabama for any opening comments he may have and then to my colleagues here as well for any brief statements they want to make as we start this hearing."
"Senator Shelby"," "
"STATEMENT OF SENATOR RICHARD C. SHELBY"," "
"Senator Shelby","Thank you, Chairman Dodd. Chairman Bernanke, we are pleased to have you before the Committee again to deliver the Federal Reserve's Semi-Annual Monetary Policy Report. This hearing provides an important mechanism for assuring accountability over the Fed's policies and operations. Chairman Bernanke, you have recently completed one year at the helm of the Federal Reserve System. When President Bush nominated you for this position, I noted at the hearing that you would have big shoes to fill, following in the footsteps of the distinguished Chairman Greenspan. I also noted my belief that the President made a superb choice in asking you to take on this responsibility. The Federal Reserve's conduct of monetary policy thus far under your leadership has given me further reason to applaud your service. Chairman Bernanke, as 2006 began, there was much debate as to whether the Federal Reserve would prove successful in engineering a ``soft landing,'' after many successive increases in the Fed funds target rate. Certainly the economic data in recent weeks tells us that the debate maybe all but over. Analysts and other Fed watchers are now giving you high praise for the manner in which you have handled your responsibilities, and I join them. Real gross domestic product, GDP, increased at an annual rate of 3.5 in the fourth quarter of 2006. For all of 2006, GDP grew 3.4 percent compared with the 3.2-percent increase in 2005. Both numbers topped the 20-year average of 3.1 percent. Along with this strong growth, we have seen positive news on the job front. The Labor Department reported that the economy created, Mr. Chairman, more than 2.2 million jobs last year, 400,000 more than previously estimated. We continue to enjoy a low unemployment rate, both historically and relative to other industrialized nations. At its most recent meeting on January 31, Federal Open Market Committee kept the Federal funds target rate at 5.25 percent, the fifth consecutive meeting with no change. Fed watchers noted that the latest FOMC statement seemed more upbeat on growth prospects and keeping inflation in check. My colleagues and I, Mr. Chairman, will no doubt spend time this morning trying to figure out how long the FOMC intends to leave short-term rates unchanged. I am certain that today's hearing will also include some discussions of the potential risks in the economy, such as the housing market slowdown, among others. Mr. Chairman, while it is our responsibility to continue to examine the horizon for such risks, we must also note the strong performance of this economy. I hope that we will also take time today to discuss the very strengths and how to maintain and build upon them. Chairman Bernanke, again, we welcome you back to the Committee, and we like the job you are doing."
"Chairman Dodd","He is not here, but Senator Schumer was next on our list, but, Senator Casey, this early bird rule applies here."
"Senator Casey"," "
"STATEMENT OF SENATOR ROBERT P. CASEY"," "
"Senator Casey","Mr. Chairman, thank you very much for gathering us here. Chairman Bernanke, thank you for your time here today and for your service. I do not have a long statement, but I just wanted to highlight a couple of things I know that you have touched on before and that I am sure we will speak to today, some of the long-term fiscal challenges that you outlined here in your previous testimony, I guess a week or so ago, with regard to Medicare, Social Security, and other demands that are being placed on the Federal budget into the future. I appreciate the fact that you are thinking about and focusing on that and building that into the planning that you do. I think also the people that I represent in Pennsylvania are concerned about those costs. They are concerned about the deficit, which I guess last year was $248 billion. This year, the projection is for something less than that. But they are also concerned about the impact, as Chairman Dodd outlined, of the costs in their own lives, in their real lives, and you know the cost of health care and college tuition and housing and so many other areas. I hope that one of the things we have a chance to discuss today is the impact that those costs have, the impact not just on that family, the horrific impact it can sometimes have on their budgets, but also the impact that that has on overall long-term economic growth and stability. So, I look forward to discussing that today with you, and we appreciate the time you are spending with us, and we appreciate the report."
"Chairman Dodd","Senator Bunning. "
"STATEMENT OF SENATOR JIM BUNNING"," "
