"Speaker","Speech"
"The Chairman","The hearing will come to order. And we have 10 minutes on each side. Since there are not many members here, we can get right into the questioning and have some significant--everybody will be able to ask questions. I will say that I want to announce that on February 5th, we are going to have a joint hearing with the Committee on Small Business on the question of why more money isn't being lent. And we are picking February 5th because we agreed to have a joint hearing which means that 100 Members of the House will be the operative body. So this will be one day where, if Members come to us and say I can't make it, we will not be totally unhappy; but we did feel that this is something that the Small Business Committee has a very real interest in this as well. We have the chairman and the ranking member of the Small Business Committee on this committee so we will do that one together. And this hearing will now begin. We have 10 minutes on each side for opening statements, and I begin by recognizing for 2 minutes the gentleman from Indiana, Mr. Carson."
"Mr. Carson","Thank you, Mr. Chairman. As we all know, the American taxpayers are angry that their tax dollars lifted many financial firms in the time of crisis while some of these same firms now have reported record profits and are handing out lavish bonuses. Some of these firms have not turned around but continue to follow reckless compensation practices. This is because we currently have an irresponsible corporate culture where American CEOs are awarded large bonuses and generous stock options even when their companies perform poorly. There has been an increase in the typical CEO pay in the United States during the past 25 years. The total real compensation of CEOs in large publicly traded companies grew sixfold during this period. The case against the pay of American CEOs looks even more powerful by recognizing that the typical American company head receives greater total compensation than company heads in Great Britain, Canada, Japan, Spain, and in much of all developed countries. Clearly, American CEOs are being rewarded over CEOs elsewhere, even when per capita income of the countries do not differ by very much. While recent headlines on executive compensation are focused on financial firms, we cannot ignore other sectors. In fact, the corporate library recently ranked five CEOs, all outside of finance, the highest paid, worst performers. These CEOs are taking home more pay, despite the fact that their businesses have done so badly, that their stocks have tanked, and they have laid off many employees. American compensation structures are out of control and the existing compensation structure cuts to the ability of our corporate governance system to function. As we work to issue new guidelines on executive pay, we need to ensure firms begin to better align pay with stockholder value. I suggest moving beyond a nonbinding shareholder vote on executive compensation. There is continued frustration with company boards that either failed to act in response to a successful nonbinding shareholder resolution or a watered-down implementation of proposals. Boards can too easily amend or rescind board-adopted policies under the umbrella of fiduciary duty obligations. While I encourage open dialogue between shareholders, directors, and management, I do feel shareholders have the incentive to act responsibly in determining fair and equitable pay for executives of firms. Thank you, and I yield back the balance of my time."
"The Chairman","The gentleman from Alabama--I believe the gentleman used 2\1/2\ minutes, so we will have 7\1/2\ left. The gentleman from Alabama for 2\1/2\ minutes."
"Mr. Bachus","Thank you, Mr. Chairman. Mr. Chairman, since you have been chairman, I think you have been very fair to committee Republicans. You have invited witnesses that we have requested and often invited more than just one of our choices at certain hearings. Of course, it is traditional that the Republicans get to call one witness at a hearing. I have always appreciated your consideration and I know my colleagues have too. Because you have always been accommodating of our requests, the decision to deny Republicans our witness choice for this hearing is both disappointing and puzzling. I am not sure what makes this hearing any different from any other one. So I would ask why we were denied our choice of witness. That witness was Ed DeMarco. He is the acting director of the Federal Housing Financial Agency, which oversees Fannie Mae and Freddie Mac. He is the person who, along with the Treasury Department, approved a $42 million payday for 12 executives of the failed GSEs, including $6 million to the chief executives. During this hearing on compensation in the financial industry, we assumed we would be permitted to examine a real- life case of excessive unreasonable executive pay at the two companies which have received more extraordinary taxpayer assistance over--$110 billion and counting--than any others. But we were wrong. Mr. Chairman, $6 million is 15 times more than what the President earns and 30 times more than what a Cabinet Secretary earns. The Christmas Eve announcement of these bonuses was greeted by one commentator by saying the taxpayers got scrooged. Because the regulators failed to use their authority to block these colossal paydays of government employees--you have referred to them as public utilities--Congress should step in. I and several of my Republican colleagues have introduced legislation to protect taxpayers from having to foot the bill for any more multibillion-dollar tax packages. Mr. Chairman, I think the taxpayers are right. Whether it is any financial company, if the government is heavily subsidizing that company, they have a right to ask--"
"The Chairman","If you wish to continue--"
"Mr. Bachus","Another 30 seconds. They have a right to ask: Are my tax dollars subsidizing these large salaries? And they certainly have the right to hear Mr. DeMarco and find out why, on Christmas Eve, they learned that they would be paying some tremendous bonuses. The legislation also expresses a sense of Congress that each executive should return the executive pay they received in 2009 so we can reduce the Federal budget. Mr. Chairman, I do appreciate your pledge to invite Mr. DeMarco to testify at a hearing in late February, but I am disappointed that the American taxpayers will have to wait another 5 weeks for an explanation from the Obama Administration about this Christmas Eve raid on the Treasury to pay these executives. I yield back the balance of my time."
"The Chairman","The gentleman consumed 3 minutes. There will be 7 minutes on his side and 7\1/2\ on this side. I recognize the gentleman from California."
"Mr. Sherman","Thank you."
"The Chairman","For 2\1/2\ minutes."
"Mr. Sherman","Yes. I believe in capitalism, that means shareholder control, shareholder risk. That is why we should have a say on pay and it ought to be binding. After 13 years in Congress, I am not a real fan of nonbinding resolutions. There is a special circumstance where a company is too-big-to-fail because at that point, they have a quasi-Federal Government guarantee. The best solution is to break them up so that we don't have anyone who is too-big-to-fail. I commend the gentleman from Pennsylvania whose amendment would at least allow the Administration to do just that. Until then, those that are too-big-to-fail should face fees to recoup for the taxpayer the benefits that the organizations get from their implicit Federal guarantee. The bill we passed in this committee, in this House, does that, and, with Peter's amendment, allows those firms to pay for the past cost of the too-big-to-fail as well as provide it a before-the-fact fund to pay for the too-big-to-fail problems of the future. It also makes sense as long as there are those that are too-big-to-fail and enjoy the implicit Federal guarantee, if they are quasi-government entities or quasi- federally guaranteed, they should play by government salary rules, which are a lot different from those that Wall Street is familiar with. The best solution is for these firms to voluntarily divide themselves so they are not too-big-to-fail. And we can go back to real capitalism--shareholder control, shareholder risk--and a Congress and a Federal Government that doesn't have to concern itself with salaries and other aspects of internal corporate decisionmaking I yield back."
