"Speaker","Speech"
"The Chairman","The hearing will come to order. I apologize for being late. Let me make a request of my colleagues. I guess we will go to the opening statements. I will begin. We have 10 minutes each. One of my frustrations as the ranking member, as the chairman and even previously has been the problem of getting adequate response to consumer complaints. It has been my experience that when you have an ongoing responsibility for broad systemic issues, consumer complaints can get crowded out. It is also the case that when you, and it has been my experience, have bank regulators whose primary role is the health and safety and soundness of the banks, consumer regulation, again, tends to get crowded out. We certainly have the history of the Federal Reserve previous to the co-chairman, who has been a great improvement, literally ignoring their consumer responsibilities. So I think the proposal that has come forward for a separate entity charged with protecting consumers from abuse is a very good one. The fear that this will be some out of control entity ravaging the financial sector is unsupported by anything in American history. There is no pattern of overregulation that I can see in the consumer area, and I don't see one here. So I am very pleased that the Administration sent us this recommendation. I am glad that we have with us one of the original authors of it, if not the original author, Professor Warren from Massachusetts. And I will just say as a matter of schedule, we will be spending a good deal of time between now and the rest of this congressional session dealing with the question of financial regulation. This is an important piece of it. It is my intention that following this hearing, we will be moving in July when we return to a mark-up on this. Ultimately, the financial regulation is going to be one bill, in part because of the United States Senate. Let me say, I was invited to speak on a project involving an entity that is going study the Senate. And I said, I thought that was going to be both important and fairly easy because it is a very significant institution with very few moving parts, which makes it somewhat easy to study it. But I do believe in the interest of this committee's doing its job the best it can that we should mark these up individually. So I do want to announce that this is a hearing that will lead to a mark-up in the period between the 4th of July and the recess at the end. So I urge members to pay very close attention. With that, I now recognize the gentleman from Alabama for 2 minutes."
"Mr. Bachus","I thank the chairman. Mr. Chairman, today we are having a hearing on the creation of an independent consumer protection, or Consumer Financial Protection Agency. And there is no question that consumer protection is a legitimate government responsibility. However, there is and needs to be a serious dialogue over how that function should be properly undertaken to be effective. The proposal that was outlined in the Administration's White Paper proposes very fundamental and profound changes to the current financial regulatory regime. We have to ask ourselves whether those changes have the potential to reduce consumer choice, limit innovation, and exacerbate the credit crunch that consumers and small businesses are currently facing. When you tell people that they cannot make certain loans, then it always has the potential to restrict credit. The House Republicans have offered a consumer protection plan that closes gaps in the enforcement of our present consumer protection laws by consolidating the regulatory enforcement and consumer protection functions in a single agency and streamlining the complaint process for consumers and investors. It would also strengthen antifraud enforcement by giving regulators more investigative and enforcement tools. The Republican consumer protection proposal is built on the premise that the best way to protect consumers is not through creation of another bureaucracy accountable to no one, but by consolidating the regulatory system in place today and holding regulators accountable for both consumer protection and safety and soundness. Probably my main question early on is the wisdom of bifurcating consumer protection and safety and soundness regulation as is suggested in the Administration's proposal. I am not the only one who has raised these concerns. A Virginia Democrat, Mark Warner of the Senate Banking Committee said, ``I need some more convincing of the creation of this Consumer Protection Agency. Will this new consumer agency have the knowledge because it won't have the kind of day-to-day exposure to financial products or the industry if this agency was actually housed inside the day-to-day prudential regulator.'' Mr. Chairman, I look forward to working with you and the Administration to develop a consumer protection framework that fosters innovation in financial products, and benefits and protects consumers without creating unintended potentially adverse consequences for consumers and the financial services industry. I also thank Congressman Delahunt for his work on the issue."
"The Chairman","I will next recognize the chairman of the Financial Institutions Subcommittee, Mr. Gutierrez, for 2 minutes."
"Mr. Gutierrez","Thank you, Mr. Chairman. I am pleased the committee is beginning the process of evaluating regulatory restructuring legislation with a hearing that focuses on protecting consumers. I strongly support the concept of an independent agency that concentrates solely on consumer financial services issues, and I am especially excited by the prospect of having an agency that focuses on the Community Reinvestment Act enforcement and approaches the issue solely from a consumer's perspective. But my support for such an independent agency is contingent upon its serving as the primary Federal regulator for nonbank institutions. The Administration's White Paper outlines the Consumer Financial Protection Agency's jurisdiction as encompassing both banks and nonbanks. But I will be seeking confirmation from the Administration that it intends for the CFPA to be the primary Federal consumer regulator for payday lenders, money remitters, and other money services businesses. And that the White House commit that the CFPA will aggressively use its supervisory and enforcement powers to regulate these industries. In addition, I have several questions and concerns about some of the provisions that are in the Administration's White Paper on this topic. Specifically from a banking perspective, I am concerned about how the Consumer Financial Protection Agency's board authority will mesh with the authority of the safety and soundness regulators. There is a real potential here for conflicting regulations from different bank regulatory bodies. I thank the chairman for the time."
"The Chairman","The gentleman from Texas, Mr. Neugebauer, for 2 minutes."
"Mr. Neugebauer","Thank you, Mr. Chairman. Like everyone here, I support consumer protection. I also support protecting consumers' ability to choose financial products and services that best fit their needs. Action we take in Congress shouldn't harm consumers by reducing their choices and increasing the cost and fees. Certainly the information consumers receive can be disclosed better. I have been a strong advocate of better disclosure, clearer disclosure, and shorter disclosure. But the government's role here is not to decide what products and services are available; the government is here to ensure transparency and integrity in the marketplace. Our Republican plan calls for a simplification of consumer protection, not duplication and creation of a new bureaucracy. We need to keep safety and soundness regulators and consumer protection regulation in the same house because these two missions are connected and because this helps hold the regulators accountable. We have had some regulators quite honestly who didn't do their job, and this Administration plan does not hold them accountable. We had consumers who made poor decisions and lenders who made poor decisions. We had regulators who didn't do their job, didn't see that some of these products were curtailed. But one of the things we know is that the government's role here, and we need to be very careful as we start to throw this big regulatory blanket over the marketplace, is to send a signal to the American investors or people using financial products that the government will keep things from going up or keep them from going down, but it will not keep people from losing their homes. That is not the role of the government; the government cannot do that. When we say that we are going to regulate safety, I think sometimes we can send a signal there that somehow the government is going to make all of these investments safe. But what we do not need to do is start taking away the choices that the American people have for financial products. And I look forward to a debate where we can do something that is good for the American people but not reduce their choices."
"The Chairman","Next, the prime sponsor of the bill here on the committee, the gentleman from North Carolina, Mr. Miller, for 2 minutes. Mr. Miller of North Carolina. Thank you, Mr. Chairman. One of the issues arising from the financial crisis that this committee must address is how compensation in the financial industry created incentives for taking immediate profits while ignoring only slightly less immediate risk. We will consider how to adjust compensation to ally the long-term interests of companies with the interest of those who work for them. The issue before us today is more difficult and more important, how to ally the interests of the financial industry with those of society. The financial industry has defended every consumer credit practice, regardless of how predatory the practice appeared to those unsophisticated in finance, like me, as an innovation that made it possible to extend needed credit to those who were excluded from traditional lending. And the industry's innovations resulted in inflating the housing bubble, evading existing consumer protections, trapping the middle class in unsustainable debt, and creating risk for financial companies that were dimly understood by regulators, by investors, and even by the investors and CEOs of the companies that created them. And it plunged the country and the world into the worst recession since the Great Depression. The regulatory system we are considering is less restrictive than the regulation of many industries that have done much less damage. At bottom, the question is this: Are consumer lending practices that the industry celebrates as innovation actually useful to society, or are they just a way to make more and more money by betraying the trust of the American people? Other regulators don't just take the regulated industry's word for it that their products are beneficial, and neither should the regulation of the financial industry. I yield back my time."
"The Chairman","The gentleman from California, Mr. Royce, for 2 minutes."
"Mr. Royce","Thank you, Mr. Chairman. Well, beyond the problems with bifurcating consumer protection and solvency protection, a fundamental question remains. And that is, would a consumer financial products agency have stopped the issuance of subprime mortgages to consumers or Alt-A mortgages to consumers? I think it is fair to say the regulators we had in place, many of whom were responsible for consumer protection, were assisting in rather than hindering the proliferation of these subprime products, the proliferation of what are now called ``liar loans.'' In fact, it was because of regulators in Congress that these various products came into existence and thrived in the manner that they did. Subprime mortgages came out of CRA regulations, according to a former Fed official. And Fannie Mae and Freddie Mac purchased subprime and Alt-A loans to meet their affordable housing goals set by their regulators and by Congress. They lost $1 trillion doing that. The consumers frequently lost their homes as a result of the collapse of the boom and bust that was thus created. Instead of adding another government agency, and unwisely separating solvency protection from consumer protection, we should take a step back and look at the artificial mandates we place on financial institutions that inevitably distort the market which ends up in the long-term walloping the consumer and creating the kind of housing problem that we have today. Thank you, and I yield back, Mr. Chairman."
"The Chairman","Next, the gentlewoman from California, Ms. Waters, for 2 minutes."
