"Speaker","Speech"
"The Chairman","The hearing will come to order. The subject today is derivatives. I want to talk a little bit about the process and then about the substance. We are dealing with a set of issues that first came to light when Secretary Paulson set forward an agenda for regulation in April of 2008. Our attention was diverted for a while by an economic crisis. It was early this year when we felt that things had stabilized enough in the general economy in the credit area for us to take this up, and we have been working on it. It is very much a work in progress. Some people have said that we are rushing it. First, we have been studying this, many of us, since April of 2008. It has been on everybody's radar screen. Second--I am sorry, but my clock hasn't started. I apologize, but I meant it in a way that it should come out of my time, so I will cut myself off 30 seconds early. Yes, these things need to be studied. It is also the case though that some issues are not going to be joined until there are pieces of paper out there and people react to them. We have before us a discussion draft, which will and I believe should undergo significant change, but you have to start somewhere. This bill will not, on the best timetable, be signed by the President until December. I hope we can. We certainly will meet a timetable of getting legislation to the Floor in November. And it is a process, as I said, in which we will be putting things forward. It is a process in which a large number of Members participate. On the specific bill today, I agree with some of the criticisms that have been made. And again, I want to make it clear this was a discussion draft. Here is the goal, and we welcome participation in reaching it. It does seem to many of us that there is a distinction between derivatives as ends and derivatives as means. When we first began to talk about this, I expressed some views, for example, about prohibiting naked credit default swaps. I did not expect people in the business of selling these, people in the financial industry, to be happy with that. They weren't. As I said, we didn't expect them to be. We didn't care whether they were or weren't. What we began to hear were objections to some of this from those people for whom derivatives are not an end for making money as they are for the financial institutions, but a means so that they can go about their business of producing goods and services with some stability, with some reasonable expectation about cost. Derivatives are a very legitimate way for producers of end products, goods or services, to reduce volatility, which is very important for them to be able to make the calculations they make. Our job is to find a way to preserve that legitimate function while diminishing the excessive volatility that comes from people who are doing it to speculate, from diminishing the risk that comes when people get overextended in doing it. And it has been a process that is still in place. I notice, for instance, that Mr. Hu said that the discussion draft could unintentionally preserve existing regulatory gaps. He is quite right that it is unintentional. We will look for this expertise to deal with it. Chairman Gensler told me yesterday that he thought that in the bill, it created a presumption against having things go essentially cleared, and that is exactly the opposite of our intention. I want to say at this point that the staff of the Financial Services Committee has, in my judgment, given America this year the best value for its money that it has ever gotten. These are very intelligent dedicated people who work very hard, who put up with a lot from a lot of people, me sometimes included, and all of whom could be making a lot more money doing similar work under less stressful conditions elsewhere. I have been urging them to get these drafts out so they can be discussed. If I thought we were going to get it right the first time, every time, then I guess we wouldn't need hearings, and we wouldn't need markups; we would just take them all up on the Floor. And I acknowledge, and let me just say to my friends in the regulatory area, yes, I acknowledge there are some areas here where there are gaps that shouldn't have been there. There is this, and there may be a distinction here--I do believe that there is a need to distinguish between legitimate end-users and people who are there because this is a profit incentive for them. Now, having said that, it is clear we can't expect financial institutions to be available to help the end-users as a charity. They need to make a profit or they will not be available to provide that liquidity, which is important. But that is the line we want to draw. I have read this over, and I think we have in the first cut--well, this is the second cut because we put something out. I backed off some of the things, listening to the end-users. I think there is some room now to tighten up some of what we are doing. It is our intention to have a push in favor of clearing but a recognition that it won't always be possible. We picked up some things, like to the extent that this collateralization will not have to be cash. The last point I would make is this: If we were starting from scratch, we would only have one person here. There would be an SEC/FTC; there wouldn't be an SEC and a CFTC. But we are not starting from scratch. Trying to merge these two would divert attention. What is important is that we work together, both legislatively and going forward, to harmonize their work, and that is going to be our goal. And next, I recognize the gentleman from Alabama for 4 minutes."
"Mr. Bachus","I thank the chairman. And we do have two gentlemen here with us, so I am not seeing double. I thank the chairman for convening the hearing. And as the chairman said, derivatives are an essential tool used by countless American companies to help them manage risk associated with doing business both at home and abroad. Derivatives allow companies to hedge against risk, deploy capital effectively, lower costs, and offer protection against fluctuating prices. There is nothing inherently wrong with derivatives. It is when they are abused. Congress must take steps to ensure increased transparency and enhance oversight of the derivatives market. However, any new regulation should not hamper the ability of businesses to control costs, manage risk, compete in the global marketplace, and create jobs. Last Friday, the chairman released draft derivatives legislation which represents a significant improvement over the proposal that the Obama Administration submitted to Congress in August. I commend him for that. The chairman's draft wisely omits provisions from the Administration's proposal which would have severely restricted access to the derivatives marketplace and had the effect of magnifying rather than mitigating systemic risk. However, while the chairman should be commented for addressing several of the serious flaws in the Administration's approach, there are a number of issues, I think, that still require careful attention. For example, the chairman's draft would still require that some over-the-counter products be shifted onto venues like clearinghouses and exchanges. I think he has acknowledged today that may not always be possible. The bill also calls on the regulators to classify some actors in the derivatives marketplace as major swap participants. This vague classification could force thousands of companies to divert millions of dollars of capital away from business investment for use as cash collateral. It seems counterintuitive during a recession, with unemployment approaching 10 percent, to leave companies exposed to greater risk, raise their cost to capital, and make economic recovery more difficult to achieve. Another potentially troublesome provision of the discussion draft, and the chairman discussed this, was prohibiting certain swap transactions. Restriction on credit default swap contracts limits the ability of investors to appropriately calculate risk as it has become apparent that CDS spreads are often a more accurate reflection of credit risk than credit ratings. There is nothing inherently wrong with credit default swaps. And even in the last year I think that has been confirmed. It is when they are abused, as in the case of subprime mortgage securities, which were improperly rated and underwritten, that problems arise. It was the subprime loans that made up the securitizations, not the credit default swaps themselves, that caused the problem. Mr. Chairman, as we move forward with regulatory reform, we should make every effort to strike the right balance between maintaining market stability and preserving useful innovations in the U.S. financial services industry. While the government certainly has a role in policing the derivative marketplace, it must be noted that there are private sector initiatives already under way to clear standardized derivative contracts and establish trade repositories that will furnish the information regulators and investors need to make informed judgments about potential systemic risk and counterparty exposures. Legislation in this area should seek to facilitate and, where appropriate, codify these market-based solutions while not subjecting U.S. companies that operate far from Wall Street to damaging new regulatory burden. I thank the chairman, and I welcome our two witnesses."
"The Chairman","The gentleman from North Carolina for 2 minutes."
"Mr. Watt","Thank you, Mr. Chairman. And let me try to do two things in the 2 minutes I have. Number one is to applaud the Chair for this whole process that he is going through, because as he indicated, you can go down a road, and then you have to reevaluate, which is what the hearings do, and then you have to redraft. So I just think the process that we have been following is an entirely appropriate and thoughtful and meaningful process to get to the right balance. Number two, it is probably appropriate that I come after the ranking member here because I actually have some strong feelings on an issue that probably counter the ranking member's position, and I think that the most recent draft may have tilted us in a direction that is more contrary to what we are trying to achieve. And I specifically refer to the language on pages 27 and 28 of the chairman's most recent draft, discussion draft, where I think we have perhaps created a loophole that is way, way, way too big for major swap dealers and people who are engaged in major swap participants. So I think we need to look carefully at that language in particular, and I will be, as I go through this bill, am trying to do that in a responsible way, but remembering that our objective here was to create real transparency in this market, and we need to stay focused on doing that."
"The Chairman","The gentleman from Oklahoma. I am going to go to the gentleman from Oklahoma and the gentlewoman from Illinois, so we have equal amounts of time. The gentleman from Oklahoma for 1\1/2\ minutes."
"Mr. Lucas","Thank you, Mr. Chairman. Thank you for holding this hearing. I think the discussion draft the committee has before it today is an interesting next step in our review of the overall counterderivatives market. Since the Administration's proposal on this issue was published on August 11th, the end-user community has been constantly knocking on my door. As ranking member of the House Agriculture Committee, I listened to the testimony of the end-user community, the exchanges and the traders, when they appeared in front of that committee on September 17th. The common theme to the testimony was that the Administration's proposal overreached and would treat many bona fide hedgers as systematically risky financial institutions. Are there problems in the derivatives markets? Yes. What we cannot do is overreach or overregulate. If we do, the impact will be felt far beyond Wall Street and reach Main Street. It will cost jobs, economic development, and ultimately increase the prices consumers pay for energy, food, and manufactured goods. I am anxious to hear from our second panel today if this draft allows effective legitimate domestic risk management better than the Administration's proposal. And I am equally anxious to hear if our regulators still want to regulate everybody to avoid regulatory arbitrage or if they recognize the concerns that we shared when they appeared in front of the House Agriculture Committee that their approach will make risk management too expensive and increase prices and volatility. Mr. Chairman, we need to improve the safety and soundness of our financial regulation, but we cannot do it at the expense of economic development, increased prices, and job losses. Thank you, Mr. Chairman."
"The Chairman","The gentlewoman from Illinois for 1\1/2\ minutes."
"Mrs. Biggert","Thank you, Mr. Chairman. I think that the new draft has some troubling things in it. In its current form, I am afraid there is still a one-size- fits-all approach to regulating derivatives and a ``Big Brother'' regulatory model that may stifle innovation, unnecessarily tie up capital, and see owners standards on businesses, exchanges, and clearinghouses. The bill doesn't seem like the right answer to reforming the OTC marketplace at a time when our feeble economy is trying to regain steam and at a time when we need businesses to use capital to invest in their businesses to grow and create jobs for Americans. We all know that there were abuses in the OTC markets. They must be addressed. But to my knowledge, when the entire financial system was on the verge of collapse last fall, the futures markets pulled through. This bill doesn't seem to, in a targeted approach, address those abuses, but rather considers all parties, anti-users as well as end-users as well as exchanges risky and treat them as such. Non-risky market participants may now unnecessarily have increased capital requirements, mandatory central clearing margin requirements, and product approval by bureaucrats in Washington. This doesn't seem like the right answer to managing risk and addressing abuses in the marketplace. We need robust competition, restored investor confidence, and healthier markets. I yield back."
"The Chairman","The gentleman from New York, Mr. McMahon. I would ask unanimous consent that Mr. McMahon be allowed to ask questions out of our 10 minutes. Is there any objection? I hear none. I thank the Minority for accommodating Mr. McMahon. Let me just say, while he is not a member of this committee because by the time he came to Congress, there was no room, and I must say, not to take away from anybody's time, I am glad that the Speaker finally recognized that there is some limit to the size of this committee. I think that she thought that we were infinite. So I regret Mr. McMahon not being able to join us, but I had to accept the principle. But Mr. McMahon is someone whose district is heavily involved in this, has some expertise, and that is why I asked that he be able to ask some questions. And I thank our colleagues on all sides for allowing it. The gentleman is recognized for 3 minutes."
"Mr. McMahon","Thank you, Chairman Frank, and Ranking Member Bachus, and all the members of the committee for allowing me to join you today at this very important hearing. I would also like to especially thank Chairman Frank and his dedicated staff for putting together this balanced discussion draft as an excellent starting point for our deliberations in working with my legislative director Jeff Siegel, who has done an outstanding job as well. I know I can speak for many of my colleagues and the new Democrats when I say that we look forward to working with you constructively to improve this draft in the days ahead. Although the regulation of derivatives is complex, this issue is extremely important to the proper functioning of our capital markets and to almost every business in America, and we need to get this right. We all know the effect of derivatives and what role they played in particular with the credit default swaps in the collapse of AIG and the broader credit crisis. Derivatives amplified the effects of the subprime mortgage crisis and the overleveraging of our economy. There is no doubt that we need much greater transparency and regulation of our derivative markets to be sure that we do not have to face another AIG-type collapse or spend billions of dollars bailing out companies for taking imprudent risks. But we must be sure that any new regulation is smart and rational regulation. We need to target any new rules to directly address the potential for systemic risk without needless imposing of regulations that could have unintended effects. Because derivatives are financial instruments that help all of us, they help keep our energy costs low and stable. They help insurance companies keep premiums low. They help companies complete construction projects on time and under budget. And despite the negative press and lack of understanding of the derivatives market, for the most part, the derivatives market works. We cannot throw the baby out with the bath water. We must work to protect the end-users, good American businesses that are just trying to manage their cash flows and hedge against uncertain risks beyond their control in a cost- effective manner. We should work to require standardized trades between entities that pose systemic risk, swap dealers, and major swap participants to clear their trades. For products that are more unique, those should continue to be traded in the OTC markets but with higher margin and capital requirements for the big players. At the same time, we must increase transparency and disclosure requirements and grant regulators the authority to monitor these important markets for any sign of stress or overexposure. Our derivative markets need more regulation, but we also must be sure not to needlessly tie up capital or increase the cost of credit in ways that stifle economic growth or risk sending our financial services industry overseas, particularly important to the 80,000 people from my district in Staten Island and Brooklyn, New York, who work every day in the financial services industry. In this age of instant global capital flows, if the regulations are not carefully written, any poorly conceived rule here in Washington could have a dramatic impact on our economy. Mr. Chairman, I yield back the remainder of my time, and I again thank you for the honor of being here today."
"The Chairman","I thank the gentleman. He yielded minus 4 seconds. The gentleman from Texas is recognized for 1\1/2\ minutes."
"Mr. Hensarling","Thank you, Mr. Chairman. As I look at all the root causes of our economic turmoil, I haven't quite convinced myself that the derivatives market is among them. We all certainly know what happened to AIG's Financial Products Unit with the credit default swaps. I am sure not sure that wasn't a symptom as opposed to a cause. Now, clearly, their behavior in retrospect was reckless, and I for one do not agree that the taxpayer should have been asked to pick up the tab. Be that as it may, it is important to know as we go forward what the history is, and the history is that the relevant regulator did not lack regulatory authority. They may have lacked regulatory expertise, but they did not lack regulatory authority. Now, as we look at the new draft of the derivatives bill, I would like to commend the chairman for significantly improving the Administration's bill. It is only 10:20 in the morning, and I find myself in the unusual position of having agreed with my chairman 3 times now, and the day is early. It probably won't happen again any time soon. But, nonetheless, I think that it is important that all of us realize that ultimately derivatives have a very important function in our market. Many of us have received correspondence from the Coalition for Derivatives End-Users. I would like to quote from that letter, which includes 170 of the largest job creators in America, ``Business end-users rely on OTC derivatives to manage risk, including currency exchange, interest rates and commodity prices by insulating companies from risk; customize OTC derivatives; provide businesses with access to lower capital, enabling them to grow, make new investments and retain and create new jobs.'' We should be very, very loathe to ruin that. Thank you. I yield back."
"The Chairman","The gentleman's time has expired. And indeed, I would recommend that the gentleman take the rest of the day off. The gentleman from New Jersey is recognized for 1\1/2\ minutes."
"Mr. Garrett","I thank the Chair. When viewed in the context of the proposal that the Administration previously put forward, the chairman's discussion draft is basically an improvement in many respects. But when we review it in the broader context of exactly what problems we are trying to solve with several new layers of cumbersome bureaucracy over a huge part of the economy that has nothing to do with our financial troubles, the bill really does look less attractive. The bill sets up a dual regulatory regime with the CFTC and the SEC, two agencies that, quite frankly, have a poor record of working together. Not only that, we are essentially setting that up to be prudential regulators, something that they are not equipped to do and which the SEC has already failed at, over non-financial companies that really don't need this prudential regulation. So, to me, that is a fundamental flaw with a basic structure of the bill. Rather than certainty, there is a clumsy sort of multi-regulator approach to the derivative market that will breed widespread uncertainty, uncertainty that will reduce credit availability, hamper risk management, and cost jobs in the broader economy. And while end-users may think that the direction that the bill has headed from is better, this legislation will still set up a regime with the authority to propose mandatory requirements and capital that could have negative consequences on them in the end. There is also a mandatory clearing component that I fear could rush cooperative buy-side and sell- side and regulatory effects to responsibly address the central clearing issue and could increase rather than decrease the potential for systemic risk in the process. I have other concerns as well, and I hope that this committee and the second panel as well can explore it further. Thank you. I yield back."
"The Chairman","We will now begin with our witnesses. We have the Chair of the Commodities Futures Trading Commission. And let me acknowledge, particularly in the presence of the ranking member of that committee, that the primary jurisdiction over this agency is in the Agriculture Committee. And I want to say I am very pleased because I think jurisdictional disputes are Congress at its worst. Egos and pettiness come out. We have worked very closely with the Agriculture Committee, that was in complete agreement, and I thank the gentleman for acknowledging that. We even had an unusual joint hearing on the subject. And we will continue to work with the Agriculture Committee because cooperation between our two committees, as between these two agencies, is essential if we are going to get this job done."
"Chairman Gensler"," "
"STATEMENT OF THE HONORABLE GARY GENSLER, CHAIRMAN, COMMODITY FUTURES TRADING COMMISSION"," "
