"Speaker","Speech"
"The Chairman","To start the hearing, I want to make an announcement. I do appreciate the restraint shown and that nobody tried to blockade Mr. Ackerman this time. But this hearing, while it's going to be conducted by Mr. Kanjorski, will be conducted in an orderly fashion. There will be no disruptions. There will be no heckling. If there is, I will ask the police officers to escort any disrupter out of here. And if it is unfortunately required, I will ask them to press charges if that is justified by the degree of disruption. We have an important subject. We are going to deal with it in a reasonable way, and I do want to instruct everyone that we will not accept interference with the process. The process will work best in the public interest if it is allowed to proceed in that manner. As I said, Mr. Kanjorski will be presiding. But as the chairman of the full committee, I just wanted to make that very clear. On the other hand, this is not homeroom, and talking is permitted now among yourselves until the hearing is started. "
"Chairman Kanjorski","This hearing of the Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises will come to order. I ask unanimous consent that the following members have permission to participate in today's hearing: Mr. Crowley, Mr. Cummings, and Ms. Kaptur. Pursuant to an agreement with the ranking member, opening statements today will be limited to 20 minutes on each side. Without objection, all members' opening statements will be made a part of the record. We meet today to scrutinize American International Group, a company that has so far gained access to more than $182 billion in taxpayer assistance. At this hearing, we will learn more about why we needed to save AIG. We will also examine how AIG is using the money it has received. Additionally, we will explore when AIG expects to repay the American taxpayer in full, and with interest. Our committee has previously held hearings on the banks that have received assistance from the Troubled Assets Relief Program (TARP), but I wanted to address AIG's situation separately. AIG is unique from other TARP recipients in at least two respects. First, it is not a bank. Second, the Treasury Department and the Federal Reserve have provided AIG with extraordinary assistance, above and beyond any other financial institution participating in TARP. Without question, today we will engage in a lively and energetic debate with our witnesses. Because of the scheduling concerns, however, the Treasury Department and the Federal Reserve could not accommodate our request to join us today. They are now the overseers of AIG, and we need to hear from them directly and publicly. As a result, I have worked with Chairman Frank to convene a full committee hearing on March 24th. I am pleased that Treasury Secretary Geithner and Federal Reserve Chairman Bernanke will join us at that time to discuss AIG. They have much to explain not only to us but also to the American people. I look forward to their appearances. During our first panel, we will hear from the Office of Thrift Supervision, AIG's holding company regulator. We will also hear from the Pennsylvania Insurance Commissioner on the regulation of AIG's insurance subsidiaries. I expect both of them to speak frankly about the failures of the current regulatory system in monitoring AIG's regulated and unregulated operations. Now is the time for them to accept responsibility, not to provide excuses. Additionally, the Government Accountability Office is here to discuss its study, which Member Bachus and I requested, into how AIG is spending the government funds it has received, and whether the company might be using this money to undercut competition. Standard & Poor's will also discuss how it rates AIG and the need for providing ongoing Federal assistance to AIG. I look forward to hearing from both of them about these important matters. Most significantly, we will hear from Mr. Edward Liddy, AIG's CEO. Immediately after the government intervened for the first time 6 months ago, Mr. Liddy took over the company's helm. He assumed a treacherous job, and he has traveled down a rocky road since then. This road became considerably more difficult to navigate this past weekend when the public learned the identity of AIG's counterparties receiving billions of dollars of the taxpayers' money. Even more troubling, the taxpayers also learned that their money helped to cover the million dollar plus retention bonuses of executives at the very unit that caused AIG to teeter on the brink of collapse. A million dollars is a sizable sum to the typical American family earning just $60,000 a year, and a million dollars is a lottery prize for anyone who has just lost a job. Something is seriously out of whack, and AIG needs to fix it now. We face the most challenging economy since the Great Depression. Many have made personal sacrifices to survive these difficult times. AIG and its employees should do the same. Moreover, it is regrettable that we have even reached this point. When the press first reported about the AIG Financial Products retention bonuses in late January, I called Mr. Liddy to express my concerns that paying out such sums to the very division that engaged in the risky behavior that warranted the government's bailout would rightly incite a public outcry. My colleague, Joe Crowley, and I had previously worked cooperatively with Mr. Liddy to withhold $93.3 million in planned deferred compensation distributions. I had hoped that AIG might take similar actions again. Unfortunately, my sound advice went unheeded, the company hid behind legal technicalities, and the public outcry that I predicted happened: AIG has become the subject of considerable public scorn, and the public's interest in providing ongoing, sustainable support to repair our struggling financial system has plummeted. We will undoubtedly spend much time today discussing these retention bonuses and counterparty payments, but I must urge my colleagues to focus on the bigger picture, too. We need to ask what happened, why it happened, what is happening now, and what we can do going forward to prevent similar situations. To protect the taxpayers, we must also ensure that AIG acts prudently and pays back its borrowed funds promptly. I am committing to doing just that. We will now hear from the gentleman from New Jersey, Ranking Member Garrett."
"Mr. Garrett","And as I say, without my glasses, so. Thank you, Mr. Chairman. There has been much outrage expressed this week, and rightfully so, from almost all quarters regarding the bonuses for employees in AIG's Financial Products Unit. But where was the outrage, at least from some quarters, 6 months ago, when AIG's bailout was hastily crafted and the American taxpayer became 80 percent owners of the company? And where was the outrage when $40 billion in TARP money was pumped into AIG for the benefit of its counterparties last November? But we didn't find out about the identities of those counterparties until this past weekend. And why didn't the Fed, which I understand has known about these bonuses for at least a couple of months, raised this issue with us earlier? Did it raise this issue with Secretary Geithner, who has been called the architect of the AIG bailout, and from whom the Fed has been working so closely with the ongoing management of AIG's affairs? And why didn't Secretary Geithner raise this issue just last week with the President when we knew that he was briefed in detail about the bonuses from the CEO of AIG? What about the fact that the Fed and the Administration still have not outlined an exit strategy from this whole situation? You know, some of us were expressing concern from the original bailout of Bear Stearns which was conducted by the Fed over a year ago, when I and 16 of my colleagues even sent a letter to Chairman Frank demanding a hearing on how the Fed was putting American taxpayers at risk in such financial institutions. But it took him over 3 months to schedule one. I also sent a letter to the Fed in early December expressing concern about the Fed's lack of transparency and asking who it was had specific counterparties of AIG and who directly benefits from AIG's government assistance. Part of me wants to say some to some of the loudest critics, what did you expect? And why weren't you asking more questions before? I would argue that the real outrage now is the $170 billion of taxpayer monies that has been pumped into this company and to what effect. So I realize that recent events have now, to some extent, overtaken this hearing, but there are some other issues to explore as well. We have heard repeatedly, for example, from a number of voices that AIG's Financial Products Division wasn't even regulated. But my understanding, and we have the OTS here to testify, is that the OTS was in fact looking at the activities in this unit. So I would like to explore that a little further. Also, I wish that the Fed could have joined us here today, but they have an FMOC meeting here today, so they couldn't be with us, and so they have asked to be excused. But I think this basically highlights the tension, I think, between the Fed's duties relating to monetary policies and their regulatory policies. Furthermore, we have a representative from S&P here today. And I hope they can shed some light on issues relating to credit downgrades, and what role they may have played with regard to AIG to come up with additional funds at the current time, and which led to the government interference in the first place, and most recently, to the restructuring. And secondly, on this point, should Congress and the American taxpayers be bracing for further downgrades, and will that affect our responsibilities or liabilities going forward? Well, I'm sure we will spend a lot of time this morning talking about the bonus issues. As important as that is, I also hope--as I assume the chairman does--that we can get into the weeds a little bit more and talk about the current state of the company, efforts to wind down the company, and the counterparty obligations, and the progress that has been made in selling off the company's assets and divisions as well. And with that, I yield back."
"Chairman Kanjorski","Thank you very much, Mr. Garrett. And we will now hear from our full committee chairman, Mr. Frank of Massachusetts, for 5 minutes."
"The Chairman","Thank you, Mr. Chairman. I had hoped we could focus on the subject at hand, but I do have to respond to Mr. Garrett's complaint that he didn't get a hearing quickly enough. Yes, Mr. Garrett did ask for a hearing on the role of the Fed. We had a number of other things going on legislatively at the time. We did have the hearing in July of 2008. And because I was concerned about the gentleman from New Jersey's views here, I did check. At that hearing, he asked no questions about this program. He did ask a question about covered bonds. So the gentleman was asking could we have the hearing. We had the hearing on specifically this general subject, and he declined to ask any questions about it. I suppose--I understand he's disturbed that we didn't give him a chance not to ask any questions a month earlier, but I am unconvinced that would have made any difference. We did have a hearing about the role of the Federal Reserve well in advance of the decision by the Federal Reserve to--"
"Mr. Garrett","Will the gentleman yield?"
"The Chairman","I will yield."
"Mr. Garrett","My understanding is that I began on the issue of covered bonds but then went into other issues as well."
"The Chairman","Well, that wasn't my reading of the transcript, which I thought might come up. But the fact is that we did have the hearing, and in 5 minutes I would have to say maybe at the end the gentleman touched on it. I didn't recall that. But covered bonds hardly seem to me to be the major topic that the gentleman insisted on having the hearing about, and we did have the hearing, and I would have thought he would have used all of his time on this topic. Five minutes is, as we know, often too little for us to deal with it. But the point is that the committee did have a hearing on this well before the decision to go into the AIG. The Federal Reserve came to us in September and told us they were doing AIG. We have had subsequent hearings, and I do believe it is important for us to amend that statute under which the Federal Reserve operates, although I think doing it in the midst of this current financial uncertainty would be a mistake. But the point is, we did have a hearing well in advance of the AIG situation, and I guess we will just release the whole transcript and people can decide how vigorously these questions were pursued. It is not my recollection. I think a number of people left their fight in the gym when it came to the actual confrontation with Mr. Bernanke. Now as to AIG, and the subject of the hearing, I do believe that it is time for us to assert our ownership rights under this arrangement. The bonuses are wholly unjustified, and they are an example of the problem with the financial incentives that the compensation gives in general. This is an issue that many of us raised in 2006 when we were in the Minority. We brought it up again in 2007 in the Majority. We brought to the Floor a bill on executive compensation. It was just the beginning. It was very strongly opposed by most on the other side. The problem is not the dollar amount but the incentive structure. It's a head they win, tails they break even. I look at the contract that is being invoked as unassailable, and here's what it says: ``The bonus pool for any compensation year, beginning with the 2008 compensation year, will be affected by the incurrence of any realized losses arising from any source subject to the limitations set forth in Section 3.07.'' And Section 3.07 says, ``Not withstanding any other provision of the plan, for any compensation year beginning with 2008, there shall be a $67.5 million limit per year on the extent to which the pool can be reduced.'' So that it means that if in fact they have a net loss for the year, they still get the bonuses. This is the problem. This is the problem with those contracts, and I think whoever signed these contracts ought to be called to account on the part of the company. It's a problem with compensation structure going forward. What it says is here, given the 70/30 split of distribution income, if the losses in the year exceed $225 million, then that loss above $225 million is irrelevant to reducing the bonus pool; $225 million turned out to be a rounding error in their losses. So they give themselves contracts which effectively insulate them from losses. That's one of the things we have to look at, this situation in which you get a bonus when it goes up. So what they do is they count any gain, and that goes into the bonus pool. If those gains are offset by huge losses, there's a very limited effect to which they go into the bonus pool. What I think we should be doing is exercising our rights as the owners of this company and bring lawsuits. It is one thing for the Federal Government to say because the Federal Reserve lent the money and then Treasury followed up, we are going to invalidate these contracts where both parties to the contract say they want to go forward. That causes some problems in people's minds. The question of the Federal Government abrogating a contract is not something we should do statutorily. But we're the effective owners of this company. What we ought to be doing is exercising our rights as the owners to bring lawsuits to say these people performed so badly, the magnitude of the losses was so great, that we are justified in rescinding the bonuses. That may be a controversial lawsuit, but it is a better one than trying to interfere under our regulatory authority. And I think it is worth trying, and I think that there could be a good case made that the bonuses granted by people who in fact incurred great net losses by their work, ought not to be granted. We will also be asking Mr. Liddy to give us the names of the recipients. They have sent us some information under the confidentiality rules. I have spoken to Chairman Kanjorski about this. We will be asking for the names. If Mr. Liddy declines to give us the names, then I will convene the committee to vote a subpoena for the names. So we do intend to use our power to get the names of the people here. Let me say that if you read this contract, it appears to me to have been signed in contemplation of serious losses, because it has this limitation on the amount to which--again, it's an incentive bonus. The final--what it says is, if you make money, you get money. But if you make money which is outweighed by losing money, you still get the bonus. As I said, I think those are bad incentives. And as to retention, no, I do not think these are the people you want to retain. The argument is, you need to have the people who made the mistakes so they know how to undo them. Human nature being what it is, I think there's a lot to be said about having people who were not the ones who made the mistakes undo them. The natural tendency to protect your own mistakes comes into play. So, as I said, I will be urging the Secretary of the Treasury--I have written him a letter--that we exercise our ownership rights, and let's bring a lawsuit as the owners against people who in fact did damage to the company. Thank you, Mr. Chairman."
"Chairman Kanjorski","Thank you very much, Mr. Frank. And now we will hear from Mr. Bachus for 2 minutes."
