"Speaker","Speech","Type","Comments"
"Chairman Dodd","The Committee will come to order. Let me first of all apologize to my colleagues and our witnesses. I was just chatting with Senator Shelby. Our colleagues from North Carolina invited me to come by this morning and speak to the North Carolinian community bankers, and so--I can see all the heads nodding. I am going to be speaking to every community banking group here on this table, I guess, before long. But I spent a few extra minutes with them and I apologize for being a few minutes late.","Speech",""
"Senator Warner","You have some extra time now.","Speech"," "
"Chairman Dodd","I am sorry, Senator?","Speech"," "
"Senator Warner","You have some extra time on your hands.","Speech"," "
"Chairman Dodd","Yes, extra time on my hands.","Speech"," "
"Senator Johnson","The South Dakota community----","Speech"," "
"Chairman Dodd","South Dakota, that will be next. Well, we are going to meet again this morning. As all of you know, we met last Tuesday, or this Tuesday, with Paul Volcker and Neal Wolin who testified about the so-called ``Volcker Rule'' and we welcome our witnesses here this morning, as well, many of whom I know well and some I am welcoming back to the Committee. Mr. Reed, it is good to see you again back before this Committee. It has been a long time and you are always welcomed here. The ``Implications of the `Volcker Rules' for Financial Stability.'' And I am going to make a couple of brief opening comments, turn to Senator Shelby, and then we will turn to our witnesses, beginning with you, Gerry, at that end of the table, and then work down. I will ask you to be relatively brief, if you can, in your comments. I read, Gerry, your testimony--there is nothing brief about your testimony--last evening, another voluminous and----","Speech"," "
"Mr. Corrigan","I cannot resist.","Speech"," "
"Chairman Dodd","I know. Everything is big at Goldman, you know.","Speech"," "
"Chairman Dodd","So we are going to make sure it is included in the record, along with any other supporting documents and evidence that all of you would like to offer this morning, and then I will turn to my colleagues for some questions here. We have some votes around 12:30, so we are going to try and move along if we can this morning, rather than bring you back again in the afternoon. I again thank all of you for being here. As I said a moment ago, this is our second hearing this week on the Obama administration's proposal to crack down on excessive consolidation and risk taking within our financial system. I would like to start by clarifying something that I said on Tuesday. Folks may have noticed I sounded a little frustrated, and they were correct in that observation. The fact is, I think all of us are to one degree or another frustrated with the present situation in our country and all anxious to see us get back on our feet and back on track again. The issues that Senator Shelby and I and the Members of the Committee are grappling with are difficult, they are complicated, and they are terribly important. But as we have been debating them for months--in fact, some of these issues we have been debating for years in this institution as well as elsewhere. But nearly 2 years after the collapse of Bear Stearns, we still have not updated the laws governing our financial sector, leaving our fragile economy with the same vulnerabilities that led to the economic crisis in the first place. I think we are at a critical point and juncture at this particular hour. Now, as my colleagues know, I laid out a discussion draft in November and Members of this Committee have been working together across the aisle to come up with a compromise, if we can, ever since, and I thank all of them. This has been a very difficult job, but they have spent countless hours on working on proposals here that we could present to our colleagues, and more importantly, to the country as to how we think we ought to fill in these gaps and move forward. We are now getting to the point where we need to sort of pull the trigger, in a sense, because hard-working American families can't wait much longer for a return to economic security and certainty. If I have heard one word over and over and over again, it is the lack of certainty that is out there, and part of our job is to help clarify and provide some certainty as to where we are headed, and our hope is with our legislation to do that. It is tough to take on another issue at this point. I made that point. There are wonderful ideas out there. There are a lot of things that we need to be talking about in the area of financial services. It was never my intention or, I believe, the intention of this Committee to solve every issue surrounding the financial services sector. We tried to focus on some critical ones that we think would make a fundamental difference, but never the assumption we could take on all the issues that people would like to raise in a moment like this. And we need to not only talk about filling in the gaps of the problems that existed, but looking ahead, which is our responsibility. What can we do to set up an architecture that would minimize the kind of problems we saw occurring again. If not in this particular environment or sector, where else could they emerge? And are we building the structural institutions that will minimize that from happening again beyond what we can imagine today, something 10 years, 20 years from now? And that is also part of our function and obligation, in my view, on this Committee. But while the specific proposals announced by the Administration have come late in the game, they deserve our serious consideration, as well, and I believe the Administration is on the right track, but finding a way to implement these proposals is no easy feat, as well. These are complicated issues meant to address complicated problems that leave our Nation's economy at risk and we need to find a balance between giving them their due consideration and appreciating the urgency with which we need to act given what is at stake. On Tuesday, we heard from Chairman Volcker and Treasury Secretary Wolin, and I appreciate the strong cases that they made for the Administration's proposals, as well as their thoughts on how we ought to move forward. Today, we have before us a very impressive panel of experts from the industry and academia to discuss the possible consequences of these proposals. I look forward to hearing from each and every one of you. What is more, I understand that for our industry friends, this might be a little like walking into the lion's den. But our intention here is to probe these ideas and solicit your thoughts and background and experience as to how to move forward. Let me just say, we did not embark on financial reform because we wanted to punish the industry. I certainly didn't, at all. We all want to create a system where business, large and small, can thrive, and that the users, the customers, the people who come through your doors, can have that confidence restored that our system is sound, it is safe, and they can rely on it, whether depositing their paycheck, buying a stock, an insurance policy, taking out a mortgage. It is the people not in this room today that want to know whether or not we get it and you get it, and we are going to create that structure that allows them then to have that sense of confidence and optimism that is the critical element for our economy recovery, in my view. So I have heard the arguments again and the industry's refusal, and I am not going to single out our witnesses, but the refusal of large firms to work constructively with Congress on this effort. It borders on insulting to the American people who have lost so much in this crisis. And from where I am sitting, it looks like instead of investing in improvements that would secure their financial strength, too many people in the industry have decided to invest in an army of lobbyists whose only mission is to kill the common sense financial reforms that we are working so hard up here to try to achieve, and we have been working on for a number of months. I have heard all the arguments for business as usual, but the American people have been through too much. Unemployment is still too high. The economy remains too vulnerable to support the status quo. That is unacceptable and we need to move forward. So I am determined as ever to get this strong bill to the floor of the Senate in an appropriate amount of time to allow full consideration of us here on this Committee and then by our colleagues, and then to work out our differences with the House and put a bill on the desk for his signature. So with that, let me turn to Senator Shelby for any opening comments, and then we will turn to our witnesses.","Speech"," "
