"Speaker","Speech"
"The Chairman","The hearing will come to order. At the request of the Minority, we will have opening statements. And the gentleman from Delaware is recognized for 2\1/2\ minutes."
"Mr. Castle","Thank you very much, Mr. Chairman. I will probably be briefer than that. I would like to thank the regulators who are here. Mr. Geithner this morning referenced the fact that while he recognizes there is some disagreement, he believes that it is protecting your territory, if you will. And I guess to some degree that is part of it. But I opine that I think it goes a little beyond that. I think we are very interested in what you have to say. I don't think there is any disagreement amongst any of us here that we do need to tighten the regulation of our financial services in this country. But how we do it and the creation of a new authority to look at products or whatever is a matter that is very important. Perhaps it needs to be done, but at least it is very important in terms of what we are doing. So I look forward to your testimony. I look forward to your reform recommendations, and I hope that we can continue to work together to make a difference. There was also yesterday a memorandum I think circulated among the Democratic Members about the CFPA bill, and we are very interested in that, in exactly where that is going. That is the bill in general. I am not sure what is in the memo per se. But that is something else we have to pay attention to. But we appreciate you being here and look forward to your testimony, and hopefully together we can do whatever is in the best interest of the country. I yield back, Mr. Chairman."
"The Chairman","The gentleman from Georgia is recognized for 2\1/2\ minutes."
"Mr. Scott","Thank you very much, Mr. Chairman. Thank you for this hearing. I want to start by thanking you, Ms. Bair, for your quick response and coming to the phone and talking with us about the particular situation in my home State of Georgia, where, as you know, unfortunately we almost got a double tragedy, of course, with the flooding that is going on there now, but, of course, with our flood of bank foreclosures. And I appreciate your comments on that and doing everything we can to stem the tide of losing banks. That is an unfortunate thing that my State, unfortunately, leads the Nation in this regard. I guess my major concern that I want to certainly put before this panel today, and I will get to some of it in my questions, simply that the fact that there needs to be a heightened awareness and interest and emphasis placed upon what we are doing and must do to reclaim the confidence of the American people in our economic system. We have, I think, played a much heavier hand and placed a greater interest on dealing with our banks, Wall Street, who are apparently getting well now, under the belief that as we move forward with unfreezing the credit markets and making sure that we help bail out Wall Street, we have forgotten to place the necessary emphasis on doing something to help Main Street, to help people. So now here we are with unemployment hovering at 10 and 11 percent, and in some communities they are at Depression levels. I think there ought to be something for us to discuss today on what we are going to do as we move forward to make sure we are getting jobs created in this country, because that, in all reasoning, is the key to getting our economy back moving. It is jobs. Unemployment continues to go up. And as we spoke, Ms. Bair--and unfortunately home foreclosure rates are continuing to go up. So the fundamental question becomes to me is there seems to be a freezing of the arteries within the banking system. We need to get to the fundamental reason why banks are not lending, why are they not lending, especially to small businesses which create the jobs? And with that I will yield back the balance of my time."
"The Chairman","The gentleman from New Jersey is recognized for 2\1/2\ minutes."
"Mr. Garrett","I thank the chairman, and I will just be brief. Just a couple of points. One is to follow up on the point that Mr. Castle was raising a moment ago. We find ourselves on this side of the table in somewhat of a quandary as to where we should go for the expertise in the reform that we are looking to do for this country. And I preface that by saying that contrary to what some people would like to say, some people have said earlier this morning, that there are some out there who see no need whatsoever for reform in this marketplace, there is no one, there is no one on either side of the aisle who believes that no reform is necessary. Everyone agrees that mistakes were made in the past, and we need to sit down and hopefully in a bipartisan manner try to fix the situation. But doing so, those of us somewhat laymen in these topical areas look to those who sit on that side of the table for the expertise in order to bring us this. Earlier, as Mr. Castle said and as I said during the earlier hearing, as I am sure was pointed out to you, the Treasury Secretary makes the point that when we hear from the regulators, that they have their own particular areas of--their own particular areas of interests and concerns, their own turf battles that they are working on. The question that I couldn't put back to him was that if that is the case, then why in the world would the Administration be suggesting that we should actually expand that authority and expand that power to those very same bureaucrats, if you will, or regulators, if all they are interested in is looking at their narrow area of responsibility? I wasn't able to give that question to the Secretary, but I will allow you to touch upon that if that is an area. And the other question, I guess, I would like to hear from you is we now have several different proposals. We have the Administration's proposal coming out. And I understand the chairman has said with regard to CFP, trying to narrow that in. And I think the chairman has gone at least in the right direction of that as to who they would apply to. Mr. Hensarling from Texas was trying to hear from the Secretary whether we really are going to narrow that into, as to which financial institutions should be covered and what have you. I would be curious from the panel as well as to where the panel comes in on those issues as well, whether the chairman is going closer in the direction to where we were originally, that this should really be looking at banking institutions and the areas where the problems were in the first place and not in the rest of the financial market; or is the Administration correct and just say this is much broader than that, and we should be applying a program of reform to an area that really the problems didn't originate from and start trying to impose bank regulations on an area where we know that those bank regulations didn't work in the past. I appreciate your testimony."
"The Chairman","I will recognize myself now for 4 minutes. That will use up our time, and then the gentleman from Texas will use up time from the other side in total. I will be dealing with some of the consumer issues. And let me say to my friends, the regulators, I welcome a chance to have a serious conversation with you about consumer affairs. I must tell you that I don't remember too many of those in the past. It does appear to be of minute interest in consumer affairs from some of you, consumer protections. But I want to talk about the continuing problem we have dealt with before. The gentleman from Georgia alluded to it. I appreciate the fact that those of you who are regulators here have been urging the people who work for you, the examiners, to encourage responsible lending. But I am afraid from all the information I get that we are not there yet. Now, I understand that there is the problem of a culture in which you work. I think it is probably the case that no examiner in history has been in serious trouble for a loan that didn't get made. There have been examiners who have found themselves in difficulty because they were accused of allowing loans to be made that shouldn't have been made. I have sympathy for the people who do these jobs, and they are sometimes caught in the shifting winds. But I just emphasize again--and I appreciate that, Chairman Bair, you attended a meeting in Nevada recently, very much appreciated by Congresswoman Berkeley and the others from Nevada. And we have this constant--many of us across the aisle, we are told by the community bankers that they find the examiners difficult in terms of the lending. And you say, and I believe you completely, that you were trying to ease that. I just would emphasize that it takes constant work. We are trying to change culture and change incentives. We need to keep doing this, because the sense that the regulators on the ground, your representatives on the ground, are not in sync with what you are saying in Washington continues. I am sure it is not entirely fair, but when you go into our line of work, you waive your right to not deal with things that are unfair. And perception is part of reality. So this is really very, very important for us, for you to do. Secondly, obviously the Chair has a serious responsibility with regard to the fund, and I do believe that there have been unduly alarmist views about the insurance fund. And I welcome the chance, Chairman Bair, for you to address that and reassure people. We have been at this for a very long time. The deposit insurance has been one of the great successes in regulation and economic activity, and we will continue that. I will say--and this is a choice for you to make--I understand that there is a need for increased funding. It does seem to me that it would be procyclical in the wrong way to raise the assessment now. There have been people who say if you don't raise the assessments on the banks, you are subsidizing the banks. No, let us be very clear. No one is talking about anything other than a loan to the fund. Now, where the money comes from will still be discussed. But it seems to me the case is overwhelming for there to be loans to the fund to be paid back by the banks in their assessments, but in the future; that is, to make it countercyclical rather than procyclical. This is not the time to raise the assessments on the banks. We will have money lent, I hope, to the fund, which will be paid back out of assessments. And if we are successful with our regulation, and things work well, and the economy works well, we may well get another period where--I don't know how long it was we didn't have any bank failures, 10 years or more. If we get back into such a period, as we all hope we do, the assessments, the loans can then be paid back under existing assessments without any increase. So I do want to refute the notion that by forgoing an assessment increase today and instead borrowing the money, we are somehow letting the banks off the hook. We are simply saying that, yes, we understand that the banks will have to pay for this, but it will be far better from everybody's standpoint to defer that repayment until the better time that we hope is coming. My time has expired. The gentleman from Texas."
"Mr. Neugebauer","Thank you, Mr. Chairman. I yield to the ranking member."
"Mr. Bachus","I just wanted to acknowledge that there are two funds at the FDIC, and one is the contingent loss fund of $30 billion that you do never hear about. And I don't--obviously there are challenges, but I appreciate the chairman mentioning that."
"Mr. Neugebauer","I thank the ranking member, and I thank the chairman for holding this hearing today. Obviously, there is a lot of discussion out there about regulatory reform. And I think everyone agrees there were some flaws in the current system, and we need to look at ways to make the system better. I think while we have--different ideas have been put forward on how best to accomplish that, and quite honestly, as we had Treasury Secretary Geithner in here, he has a different perspective particularly when it comes to consumer protection. In fact, to be blunt, he wants to fire our witnesses from the consumer protection. And I don't know how you feel about being fired, but that is his proposal. And so the question I had for him today, and Chairman Frank indicated earlier that you have a lackluster performance in the consumer protection area, and the question is, if you think that you need to continue to hold that role, why do you think that you should do that? And evidently your testimony previously has been that you think that bifurcating that is not a good process. I tend to agree with that. But I think one of the questions that you all are going to have to answer is what--why should you get to keep that if, in fact, you missed the boat in this previous round? One of the things that we are moving down a road that I think many of us are concerned about is that we seem to be moving to consumer protection, but many of us think that we are taking away consumer choices. I think we have to be very careful with that, because the consumers are--quite honestly, when given the right information, are very smart, and I think disclosure helps them make the choices in their best interests. I don't think they particularly want the Federal Government to do that. I think one of the things that--the analogy that I would use here is that we seem to be moving in a direction where little Johnnie gets hurt on the playground, and so we go and remove the playground so that Johnnie doesn't get hurt again. The truth is Johnnie likes the playground. Consumers like the choices they have. They like a lot of the financial products that they have, and they are very concerned that the Federal Government is about to take the playground away, and I don't think that they support that. I don't support that. But what we do need to do is make sure that we have a regulatory structure that protects the investments of the people who are involved in those transactions, but also provides a robust financial market for consumers to be able to have good choices for their products."
