Speaker,Speech,Type,Comments
"Chairman Dodd","The Committee will come to order. Senator Shelby is in his office. He will be along shortly but asked us to commence the hearing. So we will begin this morning. Let me welcome my colleagues, welcome our witnesses as well. We have another long table here this morning of witnesses, and we are trying to move through this series of hearings on the modernization of financial regulation. So I am very grateful to all of you for your testimony. The testimony is lengthy, I might add. Going through last evening the comments--there is Senator Shelby. Very, very helpful, though, and very informative testimony, so we thank you all for your contribution. I will open up with some comments. I will turn to Senator Shelby, and then we will get right to our witnesses. We have got votes this morning as well, I would notify my colleagues, coming up so we are going to have to stagger this a bit so we do not delay the hearing too long, and we will try to, each one of us, go out and vote and come back so we can continue the hearing uninterrupted, if that would work out. So I will ask my colleagues' indulgence in that regard as well. We are gathering here again this morning to discuss the modernization of bank supervision and regulation. This hearing marks yet another in a series of hearings to identify causes of the financial crisis and specific responses that will guide this Committee's formulation of a new architecture for the 21st century financial services regulation. Today, we are going to explore ways to modernize and improve bank regulation and supervision, to protect consumers and investors, and help grow our economy in the decades ahead. A year ago, this Committee heard from witnesses on two separate occasions that the banking system was sound and that the vast majority of banks would be well positioned to weather the storm. A year later, taxpayers are forced to pump billions of dollars into our major banking institutions to keep them afloat. Meanwhile, every day 20,000 people, we are told, are losing their jobs in our country, 10,000 families' homes are in jeopardy from foreclosure, and credit--the lifeblood of our economy--is frozen solid. People are furious right now, and they should be. But history will judge whether we make the right decisions. And as President Obama told the Congress last month, we cannot afford to govern out of anger or yield to the politics of the moment as we prepare to make choices that will shape the future of our country literally for decades and decades to come. We must learn from the mistakes and draw upon those lessons to shape the new framework for financial services regulation, an integrated, transparent, and comprehensive architecture that serves the American people well through the 21st century. Instead of the race to the bottom we saw in the run-up to the crisis, I want to see a race to the top, with clear lines of authority, strong checks and balances that build the confidence in our financial system that is so essential to our economic growth and stability. Certainly there is a case to be made for a so-called systemic risk regulator within that framework, and whether or not those vast powers will reside in the Fed remains an open question, although the news this morning would indicate that maybe a far more open question in light of the balance sheet responsibilities. And, Mr. Tarullo, we will be asking you about that question this morning to some degree as well. This news this morning adds yet additional labors and burdens on the Fed itself, and so the question of whether or not, in addition to that job, we can also take on a systemic risk supervisor capacity is an issue that I think a lot of us will want to explore. As Chairman Bernanke recently said, the role of the systemic risk regulator will entail a great deal of expertise, analytical sophistication, and the capacity to process large amounts of disparate information. I agree with Chairman Bernanke, which is why I wonder whether it would not make more sense to give authority to resolve failing and systemically important institutions to the agency with actual experience in the area--the FDIC. If the events of this week have taught us anything, it is that the unwinding of these institutions can sap both public dollars and public confidence essential to getting our economy back on track. This underscores the importance of establishing a mechanism to resolve these failing institutions. From its failure to protect consumers, to regulate mortgage lending, to effectively oversee bank holding companies, the instances in which the Fed has failed to execute its existing authority are numerous. In a crisis that has taught the American people many hard learned lessons, perhaps the most important is that no institution should ever be too big to fail. And going forward, we should consider how that lesson applies not only to our financial institutions, but also to the Government entities charged with regulating them. Replacing Citibank-size financial institutions with Citibank-size regulators would be a grave mistake. This crisis has illustrated all too well the dangers posed to the consumer and our economy when we consolidate too much power in too few hands with too little transparency and accountability. Further, as former Fed Chairman Volcker has suggested, there may well be an inherent conflict of interest between prudential supervision--that is, the day-to-day regulation of our banks--and monetary policy, the Fed's primary mission--and an essential one, I might add. One idea that has been suggested that could complement and support an entity that oversees systemic risk is a consolidated safety and soundness regulator. The regulatory arbitrage, duplication, and inefficiency that comes with having multiple Federal banking regulators was at least as much of a problem in creating this crisis as the Fed's inability to see the crisis coming and its failure to protect consumers and investors. And so systemic risk is important, but no more so than the risk to consumers and depositors, the engine behind our very banking system. Creating that race to the top starts with building from the bottom up. That is why I am equally interested in what we do to the prudential supervision level to empower regulators, the first line of defense for consumers and depositors, and increase the transparency that is absolutely essential to checks and balances and to a healthy financial system. Each of these issues leads us to a simple conclusion: The need for broad, comprehensive reform is clear. We cannot afford to address the future of our financial system piecemeal or ad hoc without considering the role that every actor at every level must play in creating a stable banking system that helps our economy grow for decades to come. That must be our collective goal. With that, let me turn to Senator Shelby.",Speech, 
"Senator Shelby","Thank you, Chairman Dodd. We are in the midst of an unprecedented financial crisis. I believe the challenge before us involves three tasks: First, we must work to stabilize the system. Second, we must understand the origins of the current crisis. And, third, we must work to restructure our regulatory regime to meet the demands of a 21st century financial system. Today, the Committee will focus primarily on the third task, rebuilding the regulatory structure. I believe the success of our effort will depend a great deal on our ability to determine what led us to this point. Without that knowledge, we will not know whether we are regulating the right things in the right way. We need to determine whether the regulators had sufficient authority and whether they used the authority they had to the fullest extent. We need to consider here whether market developments outpace current regulatory capabilities. We also need to better understand the impact regulation has on the private sector's due diligence and risk management practices. After understanding the nature of the regulatory structure, I believe we need to come to an understanding as to the specific cause or causes of the regulatory failure. We then need to address those failures in such a manner where we create a durable, flexible, and robust regime that can grow with markets while still protecting consumers and market stability. This is a very tall order. It will take an intensive and extended effort on our behalf, but in the end, getting this thing done right is more important than getting it done quickly. Thank you, Mr. Chairman.",Statement,STATEMENT OF SENATOR RICHARD C. SHELBY 
"Chairman Dodd","We have a lot of witnesses, but some of my colleagues may want to make some very brief opening comments on this. Senator Brown, you are next in line. Do you want to make a brief opening comment on this at all?",Speech, 
"Senator Brown","I will pass.",Speech, 
"Chairman Dodd","You will. Senator Bunning.",Speech, 
"Senator Bunning","Pass.",Speech, 
"Chairman Dodd","As well. Senator Tester.",Speech, 
"Senator Tester","I will pass.",Speech, 
"Chairman Dodd","As well. Senator Crapo.",Speech, 
"Senator Crapo","Pass.",Speech, 
"Chairman Dodd","Let me see. Senator Warner.",Speech, 
"Senator Warner","I will pass.",Speech, 
"Chairman Dodd","We have a trend going here. Senator Bennett? I was told by my staff that some members wanted to be heard, so I am just responding to the staff request.",Speech, 
"Senator Bennett","I just want to thank you for holding the hearing and recognize that it is going to be the first in a series, because there is probably nothing more important that we will do in this Committee this year than deal with this problem. The future is a very--there are many demands that we have to deal with, with respect to the future here.",Speech, 
"Chairman Dodd","Thank you.",Speech, 
"Senator Schumer","",Speech, 
"Senator Schumer","Pass.",Speech, 
"Chairman Dodd","All right. Senator Merkley.",Speech, 
"Senator Merkley","I will pass.",Speech, 
"Chairman Dodd","Senator Bennet.",Speech, 
"Senator Bennet","I appreciate the opportunity to make a lengthy opening statement.",Speech, 
"Chairman Dodd","Statements will be included in the record. We will make sure that happens. We will begin with our witnesses here. We are very fortunate to have a good, strong group of folks who know these issues well and have been involved before with this Committee on numerous occasions. Let me briefly introduce them each. I will begin with John Dugan. He is currently the Comptroller of the Currency. We thank you for coming back before the Committee once again. Sheila Bair, Chairperson of the Federal Deposit Insurance Corporation, has been before the Committee on numerous occasions. We have next Michael Fryzel, Chairman of the National Credit Union Administration, and we appreciate your participation. Dan Tarullo is with the Federal Reserve. We thank you, Dan. Congratulations on your recent confirmation as well. Scott Polakoff currently serves as the Acting Director of the Office of Thrift Supervision. Joseph Smith is currently North Carolina Commissioner on Banks and is appearing on behalf of the State Bank Supervisors, and we thank you for being here. And George Reynolds is the Chairman of the National Association of State Credit Union Supervisors and Senior Deputy Commissioner of the Georgia Department of Banking and Finance. And we thank you as well for joining us. I am going to ask, given the magnitude, the size of our Committee here this morning--I noticed, for instance, John, your testimony is about 18 or 20 pages long last night as I went through it, and I am hopeful you are not going to try and do all 20 pages here this morning. Dan, yours is about 16 or 17 pages as well. If you could abbreviate this down to about 5 or 6 minutes or so--and it is important we hear what you have to say, so I do not want to constrain you too much. But I would like to be able to get through everyone so we can go through the question period. We will begin with you.",Speech, 
"Mr. Dugan","Thank you, Chairman Dodd, Ranking Member Shelby, and Members of the Committee. The financial crisis has raised legitimate questions about whether we need to restructure and reform our financial regulatory system, and I welcome the opportunity to testify on this important subject on behalf of the OCC. Let me summarize the five key recommendations from my written statement which address issues raised in the Committee's letter of invitation. First, we support the establishment of a systemic risk regulator, which probably should be the Federal Reserve Board. In many ways, the Board already serves this role with respect to systemically important banks, but no agency has had similar authority with respect to systemically important financial institutions that are not banks, which created real problems in the last several years as risk increased in many such institutions. It makes sense to provide one agency with authority and accountability for identifying and addressing such risks across the financial system. This authority should be crafted carefully, however, to address the very real concerns of the Board taking on too many functions to do all of them well, while at the same time concentrating too much authority in a single Government agency. Second, we support the establishment of a regime to stabilize resolve and wind down systemically significant firms that are not banks. The lack of such a regime this past year proved to be an enormous problem in dealing with distressed and failing institutions such as Bear Stearns, Lehman Brothers, and AIG. The new regime should provide tools that are similar to those the FDIC currently has for resolving banks, as well as provide a significant funding source, if needed, to facilitate orderly dispositions, such as a significant line of credit from the Treasury. In view of the systemic nature of such resolutions and the likely need for Government funding, the systemic risk regulator and the Treasury Department should be responsible for this new authority. Third, if the Committee decides to move forward with reducing the number of bank regulators--and that would, of course, shorten this hearing--we have two general recommendations. The first may not surprise you. We believe strongly that you should preserve the role of a dedicated prudential banking supervisor that has no job other than bank supervision. Dedicated supervision produces no confusion about the supervisor's goals or mission, no potential conflict with competing objectives; responsibility and accountability are well defined; and the result is a strong culture that fosters the development of the type of seasoned supervisors that we need. But my second recommendation here may sound a little strange coming from the OCC given our normal turf wars. Congress, I believe, should preserve a supervisory role for the Federal Reserve Board, given its substantial experience with respect to capital markets, payment systems, and the discount window. Fourth, Congress should establish a system of national standards that are uniformly implemented for mortgage regulation. While there were problems with mortgage underwriting standards at all mortgage providers, including national banks, they were least pronounced at regulated banks, whether State or nationally chartered. But they were extremely severe at the nonbank mortgage companies and mortgage brokers regulated exclusively by the States, accounting for a disproportionate share of foreclosures. Let me emphasize that this was not the result of national bank preemption, which in no way impeded States from regulating these providers. National mortgage standards with comparable implementation by Federal and State regulators would address this regulatory gap and ensure better mortgages for all consumers. Finally, the OCC believes the best way to implement consumer protection regulation of banks, the best way to protect consumers is to do so through prudential supervision. Supervisors' continual presence in banks through the examination process creates especially effective incentives for consumer protection compliance, as well as allowing examiners to detect compliance failures much earlier than would otherwise be the case. They also have strong enforcement powers and exceptional leverage over bank management to achieve corrective action. That is, when examiners detect consumer compliance weaknesses or failures, they have a broad range of corrective tools from informal comments to formal enforcement action, and banks have strong incentives to move back into compliance as expeditiously as possible. Finally, because examiners are continually exposed to the practical effects of implementing consumer protection rules for bank customers, the prudential supervisory agency is in the best position to formulate and refine consumer protection regulation for banks. Proposals to remove consumer protection regulation and supervision from prudential supervisors, instead consolidating such authority in a new Federal agency, would lose these very real benefits, we believe. If Congress believes that the consumer protection regime needs to be strengthened, the best answer is not to create a new agency that would have none of the benefits of the prudential supervisor. Instead, we believe the better approach is for Congress to reinforce the agency's consumer protection mission and direct them to toughen the applicable standards and close any gaps in regulatory coverage. The OCC and the other prudential bank supervisors will rigorously apply any new standards, and consumers will be better protected. Thank you very much. I would be happy to answer questions.",Statement,STATEMENT OF JOHN C. DUGAN, COMPTROLLER OF THE CURRENCY, OFFICE OF THE COMPTROLLER OF THE CURRENCY 
"Chairman Dodd","Thank you very much. Ms. Bair, thank you for joining us.",Speech, 
